#bitsize(pq) p q pq mean
19 461 661 304721 0.011460207984782755
19 461 809 372949 0.021774613996967673
19 461 1013 466993 0.026534972013905644
19 463 1019 471797 0.021536552987527102
19 467 761 355387 0.018249759974423796
19 467 823 384341 0.030447642027866095
19 467 907 423569 0.02630152303026989
19 467 967 451589 0.014581233961507678
19 479 673 322367 0.016781804035417736
19 479 857 410503 0.012373010977171361
19 479 883 422957 0.012311006023082882
19 487 641 312167 0.014755768002942204
19 487 863 420281 0.019848091003950685
19 491 601 295091 0.018545721017289907
19 491 733 359903 0.010616602026857436
19 499 613 305887 0.01912337902467698
19 499 619 308881 0.02093389700166881
19 499 751 374749 0.01500583003507927
19 499 881 439619 0.019702920981217176
19 499 929 463571 0.028860902995802462
19 503 601 302303 0.021482010022737086
19 503 887 446161 0.016050530946813524
19 509 523 266207 0.016399650019593537
19 509 563 286567 0.02196999901207164
19 509 863 439267 0.031353180995211005
19 509 877 446393 0.011962632008362561
19 521 659 343339 0.0102636480005458
19 521 761 396481 0.018002505996264517
19 521 797 415237 0.015946994011756033
19 521 863 449623 0.02222337602870539
19 521 947 493387 0.016808436019346118
19 523 691 361393 0.017182940035127103
19 523 811 424153 0.016734075965359807
19 523 839 438797 0.016908788995351642
19 541 751 406291 0.01938642904860899
19 547 787 430489 0.02597823803080246
19 557 659 367063 0.021792828978504986
19 557 733 408281 0.013169529964216053
19 571 757 432247 0.011325091996695846
19 577 641 369857 0.022549389977939427
19 577 853 492181 0.012649404990952462
19 587 757 444359 0.01705246197525412
19 593 757 448901 0.025495781970676035
19 593 839 497527 0.01569387799827382
19 599 653 391147 0.014311826031189412
19 601 683 410483 0.014304414042271674
19 601 701 421301 0.012877834029495716
19 601 733 440533 0.011381452961359173
19 607 619 375733 0.015723710996098816
19 617 661 407837 0.011425923032220453
19 617 823 507791 0.01261253998382017
19 619 691 427729 0.01446928404038772
19 631 647 408257 0.013697413029149175
19 641 661 423701 0.025970382965169847
19 643 643 413449 0.017783791990950704
19 643 701 450743 0.013866224035155028
19 653 751 490403 0.020042011979967356
19 653 797 520441 0.024074579996522516
19 661 773 510953 0.018527216976508498
19 677 769 520613 0.02433876198483631
19 683 751 512933 0.017520400986541063
20 521 1931 1006051 0.01187142904382199
20 523 1999 1045477 0.016072914993856102
20 541 1097 593477 0.011605189996771514
20 541 1559 843419 0.02541806799126789
20 541 1907 1031687 0.021020138985477388
20 557 1069 595433 0.019244587048888206
20 557 1459 812663 0.02281000098446384
20 563 1123 632249 0.016441310988739133
20 563 1511 850693 0.028724552015773952
20 563 1637 921631 0.024011072993744165
20 569 1009 574121 0.017692185996565968
20 571 1201 685771 0.02070352202281356
20 571 1327 757717 0.012886515993159264
20 571 1823 1040933 0.018556124006863683
20 577 1699 980323 0.014902069000527263
20 577 1789 1032253 0.019680997997056693
20 587 1163 682681 0.018030862032901496
20 587 1307 767209 0.019537797023076564
20 587 1327 778949 0.022111162019427866
20 587 1399 821213 0.021594894002191722
20 593 967 573431 0.023107954999431968
20 593 1171 694403 0.04041450400836766
20 593 1667 988531 0.034266536007635295
20 601 877 527077 0.023413334973156452
20 607 971 589397 0.028946393984369934
20 607 1279 776353 0.02082914102356881
20 607 1523 924461 0.023497465008404106
20 613 1031 632003 0.03780607698718086
20 613 1097 672461 0.03116788901388645
20 613 1291 791383 0.019511895021423697
20 613 1459 894367 0.025990338006522506
20 617 1051 648467 0.011889848974533379
20 617 1093 674381 0.013032362970989197
20 619 1181 731039 0.0168652159627527
20 619 1229 760751 0.02317872701678425
20 631 1069 674539 0.011410034028813243
20 631 1087 685897 0.025094540033023804
20 631 1559 983729 0.012038653949275613
20 631 1571 991301 0.016404403024353087
20 641 919 589079 0.019296008977107704
20 643 1013 651359 0.029761256999336183
20 643 1039 668077 0.01569398900028318
20 643 1481 952283 0.0334501409670338
20 643 1493 959999 0.023342436004895717
20 643 1607 1033301 0.010479232994839549
20 653 911 594883 0.011605793959461153
20 653 991 647123 0.016613329004030675
20 653 997 651041 0.014679445012006909
20 653 1459 952727 0.01094441197346896
20 661 1553 1026533 0.024175672966521233
20 673 857 576761 0.02506601100321859
20 673 1217 819041 0.022030662978067994
20 673 1471 989983 0.01827648002654314
20 673 1481 996713 0.013747167016845196
20 683 787 537521 0.012112142983824015
20 683 911 622213 0.01480012497631833
20 683 1033 705539 0.011579335026908666
20 683 1117 762911 0.014125011977739632
20 691 1327 916957 0.03150882397312671
20 691 1373 948743 0.04216956201707944
20 691 1493 1031663 0.030625172017607838
20 701 953 668053 0.025996363023296
20 701 1061 743761 0.01562669000122696
20 701 1129 791429 0.014160914986860007
20 709 881 624629 0.020544843981042504
20 709 1093 774937 0.019826788979116827
20 727 1181 858587 0.019848788040690124
20 727 1237 899299 0.02607227797852829
20 733 1289 944837 0.02630930399755016
20 739 1361 1005779 0.024612621986307204
20 743 1031 766033 0.019405338971409947
20 743 1061 788323 0.029844908975064754
20 751 863 648113 0.013874750991817564
20 751 1289 968039 0.01187754498096183
20 757 1181 894017 0.019696944975294173
20 757 1259 953063 0.018715100013650954
20 761 1361 1035721 0.026060438016429543
20 769 967 743623 0.019312616030219942
20 769 1061 815909 0.010322223010007292
20 773 1181 912913 0.0265532789635472
20 787 887 698069 0.03783188899978995
20 809 1039 840551 0.016495376999955624
20 809 1129 913361 0.023986794985830784
20 809 1283 1037947 0.03270903299562633
20 811 1049 850739 0.027157666045241058
20 823 829 682267 0.017750246974173933
20 823 1153 948919 0.025188004947267473
20 823 1193 981839 0.03456888603977859
20 823 1249 1027927 0.02177338401088491
20 827 1187 981649 0.02671062998706475
20 829 1091 904439 0.024744816997554153
20 839 1231 1032809 0.020003246027044952
20 859 1069 918271 0.02334131603129208
20 859 1213 1041967 0.014958578976802528
20 877 997 874369 0.014244379010051489
20 881 1063 936503 0.02407303499057889
20 883 907 800881 0.03807957499520853
20 887 977 866599 0.02470821497263387
20 911 1097 999367 0.025120981968939304
20 1009 1031 1040279 0.01821421302156523
21 541 1973 1067393 0.029775779985357076
21 569 1999 1137431 0.0451689749606885
21 571 2017 1151707 0.0432971179834567
21 577 1993 1149961 0.036751150037162006
21 587 1901 1115887 0.038460170035250485
21 641 1667 1068547 0.029936631035525352
21 641 1721 1103161 0.03311252105049789
21 647 1997 1292059 0.03508323698770255
21 659 1733 1142047 0.01540119299897924
21 659 1987 1309433 0.023129829962272197
21 673 1831 1232263 0.02020164200803265
21 683 1747 1193201 0.029433143965434283
21 691 2011 1389601 0.021852665988262743
21 719 1693 1217267 0.043472304998431355
21 727 1823 1325321 0.027423458988778293
21 727 1933 1405291 0.02808507502777502
21 733 1489 1091437 0.041176008991897106
21 757 1489 1127173 0.01724050601478666
21 769 1669 1283461 0.026629798987414688
21 797 1553 1237741 0.02069008001126349
21 809 1669 1350221 0.019593459030147642
21 823 1579 1299517 0.013118140981532633
21 827 1327 1097429 0.012007424025796354
21 827 1559 1289293 0.0337265680427663
21 839 1663 1395257 0.02500142902135849
21 853 1459 1244527 0.036076752992812544
21 853 1871 1595963 0.022270867018960416
21 857 1439 1233223 0.028713112988043576
21 859 1699 1459441 0.02135061996523291
21 863 1277 1102051 0.021485587989445776
21 881 1823 1606063 0.033490119967609644
21 881 1879 1655399 0.016276417998597026
21 883 1201 1060483 0.034010870032943785
21 883 1453 1282999 0.03138363600010052
21 883 1567 1383661 0.039244686951860785
21 883 1973 1742159 0.02763672498986125
21 887 1307 1159309 0.041410501988139004
21 887 1601 1420087 0.023901873035356402
21 919 1303 1197457 0.023240551992785186
21 919 1873 1721287 0.034777166962157935
21 929 1129 1048841 0.02555038797436282
21 929 1609 1494761 0.038893852033652365
21 941 1381 1299521 0.01614691299619153
21 947 1907 1805929 0.03802937100408599
21 947 1951 1847597 0.01697241800138727
21 953 1777 1693481 0.01710900099715218
21 971 1097 1065187 0.012745012005325407
21 971 1567 1521557 0.02274581097299233
21 971 1637 1589527 0.042955931974574924
21 977 1439 1405903 0.0747644990333356
21 977 2039 1992103 0.021777719957754016
21 983 1301 1278883 0.023040281957946718
21 983 1601 1573783 0.023207607038784772
21 991 1951 1933441 0.02507893496658653
21 1021 1031 1052651 0.019923038023989648
21 1033 1039 1073287 0.010665426030755043
21 1049 1187 1245163 0.030673523957375437
21 1049 1277 1339573 0.016110460041090846
21 1049 1601 1679449 0.017463852011132985
21 1051 1471 1546021 0.02508153999224305
21 1061 1543 1637123 0.012319685018155724
21 1061 1579 1675319 0.03361087600933388
21 1061 1777 1885397 0.0283082639798522
21 1061 1949 2067889 0.025801308976951987
21 1063 1861 1978243 0.032928002008702606
21 1069 1607 1717883 0.02936553698964417
21 1069 1699 1816231 0.03528301796177402
21 1069 1723 1841887 0.017015749006532133
21 1091 1637 1785967 0.028366796963382512
21 1091 1901 2073991 0.025578838016372174
21 1093 1697 1854821 0.027186580002307892
21 1093 1723 1883239 0.03108248399803415
21 1097 1721 1887937 0.02853790100198239
21 1103 1259 1388677 0.02920152200385928
21 1153 1217 1403201 0.03664530295645818
21 1153 1447 1668391 0.02961836999747902
21 1163 1381 1606103 0.03149081999436021
21 1171 1553 1818563 0.030326557985972613
21 1187 1423 1689101 0.0355966710485518
21 1187 1459 1731833 0.0179437140468508
21 1187 1753 2080811 0.018532178015448153
21 1193 1361 1623673 0.03303112700814381
21 1193 1367 1630831 0.02722489199368283
21 1201 1481 1778681 0.037664742034394294
21 1213 1669 2024497 0.025922586966771632
21 1223 1259 1539757 0.02398172003449872
21 1229 1481 1820149 0.028428345976863056
21 1249 1447 1807303 0.01404883898794651
21 1259 1319 1660621 0.03215909900609404
21 1259 1523 1917457 0.021900311985518783
21 1277 1399 1786523 0.024355131026823074
21 1279 1451 1855829 0.020974599989131093
21 1297 1489 1931233 0.01917651097755879
21 1301 1409 1833109 0.018083625996951014
21 1301 1459 1898159 0.014867097022943199
21 1307 1559 2037613 0.012151564005762339
21 1367 1453 1986251 0.019457058049738407
21 1381 1451 2003831 0.014533698966261
21 1381 1481 2045261 0.01833210897166282
21 1409 1429 2013461 0.023582810012158006
22 1039 3769 3915991 0.039035048976074904
22 1049 2551 2675999 0.018456707999575883
22 1049 2957 3101893 0.01760278904112056
22 1049 3061 3210989 0.047010448994114995
22 1051 3593 3776243 0.061253006977494806
22 1061 2309 2449849 0.03752302203793079
22 1063 2677 2845651 0.03952041198499501
22 1069 3767 4026923 0.03445182403083891
22 1069 3779 4039751 0.022329818981233984
22 1091 2083 2272553 0.030959070951212198
22 1091 3181 3470471 0.01198564498918131
22 1103 3011 3321133 0.03610402799677104
22 1103 3323 3665269 0.04846441501285881
22 1117 2389 2668513 0.024144922965206206
22 1117 2617 2923189 0.06248893303563818
22 1117 3299 3684983 0.05305707798106596
22 1117 3449 3852533 0.015904473955743015
22 1123 2719 3053437 0.028274996962863952
22 1123 3529 3963067 0.027733627997804433
22 1129 2687 3033623 0.05560383800184354
22 1129 3527 3981983 0.056645740987733006
22 1153 2389 2754517 0.04097907798131928
22 1181 2953 3487493 0.03909015696262941
22 1181 3121 3685901 0.03770662803435698
22 1187 2099 2491513 0.015729576000012457
22 1193 2083 2485019 0.012987144000362605
22 1193 3329 3971497 0.05295729101635516
22 1213 2381 2888153 0.014151725044939667
22 1217 3253 3958901 0.03898502100491896
22 1223 1997 2442331 0.05279694398632273
22 1223 3191 3902593 0.05873999698087573
22 1229 1987 2442023 0.015576774021610618
22 1231 1831 2253961 0.035353986953850836
22 1237 2887 3571219 0.04678446997422725
22 1249 2203 2751547 0.04792706499574706
22 1259 1667 2098753 0.031925396993756294
22 1259 2297 2891923 0.01179784897249192
22 1279 2297 2937863 0.03729365998879075
22 1291 2393 3089363 0.04095755500020459
22 1291 2437 3146167 0.05382588703650981
22 1291 3089 3987899 0.03886652196524665
22 1301 2393 3113293 0.027994211006443948
22 1303 1861 2424883 0.036060597049072385
22 1319 1913 2523247 0.017625275009777397
22 1319 2141 2823979 0.013779298053123057
22 1321 2269 2997349 0.03689131198916584
22 1361 2719 3700559 0.03591047099325806
22 1373 2437 3346001 0.045183123962488025
22 1381 2371 3274351 0.03071638400433585
22 1399 1907 2667893 0.012930782977491617
22 1399 2153 3012047 0.012360431021079421
22 1409 2953 4160777 0.044909157033544034
22 1429 2027 2896583 0.01246676902519539
22 1433 2647 3793151 0.03917364898370579
22 1439 1597 2298083 0.047540285042487085
22 1447 1553 2247191 0.021123164042364806
22 1451 2441 3541891 0.03696415002923459
22 1471 1553 2284463 0.016402816982008517
22 1471 1621 2384491 0.026067179045639932
22 1489 2017 3003313 0.03536753397202119
22 1493 2269 3387617 0.03700460400432348
22 1493 2467 3683231 0.019232864025980234
22 1499 1613 2417887 0.046640747983474284
22 1499 2423 3632077 0.015107241983059794
22 1511 2039 3080929 0.033134608005639166
22 1523 2749 4186727 0.029032255988568068
22 1531 2311 3538141 0.02723526896443218
22 1531 2389 3657559 0.05819199502002448
22 1531 2503 3832093 0.03241568600060418
22 1549 1553 2405597 0.02681850199587643
22 1553 1787 2775211 0.01625318400328979
22 1553 2221 3449213 0.014167485001962632
22 1559 1621 2527139 0.02771537401713431
22 1559 2609 4067431 0.03867482201894745
22 1571 1601 2515171 0.017001266998704523
22 1571 2221 3489191 0.04492902400670573
22 1571 2267 3561457 0.02558180899359286
22 1579 2063 3257477 0.03430375503376126
22 1579 2503 3952237 0.025708377012051642
22 1583 1787 2828821 0.04291053401539102
22 1597 2069 3304193 0.034883882966823876
22 1601 2221 3555821 0.06577171402750537
22 1601 2357 3773557 0.03937634301837534
22 1607 2293 3684851 0.04588908399455249
22 1609 2437 3921133 0.0309406989836134
22 1619 1901 3077719 0.026321555953472853
22 1663 1951 3244513 0.04487140802666545
22 1693 2311 3912523 0.01981487701414153
22 1697 2393 4060921 0.02406220801640302
22 1699 1997 3392903 0.04188048897776753
22 1709 2069 3535921 0.03662771498784423
22 1709 2423 4140907 0.03686037304578349
22 1721 2389 4111469 0.023311243043281138
22 1723 2357 4061111 0.020975994993932545
22 1741 2111 3675251 0.01935446501011029
22 1759 1823 3206657 0.03700813796604052
22 1759 1867 3284053 0.03985196596477181
22 1783 2029 3617707 0.02349679300095886
22 1801 2161 3891961 0.020968828001059592
22 1847 2089 3858383 0.03462938900338486
23 1123 3803 4270769 0.07569630298530683
23 1151 4007 4612057 0.05712111201137304
23 1171 3797 4446287 0.046616573992650956
23 1231 4007 4932617 0.05965490697417408
23 1249 3823 4774927 0.0377212279709056
23 1277 3821 4879417 0.01631727599306032
23 1283 3539 4540537 0.05231211596401408
23 1303 3907 5090821 0.046204555954318494
23 1303 3919 5106457 0.06719970400445163
23 1361 3793 5162273 0.04334797104820609
23 1367 3251 4444117 0.02547113603213802
23 1373 3989 5476897 0.027046239003539085
23 1471 3119 4588049 0.028914074995554984
23 1471 3329 4896959 0.03587396600050852
23 1481 3767 5578927 0.019055877986829728
23 1487 3469 5158403 0.042861551977694035
23 1489 2843 4233227 0.08656576997600496
23 1493 4091 6107863 0.04423672001576051
23 1499 3137 4702363 0.019452499982435256
23 1499 3389 5080111 0.04383868502918631
23 1531 4073 6235763 0.051059461024124175
23 1531 4093 6266383 0.0525935780024156
23 1549 2719 4211731 0.0416656140005216
23 1553 3923 6092419 0.021494971006177366
23 1559 3911 6097249 0.036852298013400286
23 1601 3659 5858059 0.0718034430174157
23 1609 2741 4410269 0.07674341002712026
23 1609 3719 5983871 0.028787975024897605
23 1621 3371 5464391 0.04307347896974534
23 1621 3643 5905303 0.01484803599305451
23 1627 3083 5016041 0.038503784977365285
23 1637 2659 4352783 0.061483700992539525
23 1667 2719 4532573 0.04909017396857962
23 1699 2731 4639969 0.020616301975678653
23 1699 3257 5533643 0.04112398996949196
23 1721 3673 6321233 0.047127600002568215
23 1721 3709 6383189 0.02199247997486964
23 1723 3323 5725529 0.06177966401446611
23 1741 3191 5555531 0.06084264302626252
23 1747 2671 4666237 0.05086235998896882
23 1747 3271 5714437 0.03775957098696381
23 1783 2371 4227493 0.07705564197385684
23 1783 3463 6174529 0.05329965299461037
23 1801 4001 7205801 0.03046398697188124
23 1811 2861 5181271 0.03543604997685179
23 1861 2819 5246159 0.0657308530062437
23 1873 2297 4302281 0.037685565010178834
23 1901 2437 4632737 0.08132473396835849
23 1913 2741 5243533 0.0483844630070962
23 1931 2719 5250389 0.06762856396380812
23 1951 2357 4598507 0.03175655100494623
23 1979 2351 4652629 0.06094108399702236
23 1979 2897 5733163 0.015277666039764881
23 1999 2801 5599199 0.10381198296090588
23 2017 3607 7275319 0.01902995497221127
23 2029 3461 7022369 0.051954579015728086
23 2053 2693 5528729 0.08840835996670648
23 2063 2663 5493769 0.07746324600884691
23 2083 3203 6671849 0.039565715997014195
23 2083 3271 6813493 0.04363578400807455
23 2087 2539 5298893 0.018128642986994237
23 2113 3739 7900507 0.05743683304172009
23 2129 2621 5580109 0.03128589497646317
23 2137 2767 5913079 0.023270579986274242
23 2137 3557 7601309 0.07938654802273959
23 2141 3407 7294387 0.06402293796418235
23 2161 3463 7483543 0.043135378044098616
23 2179 2917 6356143 0.03632801998173818
23 2179 3319 7232101 0.027836808003485203
23 2179 3463 7545877 0.026117192988749593
23 2203 3169 6981307 0.04801823303569108
23 2203 3557 7836071 0.033627301978413016
23 2221 3331 7398151 0.04212357895448804
23 2239 2351 5263889 0.025715709023643285
23 2243 3109 6973487 0.039348560967482626
23 2251 2819 6345569 0.07156055798986927
23 2281 2797 6379957 0.029085988004226238
23 2293 2969 6807917 0.016317730012815446
23 2297 2381 5469157 0.026956316956784576
23 2311 2707 6255877 0.03449117700802162
23 2333 3067 7155311 0.040497896960005164
23 2339 2819 6593641 0.032745447009801865
23 2339 3559 8324501 0.013801277964375913
23 2351 2441 5738791 0.05944446596549824
23 2351 2671 6279521 0.0394708730163984
23 2351 2683 6307733 0.028060908021871
23 2351 2699 6345349 0.05794469401007518
23 2357 2671 6295547 0.041439079970587045
23 2357 2971 7002647 0.02002648200141266
23 2371 2447 5801837 0.04333193402271718
23 2393 3331 7971083 0.020258893026039004
23 2399 2621 6287779 0.051724271033890545
23 2411 3109 7495799 0.031723753025289625
23 2411 3407 8214277 0.0231558489613235
23 2467 2789 6880463 0.042589502001646906
23 2473 2707 6694411 0.08016207499895245
23 2531 2969 7514539 0.020886297977995127
23 2531 3301 8354831 0.04823149897856638
23 2749 2999 8244251 0.02135399600956589
23 2833 2957 8377181 0.03292218002025038
24 2053 4649 9544397 0.11992438597371802
24 2053 4871 10000163 0.10005851899040863
24 2081 5483 11410123 0.012595441017765552
24 2081 7393 15384833 0.05960982799297199
24 2083 4127 8596541 0.12972434499533847
24 2087 4951 10332737 0.05476313398685306
24 2111 7253 15311083 0.057892972021363676
24 2113 7019 14831147 0.10458176903193817
24 2141 6553 14029973 0.10556274798000231
24 2179 4973 10836167 0.01174434000859037
24 2203 7079 15595037 0.07130443397909403
24 2213 4751 10513963 0.05256545904558152
24 2221 4657 10343197 0.06365689495578408
24 2239 5843 13082477 0.05673718103207648
24 2239 7297 16337983 0.02464746596524492
24 2243 7351 16488293 0.013502223009709269
24 2251 6959 15664709 0.05991720099700615
24 2267 5743 13019381 0.04264615697320551
24 2267 5981 13558927 0.07534207898424938
24 2267 6067 13753889 0.013918526004999876
24 2273 6947 15790531 0.10397632099920884
24 2273 6991 15890543 0.07052382995607331
24 2281 7213 16452853 0.017952079011593014
24 2287 5659 12942133 0.127865144982934
24 2293 6113 14017109 0.11417453095782548
24 2297 7283 16729051 0.022540183970704675
24 2311 6967 16100737 0.045216025959234685
24 2347 6679 15675613 0.09116234199609607
24 2351 4357 10243307 0.023086517001502216
24 2377 4909 11668693 0.05651026201667264
24 2389 6203 14818967 0.04705095599638298
24 2399 4423 10610777 0.08993069699499756
24 2441 5867 14321347 0.02882752794539556
24 2447 3631 8885057 0.07001071801641956
24 2459 3671 9026989 0.024184809997677803
24 2467 4271 10536557 0.04489541595103219
24 2467 5437 13413079 0.0556430010474287
24 2467 6299 15539633 0.09922264801571146
24 2503 4903 12272209 0.07087677100207657
24 2543 6277 15962411 0.01872346398886293
24 2579 6329 16322491 0.017543389985803515
24 2591 3413 8843083 0.023073825053870678
24 2591 3613 9361283 0.09458186302799731
24 2609 6101 15917509 0.059736834024079144
24 2617 5119 13396423 0.04739266500109807
24 2621 3343 8762003 0.12645445601083338
24 2647 4177 11056519 0.12805618101265281
24 2659 4657 12382963 0.03207223897334188
24 2663 5531 14729053 0.02187922300072387
24 2689 4397 11823533 0.09486292203655466
24 2689 5519 14840591 0.030203455011360347
24 2693 4003 10780079 0.043836147990077734
24 2693 5323 14334839 0.05808146501658484
24 2699 5347 14431553 0.09157169499667361
24 2711 3607 9778577 0.04513941903132945
24 2711 4441 12039551 0.04553170601138845
24 2713 5591 15168383 0.05600375501671806
24 2713 6067 16459771 0.03452089702477679
24 2719 3659 9948821 0.09166917199036106
24 2719 5507 14973533 0.020923654024954885
24 2729 3709 10121861 0.06690540397539735
24 2731 3083 8419673 0.05687377700814977
24 2767 3917 10838339 0.1094778329716064
24 2789 3461 9652729 0.09141174098476768
24 2791 5659 15794269 0.015455077984370291
24 2801 4493 12584893 0.03411074395989999
24 2801 4861 13615661 0.05402474297443405
24 2803 4561 12784483 0.08522269898094237
24 2837 5851 16599287 0.042593005986418575
24 2843 3733 10612919 0.022384497977327555
24 2887 3319 9581953 0.04112151899607852
24 2957 5209 15403013 0.03817369800526649
24 2963 3557 10539391 0.024354999011848122
24 3011 3823 11511053 0.05514921195572242
24 3023 4139 12512197 0.06785512896021828
24 3037 4931 14975447 0.019288065959699452
24 3067 3079 9443293 0.10298454196890816
24 3109 3319 10318771 0.04747236904222518
24 3109 4679 14547011 0.07423734298208728
24 3119 4603 14356757 0.07969122799113393
24 3167 3181 10074227 0.05199139402247965
24 3181 5087 16181747 0.09053185099037364
24 3221 4673 15051733 0.06509816803736612
24 3229 4253 13732937 0.07482100796187297
24 3253 4799 15611147 0.06895977497333661
24 3271 4217 13793807 0.06683397496817634
24 3271 5003 16364813 0.09256953798467293
24 3299 3673 12117227 0.016598735004663467
24 3323 4861 16153103 0.08594343700679019
24 3371 3709 12503039 0.05436570901656523
24 3389 4751 16101139 0.0771924700238742
24 3517 4409 15506453 0.034099141019396484
24 3529 4673 16491017 0.06476499600103125
24 3541 4663 16511683 0.10192979598650709
24 3643 3673 13380739 0.0986548190121539
24 3677 3929 14446933 0.07601411000359803
24 3677 4447 16351619 0.07760410697665066
24 3719 4201 15623519 0.03966486401623115
24 3761 3823 14378303 0.055241497000679374
24 3821 4133 15792193 0.08663716696901247
25 2347 7823 18360581 0.06481944496044889
25 2371 7759 18396589 0.09726960299303755
25 2383 7877 18770891 0.12318189698271453
25 2441 7541 18407581 0.13184838101733476
25 2521 7489 18879769 0.1152649910072796
25 2551 7349 18747299 0.054816783987917006
25 2621 8093 21211753 0.14141386601841077
25 2659 6637 17647783 0.11740558297606185
25 2693 8039 21649027 0.14727251598378643
25 2707 6553 17738971 0.02306898799724877
25 2711 6197 16800067 0.11259340803371742
25 2797 7321 20476837 0.18884462001733482
25 2797 7477 20913169 0.09793565998552367
25 2803 6353 17807459 0.1575338079710491
25 2833 7829 22179557 0.027325853006914258
25 2843 6521 18539203 0.03015544603113085
25 2887 7211 20818157 0.10723893897375092
25 3023 7043 21290989 0.020441320026293397
25 3121 5503 17174863 0.04128845199011266
25 3169 6829 21641101 0.15228957298677415
25 3209 7561 24263249 0.04747418704209849
25 3221 6221 20037841 0.1210031490190886
25 3257 7561 24626177 0.05709642102010548
25 3259 7993 26049187 0.08502618299098685
25 3271 6299 20604029 0.023797444999217987
25 3371 7001 23600371 0.09143970196601003
25 3371 8179 27571409 0.025055050966329873
25 3413 5659 19314167 0.048598230991046876
25 3449 7121 24560329 0.14134340797318146
25 3517 5743 20198131 0.03181471198331565
25 3527 4813 16975451 0.0790338859660551
25 3527 7867 27746909 0.08552799402968958
25 3529 4943 17443847 0.04367690294748172
25 3547 5431 19263757 0.02960742701543495
25 3557 8167 29050019 0.07040222501382232
25 3671 6271 23020841 0.07358049903996289
25 3673 6199 22768927 0.08910065196687356
25 3673 6563 24105899 0.097125343978405
25 3691 4951 18274141 0.022999837005045265
25 3697 6661 24625717 0.0205693650059402
25 3697 7937 29343089 0.04651435499545187
25 3701 7411 27428111 0.04145655402680859
25 3727 7411 27620797 0.0980284140096046
25 3779 6581 24869599 0.14642012800322846
25 3833 6661 25531613 0.10917299101129174
25 3851 7681 29579531 0.11292707099346444
25 3919 5099 19982981 0.12034391501219943
25 3989 4463 17802907 0.07701038499362767
25 4021 4259 17125439 0.1264562319847755
25 4021 6967 28014307 0.029285117983818054
25 4049 7589 30727861 0.028521198022644967
25 4051 6269 25395719 0.030840596999041736
25 4051 7079 28677029 0.040013029996771365
25 4057 4259 17278763 0.08348350500455126
25 4073 5519 22478887 0.11177360499277711
25 4099 5107 20933593 0.01587721100077033
25 4099 5581 22876519 0.1848597970092669
25 4099 7109 29139791 0.01282992196502164
25 4139 6337 26228843 0.013949167041573673
25 4139 6569 27189091 0.030279935046564788
25 4153 7789 32347717 0.13610395701834932
25 4159 6961 28950799 0.01414896798087284
25 4219 7559 31891421 0.022513840987812728
25 4241 6211 26340851 0.07397783099440858
25 4283 4937 21145171 0.017046750988811255
25 4289 5839 25043471 0.05852035997668281
25 4337 7283 31586371 0.09509656898444518
25 4357 4909 21388513 0.13917391101131216
25 4391 7549 33147659 0.07727206300478429
25 4409 5197 22913573 0.09352318797027692
25 4409 6967 30717503 0.05111679102992639
25 4441 5689 25264849 0.09522328095044941
25 4493 5669 25470817 0.05474371596937999
25 4523 4651 21036473 0.1824302400345914
25 4523 7127 32235421 0.03949047898640856
25 4547 4903 22293941 0.025556311011314392
25 4639 6469 30009691 0.0247479589888826
25 4643 5623 26107589 0.08364901802269742
25 4643 6277 29144111 0.15534693095833063
25 4643 7069 32821367 0.06824791600229219
25 4663 4703 21930089 0.06734988797688857
25 4673 5987 27977251 0.06331807002425194
25 4679 6547 30633413 0.08516609197249636
25 4729 5801 27432929 0.012977871985640377
25 4729 6113 28908377 0.019162844982929528
25 4751 6047 28729297 0.0616027619689703
25 4759 6353 30233927 0.050258263014256954
25 4783 6427 30740341 0.020384192990604788
25 4793 6067 29079131 0.031187982007395476
25 4861 6701 32573561 0.1026439749985002
25 4871 6037 29406227 0.0339481930132024
25 4967 5867 29141389 0.10295698000118136
25 5059 6449 32625491 0.05348947999300435
25 5107 5167 26387869 0.03542525100056082
25 5227 6257 32705339 0.0982115629594773
25 5233 5711 29885663 0.10592568502761424
25 5237 6247 32715539 0.16597237199312076
25 5281 5521 29156401 0.1376116459723562
25 5477 6079 33294683 0.10992630501277745
25 5573 5659 31537607 0.03728702396620065
26 4127 14153 58409431 0.19374687899835408
26 4133 11731 48484223 0.24802105501294136
26 4177 9397 39251269 0.09283141896594316
26 4211 14009 58991899 0.05209763499442488
26 4241 10909 46265069 0.18586842698277906
26 4259 15731 66998329 0.03546427295077592
26 4261 14479 61695019 0.1005254730116576
26 4273 13913 59450249 0.11004067899193615
26 4273 14771 63116483 0.10154092503944412
26 4289 11941 51214949 0.23250086297048256
26 4297 11437 49144789 0.16583793197060004
26 4339 12437 53964143 0.05623356398427859
26 4357 14951 65141507 0.08943128399550915
26 4363 12539 54707657 0.20757307996973395
26 4373 10831 47363963 0.15915680502075702
26 4397 8971 39445487 0.06525959901046008
26 4409 7963 35108867 0.056129383970983326
26 4409 9967 43944503 0.27102914795977995
26 4423 13901 61484123 0.1630792130017653
26 4441 15107 67090187 0.03367835399694741
26 4481 10271 46024351 0.01461966399801895
26 4483 14449 64774867 0.102079814998433
26 4483 14731 66039073 0.12957115896278992
26 4517 12721 57460757 0.14635338797234
26 4519 10103 45655457 0.17934266600059345
26 4549 14437 65673913 0.08199161099037156
