#bitsize(pq) p q pq median
19 401 719 288319 0.007092875999660464
19 401 853 342053 0.0075546119987848215
19 401 877 351677 0.006836340999143431
19 401 881 353281 0.008177963998605264
19 409 743 303887 0.006807248002587585
19 409 857 350513 0.008199757998227142
19 409 881 360329 0.007357173002674244
19 419 647 271093 0.007549027999630198
19 419 661 276959 0.007565735999378376
19 419 673 281987 0.008015680497919675
19 421 769 323749 0.007466679497156292
19 421 797 335537 0.007597914500365732
19 431 809 348679 0.006564329498360166
19 433 619 268027 0.007650444000319112
19 443 821 363703 0.006781941501685651
19 443 941 416863 0.0064033510025183205
19 443 947 419521 0.008193040997866774
19 449 733 329117 0.00773083000240149
19 457 823 376111 0.0069311899969761726
19 461 661 304721 0.00756421099868021
19 461 809 372949 0.007794031480443664
19 461 1013 466993 0.006489375500677852
19 463 1019 471797 0.006040224998287158
19 467 761 355387 0.006521586001326796
19 467 823 384341 0.006561556499946164
19 467 907 423569 0.007411790000332985
19 467 967 451589 0.006821791997936089
19 479 673 322367 0.0068297084981168155
19 479 857 410503 0.006623027999012265
19 479 883 422957 0.006376382501912303
19 487 641 312167 0.007761845001368783
19 487 863 420281 0.0066664869991655
19 491 601 295091 0.0074178079958073795
19 491 733 359903 0.006334946501738159
19 499 613 305887 0.007233746502606664
19 499 619 308881 0.008076211001025513
19 499 751 374749 0.0064974220003932714
19 499 881 439619 0.007928204500785796
19 499 929 463571 0.007290947003639303
19 503 601 302303 0.006804917997214943
19 503 887 446161 0.00804419799533207
19 509 523 266207 0.00678568650255329
19 509 563 286567 0.00671299299938255
19 509 863 439267 0.00641189350062632
19 509 877 446393 0.0065333525017194916
19 521 659 343339 0.008001396501640556
19 521 761 396481 0.008748208998440532
19 521 797 415237 0.007196578495495487
19 521 863 449623 0.006122390001110034
19 521 947 493387 0.006907386497914558
19 523 691 361393 0.007102740990376333
19 523 811 424153 0.0083123069962312
19 523 839 438797 0.006801172996347304
19 541 751 406291 0.007012338002823526
19 547 787 430489 0.009039673503139056
19 557 659 367063 0.006915191497682827
19 557 733 408281 0.007857135497033596
19 571 757 432247 0.00666798100064625
19 577 641 369857 0.008643923498311779
19 577 853 492181 0.007999190504051512
19 587 757 444359 0.006533056999614928
19 593 757 448901 0.007477695999114076
19 593 839 497527 0.006679668000288075
19 599 653 391147 0.006979395500820829
19 601 683 410483 0.007180809498095186
19 601 701 421301 0.007785912497638492
19 601 733 440533 0.007655987996258773
19 607 619 375733 0.006953905998670962
19 617 661 407837 0.007355552501394413
19 617 823 507791 0.006777001999580534
19 619 691 427729 0.0077429584962374065
19 631 647 408257 0.008352343000296969
19 641 661 423701 0.00840054400396184
19 643 643 413449 0.010464160000992706
19 643 701 450743 0.006718254997394979
19 653 751 490403 0.007045432001177687
19 653 797 520441 0.006159338998259045
19 661 773 510953 0.007474600002751686
19 677 769 520613 0.007080411000060849
19 683 751 512933 0.006874896000226727
20 521 1931 1006051 0.011808463001216296
20 523 1999 1045477 0.010374731496995082
20 541 1097 593477 0.013110564501403132
20 541 1559 843419 0.011637307499768212
20 541 1907 1031687 0.011155280000821222
20 557 1069 595433 0.012470309004129376
20 557 1459 812663 0.01236841149875545
20 563 1123 632249 0.011922191999474308
20 563 1511 850693 0.01178215850086417
20 563 1637 921631 0.010885376996156992
20 569 1009 574121 0.01017831400167779
20 571 1201 685771 0.012090540003555361
20 571 1327 757717 0.010435326999868266
20 571 1823 1040933 0.009784298999875318
20 577 1699 980323 0.011881953996635275
20 577 1789 1032253 0.009776473500096472
20 587 1163 682681 0.012073145000613295
20 587 1307 767209 0.011204390499187866
20 587 1327 778949 0.010840694500075188
20 587 1399 821213 0.010460718996910146
20 593 967 573431 0.009310275498137344
20 593 1171 694403 0.012569057500513736
20 593 1667 988531 0.011248563499975717
20 601 877 527077 0.009640618496632669
20 607 971 589397 0.00847086199792102
20 607 1279 776353 0.011669825995340943
20 607 1523 924461 0.011504983500344679
20 613 1031 632003 0.011647190498479176
20 613 1097 672461 0.012887044496892486
20 613 1291 791383 0.012555531000543851
20 613 1459 894367 0.012148069999966538
20 617 1051 648467 0.012468132001231425
20 617 1093 674381 0.011713211497408338
20 619 1181 731039 0.009394997003255412
20 619 1229 760751 0.010128047495527426
20 631 1069 674539 0.009898289503325941
20 631 1087 685897 0.011597409004025394
20 631 1559 983729 0.011421614999562735
20 631 1571 991301 0.011196799998288043
20 641 919 589079 0.009266218999982812
20 643 1013 651359 0.008385741002712166
20 643 1039 668077 0.011124467499030288
20 643 1481 952283 0.011245256002439419
20 643 1493 959999 0.010774677000881638
20 643 1607 1033301 0.01075027949991636
20 653 911 594883 0.00967717499952414
20 653 991 647123 0.00824010799988173
20 653 997 651041 0.009274887503124774
20 653 1459 952727 0.011161171496496536
20 661 1553 1026533 0.011204703499970492
20 673 857 576761 0.009483999496296747
20 673 1217 819041 0.012233509001816856
20 673 1471 989983 0.010675727000489132
20 673 1481 996713 0.011362876499333652
20 683 787 537521 0.009876734497083817
20 683 911 622213 0.009337577499536565
20 683 1033 705539 0.012368761505058501
20 683 1117 762911 0.010311016500054393
20 691 1327 916957 0.010390763000032166
20 691 1373 948743 0.011062790497817332
20 691 1493 1031663 0.009821633499086602
20 701 953 668053 0.009083530003408669
20 701 1061 743761 0.012681025997153483
20 701 1129 791429 0.013072697998723015
20 709 881 624629 0.009689243997854646
20 709 1093 774937 0.012424636999639915
20 727 1181 858587 0.010610195000481326
20 727 1237 899299 0.011002570499840658
20 733 1289 944837 0.01197200499882456
20 739 1361 1005779 0.010940020500129322
20 743 1031 766033 0.011610918500082335
20 743 1061 788323 0.010882213999138912
20 751 863 648113 0.007840170499548549
20 751 1289 968039 0.010513079501834
20 757 1181 894017 0.011797098497481784
20 757 1259 953063 0.011116616500657983
20 761 1361 1035721 0.011498304000269854
20 769 967 743623 0.009552631501719588
20 769 1061 815909 0.012874735999503173
20 773 1181 912913 0.012078766001650365
20 787 887 698069 0.008852179500536295
20 809 1039 840551 0.011877351000293856
20 809 1129 913361 0.01191238299725228
20 809 1283 1037947 0.011559817001398187
20 811 1049 850739 0.011279618003754877
20 823 829 682267 0.0079768494979362
20 823 1153 948919 0.01082481900084531
20 823 1193 981839 0.01082728099936503
20 823 1249 1027927 0.010506695496587781
20 827 1187 981649 0.011658359497232595
20 829 1091 904439 0.01323785150088952
20 839 1231 1032809 0.011254173499764875
20 859 1069 918271 0.009695565502624959
20 859 1213 1041967 0.009622698999010026
20 877 997 874369 0.010023039998486638
20 881 1063 936503 0.010800680502143223
20 883 907 800881 0.00943989799634437
20 887 977 866599 0.007967849498527357
20 911 1097 999367 0.010636026498104911
20 1009 1031 1040279 0.01041895549860783
21 541 1973 1067393 0.014950855998904444
21 569 1999 1137431 0.011360145501384977
21 571 2017 1151707 0.013279844501084881
21 577 1993 1149961 0.014762441503989976
21 587 1901 1115887 0.010325978499167832
21 641 1667 1068547 0.016194914998777676
21 641 1721 1103161 0.01564626499748556
21 647 1997 1292059 0.011287754496152047
21 659 1733 1142047 0.013564476499595912
21 659 1987 1309433 0.014439084498008015
21 673 1831 1232263 0.013675284499186091
21 683 1747 1193201 0.013504962000297382
21 691 2011 1389601 0.011916775503777899
21 719 1693 1217267 0.012049457000102848
21 727 1823 1325321 0.012526251997769577
21 727 1933 1405291 0.010986137494910508
21 733 1489 1091437 0.015001300998847
21 757 1489 1127173 0.014305186497949762
21 769 1669 1283461 0.015171076502156211
21 797 1553 1237741 0.014330151501781074
21 809 1669 1350221 0.012941113003762439
21 823 1579 1299517 0.011244320001424057
21 827 1327 1097429 0.012545942998258397
21 827 1559 1289293 0.01114071700067143
21 839 1663 1395257 0.011189098004251719
21 853 1459 1244527 0.013108412502333522
21 853 1871 1595963 0.011181179499544669
21 857 1439 1233223 0.012168032997578848
21 859 1699 1459441 0.011224519501411123
21 863 1277 1102051 0.011169136501848698
21 881 1823 1606063 0.012026980501104845
21 881 1879 1655399 0.012139227001171093
21 883 1201 1060483 0.015135948502575047
21 883 1453 1282999 0.01068113849760266
21 883 1567 1383661 0.010708583999075927
21 883 1973 1742159 0.011839694998343475
21 887 1307 1159309 0.010988306999934139
21 887 1601 1420087 0.012460790498153074
21 919 1303 1197457 0.01459276799869258
21 919 1873 1721287 0.011966416001087055
21 929 1129 1048841 0.013661588003742509
21 929 1609 1494761 0.013333418501133565
21 941 1381 1299521 0.01308889649953926
21 947 1907 1805929 0.01334488399879774
21 947 1951 1847597 0.01021953699819278
21 953 1777 1693481 0.014444862499658484
21 971 1097 1065187 0.01494899049794185
21 971 1567 1521557 0.010509429001103854
21 971 1637 1589527 0.011517864997586003
21 977 1439 1405903 0.0113717060048657
21 977 2039 1992103 0.010670338000636548
21 983 1301 1278883 0.011591536502237432
21 983 1601 1573783 0.013393619501584908
21 991 1951 1933441 0.011901538520760369
21 1021 1031 1052651 0.011516017999383621
21 1033 1039 1073287 0.013612457001727307
21 1049 1187 1245163 0.01324876099897665
21 1049 1277 1339573 0.011640978478681063
21 1049 1601 1679449 0.012730932998238131
21 1051 1471 1546021 0.01010850399688934
21 1061 1543 1637123 0.01273209950159071
21 1061 1579 1675319 0.011656073995254701
21 1061 1777 1885397 0.012338633499894058
21 1061 1949 2067889 0.010332726502383593
21 1063 1861 1978243 0.011141679999127518
21 1069 1607 1717883 0.010642030501912814
21 1069 1699 1816231 0.01084923150119721
21 1069 1723 1841887 0.00981892750132829
21 1091 1637 1785967 0.011899992001417559
21 1091 1901 2073991 0.010472604000824504
21 1093 1697 1854821 0.012740424997900845
21 1093 1723 1883239 0.010756437499367166
21 1097 1721 1887937 0.012343263999355258
21 1103 1259 1388677 0.010934144498605747
21 1153 1217 1403201 0.015387557501526317
21 1153 1447 1668391 0.012300604495976586
21 1163 1381 1606103 0.012119939998228801
21 1171 1553 1818563 0.013332443999388488
21 1187 1423 1689101 0.010303581999323796
21 1187 1459 1731833 0.014454902997385943
21 1187 1753 2080811 0.010418958998343442
21 1193 1361 1623673 0.013292165000166278
21 1193 1367 1630831 0.01095051399897784
21 1201 1481 1778681 0.013761273999989498
21 1213 1669 2024497 0.012344532500719652
21 1223 1259 1539757 0.009860091500740964
21 1229 1481 1820149 0.012786203002178809
21 1249 1447 1807303 0.012084982998203486
21 1259 1319 1660621 0.01018505499814637
21 1259 1523 1917457 0.011619949502346572
21 1277 1399 1786523 0.009398758498718962
21 1279 1451 1855829 0.010043762500572484
21 1297 1489 1931233 0.014213452999683795
21 1301 1409 1833109 0.012456559496058617
21 1301 1459 1898159 0.011488742999063106
21 1307 1559 2037613 0.008976328001153888
21 1367 1453 1986251 0.009906988500006264
21 1381 1451 2003831 0.00998052500290214
21 1381 1481 2045261 0.011835752498882357
21 1409 1429 2013461 0.012470807996578515
22 1039 3769 3915991 0.01959510400047293
22 1049 2551 2675999 0.022585509501368506
22 1049 2957 3101893 0.02093975999741815
22 1049 3061 3210989 0.022160565000376664
22 1051 3593 3776243 0.019861763998051174
22 1061 2309 2449849 0.02597740250348579
22 1063 2677 2845651 0.020269417498639086
22 1069 3767 4026923 0.01940806000129669
22 1069 3779 4039751 0.0210229785006959
22 1091 2083 2272553 0.025008415497723036
22 1091 3181 3470471 0.021209670001553604
22 1103 3011 3321133 0.02189694549815613
22 1103 3323 3665269 0.017705141501210164
22 1117 2389 2668513 0.023780404990247916
22 1117 2617 2923189 0.022699041503074113
22 1117 3299 3684983 0.021885866499360418
22 1117 3449 3852533 0.019504202999087283
22 1123 2719 3053437 0.01851121149593382
22 1123 3529 3963067 0.020504550495388685
22 1129 2687 3033623 0.019908779500838136
22 1129 3527 3981983 0.020665833002567524
22 1153 2389 2754517 0.022612151497014565
22 1181 2953 3487493 0.02380316050039255
22 1181 3121 3685901 0.023195486501208507
22 1187 2099 2491513 0.023846830503316596
22 1193 2083 2485019 0.02530672099965159
22 1193 3329 3971497 0.023318085000937572
22 1213 2381 2888153 0.022074546501244185
22 1217 3253 3958901 0.019483976499031996
22 1223 1997 2442331 0.014142899002763443
22 1223 3191 3902593 0.021125833001860883
22 1229 1987 2442023 0.01536160499745165
22 1231 1831 2253961 0.016372219997720094
22 1237 2887 3571219 0.02169305549978162
22 1249 2203 2751547 0.02188709850088344
22 1259 1667 2098753 0.020182886000839062
22 1259 2297 2891923 0.022939881499041803
22 1279 2297 2937863 0.021925327004282735
22 1291 2393 3089363 0.020752671498485142
22 1291 2437 3146167 0.021874573001696263
22 1291 3089 3987899 0.02060671650178847
22 1301 2393 3113293 0.021994743001414463
22 1303 1861 2424883 0.01544341250337311
22 1319 1913 2523247 0.01318169999649399
22 1319 2141 2823979 0.020864096499281004
22 1321 2269 2997349 0.022458908999396954
22 1361 2719 3700559 0.02058110700090765
22 1373 2437 3346001 0.024085935998300556
22 1381 2371 3274351 0.026090151000971673
22 1399 1907 2667893 0.015453832995262928
22 1399 2153 3012047 0.022423906499170698
22 1409 2953 4160777 0.021054032502433984
22 1429 2027 2896583 0.013846525998815196
22 1433 2647 3793151 0.019104945498838788
22 1439 1597 2298083 0.01458784149872372
22 1447 1553 2247191 0.0174127860009321
22 1451 2441 3541891 0.021244978001050185
22 1471 1553 2284463 0.015532696001173463
22 1471 1621 2384491 0.012450974503735779
22 1489 2017 3003313 0.016434207500424236
22 1493 2269 3387617 0.023385335502098314
22 1493 2467 3683231 0.022969681001995923
22 1499 1613 2417887 0.013955281498056138
22 1499 2423 3632077 0.01899747849893174
22 1511 2039 3080929 0.016715497527911793
22 1523 2749 4186727 0.016307328500261065
22 1531 2311 3538141 0.01864939000006416
22 1531 2389 3657559 0.01742862850005622
22 1531 2503 3832093 0.01738260950151016
22 1549 1553 2405597 0.017170218994579045
22 1553 1787 2775211 0.015891893501247978
22 1553 2221 3449213 0.0203446929990605
22 1559 1621 2527139 0.016579532501054928
22 1559 2609 4067431 0.01954824749918771
22 1571 1601 2515171 0.017402845001925016
22 1571 2221 3489191 0.020948009994754102
22 1571 2267 3561457 0.02053552199868136
22 1579 2063 3257477 0.021627834499668097
22 1579 2503 3952237 0.018848907500796486
22 1583 1787 2828821 0.013015712498599896
22 1597 2069 3304193 0.023488456004997715
22 1601 2221 3555821 0.021035385496361414
22 1601 2357 3773557 0.019370017002074746
22 1607 2293 3684851 0.019908754500647774
22 1609 2437 3921133 0.020582385499437805
22 1619 1901 3077719 0.012937907500599977
22 1663 1951 3244513 0.01478875000248081
22 1693 2311 3912523 0.020623738499125466
22 1697 2393 4060921 0.019863054003508296
22 1699 1997 3392903 0.014368399999511894
22 1709 2069 3535921 0.02215342399722431
22 1709 2423 4140907 0.01897732349971193
22 1721 2389 4111469 0.018648168497747974
22 1723 2357 4061111 0.017337990502710454
22 1741 2111 3675251 0.01946803899772931
22 1759 1823 3206657 0.0187841520018992
22 1759 1867 3284053 0.014166314496833365
22 1783 2029 3617707 0.01126992799618165
22 1801 2161 3891961 0.019948571996792452
22 1847 2089 3858383 0.01863961750132148
23 1123 3803 4270769 0.023778565002430696
23 1151 4007 4612057 0.01976269349688664
23 1171 3797 4446287 0.026675255998270586
23 1231 4007 4932617 0.024862898000719724
23 1249 3823 4774927 0.024403341998549877
23 1277 3821 4879417 0.026309364002372604
23 1283 3539 4540537 0.02851456549979048
23 1303 3907 5090821 0.022875412003486417
23 1303 3919 5106457 0.022627008496783674
23 1361 3793 5162273 0.030883607996656792
23 1367 3251 4444117 0.022384501000487944
23 1373 3989 5476897 0.027477632502268534
23 1471 3119 4588049 0.0264350684992678
23 1471 3329 4896959 0.024196616497647483
23 1481 3767 5578927 0.020821956502913963
23 1487 3469 5158403 0.023836637992644683
23 1489 2843 4233227 0.02583038349985145
23 1493 4091 6107863 0.018019822004134767
23 1499 3137 4702363 0.024646791498526
23 1499 3389 5080111 0.018555597504018806
23 1531 4073 6235763 0.018372131504293066
23 1531 4093 6266383 0.016083604001323693
23 1549 2719 4211731 0.02376368649856886
23 1553 3923 6092419 0.026299251003365498
23 1559 3911 6097249 0.023842453498218674
23 1601 3659 5858059 0.027148844506882597
23 1609 2741 4410269 0.027085187000920996
23 1609 3719 5983871 0.022577370000362862
23 1621 3371 5464391 0.02247428100235993
23 1621 3643 5905303 0.01882958400528878
23 1627 3083 5016041 0.022489638002298307
23 1637 2659 4352783 0.026820176994078793
23 1667 2719 4532573 0.020763277003425173
23 1699 2731 4639969 0.02869439949427033
23 1699 3257 5533643 0.026070902997162193
23 1721 3673 6321233 0.029003641502640676
23 1721 3709 6383189 0.024951961495389696
23 1723 3323 5725529 0.02252176750334911
23 1741 3191 5555531 0.01870798950403696
23 1747 2671 4666237 0.017356672993628308
23 1747 3271 5714437 0.021655561999068595
23 1783 2371 4227493 0.02619826449517859
23 1783 3463 6174529 0.02076835200568894
23 1801 4001 7205801 0.023767561506247148
23 1811 2861 5181271 0.018731931508227717
23 1861 2819 5246159 0.02598141550697619
23 1873 2297 4302281 0.02806110899837222
23 1901 2437 4632737 0.02362796250235988
23 1913 2741 5243533 0.023426908497640397
23 1931 2719 5250389 0.020448637507797685
23 1951 2357 4598507 0.01786261900997488
23 1979 2351 4652629 0.01850121299503371
23 1979 2897 5733163 0.022487278998596594
23 1999 2801 5599199 0.019993702007923275
23 2017 3607 7275319 0.01960674099973403
23 2029 3461 7022369 0.02202093099913327
23 2053 2693 5528729 0.03399543349951273
23 2063 2663 5493769 0.024658894995809533
23 2083 3203 6671849 0.027996643002552446
23 2083 3271 6813493 0.023522855997725856
23 2087 2539 5298893 0.01913817300373921
23 2113 3739 7900507 0.023456476497813128
23 2129 2621 5580109 0.02438403000269318
23 2137 2767 5913079 0.018822614998498466
23 2137 3557 7601309 0.022234824507904705
23 2141 3407 7294387 0.018561170996690635
23 2161 3463 7483543 0.021110215500812046
23 2179 2917 6356143 0.026041641503979918
23 2179 3319 7232101 0.021678070494090207
23 2179 3463 7545877 0.02555129750544438
23 2203 3169 6981307 0.022402314003556967
23 2203 3557 7836071 0.01817727999878116
23 2221 3331 7398151 0.020968560500477906
23 2239 2351 5263889 0.02389541850425303
23 2243 3109 6973487 0.023387009001453407
23 2251 2819 6345569 0.02629625899862731
23 2281 2797 6379957 0.026682463998440653
23 2293 2969 6807917 0.02198390850389842
23 2297 2381 5469157 0.024741254004766233
23 2311 2707 6255877 0.020690143493993673
23 2333 3067 7155311 0.01630459799343953
23 2339 2819 6593641 0.03231924449937651
23 2339 3559 8324501 0.021483025499037467
23 2351 2441 5738791 0.020891414504148997
23 2351 2671 6279521 0.023314751997531857
23 2351 2683 6307733 0.01893744098924799
23 2351 2699 6345349 0.022356786001182627
23 2357 2671 6295547 0.019869954499881715
23 2357 2971 7002647 0.01978379000502173
23 2371 2447 5801837 0.02154387799964752
23 2393 3331 7971083 0.022008564497809857
23 2399 2621 6287779 0.019817532498564105
23 2411 3109 7495799 0.02106790299876593
23 2411 3407 8214277 0.019216838998545427
23 2467 2789 6880463 0.023842368995246943
23 2473 2707 6694411 0.02414817899261834
23 2531 2969 7514539 0.02188650649623014
23 2531 3301 8354831 0.01921577950270148
23 2749 2999 8244251 0.01685278400691459
23 2833 2957 8377181 0.022435997991124168
24 2053 4649 9544397 0.05720577199826948
24 2053 4871 10000163 0.05509736149542732
24 2081 5483 11410123 0.05099255849927431
24 2081 7393 15384833 0.04741958099475596
24 2083 4127 8596541 0.04847704649728257
24 2087 4951 10332737 0.05092238249926595
24 2111 7253 15311083 0.03495289099373622
24 2113 7019 14831147 0.048406057998363394
24 2141 6553 14029973 0.04237790949991904
24 2179 4973 10836167 0.04269934500189265
24 2203 7079 15595037 0.03930743649834767
24 2213 4751 10513963 0.05175039599998854
24 2221 4657 10343197 0.04768324200267671
24 2239 5843 13082477 0.04003442050452577
24 2239 7297 16337983 0.04106281050189864
24 2243 7351 16488293 0.03912331200262997
24 2251 6959 15664709 0.03481174550688593
24 2267 5743 13019381 0.03870253499917453
24 2267 5981 13558927 0.03634981099457946
24 2267 6067 13753889 0.04725852100091288
24 2273 6947 15790531 0.04300079149834346
24 2273 6991 15890543 0.040657140998519026
24 2281 7213 16452853 0.03982372449536342
24 2287 5659 12942133 0.04694554549496388
24 2293 6113 14017109 0.046459085497190244
24 2297 7283 16729051 0.034686152495851275
24 2311 6967 16100737 0.04406138500053203
24 2347 6679 15675613 0.034627187000296544
24 2351 4357 10243307 0.043582637001236435
24 2377 4909 11668693 0.05043762450077338
24 2389 6203 14818967 0.041168130992446095
24 2399 4423 10610777 0.046591662998253014
24 2441 5867 14321347 0.0474029215038172
24 2447 3631 8885057 0.03636407049634727
24 2459 3671 9026989 0.026284987507096957
24 2467 4271 10536557 0.04243566049990477
24 2467 5437 13413079 0.04040589199576061
24 2467 6299 15539633 0.039441929999156855
24 2503 4903 12272209 0.04687981300230604
24 2543 6277 15962411 0.03954903799603926
24 2579 6329 16322491 0.03544187399529619
24 2591 3413 8843083 0.026895781498751603
24 2591 3613 9361283 0.035293128501507454
24 2609 6101 15917509 0.040857109997887164
24 2617 5119 13396423 0.04015231249650242
24 2621 3343 8762003 0.028868253997643478
24 2647 4177 11056519 0.04534607200184837
24 2659 4657 12382963 0.04174997899826849
24 2663 5531 14729053 0.03665688299952308
24 2689 4397 11823533 0.046645686496049166
24 2689 5519 14840591 0.040365817527344916
24 2693 4003 10780079 0.033586046993150376
24 2693 5323 14334839 0.04291249749803683
24 2699 5347 14431553 0.044485825004812796
24 2711 3607 9778577 0.03611538350378396
24 2711 4441 12039551 0.03788985150458757
24 2713 5591 15168383 0.03871909699955722
24 2713 6067 16459771 0.039170141993963625
24 2719 3659 9948821 0.028495279504568316
24 2719 5507 14973533 0.04002216549270088
24 2729 3709 10121861 0.0325158135019592
24 2731 3083 8419673 0.03906575649307342
24 2767 3917 10838339 0.028502155502792448
24 2789 3461 9652729 0.03979624500061618
24 2791 5659 15794269 0.035586416997830383
24 2801 4493 12584893 0.051128595499903895
24 2801 4861 13615661 0.04201072749856394
24 2803 4561 12784483 0.04605250899476232
24 2837 5851 16599287 0.03888317100791028
24 2843 3733 10612919 0.027816006499051582
24 2887 3319 9581953 0.03350324400526006
24 2957 5209 15403013 0.045300347002921626
24 2963 3557 10539391 0.03088147799280705
24 3011 3823 11511053 0.026618482006597333
24 3023 4139 12512197 0.04278636250819545
24 3037 4931 14975447 0.041951824496209156
24 3067 3079 9443293 0.026297518495994154
24 3109 3319 10318771 0.032400179996329825
24 3109 4679 14547011 0.045080618001520634
24 3119 4603 14356757 0.040079672005958855
24 3167 3181 10074227 0.025821442002779804
24 3181 5087 16181747 0.03447084099025233
24 3221 4673 15051733 0.04438659950392321
24 3229 4253 13732937 0.04083570049988339
24 3253 4799 15611147 0.03739902899542358
24 3271 4217 13793807 0.04106540800421499
24 3271 5003 16364813 0.039776128498488106
24 3299 3673 12117227 0.029888405500969384
24 3323 4861 16153103 0.029648140996869188
24 3371 3709 12503039 0.02115615049842745
24 3389 4751 16101139 0.041440837005211506
24 3517 4409 15506453 0.03742658350529382
24 3529 4673 16491017 0.04203714450704865
24 3541 4663 16511683 0.03779558799578808
24 3643 3673 13380739 0.03320827150309924
24 3677 3929 14446933 0.0274290445013321
24 3677 4447 16351619 0.03795796250051353
24 3719 4201 15623519 0.03861037800379563
24 3761 3823 14378303 0.024438436499622185
24 3821 4133 15792193 0.04579379050119314
25 2347 7823 18360581 0.04147444150294177
25 2371 7759 18396589 0.04621739950380288
25 2383 7877 18770891 0.04372482850885717
25 2441 7541 18407581 0.0483407569990959
25 2521 7489 18879769 0.0632596955038025
25 2551 7349 18747299 0.04521201300667599
25 2621 8093 21211753 0.047646131497458555
25 2659 6637 17647783 0.04237608199764509
25 2693 8039 21649027 0.04838705199654214
25 2707 6553 17738971 0.05305107250023866
25 2711 6197 16800067 0.05599897350475658
25 2797 7321 20476837 0.049763980001444
25 2797 7477 20913169 0.04308638450311264
25 2803 6353 17807459 0.05651179399865214
25 2833 7829 22179557 0.05575228350062389
25 2843 6521 18539203 0.04814798600273207
25 2887 7211 20818157 0.035200203499698546
25 3023 7043 21290989 0.04327082401141524
25 3121 5503 17174863 0.04890132199943764
25 3169 6829 21641101 0.05487281949899625
25 3209 7561 24263249 0.06736079300026176
25 3221 6221 20037841 0.04800880050606793
25 3257 7561 24626177 0.05739518249902176
25 3259 7993 26049187 0.04427835100068478
25 3271 6299 20604029 0.03770429699943634
25 3371 7001 23600371 0.041631610998592805
25 3371 8179 27571409 0.038532029997440986
25 3413 5659 19314167 0.03680469150276622
25 3449 7121 24560329 0.05009799649997149
25 3517 5743 20198131 0.03266172749863472
25 3527 4813 16975451 0.04698490300506819
25 3527 7867 27746909 0.033523146506922785
25 3529 4943 17443847 0.04700259799574269
25 3547 5431 19263757 0.03732885399222141
25 3557 8167 29050019 0.039125279006839264
25 3671 6271 23020841 0.03813235899724532
25 3673 6199 22768927 0.03382139650784666
25 3673 6563 24105899 0.04724639599589864
25 3691 4951 18274141 0.035519831493729725
25 3697 6661 24625717 0.044555191503604874
25 3697 7937 29343089 0.0513116939982865
25 3701 7411 27428111 0.04510344301525038
25 3727 7411 27620797 0.032888926994928624
25 3779 6581 24869599 0.04792048550007166
25 3833 6661 25531613 0.05046954550198279
25 3851 7681 29579531 0.05335084799298784
25 3919 5099 19982981 0.04050219099735841
25 3989 4463 17802907 0.04205088999879081
25 4021 4259 17125439 0.049608566994720604
25 4021 6967 28014307 0.03808112649858231
25 4049 7589 30727861 0.04233771550207166
25 4051 6269 25395719 0.04208707100042375
25 4051 7079 28677029 0.038424468992161565
25 4057 4259 17278763 0.05459243099903688
25 4073 5519 22478887 0.03636331050074659
25 4099 5107 20933593 0.05200009850523202
25 4099 5581 22876519 0.04699265849922085
25 4099 7109 29139791 0.04487600900029065
25 4139 6337 26228843 0.051154917004168965
25 4139 6569 27189091 0.04788766699493863
25 4153 7789 32347717 0.04285826099658152
25 4159 6961 28950799 0.037029314997198526
25 4219 7559 31891421 0.033053152495995164
25 4241 6211 26340851 0.05476317550346721
25 4283 4937 21145171 0.05078401049831882
25 4289 5839 25043471 0.04198392050602706
25 4337 7283 31586371 0.04250347550259903
25 4357 4909 21388513 0.055570460492162965
25 4391 7549 33147659 0.0314129070029594
25 4409 5197 22913573 0.043157537998922635
25 4409 6967 30717503 0.03336390000185929
25 4441 5689 25264849 0.04992264950124081
25 4493 5669 25470817 0.05474760650395183
25 4523 4651 21036473 0.05876677499327343
25 4523 7127 32235421 0.030896846001269296
25 4547 4903 22293941 0.05118664250767324
25 4639 6469 30009691 0.03781297549721785
25 4643 5623 26107589 0.044626230497669894
25 4643 6277 29144111 0.04145757849619258
25 4643 7069 32821367 0.03286056350771105
25 4663 4703 21930089 0.04007808100868715
25 4673 5987 27977251 0.053452536994882394
25 4679 6547 30633413 0.03823921800358221
25 4729 5801 27432929 0.04976293849176727
25 4729 6113 28908377 0.04990346999693429
25 4751 6047 28729297 0.03697090149944415
25 4759 6353 30233927 0.038210298494959716
25 4783 6427 30740341 0.033255918497161474
25 4793 6067 29079131 0.039400541500071995
25 4861 6701 32573561 0.0328808484991896
25 4871 6037 29406227 0.04410484049003571
25 4967 5867 29141389 0.03396613350196276
25 5059 6449 32625491 0.043043512996518984
25 5107 5167 26387869 0.030355378497915808
25 5227 6257 32705339 0.04071534100512508
25 5233 5711 29885663 0.04219037250004476
25 5237 6247 32715539 0.037548211992543656
25 5281 5521 29156401 0.0473636029928457
25 5477 6079 33294683 0.03061051449913066
25 5573 5659 31537607 0.03891601949726464
26 4127 14153 58409431 0.07928855049976846
26 4133 11731 48484223 0.09838885700446554
26 4177 9397 39251269 0.11249862849945202
26 4211 14009 58991899 0.0819092125093448
26 4241 10909 46265069 0.10818799150001723
26 4259 15731 66998329 0.07403626150335185
26 4261 14479 61695019 0.07827422700211173
26 4273 13913 59450249 0.09416786950168898
26 4273 14771 63116483 0.08735595349571668
