#bitsize(pq) p q pq mean
19 401 719 288319 0.009300006809644401
19 401 853 342053 0.008354746003169567
19 401 877 351677 0.00587983860168606
19 401 881 353281 0.005477765807881951
19 409 743 303887 0.0036101340083405375
19 409 857 350513 0.010578905395232142
19 409 881 360329 0.011873765417840331
19 419 647 271093 0.008204916608519852
19 419 661 276959 0.008936979994177818
19 419 673 281987 0.010828045813832432
19 421 769 323749 0.006961801403667778
19 421 797 335537 0.009575473808217794
19 431 809 348679 0.006486948602832854
19 433 619 268027 0.009139599208720029
19 443 821 363703 0.00862882100045681
19 443 941 416863 0.005936321394983679
19 443 947 419521 0.010723938397131861
19 449 733 329117 0.009529678814578802
19 457 823 376111 0.007088581821881235
19 461 661 304721 0.006790410995017737
19 461 809 372949 0.009163947391789407
19 461 1013 466993 0.007208849780727178
19 463 1019 471797 0.004906031198333949
19 467 761 355387 0.011080103390850127
19 467 823 384341 0.005682435201015324
19 467 907 423569 0.006671931606251747
19 467 967 451589 0.006528750795405358
19 479 673 322367 0.007731505809351802
19 479 857 410503 0.008444239594973623
19 479 883 422957 0.0054309716215357184
19 487 641 312167 0.00973040700191632
19 487 863 420281 0.0047728268196806315
19 491 601 295091 0.008245032210834325
19 491 733 359903 0.003818861395120621
19 499 613 305887 0.006173637381289154
19 499 619 308881 0.008068495616316795
19 499 751 374749 0.0035800113924778997
19 499 881 439619 0.005047109175939113
19 499 929 463571 0.006040123198181391
19 503 601 302303 0.006854848004877567
19 503 887 446161 0.008809063595253974
19 509 523 266207 0.005932889995165169
19 509 563 286567 0.006287759030237794
19 509 863 439267 0.007049252185970545
19 509 877 446393 0.006886628398206085
19 521 659 343339 0.005863127391785383
19 521 761 396481 0.010159458790440112
19 521 797 415237 0.007383051584474743
19 521 863 449623 0.006041632813867182
19 521 947 493387 0.006532409391365945
19 523 691 361393 0.007398415985517204
19 523 811 424153 0.010157266398891807
19 523 839 438797 0.008004050399176777
19 541 751 406291 0.008190854592248798
19 547 787 430489 0.007916769396979361
19 557 659 367063 0.006485055794473738
19 557 733 408281 0.008582392206881196
19 571 757 432247 0.008236237999517471
19 577 641 369857 0.005734745587687939
19 577 853 492181 0.008438919391483068
19 587 757 444359 0.007941341795958578
19 593 757 448901 0.005713943007867784
19 593 839 497527 0.0067382281995378435
19 599 653 391147 0.006420715199783445
19 601 683 410483 0.005016197019722312
19 601 701 421301 0.007576325791887939
19 601 733 440533 0.007834230409935116
19 607 619 375733 0.007748238986823708
19 617 661 407837 0.00585593821015209
19 617 823 507791 0.00856583919376135
19 619 691 427729 0.007883282797411083
19 631 647 408257 0.00851323720999062
19 641 661 423701 0.008170281618367881
19 643 643 413449 0.007403851603157818
19 643 701 450743 0.007188648206647485
19 653 751 490403 0.005962626601103693
19 653 797 520441 0.007902734400704502
19 661 773 510953 0.005545253201853484
19 677 769 520613 0.006630589603446424
19 683 751 512933 0.00803451139945537
20 521 1931 1006051 0.008926087198778987
20 523 1999 1045477 0.009540251200087368
20 541 1097 593477 0.00792674720287323
20 541 1559 843419 0.011843688425142319
20 541 1907 1031687 0.012619881390128285
20 557 1069 595433 0.010253756609745323
20 557 1459 812663 0.014259426796343178
20 563 1123 632249 0.011752905778121204
20 563 1511 850693 0.009729215817060322
20 563 1637 921631 0.008433422388043255
20 569 1009 574121 0.012136896199081093
20 571 1201 685771 0.013928699807729572
20 571 1327 757717 0.01161750719184056
20 571 1823 1040933 0.01065481040859595
20 577 1699 980323 0.010793242196086794
20 577 1789 1032253 0.007059448014479131
20 587 1163 682681 0.011573433200828731
20 587 1307 767209 0.013846725376788526
20 587 1327 778949 0.013089660997502505
20 587 1399 821213 0.00840375580592081
20 593 967 573431 0.006184949795715511
20 593 1171 694403 0.008990997390355915
20 593 1667 988531 0.013802875799592584
20 601 877 527077 0.01130378539673984
20 607 971 589397 0.006321435398422182
20 607 1279 776353 0.009048850799445063
20 607 1523 924461 0.009664469596464187
20 613 1031 632003 0.011056305805686862
20 613 1097 672461 0.00940173160051927
20 613 1291 791383 0.010712797206360846
20 613 1459 894367 0.006787752010859549
20 617 1051 648467 0.012772499804850668
20 617 1093 674381 0.00802488059271127
20 619 1181 731039 0.007967494591139258
20 619 1229 760751 0.007764567621052265
20 631 1069 674539 0.011681507993489503
20 631 1087 685897 0.013197260990273208
20 631 1559 983729 0.014388978213537485
20 631 1571 991301 0.008751286601182073
20 641 919 589079 0.005817874986678362
20 643 1013 651359 0.012452736194245518
20 643 1039 668077 0.009671046608127653
20 643 1481 952283 0.009968562005087733
20 643 1493 959999 0.012000373599585145
20 643 1607 1033301 0.011018075211904944
20 653 911 594883 0.00840741058345884
20 653 991 647123 0.009472617786377669
20 653 997 651041 0.008569348382297903
20 653 1459 952727 0.009388591605238616
20 661 1553 1026533 0.00828803121112287
20 673 857 576761 0.007834461191669107
20 673 1217 819041 0.01020336359506473
20 673 1471 989983 0.01008761542616412
20 673 1481 996713 0.01021920439088717
20 683 787 537521 0.007511841598898172
20 683 911 622213 0.006475477200001478
20 683 1033 705539 0.011706561222672463
20 683 1117 762911 0.010483653016854078
20 691 1327 916957 0.00868002421921119
20 691 1373 948743 0.010325300809927284
20 691 1493 1031663 0.00862076460616663
20 701 953 668053 0.007686118606943637
20 701 1061 743761 0.009842111205216497
20 701 1129 791429 0.010467840393539518
20 709 881 624629 0.013872450613416732
20 709 1093 774937 0.01122847399674356
20 727 1181 858587 0.009926159377209842
20 727 1237 899299 0.01240835600765422
20 733 1289 944837 0.012081601982936263
20 739 1361 1005779 0.010532571596559136
20 743 1031 766033 0.01678390660090372
20 743 1061 788323 0.01800937601365149
20 751 863 648113 0.004737004800699651
20 751 1289 968039 0.008667425601743162
20 757 1181 894017 0.014763936202507466
20 757 1259 953063 0.01178054737392813
20 761 1361 1035721 0.01117070959880948
20 769 967 743623 0.008372847572900355
20 769 1061 815909 0.012307793006766588
20 773 1181 912913 0.008900187793187797
20 787 887 698069 0.011119556601624937
20 809 1039 840551 0.011832568794488907
20 809 1129 913361 0.01070985778933391
20 809 1283 1037947 0.008583550597541035
20 811 1049 850739 0.009812624007463456
20 823 829 682267 0.008996163797564804
20 823 1153 948919 0.009581663191784173
20 823 1193 981839 0.009675714012701064
20 823 1249 1027927 0.007561696413904429
20 827 1187 981649 0.008485908398870378
20 829 1091 904439 0.010188066610135138
20 839 1231 1032809 0.010595114785246551
20 859 1069 918271 0.010179406218230724
20 859 1213 1041967 0.01004888298921287
20 877 997 874369 0.013380819384474307
20 881 1063 936503 0.011503141606226563
20 883 907 800881 0.01079016518779099
20 887 977 866599 0.0056636342080309985
20 911 1097 999367 0.012366837996523827
20 1009 1031 1040279 0.01222063141176477
21 541 1973 1067393 0.017305119219236074
21 569 1999 1137431 0.011659597617108376
21 571 2017 1151707 0.016394250001758336
21 577 1993 1149961 0.012468014180194586
21 587 1901 1115887 0.014703275391366333
21 641 1667 1068547 0.01828601738670841
21 641 1721 1103161 0.01844423799775541
21 647 1997 1292059 0.012005799810867756
21 659 1733 1142047 0.016746168222744016
21 659 1987 1309433 0.016037004208192228
21 673 1831 1232263 0.017326898814644665
21 683 1747 1193201 0.01718484559096396
21 691 2011 1389601 0.016268521186430008
21 719 1693 1217267 0.011916049220599235
21 727 1823 1325321 0.01850254579912871
21 727 1933 1405291 0.00881208701757714
21 733 1489 1091437 0.01654291981831193
21 757 1489 1127173 0.014956717006862163
21 769 1669 1283461 0.01102644280763343
21 797 1553 1237741 0.011459732404910028
21 809 1669 1350221 0.0078224144061096
21 823 1579 1299517 0.014323575200978666
21 827 1327 1097429 0.014783350995276123
21 827 1559 1289293 0.011593229207210242
21 839 1663 1395257 0.011348668788559734
21 853 1459 1244527 0.011051060410682111
21 853 1871 1595963 0.011648895405232906
21 857 1439 1233223 0.008097256009932607
21 859 1699 1459441 0.01515399661147967
21 863 1277 1102051 0.009161480003967881
21 881 1823 1606063 0.01003313878318295
21 881 1879 1655399 0.012802411976736039
21 883 1201 1060483 0.02129579200409353
21 883 1453 1282999 0.01547132661798969
21 883 1567 1383661 0.011568112811073662
21 883 1973 1742159 0.010659516404848546
21 887 1307 1159309 0.017162153613753617
21 887 1601 1420087 0.008914421603549272
21 919 1303 1197457 0.014924567600246519
21 919 1873 1721287 0.014871188008692115
21 929 1129 1048841 0.0115047397906892
21 929 1609 1494761 0.015514556400012225
21 941 1381 1299521 0.013712270196992903
21 947 1907 1805929 0.020465663203503938
21 947 1951 1847597 0.011907495593186468
21 953 1777 1693481 0.017358145420439543
21 971 1097 1065187 0.010022573603782803
21 971 1567 1521557 0.009479156986344606
21 971 1637 1589527 0.007196690398268401
21 977 1439 1405903 0.00915680059697479
21 977 2039 1992103 0.010228379990439861
21 983 1301 1278883 0.017918050789739938
21 983 1601 1573783 0.01382761939894408
21 991 1951 1933441 0.008918333414476365
21 1021 1031 1052651 0.006662281788885593
21 1033 1039 1073287 0.01471272079506889
21 1049 1187 1245163 0.010742974001914263
21 1049 1277 1339573 0.007710047787986696
21 1049 1601 1679449 0.01024851540569216
21 1051 1471 1546021 0.008863192005082964
21 1061 1543 1637123 0.0180351861868985
21 1061 1579 1675319 0.009715678601060063
21 1061 1777 1885397 0.01511436018627137
21 1061 1949 2067889 0.012084742612205445
21 1063 1861 1978243 0.009361928992439062
21 1069 1607 1717883 0.011721831606701016
21 1069 1699 1816231 0.009557496814522892
21 1069 1723 1841887 0.011505768995266407
21 1091 1637 1785967 0.010225463402457535
21 1091 1901 2073991 0.010135314182844014
21 1093 1697 1854821 0.01157346999971196
21 1093 1723 1883239 0.009254999016411603
21 1097 1721 1887937 0.01042018758598715
21 1103 1259 1388677 0.012346905597951263
21 1153 1217 1403201 0.01264772858703509
21 1153 1447 1668391 0.009987258189357816
21 1163 1381 1606103 0.011724634608253837
21 1171 1553 1818563 0.010130774998106062
21 1187 1423 1689101 0.007919281581416726
21 1187 1459 1731833 0.01620005479780957
21 1187 1753 2080811 0.010952787601854651
21 1193 1361 1623673 0.014955900004133582
21 1193 1367 1630831 0.01323561699828133
21 1201 1481 1778681 0.008716906199697404
21 1213 1669 2024497 0.010817990999203175
21 1223 1259 1539757 0.0077316792099736634
21 1229 1481 1820149 0.010979354195296765
21 1249 1447 1807303 0.011267471802420914
21 1259 1319 1660621 0.00679956820094958
21 1259 1523 1917457 0.007916513201780617
21 1277 1399 1786523 0.006784353591501713
21 1279 1451 1855829 0.01228832679335028
21 1297 1489 1931233 0.01562089059734717
21 1301 1409 1833109 0.014179338584654033
21 1301 1459 1898159 0.014373083820100874
21 1307 1559 2037613 0.013068747613579035
21 1367 1453 1986251 0.008765186392702162
21 1381 1451 2003831 0.006712891603820026
21 1381 1481 2045261 0.009630999597720801
21 1409 1429 2013461 0.016548772610258312
22 1039 3769 3915991 0.022797300189267844
22 1049 2551 2675999 0.014944441406987608
22 1049 2957 3101893 0.019733801204711198
22 1049 3061 3210989 0.020361732586752623
22 1051 3593 3776243 0.017630876204930247
22 1061 2309 2449849 0.016250386997126044
22 1063 2677 2845651 0.022223958384711296
22 1069 3767 4026923 0.023094180412590502
22 1069 3779 4039751 0.015604991372674704
22 1091 2083 2272553 0.03419469641521573
22 1091 3181 3470471 0.01777778340037912
22 1103 3011 3321133 0.01519057599361986
22 1103 3323 3665269 0.020307235408108682
22 1117 2389 2668513 0.01013703717617318
22 1117 2617 2923189 0.02589448179351166
22 1117 3299 3684983 0.016381120996084065
22 1117 3449 3852533 0.019265342818107455
22 1123 2719 3053437 0.014895312208682298
22 1123 3529 3963067 0.01956880638608709
22 1129 2687 3033623 0.016018307802733035
22 1129 3527 3981983 0.02592112859711051
22 1153 2389 2754517 0.026038524007890373
22 1181 2953 3487493 0.024162427394185216
22 1181 3121 3685901 0.024701659800484776
22 1187 2099 2491513 0.01967426099581644
22 1193 2083 2485019 0.024115621799137444
22 1193 3329 3971497 0.026486943988129497
22 1213 2381 2888153 0.020733430807013065
22 1217 3253 3958901 0.017350751406047492
22 1223 1997 2442331 0.02445702881086618
22 1223 3191 3902593 0.020786225597839804
22 1229 1987 2442023 0.015452496788930148
22 1231 1831 2253961 0.015483796992339195
22 1237 2887 3571219 0.03007975601358339
22 1249 2203 2751547 0.017749575583729894
22 1259 1667 2098753 0.022921894188039006
22 1259 2297 2891923 0.02199008259922266
22 1279 2297 2937863 0.02254973700037226
22 1291 2393 3089363 0.02174001201055944
22 1291 2437 3146167 0.023619302979204802
22 1291 3089 3987899 0.022724540601484478
22 1301 2393 3113293 0.01230783419450745
22 1303 1861 2424883 0.022307439998257905
22 1319 1913 2523247 0.013062507414724677
22 1319 2141 2823979 0.010644337616395206
22 1321 2269 2997349 0.01994863440049812
22 1361 2719 3700559 0.022804469394031912
22 1373 2437 3346001 0.020189792395103722
22 1381 2371 3274351 0.015943847608286887
22 1399 1907 2667893 0.020080400386359543
22 1399 2153 3012047 0.024541395402047785
22 1409 2953 4160777 0.023320881580002607
22 1429 2027 2896583 0.014849251590203495
22 1433 2647 3793151 0.026110214402433485
22 1439 1597 2298083 0.019382287992630153
22 1447 1553 2247191 0.013639716198667884
22 1451 2441 3541891 0.01538625560933724
22 1471 1553 2284463 0.013393192598596216
22 1471 1621 2384491 0.015779270592611284
22 1489 2017 3003313 0.011970262811519205
22 1493 2269 3387617 0.016979548789095134
22 1493 2467 3683231 0.014745907799806446
22 1499 1613 2417887 0.017577841796446593
22 1499 2423 3632077 0.021735758404247463
22 1511 2039 3080929 0.013949038204737007
22 1523 2749 4186727 0.022242033178918062
22 1531 2311 3538141 0.01581400358118117
22 1531 2389 3657559 0.017044271796476097
22 1531 2503 3832093 0.025427977205254138
22 1549 1553 2405597 0.026885030802804976
22 1553 1787 2775211 0.02066644539590925
22 1553 2221 3449213 0.023657082999125122
22 1559 1621 2527139 0.014437691995408387
22 1559 2609 4067431 0.018192765372805297
22 1571 1601 2515171 0.012145908980164677
22 1571 2221 3489191 0.02525755880633369
22 1571 2267 3561457 0.023686912772245706
22 1579 2063 3257477 0.026026357989758254
22 1579 2503 3952237 0.00929182058898732
22 1583 1787 2828821 0.013286529190372676
22 1597 2069 3304193 0.019559867214411497
22 1601 2221 3555821 0.015517533989623189
22 1601 2357 3773557 0.020430073980242013
22 1607 2293 3684851 0.025584287603851407
22 1609 2437 3921133 0.012811330799013376
22 1619 1901 3077719 0.02255870879162103
22 1663 1951 3244513 0.018559903383720665
22 1693 2311 3912523 0.011943656008224935
22 1697 2393 4060921 0.02216982519021258
22 1699 1997 3392903 0.008291872392874211
22 1709 2069 3535921 0.015663557779043914
22 1709 2423 4140907 0.014715508196968586
22 1721 2389 4111469 0.019451335608027875
22 1723 2357 4061111 0.022273844212759287
22 1741 2111 3675251 0.02229152622167021
22 1759 1823 3206657 0.024769588001072408
22 1759 1867 3284053 0.012248875596560538
22 1783 2029 3617707 0.0074531354010105135
22 1801 2161 3891961 0.02160955119179562
22 1847 2089 3858383 0.021516125416383147
23 1123 3803 4270769 0.0150181645876728
23 1151 4007 4612057 0.023811209993436933
23 1171 3797 4446287 0.02682663940358907
23 1231 4007 4932617 0.029121605993714182
23 1249 3823 4774927 0.02563314021099359
23 1277 3821 4879417 0.028238475404214113
23 1283 3539 4540537 0.0267363514052704
23 1303 3907 5090821 0.015270409383811056
23 1303 3919 5106457 0.019722229591570793
23 1361 3793 5162273 0.030666325206402688
23 1367 3251 4444117 0.032000285002868625
23 1373 3989 5476897 0.032125752593856305
23 1471 3119 4588049 0.0221212601987645
23 1471 3329 4896959 0.030660147382877766
23 1481 3767 5578927 0.026171619608066975
23 1487 3469 5158403 0.017475109407678248
23 1489 2843 4233227 0.030818819988053293
23 1493 4091 6107863 0.02518753439653665
23 1499 3137 4702363 0.027450548589695246
23 1499 3389 5080111 0.020009389391634613
23 1531 4073 6235763 0.017294822598341853
23 1531 4093 6266383 0.013207175419665873
23 1549 2719 4211731 0.026776845811400562
23 1553 3923 6092419 0.021898893010802566
23 1559 3911 6097249 0.023504415212664755
23 1601 3659 5858059 0.02152549979509786
23 1609 2741 4410269 0.02398272098507732
23 1609 3719 5983871 0.01851163961691782
23 1621 3371 5464391 0.018758705200161783
23 1621 3643 5905303 0.01181298962328583
23 1627 3083 5016041 0.02154473519185558
23 1637 2659 4352783 0.028812560997903348
23 1667 2719 4532573 0.019282067799940704
23 1699 2731 4639969 0.0333872017916292
23 1699 3257 5533643 0.03107223742408678
23 1721 3673 6321233 0.026071279786992817
23 1721 3709 6383189 0.020954435400199145
23 1723 3323 5725529 0.017936114396434277
23 1741 3191 5555531 0.01212578461272642
23 1747 2671 4666237 0.028675401385407896
23 1747 3271 5714437 0.02216189100872725
23 1783 2371 4227493 0.019566111813765018
23 1783 3463 6174529 0.031928743794560434
23 1801 4001 7205801 0.030558375001419336
23 1811 2861 5181271 0.02453666439978406
23 1861 2819 5246159 0.029910996207036078
23 1873 2297 4302281 0.03245566019322723
23 1901 2437 4632737 0.027746645791921765
23 1913 2741 5243533 0.025549163995310663
23 1931 2719 5250389 0.022014860389754178
23 1951 2357 4598507 0.013182619609870017
23 1979 2351 4652629 0.019693244411610068
23 1979 2897 5733163 0.024333488405682148
23 1999 2801 5599199 0.017007452005054803
23 2017 3607 7275319 0.015998882590793073
23 2029 3461 7022369 0.02754068321082741
23 2053 2693 5528729 0.03436464900150895
23 2063 2663 5493769 0.02189078541705385
23 2083 3203 6671849 0.029548619803972543
23 2083 3271 6813493 0.0343814880005084
23 2087 2539 5298893 0.020793836808297782
23 2113 3739 7900507 0.027049664000514895
23 2129 2621 5580109 0.02425115619553253
23 2137 2767 5913079 0.019918165204580875
23 2137 3557 7601309 0.025919807399623095
23 2141 3407 7294387 0.02477005081018433
23 2161 3463 7483543 0.017392485216259957
23 2179 2917 6356143 0.02398672279668972
23 2179 3319 7232101 0.025567987805698068
23 2179 3463 7545877 0.029011104186065496
23 2203 3169 6981307 0.02572058540536091
23 2203 3557 7836071 0.02046161179896444
23 2221 3331 7398151 0.023423604597337545
23 2239 2351 5263889 0.029008230578619988
23 2243 3109 6973487 0.020004562416579573
23 2251 2819 6345569 0.03072416780050844
23 2281 2797 6379957 0.026482815598137678
23 2293 2969 6807917 0.03791339539457113
23 2297 2381 5469157 0.027195358590688556
23 2311 2707 6255877 0.02053162200609222
23 2333 3067 7155311 0.02224844879237935
23 2339 2819 6593641 0.024659792601596564
23 2339 3559 8324501 0.018573991185985506
23 2351 2441 5738791 0.022880215395707636
23 2351 2671 6279521 0.021518344222567976
23 2351 2683 6307733 0.02153594760457054
23 2351 2699 6345349 0.03647358798189089
23 2357 2671 6295547 0.018741947412490845
23 2357 2971 7002647 0.018528383004013448
23 2371 2447 5801837 0.015141652815509587
23 2393 3331 7971083 0.02802722561173141
23 2399 2621 6287779 0.016401208995375782
23 2411 3109 7495799 0.012899057392496615
23 2411 3407 8214277 0.015997546003200115
23 2467 2789 6880463 0.019145808997564018
23 2473 2707 6694411 0.030868532380554824
23 2531 2969 7514539 0.016955138393677772
23 2531 3301 8354831 0.020997149019967763
23 2749 2999 8244251 0.02230945818591863
23 2833 2957 8377181 0.014323161402717232
24 2053 4649 9544397 0.0372112654033117
24 2053 4871 10000163 0.05467703778995201
24 2081 5483 11410123 0.05267498738830909
24 2081 7393 15384833 0.031401242001447824
24 2083 4127 8596541 0.06857788460329176
24 2087 4951 10332737 0.048900713003240524
24 2111 7253 15311083 0.04175658080494031
24 2113 7019 14831147 0.041898293793201445
24 2141 6553 14029973 0.05001927538542077
24 2179 4973 10836167 0.03890002479311079
24 2203 7079 15595037 0.04213621240342036
24 2213 4751 10513963 0.04180680679855868
24 2221 4657 10343197 0.04392774959560484
24 2239 5843 13082477 0.04645803938619793
24 2239 7297 16337983 0.04204434738494456
24 2243 7351 16488293 0.038075238780584185
24 2251 6959 15664709 0.05900839320383966
24 2267 5743 13019381 0.043131982628256085
24 2267 5981 13558927 0.038373043201863764
24 2267 6067 13753889 0.04421734841307625
24 2273 6947 15790531 0.03585732680512592
24 2273 6991 15890543 0.03979845040012151
24 2281 7213 16452853 0.04585484582930803
24 2287 5659 12942133 0.06798529640072956
24 2293 6113 14017109 0.03301051919115707
24 2297 7283 16729051 0.03540118640521541
24 2311 6967 16100737 0.04278055118629709
24 2347 6679 15675613 0.04383155182003975
24 2351 4357 10243307 0.0464220728026703
24 2377 4909 11668693 0.03695071979891509
24 2389 6203 14818967 0.037697341409511864
24 2399 4423 10610777 0.0860045705921948
24 2441 5867 14321347 0.042445006815250964
24 2447 3631 8885057 0.040322720818221566
24 2459 3671 9026989 0.02564194400329143
24 2467 4271 10536557 0.03423343820031732
24 2467 5437 13413079 0.020520014001522213
24 2467 6299 15539633 0.04051518200431019
24 2503 4903 12272209 0.053188329399563375
24 2543 6277 15962411 0.028123564401175825
24 2579 6329 16322491 0.04079287179047242
24 2591 3413 8843083 0.019769277609884738
24 2591 3613 9361283 0.043861094606108965
24 2609 6101 15917509 0.03914195358520374
24 2617 5119 13396423 0.04189559220103547
24 2621 3343 8762003 0.04174129740567878
24 2647 4177 11056519 0.06841949981171638
24 2659 4657 12382963 0.047783365414943546
24 2663 5531 14729053 0.02845856639323756
24 2689 4397 11823533 0.060308935807552186
24 2689 5519 14840591 0.03586831100983545
24 2693 4003 10780079 0.03834798058960587
24 2693 5323 14334839 0.03216168618528172
24 2699 5347 14431553 0.05926593398908153
24 2711 3607 9778577 0.057336134184151885
24 2711 4441 12039551 0.03134785180445761
24 2713 5591 15168383 0.033556928392499685
24 2713 6067 16459771 0.03449426698498428
24 2719 3659 9948821 0.02178167679812759
24 2719 5507 14973533 0.03823545180493966
24 2729 3709 10121861 0.016247498418670146
24 2731 3083 8419673 0.04561123081948608
24 2767 3917 10838339 0.03625345258042216
24 2789 3461 9652729 0.03697178640868515
24 2791 5659 15794269 0.025010995601769538
24 2801 4493 12584893 0.05327864862047136
24 2801 4861 13615661 0.03238682518713176
24 2803 4561 12784483 0.04973981198854745
24 2837 5851 16599287 0.032023974799085406
24 2843 3733 10612919 0.03290393578354269
24 2887 3319 9581953 0.022441714408341796
24 2957 5209 15403013 0.043625340610742566
24 2963 3557 10539391 0.028521644417196512
24 3011 3823 11511053 0.03176461559487507
24 3023 4139 12512197 0.04198568721767515
24 3037 4931 14975447 0.03596187239745632
24 3067 3079 9443293 0.028663598583079875
24 3109 3319 10318771 0.034945880784653126
24 3109 4679 14547011 0.04749276340007782
24 3119 4603 14356757 0.04411620741011575
24 3167 3181 10074227 0.041981777432374655
24 3181 5087 16181747 0.026513438392430543
24 3221 4673 15051733 0.051206405984703454
24 3229 4253 13732937 0.027613464801106602
24 3253 4799 15611147 0.04054177799262106
24 3271 4217 13793807 0.029955069196876138
24 3271 5003 16364813 0.024407129595056178
24 3299 3673 12117227 0.019434497598558663
24 3323 4861 16153103 0.026417023001704364
24 3371 3709 12503039 0.024380316806491463
24 3389 4751 16101139 0.03923346101073548
24 3517 4409 15506453 0.045398439979180694
24 3529 4673 16491017 0.04306412717560306
24 3541 4663 16511683 0.04983251899247989
24 3643 3673 13380739 0.03538378519006073
24 3677 3929 14446933 0.04035588280530646
24 3677 4447 16351619 0.03636049398919568
24 3719 4201 15623519 0.017800663586240262
24 3761 3823 14378303 0.01720864080125466
24 3821 4133 15792193 0.02361411260208115
25 2347 7823 18360581 0.03250145979691297
25 2371 7759 18396589 0.043855601211544123
25 2383 7877 18770891 0.052758864185307175
25 2441 7541 18407581 0.04149531478760764
25 2521 7489 18879769 0.07895145379006863
25 2551 7349 18747299 0.038356576196383683
25 2621 8093 21211753 0.042068622203078124
25 2659 6637 17647783 0.03758700201287866
25 2693 8039 21649027 0.08866426659515128
25 2707 6553 17738971 0.0547806893941015
25 2711 6197 16800067 0.06048844719771296
25 2797 7321 20476837 0.026335144008044153
25 2797 7477 20913169 0.017372156016062946
25 2803 6353 17807459 0.0652260700124316
25 2833 7829 22179557 0.05724859859328717
25 2843 6521 18539203 0.049704770604148504
25 2887 7211 20818157 0.05247598340502009
25 3023 7043 21290989 0.056360410980414596
25 3121 5503 17174863 0.0564520824002102
25 3169 6829 21641101 0.06152217660564929
25 3209 7561 24263249 0.06631223399890587
25 3221 6221 20037841 0.047788770007900896
25 3257 7561 24626177 0.06242428378900513
25 3259 7993 26049187 0.027650251204613598
25 3271 6299 20604029 0.029092424595728517
25 3371 7001 23600371 0.0793031347799115
25 3371 8179 27571409 0.03677059978945181
25 3413 5659 19314167 0.02692783862585202
25 3449 7121 24560329 0.045375315786805
25 3517 5743 20198131 0.04772146021714434
25 3527 4813 16975451 0.06838842740980908
25 3527 7867 27746909 0.04027543021366
25 3529 4943 17443847 0.0546118380036205
25 3547 5431 19263757 0.046383175579831
25 3557 8167 29050019 0.026479845598805694
25 3671 6271 23020841 0.030025289196055384
25 3673 6199 22768927 0.03624501700978726
25 3673 6563 24105899 0.06016842258395627
25 3691 4951 18274141 0.027095764211844654
25 3697 6661 24625717 0.030679059994872658
25 3697 7937 29343089 0.06166003359248862
25 3701 7411 27428111 0.02395727140828967
25 3727 7411 27620797 0.03388620959594846
25 3779 6581 24869599 0.058884695603046565
25 3833 6661 25531613 0.08544914440717548
25 3851 7681 29579531 0.06733279100153595
25 3919 5099 19982981 0.07745168480323628
25 3989 4463 17802907 0.06215021301759407
25 4021 4259 17125439 0.05564236639766022
25 4021 6967 28014307 0.02659886418841779
25 4049 7589 30727861 0.0254814485902898
25 4051 6269 25395719 0.029854140407405794
25 4051 7079 28677029 0.04857665299205109
25 4057 4259 17278763 0.05674697038484737
25 4073 5519 22478887 0.03283319319598377
25 4099 5107 20933593 0.07051826240494848
25 4099 5581 22876519 0.04710707719204947
25 4099 7109 29139791 0.03147010280517861
25 4139 6337 26228843 0.06895641660084947
25 4139 6569 27189091 0.07260379201034084
25 4153 7789 32347717 0.042122581810690465
25 4159 6961 28950799 0.043242533202283086
25 4219 7559 31891421 0.028691543405875562
25 4241 6211 26340851 0.05398638078477234
25 4283 4937 21145171 0.04933436159044504
25 4289 5839 25043471 0.05225494459737092
25 4337 7283 31586371 0.04883923218585551
25 4357 4909 21388513 0.05226479461416602
25 4391 7549 33147659 0.028412638779263942
25 4409 5197 22913573 0.04297961662523449
25 4409 6967 30717503 0.0329514718032442
25 4441 5689 25264849 0.047413711005356164
25 4493 5669 25470817 0.0615622632089071
25 4523 4651 21036473 0.0678062796127051
25 4523 7127 32235421 0.05277272642124444
25 4547 4903 22293941 0.06846720840549096
25 4639 6469 30009691 0.035665753413923085
25 4643 5623 26107589 0.05811607540817931
25 4643 6277 29144111 0.05688284317729995
25 4643 7069 32821367 0.04098413420142606
25 4663 4703 21930089 0.04868645120877772
25 4673 5987 27977251 0.04622695400612429
25 4679 6547 30633413 0.04605505818035453
25 4729 5801 27432929 0.05652125020278618
25 4729 6113 28908377 0.06141514460323379
25 4751 6047 28729297 0.02797492176759988
25 4759 6353 30233927 0.04360923338681459
25 4783 6427 30740341 0.030161571595817803
25 4793 6067 29079131 0.04139654900645837
25 4861 6701 32573561 0.03297245539724827
25 4871 6037 29406227 0.03261313459370285
25 4967 5867 29141389 0.04319244760554284
25 5059 6449 32625491 0.03899257658049464
25 5107 5167 26387869 0.026615327200852336
25 5227 6257 32705339 0.0400708788074553
25 5233 5711 29885663 0.03212798938620835
25 5237 6247 32715539 0.019062016799580306
25 5281 5521 29156401 0.06211334578692913
25 5477 6079 33294683 0.030781058606225997
25 5573 5659 31537607 0.028314433596096932
26 4127 14153 58409431 0.096258924016729
26 4133 11731 48484223 0.11447597037767991
26 4177 9397 39251269 0.11860709742177278
26 4211 14009 58991899 0.09065853679785504
26 4241 10909 46265069 0.12629050199175254
26 4259 15731 66998329 0.055849466403014955
26 4261 14479 61695019 0.06950918701477349
26 4273 13913 59450249 0.08183069740189239
26 4273 14771 63116483 0.08114408298861235
