#bitsize(pq) p q pq std
19 313 859 268867 0.004164717481203921
19 313 877 274501 0.007436493279472349
19 317 941 298297 0.002917283609541314
19 317 977 309709 0.003647221528863356
19 317 997 316049 0.00338954254571398
19 331 997 330007 0.0012218632270764676
19 337 947 319139 0.002469412333991051
19 349 1019 355631 0.0024571165519603772
19 353 773 272869 0.0035399120956810894
19 353 857 302521 0.004978848507237409
19 353 983 346999 0.004259975450076604
19 373 821 306233 0.003565615454253253
19 379 701 265679 0.0017595338091511068
19 383 929 355807 0.0028201663864532156
19 383 1019 390277 0.0030150525509272485
19 397 991 393427 0.004379557707115436
19 401 673 269873 0.006068941843684198
19 401 719 288319 0.003805579935470455
19 401 853 342053 0.002339031721965529
19 401 877 351677 0.0021627435967164275
19 401 881 353281 0.0011482605242641153
19 409 743 303887 0.002403238608283662
19 409 857 350513 0.003842973364102872
19 409 881 360329 0.007351738130733632
19 419 647 271093 0.004077109487518094
19 419 661 276959 0.0012796841214878917
19 419 673 281987 0.0045895387890642295
19 421 769 323749 0.0026316211341417487
19 421 797 335537 0.0047914859845898106
19 431 809 348679 0.0018340985309214142
19 433 619 268027 0.004243456256305726
19 443 821 363703 0.005136732251687027
19 443 941 416863 0.002153012840623431
19 443 947 419521 0.004737344011780108
19 449 733 329117 0.0037225101313375477
19 457 823 376111 0.0028297987756365555
19 461 661 304721 0.0025830216832158923
19 461 809 372949 0.004656465957370306
19 461 1013 466993 0.0012851109077027646
19 463 1019 471797 0.0033862870978887427
19 467 761 355387 0.0042424044231860955
19 467 823 384341 0.003438866310908788
19 467 907 423569 0.004071790589001242
19 467 967 451589 0.0019493478902646805
19 479 673 322367 0.002388500329345016
19 479 857 410503 0.005032771774340052
19 479 883 422957 0.0025650711013363334
19 487 641 312167 0.0031495348714150216
19 487 863 420281 0.0010531316896992022
19 491 601 295091 0.00250720009641056
19 491 733 359903 0.001076407337893434
19 499 613 305887 0.0032084449326748176
19 499 619 308881 0.00408121446321203
19 499 751 374749 0.0016152445593073576
19 499 881 439619 0.0008162683033793258
19 499 929 463571 0.001204665316291468
19 503 601 302303 0.0034102396555078904
19 503 887 446161 0.004618226280979187
19 509 523 266207 0.0013334148400897844
19 509 563 286567 0.0015873630424615031
19 509 863 439267 0.005858099306480076
19 509 877 446393 0.00440548044369626
19 521 659 343339 0.002674295298269031
19 521 761 396481 0.0031237821549785676
19 521 797 415237 0.004501030394169071
19 521 863 449623 0.003694752879348527
19 521 947 493387 0.0014290726355712339
19 523 691 361393 0.0025090034048864973
19 523 811 424153 0.0032461795596774633
19 523 839 438797 0.004801620734177191
19 541 751 406291 0.0029781582466573944
19 547 787 430489 0.00396464939416367
19 557 659 367063 0.0015018961177806817
19 557 733 408281 0.00600693244310767
19 571 757 432247 0.0028732000296593334
19 577 641 369857 0.002913242427252129
19 577 853 492181 0.00375621587190507
19 587 757 444359 0.002441371178574634
19 593 757 448901 0.0008566136694491451
19 593 839 497527 0.003130015805551416
19 599 653 391147 0.0014743453293053126
19 601 683 410483 0.002986139244115724
19 601 701 421301 0.0012660635976196064
19 601 733 440533 0.003429027255266149
19 607 619 375733 0.0037205359827522343
19 617 661 407837 0.0014042694884435678
19 617 823 507791 0.0024005552978797126
19 619 691 427729 0.00380085507769995
19 631 647 408257 0.005242046564298603
19 641 661 423701 0.005167185319800099
19 643 643 413449 0.004130099353035718
19 643 701 450743 0.0035057539570524897
19 653 751 490403 0.002349999942764663
19 653 797 520441 0.004237298098214221
19 661 773 510953 0.0025154531605969667
19 677 769 520613 0.003494101357410489
19 683 751 512933 0.003879839358368793
20 521 1931 1006051 0.0020267321094706377
20 523 1999 1045477 0.0027629642544732516
20 541 1097 593477 0.0014791729691910856
20 541 1559 843419 0.004654455116013657
20 541 1907 1031687 0.00418447139533673
20 557 1069 595433 0.0030475155832353873
20 557 1459 812663 0.0037803916948676744
20 563 1123 632249 0.0011374963064592022
20 563 1511 850693 0.002465185774837058
20 563 1637 921631 0.004282560043957069
20 569 1009 574121 0.0026876570652500285
20 571 1201 685771 0.005990828573077828
20 571 1327 757717 0.004186494210323556
20 571 1823 1040933 0.004373151297375313
20 577 1699 980323 0.0035882248876693184
20 577 1789 1032253 0.002664116688517343
20 587 1163 682681 0.0053222018033805205
20 587 1307 767209 0.004982148569694031
20 587 1327 778949 0.0038661173292061247
20 587 1399 821213 0.006207452951827043
20 593 967 573431 0.0023762482520948824
20 593 1171 694403 0.0061129173474387755
20 593 1667 988531 0.004549535231052007
20 601 877 527077 0.005200545077751135
20 607 971 589397 0.0034192307896801586
20 607 1279 776353 0.003407509808374345
20 607 1523 924461 0.004435179120009599
20 613 1031 632003 0.003503861531716653
20 613 1097 672461 0.0036082337062361544
20 613 1291 791383 0.00421523300513405
20 613 1459 894367 0.0018354985055232002
20 617 1051 648467 0.003714678267134366
20 617 1093 674381 0.0034797874103671706
20 619 1181 731039 0.004572955272599546
20 619 1229 760751 0.0045096916136749075
20 631 1069 674539 0.003778695332904731
20 631 1087 685897 0.005647894388139889
20 631 1559 983729 0.0057243284587829586
20 631 1571 991301 0.002969784541560872
20 641 919 589079 0.003795536241956648
20 643 1013 651359 0.003054952829764793
20 643 1039 668077 0.002780936250825829
20 643 1481 952283 0.0038831979383015863
20 643 1493 959999 0.005380372102687192
20 643 1607 1033301 0.0020149974597285063
20 653 911 594883 0.0034594435110339153
20 653 991 647123 0.0041991266975629875
20 653 997 651041 0.004653461134310364
20 653 1459 952727 0.0029246128817726233
20 661 1553 1026533 0.0031398371578513617
20 673 857 576761 0.0040203958369012215
20 673 1217 819041 0.004930318994876094
20 673 1471 989983 0.006170284537284319
20 673 1481 996713 0.002100287216681664
20 683 787 537521 0.005443785804864472
20 683 911 622213 0.003678302055090905
20 683 1033 705539 0.005939802358950621
20 683 1117 762911 0.004166794527098822
20 691 1327 916957 0.0026481219133431717
20 691 1373 948743 0.00324458586882714
20 691 1493 1031663 0.0018043690132682599
20 701 953 668053 0.002664634889207387
20 701 1061 743761 0.004544474560501826
20 701 1129 791429 0.0042989605882040646
20 709 881 624629 0.006731563856987396
20 709 1093 774937 0.004436207136561399
20 727 1181 858587 0.0038073845057152353
20 727 1237 899299 0.0063740492221652885
20 733 1289 944837 0.0025257081429662593
20 739 1361 1005779 0.00424607759299076
20 743 1031 766033 0.004563270733635643
20 743 1061 788323 0.002636025371003245
20 751 863 648113 0.0025425942274907134
20 751 1289 968039 0.006534299463848498
20 757 1181 894017 0.00828813669196275
20 757 1259 953063 0.0044816925713643775
20 761 1361 1035721 0.0034113135456261432
20 769 967 743623 0.004756937306815108
20 769 1061 815909 0.0041474295375047154
20 773 1181 912913 0.006831220870442191
20 787 887 698069 0.00475819526295812
20 809 1039 840551 0.007151261490146123
20 809 1129 913361 0.003202441184660305
20 809 1283 1037947 0.0032403769480001633
20 811 1049 850739 0.002286242099031385
20 823 829 682267 0.004086687455272297
20 823 1153 948919 0.0040675971842046126
20 823 1193 981839 0.003762335618047713
20 823 1249 1027927 0.0039331231014805325
20 827 1187 981649 0.0031487253376159155
20 829 1091 904439 0.004626744285427408
20 839 1231 1032809 0.009575565389056151
20 859 1069 918271 0.00431245548575301
20 859 1213 1041967 0.0039168687469781785
20 877 997 874369 0.002257867803889915
20 881 1063 936503 0.004179344583985931
20 883 907 800881 0.005043485547806725
20 887 977 866599 0.0026136527272332248
20 911 1097 999367 0.005116587534802635
20 1009 1031 1040279 0.0051528688333064435
21 541 1973 1067393 0.010768132728238138
21 569 1999 1137431 0.006539604427855257
21 571 2017 1151707 0.00825571998767982
21 577 1993 1149961 0.004712909645587485
21 587 1901 1115887 0.009135514661195734
21 641 1667 1068547 0.004981369165743017
21 641 1721 1103161 0.010434565056950715
21 647 1997 1292059 0.0032436674960175244
21 659 1733 1142047 0.008301335421966219
21 659 1987 1309433 0.005614902611414256
21 673 1831 1232263 0.007795456685025715
21 683 1747 1193201 0.006313127027121788
21 691 2011 1389601 0.004228255979657902
21 719 1693 1217267 0.00537097127751939
21 727 1823 1325321 0.005542774772643837
21 727 1933 1405291 0.004268435887525463
21 733 1489 1091437 0.007808648645493574
21 757 1489 1127173 0.007620798290535215
21 769 1669 1283461 0.009750633741407997
21 797 1553 1237741 0.0079599547950318
21 809 1669 1350221 0.0046066342016659574
21 823 1579 1299517 0.006540007068677942
21 827 1327 1097429 0.009259207936932226
21 827 1559 1289293 0.0061892231660559014
21 839 1663 1395257 0.003335477632163552
21 853 1459 1244527 0.007802129390728741
21 853 1871 1595963 0.010697333784536397
21 857 1439 1233223 0.003539233388991812
21 859 1699 1459441 0.00577926176474211
21 863 1277 1102051 0.008856167273686013
21 881 1823 1606063 0.0065322502891949135
21 881 1879 1655399 0.005135240541503644
21 883 1201 1060483 0.0069854077207789815
21 883 1453 1282999 0.006386026200128199
21 883 1567 1383661 0.006642167803776062
21 883 1973 1742159 0.006246625850644034
21 887 1307 1159309 0.007389233020746138
21 887 1601 1420087 0.00432403467663515
21 919 1303 1197457 0.0032818381797473204
21 919 1873 1721287 0.004754448899508921
21 929 1129 1048841 0.007556439365888284
21 929 1609 1494761 0.0069059594377625716
21 941 1381 1299521 0.008794867924297177
21 947 1907 1805929 0.00721649330484674
21 947 1951 1847597 0.005117621242817485
21 953 1777 1693481 0.008926347872042535
21 971 1097 1065187 0.007110989893808594
21 971 1567 1521557 0.006828800319945603
21 971 1637 1589527 0.004217920869122445
21 977 1439 1405903 0.0020073713592949306
21 977 2039 1992103 0.004221752539396488
21 983 1301 1278883 0.007524527571440431
21 983 1601 1573783 0.008844881283144463
21 991 1951 1933441 0.005666221059146107
21 1021 1031 1052651 0.0026694336718293275
21 1033 1039 1073287 0.008872024119344166
21 1049 1187 1245163 0.005065803419800982
21 1049 1277 1339573 0.0028202801333588275
21 1049 1601 1679449 0.003772682642735409
21 1051 1471 1546021 0.005018052605016654
21 1061 1543 1637123 0.008113280320128813
21 1061 1579 1675319 0.006837398464136756
21 1061 1777 1885397 0.002111064250468814
21 1061 1949 2067889 0.0046725295069770705
21 1063 1861 1978243 0.005109395382336066
21 1069 1607 1717883 0.006371457162259159
21 1069 1699 1816231 0.0048691001550805494
21 1069 1723 1841887 0.00206755588643075
21 1091 1637 1785967 0.005154018115187461
21 1091 1901 2073991 0.0069090046787286825
21 1093 1697 1854821 0.0023608480119026703
21 1093 1723 1883239 0.003604099193536258
21 1097 1721 1887937 0.007817148298910784
21 1103 1259 1388677 0.010109940987169603
21 1153 1217 1403201 0.006587899057232711
21 1153 1447 1668391 0.00644163989253964
21 1163 1381 1606103 0.004517086233017005
21 1171 1553 1818563 0.0059187489015933865
21 1187 1423 1689101 0.003147868742029897
21 1187 1459 1731833 0.01081113785678495
21 1187 1753 2080811 0.0042860951784761975
21 1193 1361 1623673 0.002217776307018504
21 1193 1367 1630831 0.002821451498244993
21 1201 1481 1778681 0.0035204784242325766
21 1213 1669 2024497 0.004286862583184499
21 1223 1259 1539757 0.006089192457108926
21 1229 1481 1820149 0.005342003030375291
21 1249 1447 1807303 0.004940977057403844
21 1259 1319 1660621 0.004529975383017601
21 1259 1523 1917457 0.004540212851144582
21 1277 1399 1786523 0.002134993306867914
21 1279 1451 1855829 0.00845631288590599
21 1297 1489 1931233 0.007751727064461493
21 1301 1409 1833109 0.0045091662047775875
21 1301 1459 1898159 0.006402214596639776
21 1307 1559 2037613 0.009743373618227443
21 1367 1453 1986251 0.004400414617412626
21 1381 1451 2003831 0.0013540472979173403
21 1381 1481 2045261 0.006539096784451087
21 1409 1429 2013461 0.005661798900352033
22 1039 3769 3915991 0.008778052561038578
22 1049 2551 2675999 0.011498285389167176
22 1049 2957 3101893 0.011450155203301603
22 1049 3061 3210989 0.012175755087879256
22 1051 3593 3776243 0.004913882214495748
22 1061 2309 2449849 0.008273537169612835
22 1063 2677 2845651 0.012036866190054321
22 1069 3767 4026923 0.007081758804352251
22 1069 3779 4039751 0.0068772969696313975
22 1091 2083 2272553 0.004519400331085832
22 1091 3181 3470471 0.0070715760758780725
22 1103 3011 3321133 0.00889821554672774
22 1103 3323 3665269 0.006855851054089205
22 1117 2389 2668513 0.006942615411352987
22 1117 2617 2923189 0.006088929267587044
22 1117 3299 3684983 0.010176660833867085
22 1117 3449 3852533 0.00801626196826348
22 1123 2719 3053437 0.0058244712891155955
22 1123 3529 3963067 0.004204965867560926
22 1129 2687 3033623 0.010363581122245035
22 1129 3527 3981983 0.010788668213219393
22 1153 2389 2754517 0.008140583479768749
22 1181 2953 3487493 0.01368737707658036
22 1181 3121 3685901 0.005460169641032112
22 1187 2099 2491513 0.007998358488433614
22 1193 2083 2485019 0.008565813731901649
22 1193 3329 3971497 0.010695667926185322
22 1213 2381 2888153 0.01039212111849105
22 1217 3253 3958901 0.00664975837516044
22 1223 1997 2442331 0.007394292171961853
22 1223 3191 3902593 0.013591931321921569
22 1229 1987 2442023 0.010248318060908507
22 1231 1831 2253961 0.004683356374379023
22 1237 2887 3571219 0.00654102075709015
22 1249 2203 2751547 0.0030603142007700596
22 1259 1667 2098753 0.009188924407970646
22 1259 2297 2891923 0.011947186155913603
22 1279 2297 2937863 0.007846569655479356
22 1291 2393 3089363 0.011936588228024755
22 1291 2437 3146167 0.008736923918997245
22 1291 3089 3987899 0.008937214820979445
22 1301 2393 3113293 0.006444611984867238
22 1303 1861 2424883 0.007962020654123847
22 1319 1913 2523247 0.005711617838955839
22 1319 2141 2823979 0.005580426070039402
22 1321 2269 2997349 0.005429709860707288
22 1361 2719 3700559 0.011437426158332086
22 1373 2437 3346001 0.01763322066427737
22 1381 2371 3274351 0.010244759032771854
22 1399 1907 2667893 0.015419772762470547
22 1399 2153 3012047 0.014415412231541025
22 1409 2953 4160777 0.008471419233063823
22 1429 2027 2896583 0.006908871037509579
22 1433 2647 3793151 0.010154105807569072
22 1439 1597 2298083 0.008283604013722355
22 1447 1553 2247191 0.005725006358497904
22 1451 2441 3541891 0.008630766954667229
22 1471 1553 2284463 0.006321802815546257
22 1471 1621 2384491 0.01361826685388287
22 1489 2017 3003313 0.004675238820970952
22 1493 2269 3387617 0.006768538764849099
22 1493 2467 3683231 0.0053025477914643866
22 1499 1613 2417887 0.005125857161560205
22 1499 2423 3632077 0.007781883719969749
22 1511 2039 3080929 0.008570570936909964
22 1523 2749 4186727 0.0028805310914914897
22 1531 2311 3538141 0.010425476257129937
22 1531 2389 3657559 0.0105976835733532
22 1531 2503 3832093 0.012300999604721783
22 1549 1553 2405597 0.011088039693059363
22 1553 1787 2775211 0.01052840009950026
22 1553 2221 3449213 0.007978521121857924
22 1559 1621 2527139 0.009862811194425787
22 1559 2609 4067431 0.003808679683551584
22 1571 1601 2515171 0.007148352536243665
22 1571 2221 3489191 0.007684118845217219
22 1571 2267 3561457 0.00939374236436875
22 1579 2063 3257477 0.006710447146850437
22 1579 2503 3952237 0.0024010995694919795
22 1583 1787 2828821 0.007018174985201034
22 1597 2069 3304193 0.011343060635330653
22 1601 2221 3555821 0.01122950023528808
22 1601 2357 3773557 0.006373868797799549
22 1607 2293 3684851 0.004736621777765441
22 1609 2437 3921133 0.00654891624891008
22 1619 1901 3077719 0.006652022821990171
22 1663 1951 3244513 0.008688766755060742
22 1693 2311 3912523 0.002746270173426567
22 1697 2393 4060921 0.002107713591175504
22 1699 1997 3392903 0.003894780048354231
22 1709 2069 3535921 0.006105704775024397
22 1709 2423 4140907 0.007540469087826581
22 1721 2389 4111469 0.0033914811327825163
22 1723 2357 4061111 0.004749933657556305
22 1741 2111 3675251 0.01286653781661244
22 1759 1823 3206657 0.011515342777584526
22 1759 1867 3284053 0.004535409639141449
22 1783 2029 3617707 0.002668813541493782
22 1801 2161 3891961 0.012577310720553583
22 1847 2089 3858383 0.009712590484553666
23 1123 3803 4270769 0.005077262107907675
23 1151 4007 4612057 0.014677469487897325
23 1171 3797 4446287 0.012689728933882673
23 1231 4007 4932617 0.011694703143707788
23 1249 3823 4774927 0.015538484706588225
23 1277 3821 4879417 0.021152569319886207
23 1283 3539 4540537 0.009787814528314155
23 1303 3907 5090821 0.0057332513697684745
23 1303 3919 5106457 0.011850197436012597
23 1361 3793 5162273 0.01381352609628862
23 1367 3251 4444117 0.007835915318575493
23 1373 3989 5476897 0.01723662374468077
23 1471 3119 4588049 0.012537145135892606
23 1471 3329 4896959 0.009521422384242742
23 1481 3767 5578927 0.006341525040289188
23 1487 3469 5158403 0.010878465146741286
23 1489 2843 4233227 0.005437849575623328
23 1493 4091 6107863 0.014261838683308862
23 1499 3137 4702363 0.014833250645389661
23 1499 3389 5080111 0.004752576167126157
23 1531 4073 6235763 0.00872938332347971
23 1531 4093 6266383 0.010616172380401617
23 1549 2719 4211731 0.017998040638835394
23 1553 3923 6092419 0.009459196386711386
23 1559 3911 6097249 0.009114858470564402
23 1601 3659 5858059 0.008227680829040991
23 1609 2741 4410269 0.007505778142118109
23 1609 3719 5983871 0.014414271113079025
23 1621 3371 5464391 0.006973113075433476
23 1621 3643 5905303 0.00828357188469437
23 1627 3083 5016041 0.011685129767148998
23 1637 2659 4352783 0.006079614546259713
23 1667 2719 4532573 0.015202039994604092
23 1699 2731 4639969 0.010215272184934378
23 1699 3257 5533643 0.012264510373609936
23 1721 3673 6321233 0.01428008176857133
23 1721 3709 6383189 0.00977514742763692
23 1723 3323 5725529 0.0071013952420518455
23 1741 3191 5555531 0.005453660579552818
23 1747 2671 4666237 0.011829394835342552
23 1747 3271 5714437 0.017577515447067246
23 1783 2371 4227493 0.00805161074626388
23 1783 3463 6174529 0.014388749995547468
23 1801 4001 7205801 0.016305910812862937
23 1811 2861 5181271 0.005014137220528414
23 1861 2819 5246159 0.019598770786850548
23 1873 2297 4302281 0.0074620923268216835
23 1901 2437 4632737 0.017725537881725175
23 1913 2741 5243533 0.010250437227951933
23 1931 2719 5250389 0.011366506035039033
23 1951 2357 4598507 0.005830721065164345
23 1979 2351 4652629 0.0042973299246485035
23 1979 2897 5733163 0.007591026667318454
23 1999 2801 5599199 0.009602495361628239
23 2017 3607 7275319 0.008183142933928392
23 2029 3461 7022369 0.013141749373792285
23 2053 2693 5528729 0.015506159309279555
23 2063 2663 5493769 0.014931898936319882
23 2083 3203 6671849 0.020101858522402132
23 2083 3271 6813493 0.0145648331723439
23 2087 2539 5298893 0.013357772627649353
23 2113 3739 7900507 0.0074099852148549325
23 2129 2621 5580109 0.013731907290865623
23 2137 2767 5913079 0.009188769403630365
23 2137 3557 7601309 0.00966684147170764
23 2141 3407 7294387 0.013303833532108044
23 2161 3463 7483543 0.009478033352726921
23 2179 2917 6356143 0.004885726420099388
23 2179 3319 7232101 0.013681438146227468
23 2179 3463 7545877 0.01829885954733151
23 2203 3169 6981307 0.01623016686990355
23 2203 3557 7836071 0.00622805136480469
23 2221 3331 7398151 0.010178383331693495
23 2239 2351 5263889 0.024279087816325585
23 2243 3109 6973487 0.012484367147041035
23 2251 2819 6345569 0.016186782274210852
23 2281 2797 6379957 0.013043495829223484
23 2293 2969 6807917 0.013473305704256347
23 2297 2381 5469157 0.019737269553791858
23 2311 2707 6255877 0.006444323603330421
23 2333 3067 7155311 0.010728878458203025
23 2339 2819 6593641 0.014383020120758485
23 2339 3559 8324501 0.012571346591672139
23 2351 2441 5738791 0.01099817831606022
23 2351 2671 6279521 0.015191183667907827
23 2351 2683 6307733 0.016990888524312516
23 2351 2699 6345349 0.0136213960820096
23 2357 2671 6295547 0.013781523358198518
23 2357 2971 7002647 0.007912693874058355
23 2371 2447 5801837 0.005777683148125893
23 2393 3331 7971083 0.009153980684731252
23 2399 2621 6287779 0.011694048681458548
23 2411 3109 7495799 0.006286423582534385
23 2411 3407 8214277 0.008763753187796671
23 2467 2789 6880463 0.012816796792836292
23 2473 2707 6694411 0.015473497208635945
23 2531 2969 7514539 0.008957875366138112
23 2531 3301 8354831 0.010073206170814235
23 2749 2999 8244251 0.01808883941164764
23 2833 2957 8377181 0.007725446860075567
24 2053 4649 9544397 0.016661198340016052
24 2053 4871 10000163 0.015493340831735192
24 2081 5483 11410123 0.007962357324409475
24 2081 7393 15384833 0.018139342321690233
24 2083 4127 8596541 0.025909146359837206
24 2087 4951 10332737 0.02268943057997257
24 2111 7253 15311083 0.01143497321388031
24 2113 7019 14831147 0.01609442550136757
24 2141 6553 14029973 0.014813735593535975
24 2179 4973 10836167 0.01937678948278928
24 2203 7079 15595037 0.010870910633335413
24 2213 4751 10513963 0.03063427636347806
24 2221 4657 10343197 0.01819232882192995
24 2239 5843 13082477 0.026456839274846055
24 2239 7297 16337983 0.016613734859707966
24 2243 7351 16488293 0.01386400188150506
24 2251 6959 15664709 0.007168658478224431
24 2267 5743 13019381 0.02271377896643122
24 2267 5981 13558927 0.017078639592656864
24 2267 6067 13753889 0.02460245398153305
24 2273 6947 15790531 0.017083470149549865
24 2273 6991 15890543 0.0056079295490575175
24 2281 7213 16452853 0.007782195980717605
24 2287 5659 12942133 0.008480732128113537
24 2293 6113 14017109 0.020170946959856714
24 2297 7283 16729051 0.016541729232524713
24 2311 6967 16100737 0.0181154103122431
24 2347 6679 15675613 0.011809713801618887
24 2351 4357 10243307 0.013952020676515584
24 2377 4909 11668693 0.024142816527230243
24 2389 6203 14818967 0.020519749792034726
24 2399 4423 10610777 0.037940211393466754
24 2441 5867 14321347 0.009473651806148979
24 2447 3631 8885057 0.022683863883385374
24 2459 3671 9026989 0.012978603192834066
24 2467 4271 10536557 0.026422515413304374
24 2467 5437 13413079 0.02224441658008988
24 2467 6299 15539633 0.015570867670356984
24 2503 4903 12272209 0.019785426422670116
24 2543 6277 15962411 0.01287084580718276
24 2579 6329 16322491 0.014337614610853528
24 2591 3413 8843083 0.011053139301596026
24 2591 3613 9361283 0.030132697925700412
24 2609 6101 15917509 0.016539803798453302
24 2617 5119 13396423 0.024560085660429713
24 2621 3343 8762003 0.025411048172600603
24 2647 4177 11056519 0.018459315212116564
24 2659 4657 12382963 0.010921613334694734
24 2663 5531 14729053 0.02111377834683775
24 2689 4397 11823533 0.02769643389126259
24 2689 5519 14840591 0.017650778611339908
24 2693 4003 10780079 0.009340574605416015
24 2693 5323 14334839 0.017724415556391735
24 2699 5347 14431553 0.006583395063889723
24 2711 3607 9778577 0.023773271501471644
24 2711 4441 12039551 0.02140368929055952
24 2713 5591 15168383 0.023009054148998113
24 2713 6067 16459771 0.010183909891816287
24 2719 3659 9948821 0.021845998758957545
24 2719 5507 14973533 0.018237478083996946
24 2729 3709 10121861 0.0033908477444217354
24 2731 3083 8419673 0.02299925477112377
24 2767 3917 10838339 0.015930966429399035
24 2789 3461 9652729 0.00933421827046169
24 2791 5659 15794269 0.014617305197130906
24 2801 4493 12584893 0.007248732033908922
24 2801 4861 13615661 0.02181930546283025
24 2803 4561 12784483 0.01814491701029636
24 2837 5851 16599287 0.011328007867980697
24 2843 3733 10612919 0.01279397230880343
24 2887 3319 9581953 0.018341226764274837
24 2957 5209 15403013 0.018172970299892892
24 2963 3557 10539391 0.0212322239373913
24 3011 3823 11511053 0.019890990207613705
24 3023 4139 12512197 0.02178828561349131
24 3037 4931 14975447 0.02163114692122105
24 3067 3079 9443293 0.01383982863484742
24 3109 3319 10318771 0.027587866818747052
24 3109 4679 14547011 0.019193132044266502
24 3119 4603 14356757 0.017560373647660076
24 3167 3181 10074227 0.02776988692308021
24 3181 5087 16181747 0.021317194926312674
24 3221 4673 15051733 0.013090727311411981
24 3229 4253 13732937 0.016834389076850937
24 3253 4799 15611147 0.019350901688997196
24 3271 4217 13793807 0.016364025725686696
24 3271 5003 16364813 0.015066157032086667
24 3299 3673 12117227 0.011365323883996251
24 3323 4861 16153103 0.016437432731633
24 3371 3709 12503039 0.008673368493561177
24 3389 4751 16101139 0.018981203478657234
24 3517 4409 15506453 0.022981201587520213
24 3529 4673 16491017 0.021005127175231723
24 3541 4663 16511683 0.014130969214308644
24 3643 3673 13380739 0.0154660365306864
24 3677 3929 14446933 0.02032203826996299
24 3677 4447 16351619 0.014104880287438415
24 3719 4201 15623519 0.008837768789591497
24 3761 3823 14378303 0.009093333546618643
24 3821 4133 15792193 0.01630189226735683
25 2347 7823 18360581 0.0196271499110678
25 2371 7759 18396589 0.027617022072169643
25 2383 7877 18770891 0.03655628158315824
25 2441 7541 18407581 0.01703120308942741
25 2521 7489 18879769 0.02633312313593465
25 2551 7349 18747299 0.03404805096196783
25 2621 8093 21211753 0.017623485538430135
25 2659 6637 17647783 0.0073144552645208315
25 2693 8039 21649027 0.04092677584017516
25 2707 6553 17738971 0.01916750343882421
25 2711 6197 16800067 0.045813803553527106
25 2797 7321 20476837 0.015389418366436971
25 2797 7477 20913169 0.010365614531737831
25 2803 6353 17807459 0.03462764785759293
25 2833 7829 22179557 0.011971441006101247
25 2843 6521 18539203 0.025207110348599696
25 2887 7211 20818157 0.03404452790372085
25 3023 7043 21290989 0.021134282210299945
25 3121 5503 17174863 0.0419733441237252
25 3169 6829 21641101 0.025855089449357858
25 3209 7561 24263249 0.03440224492148106
25 3221 6221 20037841 0.017028372788212103
25 3257 7561 24626177 0.027873632245628315
25 3259 7993 26049187 0.01822456821128776
25 3271 6299 20604029 0.021771109300715435
25 3371 7001 23600371 0.03875743141817783
25 3371 8179 27571409 0.024490952638421066
25 3413 5659 19314167 0.005164394572946352
25 3449 7121 24560329 0.019841145573593337
25 3517 5743 20198131 0.027055073957024903
25 3527 4813 16975451 0.025431279362763532
25 3527 7867 27746909 0.00889732607774461
25 3529 4943 17443847 0.03925263641131205
25 3547 5431 19263757 0.039321225319823516
25 3557 8167 29050019 0.014734588424216289
25 3671 6271 23020841 0.0161034678351386
25 3673 6199 22768927 0.01505559440052978
25 3673 6563 24105899 0.027367751250406334
25 3691 4951 18274141 0.01204860031147096
25 3697 6661 24625717 0.012655460025842226
25 3697 7937 29343089 0.031609031884419256
25 3701 7411 27428111 0.011792628809259884
25 3727 7411 27620797 0.012542988731719494
25 3779 6581 24869599 0.02800763327154847
25 3833 6661 25531613 0.021587012230754148
25 3851 7681 29579531 0.02864015458542996
25 3919 5099 19982981 0.02843865017007723
25 3989 4463 17802907 0.019774688270085387
25 4021 4259 17125439 0.023527806607297024
25 4021 6967 28014307 0.013471363071043858
25 4049 7589 30727861 0.01794311233698961
25 4051 6269 25395719 0.02286015651557692
25 4051 7079 28677029 0.028401077454379572
25 4057 4259 17278763 0.04112131395378195
25 4073 5519 22478887 0.02563898207398692
25 4099 5107 20933593 0.04942649959503759
25 4099 5581 22876519 0.03321218003122568
25 4099 7109 29139791 0.016157186790767997
25 4139 6337 26228843 0.004530089174925278
25 4139 6569 27189091 0.032785688459261844
25 4153 7789 32347717 0.019968684730177093
25 4159 6961 28950799 0.032179432736857735
25 4219 7559 31891421 0.017608789349853642
25 4241 6211 26340851 0.023023672808789496
25 4283 4937 21145171 0.03531988827745231
25 4289 5839 25043471 0.018313805503235647
25 4337 7283 31586371 0.03904892621297624
25 4357 4909 21388513 0.03145852067910943
25 4391 7549 33147659 0.015244695859427233
25 4409 5197 22913573 0.03070504731884765
25 4409 6967 30717503 0.020172306526336937
25 4441 5689 25264849 0.026491598365568334
25 4493 5669 25470817 0.02153775986168162
25 4523 4651 21036473 0.029463464876667452
25 4523 7127 32235421 0.011795470568628454
25 4547 4903 22293941 0.025419458589515217
25 4639 6469 30009691 0.01716024961729641
25 4643 5623 26107589 0.031275482678089696
25 4643 6277 29144111 0.017435621176012047
25 4643 7069 32821367 0.022391023944620912
25 4663 4703 21930089 0.010572053338160317
25 4673 5987 27977251 0.02710146221642082
25 4679 6547 30633413 0.022360714912188728
25 4729 5801 27432929 0.02986426031821689
25 4729 6113 28908377 0.03713499000962155
25 4751 6047 28729297 0.013158316146465813
25 4759 6353 30233927 0.026103635843798823
25 4783 6427 30740341 0.0290452692276673
25 4793 6067 29079131 0.02425695240256131
