#bitsize(pq) p q pq min
19 317 977 309709 0.0019356560005689971
19 317 997 316049 0.0018435120000503957
19 331 997 330007 0.0020921119939885102
19 337 947 319139 0.0021008240000810474
19 349 1019 355631 0.001935750995471608
19 353 773 272869 0.0020364219963084906
19 353 857 302521 0.002007834002142772
19 353 983 346999 0.0021163499986869283
19 373 821 306233 0.00195796800107928
19 379 701 265679 0.0020395030005602166
19 383 929 355807 0.002077722005196847
19 383 1019 390277 0.0019537580010364763
19 397 991 393427 0.001990380995266605
19 401 673 269873 0.0020121729976381175
19 401 719 288319 0.002021637003053911
19 401 853 342053 0.0019901289997505955
19 401 877 351677 0.0019933489966206253
19 401 881 353281 0.0021328470029402524
19 409 743 303887 0.0017961710109375417
19 409 857 350513 0.0019492790015647188
19 409 881 360329 0.0021502740055439062
19 419 647 271093 0.0019274760052212514
19 419 661 276959 0.0021061460065538995
19 419 673 281987 0.002042663996689953
19 421 769 323749 0.0021283129972289316
19 421 797 335537 0.002067334993625991
19 431 809 348679 0.0019157489950885065
19 433 619 268027 0.0018764929991448298
19 443 821 363703 0.0020077549997949973
19 443 941 416863 0.001942723996762652
19 443 947 419521 0.0020382519942359067
19 449 733 329117 0.0020916330031468533
19 457 823 376111 0.002086429994960781
19 461 661 304721 0.001981187000637874
19 461 809 372949 0.0020123880021856166
19 461 1013 466993 0.0019441870026639663
19 463 1019 471797 0.0020118330139666796
19 467 761 355387 0.002001968001422938
19 467 823 384341 0.0020644809992518276
19 467 907 423569 0.0019706020029843785
19 467 967 451589 0.002064571999653708
19 479 673 322367 0.002008338997256942
19 479 857 410503 0.0019034009965253063
19 479 883 422957 0.0020694129998446442
19 487 641 312167 0.0021870350028621033
19 487 863 420281 0.0019853619960485958
19 491 601 295091 0.0020196420009597205
19 491 733 359903 0.0020063669653609395
19 499 613 305887 0.0019996990013169125
19 499 619 308881 0.0020075299980817363
19 499 751 374749 0.0019534379825927317
19 499 881 439619 0.002129927001078613
19 499 929 463571 0.0020237610006006435
19 503 601 302303 0.00198619000002509
19 503 887 446161 0.001973108999663964
19 509 523 266207 0.0020056740031577647
19 509 563 286567 0.002058402998954989
19 509 863 439267 0.0018859109986806288
19 509 877 446393 0.002029106006375514
19 521 659 343339 0.0019650710019050166
19 521 761 396481 0.002006167000217829
19 521 797 415237 0.001944814997841604
19 521 863 449623 0.001949264005816076
19 521 947 493387 0.0021199609982431866
19 523 691 361393 0.002271669000037946
19 523 811 424153 0.0021204520016908646
19 523 839 438797 0.002082162995066028
19 541 751 406291 0.0020089989993721247
19 547 787 430489 0.0020730920005007647
19 557 659 367063 0.0021412089990917593
19 557 733 408281 0.001977247004106175
19 571 757 432247 0.0021653869989677332
19 577 641 369857 0.0020511830007308163
19 577 853 492181 0.0019631749964901246
19 587 757 444359 0.0020979539986001328
19 593 757 448901 0.002109830005792901
19 593 839 497527 0.0021415410010376945
19 599 653 391147 0.00221481599874096
19 601 683 410483 0.0021350200040615164
19 601 701 421301 0.0021283700043568388
19 601 733 440533 0.0019146899940096773
19 607 619 375733 0.002125315004377626
19 617 661 407837 0.0019038870013901033
19 617 823 507791 0.002112477995979134
19 619 691 427729 0.0020687060023192316
19 631 647 408257 0.002401581034064293
19 641 661 423701 0.0021943629981251433
19 643 643 413449 0.0019471650011837482
19 643 701 450743 0.002186400000937283
19 653 751 490403 0.001961586000106763
19 653 797 520441 0.0019321349973324686
19 661 773 510953 0.0020082889968762174
19 677 769 520613 0.0021972899994580075
19 683 751 512933 0.0019221170005039312
20 521 1931 1006051 0.002171424996049609
20 523 1999 1045477 0.002234499996120576
20 541 1097 593477 0.0022752910008421168
20 541 1559 843419 0.0022088119949330576
20 541 1907 1031687 0.002102094003930688
20 557 1069 595433 0.0022716120001859963
20 557 1459 812663 0.002194921995396726
20 563 1123 632249 0.0021871979988645762
20 563 1511 850693 0.002074488998914603
20 563 1637 921631 0.0025008809971041046
20 569 1009 574121 0.0020239430014044046
20 571 1201 685771 0.0022979959976510145
20 571 1327 757717 0.002238225999462884
20 571 1823 1040933 0.0021296769991749898
20 577 1699 980323 0.0020837310003116727
20 577 1789 1032253 0.0023010119984974153
20 587 1163 682681 0.002143078003427945
20 587 1307 767209 0.0021433719957713038
20 587 1327 778949 0.002157082002668176
20 587 1399 821213 0.002135986003850121
20 593 967 573431 0.002267741998366546
20 593 1171 694403 0.0021550809979089536
20 593 1667 988531 0.0022851070025353692
20 601 877 527077 0.002145923994248733
20 607 971 589397 0.0020070330356247723
20 607 1279 776353 0.0022467070011771284
20 607 1523 924461 0.0021341710016713478
20 613 1031 632003 0.0022387529970728792
20 613 1097 672461 0.0021143229969311506
20 613 1291 791383 0.002333543998247478
20 613 1459 894367 0.0021108040018589236
20 617 1051 648467 0.0021381839978857897
20 617 1093 674381 0.0020612720036297105
20 619 1181 731039 0.002152491004380863
20 619 1229 760751 0.002245424999273382
20 631 1069 674539 0.002207074998295866
20 631 1087 685897 0.0021873799996683374
20 631 1559 983729 0.002210530001320876
20 631 1571 991301 0.002159780000511091
20 641 919 589079 0.002074821968562901
20 643 1013 651359 0.002077858996926807
20 643 1039 668077 0.002184149001550395
20 643 1481 952283 0.002220681999460794
20 643 1493 959999 0.0021932929957984015
20 643 1607 1033301 0.0023372190044028684
20 653 911 594883 0.002064971995423548
20 653 991 647123 0.0020979070031899028
20 653 997 651041 0.002118728996720165
20 653 1459 952727 0.0020574490044964477
20 661 1553 1026533 0.002261588000692427
20 673 857 576761 0.0022921580020920373
20 673 1217 819041 0.002110184002958704
20 673 1471 989983 0.002208511999924667
20 673 1481 996713 0.002179347997298464
20 683 787 537521 0.002122535996022634
20 683 911 622213 0.002214800006186124
20 683 1033 705539 0.00230836800619727
20 683 1117 762911 0.002039995997620281
20 691 1327 916957 0.002146134000213351
20 691 1373 948743 0.002327529997273814
20 691 1493 1031663 0.002302784996572882
20 701 953 668053 0.0020756589947268367
20 701 1061 743761 0.0023198139970190823
20 701 1129 791429 0.0021828799945069477
20 709 881 624629 0.002329002003534697
20 709 1093 774937 0.0022198570004547946
20 727 1181 858587 0.0020716509970952757
20 727 1237 899299 0.0023288430020329542
20 733 1289 944837 0.0022959009947953746
20 739 1361 1005779 0.002304097004525829
20 743 1031 766033 0.002149152998754289
20 743 1061 788323 0.00228081300156191
20 751 863 648113 0.0020102180424146354
20 751 1289 968039 0.0020880550000583753
20 757 1181 894017 0.0021156579969101585
20 757 1259 953063 0.002178661001380533
20 761 1361 1035721 0.0022612220054725185
20 769 967 743623 0.0022338630005833693
20 769 1061 815909 0.0022976780019234866
20 773 1181 912913 0.002151392000087071
20 787 887 698069 0.0020315360015956685
20 809 1039 840551 0.002332290998310782
20 809 1129 913361 0.002317704005690757
20 809 1283 1037947 0.002360844999202527
20 811 1049 850739 0.00223563799954718
20 823 829 682267 0.0022765980029362254
20 823 1153 948919 0.002224723000836093
20 823 1193 981839 0.0022016040020389482
20 823 1249 1027927 0.0024960530063253827
20 827 1187 981649 0.002285380003741011
20 829 1091 904439 0.0022401809983421117
20 839 1231 1032809 0.002207822006312199
20 859 1069 918271 0.0022768109920434654
20 859 1213 1041967 0.002095575997373089
20 877 997 874369 0.0021339590020943433
20 881 1063 936503 0.002211351995356381
20 883 907 800881 0.002001677996304352
20 887 977 866599 0.002052837000519503
20 911 1097 999367 0.002167446000385098
20 1009 1031 1040279 0.002086648004478775
21 541 1973 1067393 0.0021979449957143515
21 569 1999 1137431 0.002345178996620234
21 571 2017 1151707 0.0023798920010449365
21 577 1993 1149961 0.0024466890026815236
21 587 1901 1115887 0.0022805670014349744
21 641 1667 1068547 0.002407205000054091
21 641 1721 1103161 0.0025533070001984015
21 647 1997 1292059 0.0023114150026231073
21 659 1733 1142047 0.002365127998928074
21 659 1987 1309433 0.0023591019999003038
21 673 1831 1232263 0.00246708399936324
21 683 1747 1193201 0.0022427039948524907
21 691 2011 1389601 0.0022765200046706013
21 719 1693 1217267 0.00231701199663803
21 727 1823 1325321 0.0024540520025766455
21 727 1933 1405291 0.002412198002275545
21 733 1489 1091437 0.0024423619979643263
21 757 1489 1127173 0.0025188089930452406
21 769 1669 1283461 0.0023318829989875667
21 797 1553 1237741 0.0022967760014580563
21 809 1669 1350221 0.002363660001719836
21 823 1579 1299517 0.0022839470038888976
21 827 1327 1097429 0.002257738000480458
21 827 1559 1289293 0.002316227000846993
21 839 1663 1395257 0.002360619997489266
21 853 1459 1244527 0.0022524189989781007
21 853 1871 1595963 0.0023488340084441006
21 857 1439 1233223 0.0023102459963411093
21 859 1699 1459441 0.0023829010024201125
21 863 1277 1102051 0.002145198996004183
21 881 1823 1606063 0.0024843809951562434
21 881 1879 1655399 0.0025758350020623766
21 883 1201 1060483 0.0023310100004891865
21 883 1453 1282999 0.0022333140004775487
21 883 1567 1383661 0.002320624000276439
21 883 1973 1742159 0.0026295689967810176
21 887 1307 1159309 0.0023291789984796196
21 887 1601 1420087 0.002387263004493434
21 919 1303 1197457 0.002299842002685182
21 919 1873 1721287 0.0022861600009491667
21 929 1129 1048841 0.0022156609993544407
21 929 1609 1494761 0.0023505369972554035
21 941 1381 1299521 0.002316766003787052
21 947 1907 1805929 0.0025950959970941767
21 947 1951 1847597 0.0023474859990528785
21 953 1777 1693481 0.0023834320018067956
21 971 1097 1065187 0.002516288004699163
21 971 1567 1521557 0.0023213490057969466
21 971 1637 1589527 0.002539625005738344
21 977 1439 1405903 0.002454618996125646
21 977 2039 1992103 0.002272694997373037
21 983 1301 1278883 0.0021308369978214614
21 983 1601 1573783 0.0022887019949848764
21 991 1951 1933441 0.002201416005846113
21 1021 1031 1052651 0.0023748250023345463
21 1033 1039 1073287 0.002312004995474126
21 1049 1187 1245163 0.0021569519958575256
21 1049 1277 1339573 0.0024529160000383854
21 1049 1601 1679449 0.002167341997846961
21 1051 1471 1546021 0.0024078189962892793
21 1061 1543 1637123 0.002287689996592235
21 1061 1579 1675319 0.002335646000574343
21 1061 1777 1885397 0.0025919420004356652
21 1061 1949 2067889 0.0024448190015391447
21 1063 1861 1978243 0.002371626003878191
21 1069 1607 1717883 0.002393898001173511
21 1069 1699 1816231 0.002287062001414597
21 1069 1723 1841887 0.0023432020025211386
21 1091 1637 1785967 0.002415417999145575
21 1091 1901 2073991 0.0022861180041218176
21 1093 1697 1854821 0.002483165000739973
21 1093 1723 1883239 0.0022479729959741235
21 1097 1721 1887937 0.0022217980003915727
21 1103 1259 1388677 0.0020640039583668113
21 1153 1217 1403201 0.0025114759991993196
21 1153 1447 1668391 0.002324210996448528
21 1163 1381 1606103 0.002656470001966227
21 1171 1553 1818563 0.0024824520005495287
21 1187 1423 1689101 0.0022409969969885424
21 1187 1459 1731833 0.002302317996509373
21 1187 1753 2080811 0.00238193499535555
21 1193 1361 1623673 0.002411754001514055
21 1193 1367 1630831 0.0022240319958655164
21 1201 1481 1778681 0.0023724240018054843
21 1213 1669 2024497 0.002412893998553045
21 1223 1259 1539757 0.002314337994903326
21 1229 1481 1820149 0.002463793003698811
21 1249 1447 1807303 0.0023788920007064007
21 1259 1319 1660621 0.0022467820017482154
21 1259 1523 1917457 0.0022928100006538443
21 1277 1399 1786523 0.0025294839942944236
21 1279 1451 1855829 0.002208833997428883
21 1297 1489 1931233 0.0023137640018831007
21 1301 1409 1833109 0.002399008000793401
21 1301 1459 1898159 0.0026787879978655837
21 1307 1559 2037613 0.0023263090042746626
21 1367 1453 1986251 0.00229414900240954
21 1381 1451 2003831 0.0023691040041740052
21 1381 1481 2045261 0.002388139000686351
21 1409 1429 2013461 0.0025129249988822266
22 1039 3769 3915991 0.0027613100028247572
22 1049 2551 2675999 0.002787351004371885
22 1049 2957 3101893 0.002651579001394566
22 1049 3061 3210989 0.0027176649964530952
22 1051 3593 3776243 0.003020534000825137
22 1061 2309 2449849 0.0024503189997631125
22 1063 2677 2845651 0.0026539370010141283
22 1069 3767 4026923 0.002568996998888906
22 1069 3779 4039751 0.002711221997742541
22 1091 2083 2272553 0.0024454410013277084
22 1091 3181 3470471 0.002590029005659744
22 1103 3011 3321133 0.002501009999832604
22 1103 3323 3665269 0.002458041999489069
22 1117 2389 2668513 0.0025025110007845797
22 1117 2617 2923189 0.0024755170015851036
22 1117 3299 3684983 0.002990742003021296
22 1117 3449 3852533 0.002409537002677098
22 1123 2719 3053437 0.0025562469963915646
22 1123 3529 3963067 0.003010617998370435
22 1129 2687 3033623 0.0026170249984716065
22 1129 3527 3981983 0.0026097020017914474
22 1153 2389 2754517 0.002377044002059847
22 1181 2953 3487493 0.0026369289989816025
22 1181 3121 3685901 0.0025364530010847375
22 1187 2099 2491513 0.002568734998931177
22 1193 2083 2485019 0.0024510060029570013
22 1193 3329 3971497 0.002956579002784565
22 1213 2381 2888153 0.002565529001003597
22 1217 3253 3958901 0.0026379960036138073
22 1223 1997 2442331 0.002661200000147801
22 1223 3191 3902593 0.0025960140046663582
22 1229 1987 2442023 0.00249261999852024
22 1231 1831 2253961 0.0022614620029344223
22 1237 2887 3571219 0.002551502999267541
22 1249 2203 2751547 0.0025837350040092133
22 1259 1667 2098753 0.002620597995701246
22 1259 2297 2891923 0.002445759004331194
22 1279 2297 2937863 0.002796747001411859
22 1291 2393 3089363 0.0024223699947469868
22 1291 2437 3146167 0.002623069995024707
22 1291 3089 3987899 0.0028124419986852445
22 1301 2393 3113293 0.002883717999793589
22 1303 1861 2424883 0.002555495004344266
22 1319 1913 2523247 0.002482621006492991
22 1319 2141 2823979 0.002430098000331782
22 1321 2269 2997349 0.0025691330010886304
22 1361 2719 3700559 0.0025668829985079356
22 1373 2437 3346001 0.0029827559992554598
22 1381 2371 3274351 0.002680251003766898
22 1399 1907 2667893 0.0024659030023030937
22 1399 2153 3012047 0.002406220999546349
22 1409 2953 4160777 0.002615094999782741
22 1429 2027 2896583 0.002642389001266565
22 1433 2647 3793151 0.0029161619968363084
22 1439 1597 2298083 0.002635725002619438
22 1447 1553 2247191 0.002815088999341242
22 1451 2441 3541891 0.0025417370052309707
22 1471 1553 2284463 0.002891180003643967
22 1471 1621 2384491 0.002569338998000603
22 1489 2017 3003313 0.0025775350004551
22 1493 2269 3387617 0.0025006840005517006
22 1493 2467 3683231 0.002407512001809664
22 1499 1613 2417887 0.0025778160052141175
22 1499 2423 3632077 0.0024916879992815666
22 1511 2039 3080929 0.0025845029958873056
22 1523 2749 4186727 0.002415420996840112
22 1531 2311 3538141 0.002730432002863381
22 1531 2389 3657559 0.00245998000173131
22 1531 2503 3832093 0.002482896998117212
22 1549 1553 2405597 0.00239978899480775
22 1553 1787 2775211 0.0025306790048489347
22 1553 2221 3449213 0.0024954819964477792
22 1559 1621 2527139 0.002478165006323252
22 1559 2609 4067431 0.0024209210023400374
22 1571 1601 2515171 0.0023793470027158037
22 1571 2221 3489191 0.002587232993391808
22 1571 2267 3561457 0.0026260960003128275
22 1579 2063 3257477 0.003028093997272663
22 1579 2503 3952237 0.0025227639998774976
22 1583 1787 2828821 0.0027177259980817325
22 1597 2069 3304193 0.0028931519991601817
22 1601 2221 3555821 0.002645710999786388
22 1601 2357 3773557 0.0026123269999516197
22 1607 2293 3684851 0.002925200002209749
22 1609 2437 3921133 0.0026281190002919175
22 1619 1901 3077719 0.002623322005092632
22 1663 1951 3244513 0.0024258769990410656
22 1693 2311 3912523 0.0024834200012264773
22 1697 2393 4060921 0.0024119279987644404
22 1699 1997 3392903 0.0026628279956639744
22 1709 2069 3535921 0.0024000280027394183
22 1709 2423 4140907 0.002478261994838249
22 1721 2389 4111469 0.0025976949982577935
22 1723 2357 4061111 0.002893187993322499
22 1741 2111 3675251 0.002642521998495795
22 1759 1823 3206657 0.002563581001595594
22 1759 1867 3284053 0.0023625899993930943
22 1783 2029 3617707 0.0024257219993160106
22 1801 2161 3891961 0.0028079379990231246
22 1847 2089 3858383 0.002414836999378167
23 1123 3803 4270769 0.002600421001261566
23 1151 4007 4612057 0.0024378790039918385
23 1171 3797 4446287 0.0025644889974500984
23 1231 4007 4932617 0.0024154639977496117
23 1249 3823 4774927 0.0025354379977216013
23 1277 3821 4879417 0.002707266998186242
23 1283 3539 4540537 0.0030015279990038835
23 1303 3907 5090821 0.003046122001251206
23 1303 3919 5106457 0.0031033069972181693
23 1361 3793 5162273 0.00300794900249457
23 1367 3251 4444117 0.0026348550018155947
23 1373 3989 5476897 0.0025338220002595335
23 1471 3119 4588049 0.0028301240017754026
23 1471 3329 4896959 0.0028578959972946905
23 1481 3767 5578927 0.0029169029876356944
23 1487 3469 5158403 0.0026402119983686134
23 1489 2843 4233227 0.002778776004561223
23 1493 4091 6107863 0.0026918719959212467
23 1499 3137 4702363 0.002772077001282014
23 1499 3389 5080111 0.002516274995286949
23 1531 4073 6235763 0.0025330399948870763
23 1531 4093 6266383 0.0026152280042879283
23 1549 2719 4211731 0.002614287004689686
23 1553 3923 6092419 0.0027541780000319704
23 1559 3911 6097249 0.0026123319985345006
23 1601 3659 5858059 0.002838524989783764
23 1609 2741 4410269 0.0028644559934036806
23 1609 3719 5983871 0.0024976720014819875
23 1621 3371 5464391 0.0027586119977058843
23 1621 3643 5905303 0.0025837330031208694
23 1627 3083 5016041 0.002696698997169733
23 1637 2659 4352783 0.002801362003083341
23 1667 2719 4532573 0.0026003029925050214
23 1699 2731 4639969 0.0026055549969896674
23 1699 3257 5533643 0.002700370008824393
23 1721 3673 6321233 0.0027031359932152554
23 1721 3709 6383189 0.0029333300044527277
23 1723 3323 5725529 0.0026723219925770536
23 1741 3191 5555531 0.002778213005512953
23 1747 2671 4666237 0.0028259800019441172
23 1747 3271 5714437 0.002670378002221696
23 1783 2371 4227493 0.0030652489949716255
23 1783 3463 6174529 0.00268512598995585
23 1801 4001 7205801 0.003213782998500392
23 1811 2861 5181271 0.0025816659908741713
23 1861 2819 5246159 0.0029001789953326806
23 1873 2297 4302281 0.0025023409980349243
23 1901 2437 4632737 0.0029326630028663203
23 1913 2741 5243533 0.0026706399949034676
23 1931 2719 5250389 0.002472306994604878
23 1951 2357 4598507 0.002461096999468282
23 1979 2351 4652629 0.0026526549918344244
23 1979 2897 5733163 0.0025854120030999184
23 1999 2801 5599199 0.0025416660064365715
23 2017 3607 7275319 0.002693873000680469
23 2029 3461 7022369 0.002754763001576066
23 2053 2693 5528729 0.002837699998053722
23 2063 2663 5493769 0.00249951500154566
23 2083 3203 6671849 0.0026927889994112775
23 2083 3271 6813493 0.002695536008104682
23 2087 2539 5298893 0.002822200010996312
23 2113 3739 7900507 0.0026571580092422664
23 2129 2621 5580109 0.002766912992228754
23 2137 2767 5913079 0.0026131799968425184
23 2137 3557 7601309 0.0025828709913184866
23 2141 3407 7294387 0.002866522001568228
23 2161 3463 7483543 0.0026816700119525194
23 2179 2917 6356143 0.0026311199908377603
23 2179 3319 7232101 0.0028917329909745604
23 2179 3463 7545877 0.00278566699125804
23 2203 3169 6981307 0.002672440023161471
23 2203 3557 7836071 0.002740598007221706
23 2221 3331 7398151 0.0029041930101811886
23 2239 2351 5263889 0.0027908159972866997
23 2243 3109 6973487 0.003001015997142531
23 2251 2819 6345569 0.0027068880008300766
23 2281 2797 6379957 0.0025881110050249845
23 2293 2969 6807917 0.002804054005537182
23 2297 2381 5469157 0.0025147369888145477
23 2311 2707 6255877 0.0028916709998156875
23 2333 3067 7155311 0.0024149250093614683
23 2339 2819 6593641 0.0024909829953685403
23 2339 3559 8324501 0.002672040995093994
23 2351 2441 5738791 0.002579110994702205
23 2351 2671 6279521 0.0029457249911502004
23 2351 2683 6307733 0.0027439119876362383
23 2351 2699 6345349 0.0027400420076446608
23 2357 2671 6295547 0.0024990770034492016
23 2357 2971 7002647 0.0027306239935569465
23 2371 2447 5801837 0.00289379499736242
23 2393 3331 7971083 0.0026747279916889966
23 2399 2621 6287779 0.002657294986420311
23 2411 3109 7495799 0.0026847239932976663
23 2411 3407 8214277 0.002785552991554141
23 2467 2789 6880463 0.002708425003220327
23 2473 2707 6694411 0.0026860900106839836
23 2531 2969 7514539 0.003096399988862686
23 2531 3301 8354831 0.002614255005028099
23 2749 2999 8244251 0.002928358007920906
23 2833 2957 8377181 0.0028867539949715137
24 2053 4649 9544397 0.00301017401216086
24 2053 4871 10000163 0.003206234992831014
24 2081 5483 11410123 0.0034429619990987703
24 2081 7393 15384833 0.0032335919968318194
24 2083 4127 8596541 0.0028476669976953417
24 2087 4951 10332737 0.004121170000871643
24 2111 7253 15311083 0.0030082449957262725
24 2113 7019 14831147 0.0032128049933817238
24 2141 6553 14029973 0.0032830749987624586
24 2179 4973 10836167 0.002944687003036961
24 2203 7079 15595037 0.0029852119914721698
24 2213 4751 10513963 0.003241769998567179
24 2221 4657 10343197 0.004010239994386211
24 2239 5843 13082477 0.00303878600243479
24 2239 7297 16337983 0.003079763991991058
24 2243 7351 16488293 0.0028837490099249408
24 2251 6959 15664709 0.0031593070016242564
24 2267 5743 13019381 0.0031646169954910874
24 2267 5981 13558927 0.0028106149984523654
24 2267 6067 13753889 0.003293984991614707
24 2273 6947 15790531 0.0034356980031589046
24 2273 6991 15890543 0.002988182008266449
24 2281 7213 16452853 0.00385199100128375
24 2287 5659 12942133 0.003030936000868678
24 2293 6113 14017109 0.002861400003894232
24 2297 7283 16729051 0.0034066020016325638
24 2311 6967 16100737 0.0038853680016472936
24 2347 6679 15675613 0.002824013994541019
24 2351 4357 10243307 0.0029869310092180967
24 2377 4909 11668693 0.0031729719921713695
24 2389 6203 14818967 0.0027030030032619834
24 2399 4423 10610777 0.0027261590003035963
24 2441 5867 14321347 0.003614799992647022
24 2447 3631 8885057 0.0027305779949529096
24 2459 3671 9026989 0.0027265570097370073
24 2467 4271 10536557 0.0026780309999594465
24 2467 5437 13413079 0.002849595999578014
24 2467 6299 15539633 0.003767764996155165
24 2503 4903 12272209 0.0030130800005281344
24 2543 6277 15962411 0.003317142996820621
24 2579 6329 16322491 0.0038004650123184547
24 2591 3413 8843083 0.003163635003147647
24 2591 3613 9361283 0.0030120419978629798
24 2609 6101 15917509 0.0030056440009502694
24 2617 5119 13396423 0.002986154009704478
24 2621 3343 8762003 0.002714579997700639
24 2647 4177 11056519 0.0031982569926185533
24 2659 4657 12382963 0.0026574210060061887
24 2663 5531 14729053 0.0034037430013995618
24 2689 4397 11823533 0.003142728004604578
24 2689 5519 14840591 0.0030708889971720055
24 2693 4003 10780079 0.0025262130075134337
24 2693 5323 14334839 0.003111950005404651
24 2699 5347 14431553 0.002986749997944571
24 2711 3607 9778577 0.0027811570034828037
24 2711 4441 12039551 0.0029751489928457886
24 2713 5591 15168383 0.0033350559970131144
24 2713 6067 16459771 0.0030833869968773797
24 2719 3659 9948821 0.003948876998038031
24 2719 5507 14973533 0.0034246459981659427
24 2729 3709 10121861 0.0031005100026959553
24 2731 3083 8419673 0.003181427004165016
24 2767 3917 10838339 0.0026206100010313094
24 2789 3461 9652729 0.0035213599912822247
24 2791 5659 15794269 0.002876047001336701
24 2801 4493 12584893 0.003303748002508655
24 2801 4861 13615661 0.0029135749937267974
24 2803 4561 12784483 0.0036701019998872653
24 2837 5851 16599287 0.0034234299964737147
24 2843 3733 10612919 0.0027680579951265827
24 2887 3319 9581953 0.0027886809984920546
24 2957 5209 15403013 0.004041018997668289
24 2963 3557 10539391 0.0027547430363483727
24 3011 3823 11511053 0.0026740819885162637
24 3023 4139 12512197 0.002965355000924319
24 3037 4931 14975447 0.003695564009831287
24 3067 3079 9443293 0.002864384005079046
24 3109 3319 10318771 0.003059301001485437
24 3109 4679 14547011 0.0029497610084945336
24 3119 4603 14356757 0.0033283329976256937
24 3167 3181 10074227 0.003069775993935764
24 3181 5087 16181747 0.003031842003110796
24 3221 4673 15051733 0.003577820985810831
24 3229 4253 13732937 0.0030558279977412894
24 3253 4799 15611147 0.0030633840069640428
24 3271 4217 13793807 0.0034134549787268043
24 3271 5003 16364813 0.003792560994043015
24 3299 3673 12117227 0.0027314470062265173
24 3323 4861 16153103 0.0027802410040749237
24 3371 3709 12503039 0.003025487996637821
24 3389 4751 16101139 0.003327523998450488
24 3517 4409 15506453 0.003128177995677106
24 3529 4673 16491017 0.003672577004181221
24 3541 4663 16511683 0.0032553349883528426
24 3643 3673 13380739 0.003296777998912148
24 3677 3929 14446933 0.003083679999690503
24 3677 4447 16351619 0.002715412003453821
24 3719 4201 15623519 0.0034765430027619004
24 3761 3823 14378303 0.0028432529943529516
24 3821 4133 15792193 0.0036173029948258772
25 2347 7823 18360581 0.00298049500270281
25 2371 7759 18396589 0.002815523010212928
25 2383 7877 18770891 0.0035367259988561273
25 2441 7541 18407581 0.0034136180038331077
25 2521 7489 18879769 0.003571798006305471
25 2551 7349 18747299 0.003011744993273169
25 2621 8093 21211753 0.0029519680101657286
25 2659 6637 17647783 0.0032061839883681387
25 2693 8039 21649027 0.003031204003491439
25 2707 6553 17738971 0.003163440997013822
25 2711 6197 16800067 0.0033767629938665777
25 2797 7321 20476837 0.00319525899249129
25 2797 7477 20913169 0.0028942289936821908
25 2803 6353 17807459 0.003031353000551462
25 2833 7829 22179557 0.002898352002375759
25 2843 6521 18539203 0.0032340239849872887
25 2887 7211 20818157 0.0036388069856911898
25 3023 7043 21290989 0.004171965003479272
25 3121 5503 17174863 0.003041126998141408
25 3169 6829 21641101 0.003472167009022087
25 3209 7561 24263249 0.0029930009914096445
25 3221 6221 20037841 0.003600349009502679
25 3257 7561 24626177 0.003984761991887353
25 3259 7993 26049187 0.0030562449828721583
25 3271 6299 20604029 0.003008429004694335
25 3371 7001 23600371 0.00304611399769783
25 3371 8179 27571409 0.0029981820116518065
25 3413 5659 19314167 0.0032528790034120902
25 3449 7121 24560329 0.002975766998133622
25 3517 5743 20198131 0.0032967870065476745
25 3527 4813 16975451 0.003487738998956047
25 3527 7867 27746909 0.0031249010062310845
25 3529 4943 17443847 0.003184169006999582
25 3547 5431 19263757 0.0036231629928806797
25 3557 8167 29050019 0.0036037039972143248
25 3671 6271 23020841 0.003759089973755181
25 3673 6199 22768927 0.0032920009980443865
25 3673 6563 24105899 0.002952940994873643
25 3691 4951 18274141 0.0035714569967240095
25 3697 6661 24625717 0.003994048005552031
25 3697 7937 29343089 0.00307182599499356
25 3701 7411 27428111 0.0030916379910195246
25 3727 7411 27620797 0.002921134000644088
25 3779 6581 24869599 0.003093781997449696
25 3833 6661 25531613 0.00282955399597995
25 3851 7681 29579531 0.0030671860004076734
25 3919 5099 19982981 0.002765180994174443
25 3989 4463 17802907 0.003104960997006856
25 4021 4259 17125439 0.003138818996376358
25 4021 6967 28014307 0.0030688970000483096
25 4049 7589 30727861 0.003478060010820627
25 4051 6269 25395719 0.003268614993430674
25 4051 7079 28677029 0.003024003002792597
25 4057 4259 17278763 0.003745032998267561
25 4073 5519 22478887 0.003291654007625766
25 4099 5107 20933593 0.003575355003704317
25 4099 5581 22876519 0.0034953909926116467
25 4099 7109 29139791 0.003770380004425533
25 4139 6337 26228843 0.0032131100015249103
25 4139 6569 27189091 0.003090937010711059
25 4153 7789 32347717 0.0031916649895720184
25 4159 6961 28950799 0.003627921993029304
25 4219 7559 31891421 0.0031215780036291108
25 4241 6211 26340851 0.0033575489942450076
25 4283 4937 21145171 0.003159154992317781
25 4289 5839 25043471 0.0037190440052654594
25 4337 7283 31586371 0.0032563270069658756
25 4357 4909 21388513 0.003008688989211805
25 4391 7549 33147659 0.0029444429965224117
25 4409 5197 22913573 0.003083777002757415
25 4409 6967 30717503 0.0035853779991157353
25 4441 5689 25264849 0.003235076990677044
25 4493 5669 25470817 0.004062380001414567
25 4523 4651 21036473 0.0030728750134585425
25 4523 7127 32235421 0.003717774001415819
25 4547 4903 22293941 0.0031880050082691014
25 4639 6469 30009691 0.0032869580027181655
25 4643 5623 26107589 0.0033497130061732605
25 4643 6277 29144111 0.003959280002163723
25 4643 7069 32821367 0.00373496999964118
