#n p q pq seed time
33 71947 97213 6994183711 76 0.051751923998381244
33 72043 92927 6694739861 91 0.010313065999071114
33 73433 79259 5820226147 68 0.015896177999820793
33 73571 108869 8009601199 40 0.017005891000735573
33 73597 91801 6756278197 80 0.040397755001322366
33 73999 94219 6972111781 19 0.027333613998052897
33 75289 97453 7337138917 50 0.03449052499854588
33 75983 84499 6420487517 51 0.01721888999963994
33 76003 84719 6438898157 98 0.009976943001674954
33 76847 81463 6260187161 90 0.05014750700138393
33 77269 84319 6515244811 20 0.005280672998196678
33 77489 106103 8221815367 63 0.0190572270003031
33 77587 86131 6682645897 12 0.029211940000095638
33 78137 86077 6725798549 1 0.01855529599924921
33 79139 98887 7825818293 85 0.0212756309992983
33 79769 101531 8099026339 14 0.01555971400011913
33 80141 95419 7646974079 21 0.016289259001496248
33 82013 87973 7214929649 60 0.014677541999844834
33 82231 85361 7019320391 100 0.024051691998465685
33 82591 87383 7217049353 95 0.008503809000103502
33 83431 85661 7146782891 53 0.013638139000249794
33 84631 90679 7674254449 52 0.029882139999244828
33 84871 92683 7866098893 53 0.024127865002810722
33 88069 94397 8313449393 23 0.05015405499943881
33 89459 93901 8400289559 72 0.015537965999101289
34 65587 251561 16499131307 54 0.040906517999246716
34 66083 233183 15409432189 73 0.10507700399830355
34 66301 154501 10243570801 59 0.01918131300044479
34 66751 238031 15888807281 9 0.033714065997628495
34 66931 205847 13777545557 97 0.1304088379984023
34 67181 151901 10204861081 5 0.01577665200238698
34 67213 227977 15323018101 17 0.09953129299901775
34 67547 131101 8855479247 9 0.006340148000163026
34 67939 154211 10476941129 39 0.10873857399928966
34 68737 182593 12550895041 55 0.17270825800005696
34 68947 141619 9764205193 53 0.2904128160007531
34 69911 155719 10886471009 34 0.07259939399955329
34 70207 131311 9218951377 15 0.00885977100188029
34 70271 185467 13032951557 33 0.0063827279991528485
34 70571 231041 16304794411 46 0.028817054997489322
34 70949 168677 11967464473 1 0.08058736600287375
34 71263 166081 11835430303 40 0.04640554800062091
34 71437 221401 15816223237 23 0.06187249900176539
34 71821 233509 16770849889 5 0.008022912999877008
34 72379 166189 12028593631 96 0.007535028998972848
34 72559 127973 9285592907 100 0.040458493000187445
34 72739 170327 12389415653 46 0.06155452100210823
34 73019 168227 12283767313 2 0.026188263000221923
34 73607 177481 13063843967 35 0.04087672300011036
34 73727 150967 11130344009 60 0.009754889000760159
34 74357 151561 11269621277 38 0.1103766030028055
34 74861 185831 13911494491 37 0.01828099399790517
34 74887 184447 13812682489 68 0.025384649001352955
34 74923 134353 10066129819 75 0.01505807000285131
34 75703 153641 11631084623 54 0.08312624799873447
34 76603 180097 13795970491 39 0.012748056000418728
34 77267 120233 9290043211 44 0.055922553001437336
34 77267 204797 15824049799 91 0.040330439998797374
34 77359 186283 14410666597 93 0.07136003599953256
34 77801 152461 11861618261 49 0.05513338099990506
34 78283 208309 16307053447 14 0.09806538599877967
34 79601 214141 17045837741 75 0.03774326500206371
34 80897 199373 16128677581 8 0.046958189999713795
34 80929 173209 14017631161 89 0.12379614000019501
34 81049 121157 9819653693 12 0.008270613998320187
34 81331 126491 10287639521 39 0.05393088100026944
34 81439 145069 11814274291 99 0.012489165001170477
34 81703 155461 12701630083 18 0.14115155300169135
34 82307 159707 13145004049 40 0.008623533001809847
34 82471 160033 13198081543 26 0.030431323997618165
34 82493 117977 9732276661 16 0.00870341499830829
34 83117 123049 10227463733 40 0.03452537600242067
34 83203 158261 13167789983 28 0.09510151499853237
34 84431 103561 8743758791 25 0.05850127199664712
34 84761 130147 11031389867 42 0.015803230002347846
34 84967 128393 10909168031 6 0.012954207999428036
34 85243 126757 10805146951 64 0.020333855001808843
34 85571 137849 11795876779 60 0.10817297900211997
34 88817 124171 11028495707 34 0.04244430399921839
34 89867 154127 13850931109 37 0.026127558001462603
34 89867 164431 14776920677 76 0.09047947299768566
34 90599 100673 9120873127 26 0.05663560600078199
34 90631 123059 11152960229 42 0.01980714000092121
34 90793 121531 11034164083 99 0.02335870699971565
34 90847 170497 15489140959 93 0.19351979799830588
34 90907 145601 13236150107 37 0.05954620400007116
34 91081 160877 14652838037 81 0.10232318500129622
34 91309 126823 11580081307 69 0.014558585997292539
34 91433 156899 14345746267 77 0.07515421800053446
34 91753 152567 13998479951 13 0.06688579199908418
34 91943 99709 9167544587 67 0.037883715998759726
34 92189 158573 14618686297 46 0.014277549998951145
34 92461 171439 15851421379 28 0.11195239700100501
34 92593 146777 13590522761 23 0.05098193899902981
34 93529 150967 14119792543 29 0.021992039000906516
34 93703 133321 12492577663 42 0.022033405999536626
34 94597 155137 14675494789 2 0.1833565940032713
34 94723 115613 10951210199 61 0.05017338100151392
34 95003 120847 11480827541 12 0.034280959000170697
34 95063 170299 16189133837 36 0.027367637005227152
34 95191 109913 10462728383 19 0.018328480997297447
34 96001 111829 10735695829 72 0.04131169299944304
34 96263 160001 15402176263 90 0.04050470599759137
34 97303 167269 16275775507 15 0.0808921450006892
34 97849 105137 10287550313 86 0.030727624995051883
34 98101 132383 12986904683 66 0.06707702400308335
34 98227 137507 13506900089 73 0.053231564997986425
34 98939 137363 13590557857 81 0.0665025490015978
34 100297 153077 15353163869 19 0.08531744300125865
34 103141 115637 11926915817 95 0.05886667199956719
34 103903 154643 16067871629 10 0.15749282499746187
34 104047 108863 11326868561 61 0.006915312995261047
34 104701 112459 11774569759 44 0.040191056999901775
34 108089 130783 14136203687 25 0.022851420006190892
34 109049 131779 14370368171 36 0.023749536005198024
34 109363 154073 16849885499 76 0.06559263100643875
34 109751 120721 13249250471 75 0.060275420000834856
34 113749 149717 17030159033 49 0.05073675900348462
34 114553 134263 15380229439 63 0.03124457100057043
34 117503 135389 15908613667 70 0.023972337003215216
34 118901 132851 15796116751 2 0.013890024994907435
34 119233 126097 15034923601 37 0.020162635002634488
34 124153 133153 16531344409 94 0.20359188500151504
34 125821 132367 16654548307 39 0.016039596004702616
34 130279 130483 16999194757 4 0.02092268400156172
35 69847 262079 18305431913 21 0.010718114004703239
35 73637 255947 18847169239 11 0.05846580200159224
35 73643 260171 19159772953 55 0.030602302998886444
35 75937 228421 17345605477 96 0.023998915996344294
35 76961 258691 19909118051 20 0.13432432200352196
35 77383 238079 18423267257 5 0.011304817999189254
35 80363 214733 17256588079 6 0.0480191000024206
35 81331 218987 17810431697 16 0.03473458499502158
35 81707 230507 18834035449 23 0.10024575900024502
35 82007 261281 21426870967 39 0.017416967995814048
35 82457 231109 19056554813 83 0.14584030999685638
35 82487 232459 19174845533 38 0.019457148999208584
35 83077 228793 19007436061 63 0.054030192994105164
35 83101 233939 19440564839 95 0.12081500999920536
35 84731 254537 21567174547 8 0.029708654998103157
35 87013 249143 21678679859 53 0.024503902001015376
35 87557 245561 21500584477 37 0.17662244900566293
35 87701 259009 22715348309 100 0.05810304199985694
35 88211 229693 20261449223 27 0.07374510299996473
35 90947 191677 17432448119 94 0.030833914002869278
35 91079 250979 22858916341 11 0.03757762500026729
35 93407 224473 20967349511 21 0.03559689399844501
35 93419 217429 20311999751 2 0.017926001994055696
35 96763 207443 20072807009 73 0.03213187900109915
35 97553 203821 19883350013 22 0.05717129299591761
35 97871 181523 17765837533 67 0.030890280002495274
35 98639 250451 24704236189 66 0.026947343001666013
35 99173 256651 25452849623 38 0.009518025995930657
35 102217 205171 20971964107 84 0.08907795300183352
35 102913 201037 20689320781 32 0.04494994900596794
35 102913 203969 20991061697 22 0.12088588399637956
35 103979 171007 17781136853 91 0.021917373000178486
35 104087 182681 19014717247 17 0.022734718004358
35 104369 187081 19525456889 28 0.06757377400208497
35 107183 189151 20273771633 66 0.030977909002103843
35 107747 242393 26117118571 99 0.04561203599587316
35 109471 202751 22195354721 67 0.013208393997047096
35 109517 255313 27961113821 31 0.12125985400052741
35 111317 207833 23135346061 56 0.03137006999895675
35 111751 181721 20307503471 68 0.03940679100196576
35 112289 199909 22447581701 32 0.09883645700028865
35 112501 177209 19936189709 56 0.016757955003413372
35 113117 176261 19938115537 52 0.026863510996918194
35 114203 211943 24204526429 87 0.02732476500386838
35 114299 249367 28502398733 83 0.01765363499725936
35 117877 210101 24766075577 73 0.08597478100273293
35 118571 152311 18059667581 74 0.060050457999750506
35 118903 170707 20297574421 28 0.11660716799815418
35 120277 226099 27194509423 10 0.16530516499915393
35 120647 179593 21667356671 1 0.01831703700008802
35 121229 247001 29943684229 89 0.05205898100393824
35 121453 160907 19542637871 85 0.05216809800185729
35 122743 222127 27264534361 81 0.017681040000752546
35 123379 164839 20337670981 43 0.04388029700203333
35 123787 232633 28796941171 27 0.030255755998950917
35 124171 171707 21321029897 65 0.12113151400262723
35 124739 199403 24873330817 15 0.12392326800181763
35 124951 251219 31390065269 99 0.01530675899994094
35 125017 165479 20687688143 30 0.024109510995913297
35 125117 259991 32529293947 73 0.028935725000337698
35 125329 156733 19643190157 10 0.07525208900187863
35 126211 239383 30212767813 16 0.009451177997107152
35 126337 226313 28591705481 50 0.01450703800219344
35 126443 231079 29218321997 37 0.04192989899456734
35 126923 260713 33090476099 73 0.05566469299810706
35 127219 247249 31454770531 88 0.013576776000263635
35 128119 212633 27242327327 61 0.053889940994849894
35 128563 242533 31180770079 70 0.029229712999949697
35 129229 243301 31441544929 75 0.023619851999683306
35 129401 144719 18726783319 22 0.04152333900128724
35 129803 136993 17782102379 58 0.15787441300199134
35 130099 195809 25474555091 37 0.03668517500045709
35 131009 250721 32846707489 3 0.041942399002437014
35 134731 169777 22874224987 68 0.2737140560057014
35 134887 156719 21139355753 49 0.08061155600444181
35 134951 190837 25753643987 30 0.04345027499948628
35 136067 139969 19045161923 34 0.051199852001445834
35 137183 172993 23731698719 99 0.05795372500142548
35 139609 149497 20871126673 65 0.06401766099588713
35 142939 221603 31675711217 97 0.022057371999835595
35 143261 183059 26225215399 81 0.04886066999461036
35 144701 184369 26678378669 65 0.011880557001859415
35 146309 196871 28803999139 68 0.049844249995658174
35 146849 151121 22191967729 34 0.22136674599460093
35 147163 156887 23087961581 10 0.04380834200128447
35 148139 210247 31145780333 23 0.02004575199680403
35 148927 166987 24868872949 65 0.023358498001471162
35 149921 207061 31042792181 23 0.04410863700468326
35 150551 208283 31357213933 57 0.06258403199899476
35 151241 175993 26617357313 84 0.09203272600279888
35 151343 186113 28166899759 7 0.07003046799945878
35 151703 179657 27254505871 49 0.03331289299967466
35 151769 170749 25914404981 53 0.03474678799830144
35 154883 182587 28279622321 41 0.057958362995123025
35 155381 165083 25650761623 20 0.045524994005972985
35 155893 160117 24961119481 2 0.010097218997543678
35 160073 173053 27701112869 69 0.0780221419990994
35 160169 170207 27261884983 68 0.07792287500342354
35 168601 179233 30218863033 34 0.18662835699797142
35 174257 179903 31349357071 89 0.02239630699477857
36 131249 484327 63567434423 62 0.05422144600015599
36 131561 404513 53218134793 55 0.33924872599891387
36 131759 449921 59281141039 51 0.08949374000076205
36 132961 410411 54568656971 43 0.07943706600053702
36 133073 290621 38673808333 87 0.3083451900020009
36 133451 487381 65041481831 30 0.15298658000392606
36 134471 433117 58241676107 3 0.006667805995675735
36 134789 418289 56380756021 9 0.1763663519959664
36 135701 503717 68354900617 53 0.04462185600277735
36 136193 402869 54867937717 9 0.18875679500342812
36 136277 499637 68089031449 39 0.04241908800031524
36 136361 319811 43609747771 47 0.4299400600066292
36 137191 422249 57928762559 76 0.3767052980037988
36 140009 396031 55447904279 69 0.18925663299887674
36 140143 485647 68060027521 90 0.05924102900462458
36 142057 476087 67631490959 52 0.23269007499766303
36 143111 321301 45981707411 92 0.11551939299533842
36 144073 340283 49025592659 26 0.10960922499361914
36 144161 307423 44318407103 59 0.16533864800294396
36 144709 335411 48536990399 74 0.4504492609994486
36 145361 441479 64173828919 76 0.08071748599468265
36 145679 254279 37043110441 56 0.0700300899989088
36 148091 427913 63370064083 6 0.14593695300573017
36 148633 361843 53781810619 59 0.03656835900619626
36 148691 294337 43765262867 72 0.011528833005286288
36 148991 260959 38880542369 90 0.015907513996353373
36 149033 252319 37603857527 25 0.04318014700402273
36 149519 322627 48238866413 45 0.2570587060035905
36 149561 392593 58716601673 91 0.07331173599959584
36 151673 412073 62500348129 78 0.15677043500181753
36 154291 313129 48312986539 82 0.330250357001205
36 155443 434927 67606357661 12 0.006764737998310011
36 156307 415963 65017928641 57 0.19137874300213298
36 157321 289319 45515954399 28 0.2556146520000766
36 157457 371669 58521885733 100 0.01496075899922289
36 157679 429851 67778475829 79 0.17250474500178825
36 158371 308663 48883267973 66 0.2799391739972634
36 160009 425291 68050387619 100 0.2333513089979533
36 160367 399769 64109755223 82 0.022806644999946002
36 161123 400429 64518321767 25 0.2433604550024029
36 161683 277301 44834857583 6 0.027309122000588104
36 162119 350213 56776181347 86 0.08321562700439245
36 162529 271003 44045846587 40 0.15267204499832587
36 162881 282313 45983423753 5 0.056327676997170784
36 163307 292933 47838009431 16 0.11665228200581623
36 166781 369647 61650096307 81 0.02073731899872655
36 166849 247391 41276940959 47 0.06484092300524935
36 168089 285709 48024540101 65 0.20756862499547424
36 168409 217717 36665502253 65 0.1534910519985715
36 169627 378439 64193472253 56 0.22509179700136883
36 169919 398303 67679247457 5 0.014115060002950486
36 170887 251197 42926301739 27 0.02199484599987045
36 171179 328777 56279718083 65 0.09352117399976123
36 171889 345817 59442138313 90 0.06612484699871857
36 172999 352097 60912428903 55 0.09136881300219102
36 173347 305857 53019393379 48 0.5308265069979825
36 173993 312311 54339927823 9 0.1338154279947048
36 174673 379319 66256787687 81 0.2126840440032538
36 176089 253423 44625002647 67 0.06284045500069624
36 176321 240853 42467441813 93 0.1415158839954529
36 176357 362339 63901019023 10 0.17874038599984488
36 176777 365537 64618534249 13 0.3451293850012007
36 176923 270379 47836263817 69 0.26921212900197133
36 177433 318377 56490586241 65 0.06725186000403482
36 177883 215953 38414367499 74 0.06740083600016078
36 177949 254929 45364360621 89 0.02160262699908344
36 178103 195787 34870252061 62 0.12241062099928968
36 180361 298777 53887718497 78 0.10558008299994981
36 180679 259691 46920710189 82 0.034864486995502375
36 181889 234007 42563299223 56 0.03419833200314315
36 183587 298373 54777403951 16 0.7906813290028367
36 184903 228197 42194309891 26 0.05630875600036234
36 185099 370661 68608980439 11 0.05647910200059414
36 187349 214561 40197788789 100 0.05691008800204145
36 187361 246319 46150574159 18 0.037940112000796944
36 189473 246713 46745452249 44 0.030736018998140935
36 189743 267863 50825129209 42 0.14880673000152456
36 192103 282559 54280431577 19 0.3250149820014485
36 194269 295007 57310714883 94 0.15306728400173597
36 195341 215297 42056331277 83 0.06128567599807866
36 195359 322271 62958540289 49 0.045618745003594086
36 195407 345953 67601637871 22 0.21236674900137587
36 198013 259949 51473281337 100 0.03628450100222835
36 199933 279709 55923059497 72 0.15901268200104823
36 203869 228509 46585901321 14 0.05339590000221506
36 205703 326113 67082422439 44 0.023539389003417455
36 206303 234743 48428185129 48 0.026011604997620452
36 209837 290107 60875182559 83 0.052747927999007516
36 210671 227629 47954829059 10 0.025115607997577172
36 211093 300301 63391438993 56 0.06789766500151018
36 211129 280013 59118864677 3 0.039194113996927626
36 216133 226669 48990650977 11 0.06878363299620105
36 216649 297113 64369234337 39 0.11493455099844141
36 217081 235349 51089796269 22 0.0506912389973877
36 219787 294397 64704633439 23 0.09755889700318221
36 222793 306689 68328162377 33 0.17037367000011727
36 225167 246899 55593507133 99 0.08251188899885165
36 235181 241013 56681678353 5 0.04823327300255187
36 242509 257611 62472985999 6 0.08954175100370776
36 252017 265819 66990906923 26 0.13657303800573573
37 140603 514793 72381440179 19 0.10134545999608235
37 143831 483467 69537542077 55 0.05885529000079259
37 155009 495791 76852067119 96 0.10130917399510508
37 159571 454721 72560284691 84 0.0723815290039056
37 165877 506731 84055018087 60 0.07677890500053763
37 170021 404497 68772984437 57 0.07803044599859277
37 173183 429733 74422450139 29 0.027212095003051218
37 173183 464351 80417699233 36 0.029114447999745607
37 176503 396919 70057394257 37 0.04474038800253766
37 176713 417457 73770078841 19 0.131207552003616
37 181751 515839 93754254089 1 0.03166625199810369
37 184553 490453 90514572509 90 0.16443885199987562
37 185177 427423 79148908871 22 0.062122727002133615
37 185359 372443 69035662037 87 0.01949140000215266
37 188273 371417 69927792841 96 0.10120686500158627
37 188563 486869 91805479247 7 0.07025243699899875
37 189223 416011 78718849453 3 0.16602369899919722
37 191749 463231 88824081019 86 0.21744339499855414
37 192239 509867 98016322213 37 0.06692308600031538
37 193513 363829 70405641277 17 0.07785801099817036
37 198427 412949 81940231223 46 0.037043885997263715
37 198571 363541 72188699911 59 0.040431114997772966
37 198959 357563 71140376917 34 0.1970099200043478
37 200351 491707 98513989157 35 0.019622096995590255
37 201589 345673 69683874397 62 0.02543752700148616
37 203843 339341 69172287463 54 0.2602188250020845
37 204487 462437 94562354819 62 0.03103739600192057
37 205399 381791 78419489609 67 0.08404826900368789
37 205417 479569 98511625273 62 0.058457780003664084
37 205589 489457 100626975173 88 0.07031593099964084
37 208231 343411 71508815941 23 0.011719234003976453
37 210229 471533 99129911057 13 0.03698921100294683
37 210599 386537 81404305663 49 0.030528186995070428
37 211333 506873 107118991709 95 0.18561539700021967
37 214009 334897 71670972073 46 0.35069530199689325
37 214691 508727 109219108357 15 0.02077637700131163
37 215471 434689 93662873519 76 0.38279927199619124
37 216841 399499 86627762659 77 0.2496692360000452
37 219889 337219 74150748691 98 0.20009944500634447
37 220919 333299 73632081781 12 0.024261817001388408
37 222713 336983 75050494879 50 0.06360466499609174
37 223637 398921 89213495677 58 0.0771800849979627
37 224153 364349 81669921397 28 0.18153468800301198
37 225871 494381 111666330851 12 0.017274593003094196
37 226241 368957 83473200637 19 0.30278833099873737
37 231289 511559 118317969551 84 0.0932189740051399
37 233071 310567 72384161257 97 0.054935266001848504
37 233911 331523 77546876453 82 0.21534342799714068
37 236287 352333 83251707571 39 0.2094457510029315
37 237487 473719 112502104153 96 0.012030445999698713
37 238471 387791 92476907561 28 0.012603054005012382
37 240587 288907 69507268409 20 0.09280281200335594
37 240893 364271 87750334003 61 0.07166497800062643
37 241271 304981 73583070851 18 0.036567788003594615
37 242659 366683 88978930097 69 0.06439288499677787
37 243109 506173 123055211857 39 0.09124835099646589
37 243623 327923 79889585029 6 0.07855292499880306
37 243707 291791 71111509237 89 0.03669438799988711
37 246329 289511 71314955119 62 0.20782590000453638
37 246979 386977 95575192483 36 0.08303734299988719
37 251081 374893 94128509333 59 0.058198459999402985
37 251707 311419 78386342233 20 0.06218946100125322
37 253417 468893 118825457381 67 0.04972788199665956
37 253909 333449 84665702141 59 0.0496644219965674
37 254987 388621 99093302927 33 0.052995005004049744
37 260047 347993 90494535671 28 0.10111653599597048
37 261229 300397 78472407913 4 0.06947800600028131
37 261721 498761 130536227681 16 0.030803100002231076
37 262187 291649 76466576363 14 0.37021946299500996
37 263957 457547 120772733479 27 0.038810362995718606
37 267763 434437 116326154431 52 0.2505119069974171
37 269341 342691 92300736631 39 0.0825200000035693
37 270761 294053 79618084333 79 0.11352299400459742
37 271451 465209 126281448259 69 0.06523724699945888
37 273803 338369 92646447307 22 0.09210489500401309
37 273857 497711 136301641327 29 0.052135886005999055
37 274693 494471 135827722403 54 0.1640707679980551
37 277639 482281 133900014559 84 0.20892041199840605
37 278809 438133 122155423597 83 0.24294994399679126
37 279553 383611 107239605883 14 0.2662482599989744
37 281357 317693 89385149401 90 0.02759384200180648
37 282143 286619 80867544517 26 0.05037949099641992
37 282767 398471 112674449257 85 0.4748193080013152
37 284423 440941 125413762043 40 0.10574209699552739
37 284741 404291 115118223631 69 0.06801467399782268
37 286421 417181 119489399201 65 0.05320198700064793
37 289511 323567 93676205737 42 0.024533030999009497
37 292267 348209 101769999803 32 0.026014098002633546
37 297133 436741 129770163553 7 0.28879162699740846
37 297809 350029 104241786461 26 0.14358365500083892
37 299857 303689 91063272473 9 0.2738677240049583
37 301319 445363 134196333797 4 0.03542626799753634
37 303089 389981 118198951309 83 0.0516645370007609
37 306209 430981 131970261029 96 0.09215734600002179
37 306853 358931 110139054143 43 0.04357152800366748
37 312353 425149 132796565597 22 0.05866973400407005
37 316423 331259 104817966557 24 0.17231725299643585
37 323879 383729 124281764791 44 0.3016292300017085
37 327251 377123 123413878873 100 0.19544237699301448
37 327277 366347 119896947119 59 0.24699965798936319
38 262153 655069 171728303557 2 0.19914934899134096
38 262193 635147 166531097371 67 0.16466705199854914
38 263647 626011 165045922117 52 0.1405591490038205
38 265547 778643 206766312721 71 0.4875798449938884
38 266417 906263 241443869671 76 0.04781315999571234
38 268813 627059 168561610967 94 0.053446966005139984
38 272417 649093 176823967781 74 0.3700148300122237
38 275059 921169 253375823971 5 0.05860896500234958
38 281063 858101 241180441363 47 0.039804265994462185
38 282913 780851 220912898963 6 1.0114974769967375
38 283501 917771 260188996271 98 0.07442278300004546
38 284293 612217 174049007581 29 0.4318488100107061
38 284467 483629 137576490743 47 0.22968798301008064
38 285553 715903 204428249359 23 0.1100102339987643
38 286063 729947 208810828661 64 0.03188365499954671
38 288853 490223 141602384219 25 0.07091432099696249
38 290347 887701 257741322247 12 0.7843044590117643
38 290531 482971 140318047601 27 0.0983092959941132
38 291833 580183 169316545439 97 0.04501717700622976
38 292471 648211 189582919381 14 0.0716195960121695
38 293803 531571 156177154513 33 0.02664054901106283
38 294131 685109 201511795279 66 0.08303360200079624
38 297191 924683 274807465453 13 0.17548325800453313
38 299617 811273 243071182441 98 1.5127542080008425
38 300787 567811 170790167257 99 0.5762898770044558
38 301531 781987 235793322097 90 0.052314960994408466
38 302507 670349 202785264943 19 0.1531675509904744
38 304009 695477 211431267293 39 0.6658756639953936
38 304847 894139 272575591733 13 0.12165116099640727
38 305743 662773 202638205339 13 0.15764193200448062
38 307163 711817 218643845171 57 0.06184626600588672
38 310553 666983 207133571599 69 0.24699033799697645
38 312841 526271 164639145911 75 0.11276899599761236
38 313241 605879 189786143839 69 0.41031178999401163
38 313351 809843 253765113893 29 0.05590957700042054
38 316037 602647 190458749939 37 0.19977001499501057
38 322271 615289 198289801319 72 0.07682299200678244
38 327401 763649 250019446249 76 0.06961021000461187
38 331537 586153 194331407161 2 0.17759080800169613
38 331651 429547 142459692097 38 0.07932594299199991
38 335809 431141 144781028069 66 0.25933202999294735
38 336113 571673 192146727049 77 0.19156661500164773
38 341141 695677 237323947457 13 0.24309006999828853
38 344171 773561 266237262931 6 0.019909423994249664
38 344429 635507 218887040503 1 0.1393360040092375
38 344543 779477 268563344011 73 0.4698199550039135
38 347513 753373 261806911349 69 0.22459424700355157
38 351851 572461 201420975311 52 0.08086505098617636
38 353021 463093 163481553953 72 0.057395302996155806
38 353711 768931 271979352941 96 0.15107645299576689
38 354883 452983 160755965989 7 0.15450132300611585
38 356333 398423 141971262859 50 0.009798733997740783
38 358591 710459 254764203269 47 0.07431635299872141
38 363403 704801 256126797803 57 0.16509347899409477
38 367273 580969 213374227537 78 0.20483130200591404
38 371383 611297 227025313751 80 0.07432385500578675
38 373207 625103 233292815321 87 0.017826711991801858
38 373943 414577 155028167111 5 0.25428836200444493
38 374501 466283 174623449783 82 0.07974301801004913
38 375931 679909 255598870279 88 0.06577233300777152
38 376853 427681 161172867893 9 0.33234457700746134
38 377633 395261 149263597213 63 0.04243564300122671
38 377761 705781 266616536341 34 0.30592237701057456
38 378289 630677 238578171653 67 0.21998851100215688
38 380917 586121 223263452957 14 0.331374527013395
38 381673 472249 180244692577 54 0.27006898599211127
38 382363 552523 211264351849 87 0.11453984599211253
38 382919 506479 193940432201 79 0.020193877993733622
38 383051 443123 169738708273 9 0.022720092005329207
38 384599 497999 191529917401 53 0.14234405700699426
38 386537 465293 179852960341 90 0.1921779719996266
38 387197 484609 187639150973 3 0.3531406109977979
38 391441 528197 206757961877 65 0.8880816010059789
38 392263 670577 263042545751 34 0.5044959730003029
38 392981 557521 219095160101 41 0.23069289499835577
38 392983 588151 231133344433 13 0.12875779799651355
38 393073 448829 176422561517 14 0.018058807007037103
38 395959 556693 220427603587 25 0.27696204200037755
38 398989 470021 187533208769 76 0.19962920199031942
38 401101 662897 265888649597 35 0.20393602100375574
38 406561 623563 253516396843 34 0.1318757280096179
38 409349 437137 178941593813 95 0.2656521699973382
38 409579 552821 226423872359 55 0.05379691599227954
38 417577 583981 243857034037 17 0.0644597549980972
38 417793 449347 187734031171 42 0.3724283049959922
38 417811 587659 245530394449 75 0.47799168799247127
38 418339 468133 195838291087 60 0.2747601779992692
38 422183 577613 243858389179 51 0.20529658200393897
38 423347 433549 183541668503 51 0.09644725000543986
38 425417 603563 256765960771 59 0.26671102999534924
38 444967 594857 264691734719 69 0.4843679680052446
38 454277 528433 240054957941 92 0.7511453820043243
38 454679 490921 223211469359 92 0.21653224399778992
38 459127 507371 232947725117 93 0.05505166000511963
38 464213 590813 274263075169 34 0.06302373399375938
38 477677 559451 267236875327 85 0.04540739698859397
38 481549 553279 266430949171 1 0.10487058501166757
38 482767 491651 237352878317 91 0.2875268720090389
38 493301 504937 249085927037 25 0.07476545400277246
38 514841 516871 266106382511 95 0.03488445199036505
39 271003 1047173 283787024519 46 0.0907675929920515
39 307147 1031761 316902295867 26 0.12156256199523341
39 311561 914491 284919730451 6 0.4106992479937617
39 315671 922261 291131052131 42 0.4834247620019596
39 320053 1033661 330826304033 99 0.2136921349883778
39 328787 845983 278148212621 28 0.07255468099901918
39 334031 841879 281213684249 41 0.0857817540090764
39 337853 882157 298039388921 51 0.016983993991743773
39 340079 969763 329796031277 2 0.10100440299720503
39 344479 936619 322645576501 21 0.01808079499460291
39 346369 912497 316060673393 81 0.868073555000592
39 348949 985819 344000554231 37 0.62770413699036
39 354839 922069 327186041891 31 0.09124550799606368
39 356869 954677 340694626313 73 0.2282941209996352
39 362801 764249 277270301449 80 0.20126856400747783
39 364373 834913 304219754549 94 0.16898545100411866
39 370199 971759 359744210041 66 0.15518972200516146
39 371981 813343 302548142483 21 0.14997207699343562
39 381167 865639 329953020713 22 0.03791530900343787
39 383681 961151 368775376831 26 0.026907696010312065
39 388373 860791 334307983043 43 0.08894573499856051
39 390821 868451 339408888271 67 0.3604211990023032
39 392279 749587 294047238773 79 0.09438334699370898
39 392297 910627 357236240219 100 0.23867373500252143
39 392723 1012507 397634786561 41 0.2184989730012603
39 408413 767537 313472088781 18 0.36556737900536973
39 411233 675109 277627099397 37 0.2901704519899795
39 411707 887171 365254510897 48 0.6147092360042734
39 412663 696719 287510152697 34 0.18044817000918556
39 415879 790897 328917453463 23 0.25185043600504287
39 417187 754861 314918196007 6 0.24041778700484429
39 430979 915589 394599631631 90 0.31849994299409445
39 432001 664067 286877608067 20 0.32280786499904934
39 447019 696679 311428749901 61 0.07951638200029265
39 447233 881597 394279271101 48 0.10568596400844399
39 450311 719699 324088376389 74 0.05103783200320322
39 450881 1021253 460463573893 34 0.12076205199991819
39 455659 1014061 462066021199 92 0.022047781996661797
39 456517 950071 433723562707 53 0.04227231099503115
39 460561 876817 403827714337 93 0.504637152000214
39 461921 845833 390708025193 4 0.30532754099112935
39 474433 867509 411574897397 37 0.6104519299988169
39 477991 934487 446676375617 75 0.09017368400236592
39 481619 657193 316516635467 35 0.23805090400855988
39 489677 1038523 508540827071 75 0.09113252900715452
39 491299 965399 474299563301 91 0.17907211500278208
39 493531 1004161 495584582491 9 0.05123250000178814
39 499157 643099 321007367543 67 0.37855893999221735
39 504353 588893 297009951229 2 0.24871617500321008
39 505027 670097 338417077619 81 0.506278975008172
39 511793 882187 451497131291 18 0.09022651899431366
39 511897 974431 498808305607 39 0.11960449999605771
39 511909 979519 501424591771 60 0.03258178800751921
39 514741 835673 430155155693 61 0.10041432200523559
39 518179 655181 339501035399 17 0.18406943399168085
39 519733 929483 483082988039 83 0.15917007300595287
39 521161 825647 430295016167 43 0.1608766179997474
