#n p q pq seed time
22 1471 1553 2284463 50 0.0031692999982624315
22 1471 1621 2384491 6 0.003057592002733145
22 1489 2017 3003313 49 0.003719232998264488
22 1493 2269 3387617 85 0.0028609680011868477
22 1493 2467 3683231 83 0.0031776010000612587
22 1499 1613 2417887 35 0.002777831999992486
22 1499 2423 3632077 40 0.0033565830017323606
22 1511 2039 3080929 18 0.0026014789982582442
22 1523 2749 4186727 53 0.003628447997471085
22 1531 2311 3538141 40 0.003381615999387577
22 1531 2389 3657559 39 0.003682015998492716
22 1531 2503 3832093 8 0.003618373000790598
22 1549 1553 2405597 61 0.003571551998902578
22 1553 1787 2775211 4 0.0038003070003469475
22 1553 2221 3449213 89 0.003835945997707313
22 1559 1621 2527139 26 0.002913424999860581
22 1559 2609 4067431 73 0.003515263000736013
22 1571 1601 2515171 61 0.0036440050025703385
22 1571 2221 3489191 52 0.004517802997725084
22 1571 2267 3561457 28 0.0037403660026029684
22 1579 2063 3257477 8 0.002900314000726212
22 1579 2503 3952237 56 0.0029310899990377948
22 1583 1787 2828821 32 0.0030805649985268246
22 1597 2069 3304193 73 0.003771546998905251
22 1601 2221 3555821 70 0.005008506999729434
22 1601 2357 3773557 31 0.0030888469991623424
22 1607 2293 3684851 93 0.0037677000000257976
22 1609 2437 3921133 85 0.00444928999786498
22 1619 1901 3077719 58 0.0032010560025810264
22 1663 1951 3244513 66 0.0028922009987581987
22 1693 2311 3912523 8 0.0032927699976426084
22 1697 2393 4060921 71 0.004670015001465799
22 1699 1997 3392903 87 0.0035068249999312684
22 1709 2069 3535921 75 0.0037086820011609234
22 1709 2423 4140907 32 0.003539372999512125
22 1721 2389 4111469 2 0.003645821001555305
22 1723 2357 4061111 46 0.003605982001317898
22 1741 2111 3675251 5 0.0035564270001486875
22 1759 1823 3206657 95 0.002927605997683713
22 1759 1867 3284053 98 0.002468181999574881
22 1783 2029 3617707 33 0.0031496929987042677
22 1801 2161 3891961 15 0.0037760319974040613
22 1847 2089 3858383 77 0.0034619129983184393
23 1123 3803 4270769 28 0.003602469998440938
23 1151 4007 4612057 25 0.0037932820014248136
23 1171 3797 4446287 28 0.0040169989988498855
23 1231 4007 4932617 37 0.002984798000397859
23 1249 3823 4774927 80 0.0038734709996788297
23 1277 3821 4879417 78 0.00336126299953321
23 1283 3539 4540537 83 0.003954718999011675
23 1303 3907 5090821 26 0.0035263080026197713
23 1303 3919 5106457 9 0.002834727998560993
23 1361 3793 5162273 24 0.005129091998242075
23 1367 3251 4444117 7 0.0030297880002763122
23 1373 3989 5476897 79 0.0046095729994704016
23 1471 3119 4588049 64 0.003067845002078684
23 1471 3329 4896959 7 0.0038048799979151227
23 1481 3767 5578927 55 0.0034831889970519114
23 1487 3469 5158403 6 0.0048500220000278205
23 1489 2843 4233227 15 0.003272215002652956
23 1493 4091 6107863 1 0.0032854509991011582
23 1499 3137 4702363 74 0.004813830000784947
23 1499 3389 5080111 90 0.003305165999336168
23 1531 4073 6235763 48 0.004277015003026463
23 1531 4093 6266383 11 0.0031220199998642784
23 1549 2719 4211731 39 0.0028570499998750165
23 1553 3923 6092419 36 0.0039760590007063
23 1559 3911 6097249 50 0.0044870970014017075
23 1601 3659 5858059 86 0.0037987889991200063
23 1609 2741 4410269 15 0.004547954998997739
23 1609 3719 5983871 86 0.00294877499982249
23 1621 3371 5464391 7 0.003351267998368712
23 1621 3643 5905303 56 0.003191627998603508
23 1627 3083 5016041 96 0.0031938110005285125
23 1637 2659 4352783 39 0.004048590999445878
23 1667 2719 4532573 83 0.003982820999226533
23 1699 2731 4639969 40 0.0034619809994183015
23 1699 3257 5533643 95 0.003964481002185494
23 1721 3673 6321233 30 0.00301058699915302
23 1721 3709 6383189 95 0.003144762998999795
23 1723 3323 5725529 58 0.0037764379994769115
23 1741 3191 5555531 55 0.002867513998353388
23 1747 2671 4666237 84 0.003391500998986885
23 1747 3271 5714437 3 0.0028025160027027596
23 1783 2371 4227493 77 0.002853172001778148
23 1783 3463 6174529 29 0.0029772039997624233
23 1801 4001 7205801 100 0.004377126002509613
23 1811 2861 5181271 5 0.0032459440008096863
23 1861 2819 5246159 5 0.003228672001569066
23 1873 2297 4302281 73 0.0029051749988866504
23 1901 2437 4632737 17 0.003542388996720547
23 1913 2741 5243533 94 0.002996516999701271
23 1931 2719 5250389 6 0.003147884999634698
23 1951 2357 4598507 74 0.002652775998285506
23 1979 2351 4652629 9 0.0028032410009473097
23 1979 2897 5733163 98 0.004837022999709006
23 1999 2801 5599199 62 0.0033939299974008463
23 2017 3607 7275319 13 0.0044053530000383034
23 2029 3461 7022369 32 0.003789184000197565
23 2053 2693 5528729 68 0.0030456390013569035
23 2063 2663 5493769 93 0.003646350000053644
23 2083 3203 6671849 93 0.002887689999624854
23 2083 3271 6813493 17 0.004311436998250429
23 2087 2539 5298893 52 0.0029989710019435734
23 2113 3739 7900507 74 0.00332381800035364
23 2129 2621 5580109 81 0.004692681999586057
23 2137 2767 5913079 55 0.002774522999970941
23 2137 3557 7601309 86 0.004687099000875605
23 2141 3407 7294387 54 0.0030689769992022775
23 2161 3463 7483543 48 0.0030270790011854842
23 2179 2917 6356143 61 0.0037837609997950494
23 2179 3319 7232101 21 0.0032628949993522838
23 2179 3463 7545877 94 0.0029942469991510734
23 2203 3169 6981307 74 0.0027598189990385436
23 2203 3557 7836071 50 0.00314236100166454
23 2221 3331 7398151 75 0.0031181300000753254
23 2239 2351 5263889 24 0.0033915960011654533
23 2243 3109 6973487 84 0.003761280000617262
23 2251 2819 6345569 62 0.004679034002037952
23 2281 2797 6379957 81 0.004403441998874769
23 2293 2969 6807917 69 0.003271202000178164
23 2297 2381 5469157 76 0.003011228000104893
23 2311 2707 6255877 8 0.0031543479999527335
23 2333 3067 7155311 9 0.0025802359996305313
23 2339 2819 6593641 62 0.002713738002057653
23 2339 3559 8324501 21 0.002725637998082675
23 2351 2441 5738791 5 0.003526935000991216
23 2351 2671 6279521 70 0.003714571001182776
23 2351 2683 6307733 91 0.0029385690031631384
23 2351 2699 6345349 83 0.002713619000132894
23 2357 2671 6295547 94 0.0029258690010465216
23 2357 2971 7002647 29 0.003087526001763763
23 2371 2447 5801837 42 0.003274318001786014
23 2393 3331 7971083 94 0.003616623998823343
23 2399 2621 6287779 46 0.003334048997203354
23 2411 3109 7495799 13 0.003875487000186695
23 2411 3407 8214277 93 0.0038343500018527266
23 2467 2789 6880463 7 0.0033747039997251704
23 2473 2707 6694411 33 0.003527805001795059
23 2531 2969 7514539 28 0.002929131002019858
23 2531 3301 8354831 51 0.003975925999839092
23 2749 2999 8244251 91 0.003579929001716664
23 2833 2957 8377181 17 0.0031756090029375628
24 2053 4649 9544397 20 0.004484395001782104
24 2053 4871 10000163 80 0.0032001799991121516
24 2081 5483 11410123 80 0.0032937390024017077
24 2081 7393 15384833 24 0.0055981299992708955
24 2083 4127 8596541 38 0.003573869002138963
24 2087 4951 10332737 38 0.003219042999262456
24 2111 7253 15311083 23 0.004279008997400524
24 2113 7019 14831147 47 0.005543758001294918
24 2141 6553 14029973 83 0.0031452779985556845
24 2179 4973 10836167 78 0.0037612669984810054
24 2203 7079 15595037 12 0.0032357110030716285
24 2213 4751 10513963 3 0.004535503998340573
24 2221 4657 10343197 93 0.0047275889992306475
24 2239 5843 13082477 49 0.0031097680002858397
24 2239 7297 16337983 75 0.004278430002159439
24 2243 7351 16488293 56 0.004053728000144474
24 2251 6959 15664709 28 0.004048431001137942
24 2267 5743 13019381 67 0.004589873999066185
24 2267 5981 13558927 67 0.00410545599879697
24 2267 6067 13753889 42 0.003071887000260176
24 2273 6947 15790531 18 0.004653226998925675
24 2273 6991 15890543 57 0.005631267002172535
24 2281 7213 16452853 85 0.0042713250004453585
24 2287 5659 12942133 22 0.005225916000199504
24 2293 6113 14017109 70 0.003757361999305431
24 2297 7283 16729051 33 0.0034204950025014114
24 2311 6967 16100737 53 0.003949229998397641
24 2347 6679 15675613 60 0.0036160170020593796
24 2351 4357 10243307 94 0.0035767500012298115
24 2377 4909 11668693 11 0.004384255997138098
24 2389 6203 14818967 15 0.005117558997881133
24 2399 4423 10610777 76 0.004429040000104578
24 2441 5867 14321347 82 0.005249662001006072
24 2447 3631 8885057 29 0.004224888001772342
24 2459 3671 9026989 67 0.00435456600098405
24 2467 4271 10536557 67 0.004118427001230884
24 2467 5437 13413079 91 0.003128661999653559
24 2467 6299 15539633 34 0.005910025000048336
24 2503 4903 12272209 18 0.005665027001668932
24 2543 6277 15962411 29 0.00456435500018415
24 2579 6329 16322491 71 0.004450470998563105
24 2591 3413 8843083 72 0.0050339190020167734
24 2591 3613 9361283 80 0.003231550999771571
24 2609 6101 15917509 82 0.005643561999022495
24 2617 5119 13396423 18 0.0029651020013261586
24 2621 3343 8762003 36 0.0033349309996992815
24 2647 4177 11056519 33 0.004920867002510931
24 2659 4657 12382963 72 0.004536563999863574
24 2663 5531 14729053 55 0.0033841559998109005
24 2689 4397 11823533 4 0.004985551000572741
24 2689 5519 14840591 21 0.005232694002188509
24 2693 4003 10780079 70 0.0028594659997907
24 2693 5323 14334839 74 0.0030207260024326388
24 2699 5347 14431553 82 0.003881995999108767
24 2711 3607 9778577 71 0.003553703998477431
24 2711 4441 12039551 11 0.004128272998059401
24 2713 5591 15168383 51 0.00329830600094283
24 2713 6067 16459771 21 0.003226654000172857
24 2719 3659 9948821 87 0.0035543230005714577
24 2719 5507 14973533 98 0.003936602999601746
24 2729 3709 10121861 96 0.004000253000413068
24 2731 3083 8419673 62 0.003004029000294395
24 2767 3917 10838339 33 0.003178240000124788
24 2789 3461 9652729 100 0.003950187001464656
24 2791 5659 15794269 55 0.0028104109987907577
24 2801 4493 12584893 88 0.0034348660010437015
24 2801 4861 13615661 33 0.0038033179989724886
24 2803 4561 12784483 65 0.0040433919966744725
24 2837 5851 16599287 15 0.003980531997513026
24 2843 3733 10612919 95 0.004298542000469752
24 2887 3319 9581953 71 0.004130269000597764
24 2957 5209 15403013 40 0.005786329002148705
24 2963 3557 10539391 97 0.0030577170000469778
24 3011 3823 11511053 12 0.0036409189997357316
24 3023 4139 12512197 3 0.0066764370021701325
24 3037 4931 14975447 8 0.0039735290010867175
24 3067 3079 9443293 44 0.0038180109986569732
24 3109 3319 10318771 37 0.003764221000892576
24 3109 4679 14547011 79 0.005396557000494795
24 3119 4603 14356757 99 0.0041167070012306795
24 3167 3181 10074227 40 0.003197003999957815
24 3181 5087 16181747 52 0.0036582350003300235
24 3221 4673 15051733 58 0.005968946003122255
24 3229 4253 13732937 58 0.004274463000911055
24 3253 4799 15611147 31 0.005453367997688474
24 3271 4217 13793807 86 0.004939601996738929
24 3271 5003 16364813 84 0.005522863000805955
24 3299 3673 12117227 62 0.0033027380013663787
24 3323 4861 16153103 91 0.003114527997240657
24 3371 3709 12503039 13 0.0037160529973334633
24 3389 4751 16101139 2 0.006752227000106359
24 3517 4409 15506453 51 0.0035949019984400366
24 3529 4673 16491017 31 0.004199245002382668
24 3541 4663 16511683 57 0.004929189999529626
24 3643 3673 13380739 54 0.00406926600044244
24 3677 3929 14446933 23 0.004192181997495936
24 3677 4447 16351619 99 0.003543601000274066
24 3719 4201 15623519 37 0.005206680001720088
24 3761 3823 14378303 5 0.0037534129987761844
24 3821 4133 15792193 94 0.006181560002005426
25 2347 7823 18360581 52 0.005326398997567594
25 2371 7759 18396589 82 0.005542271999729564
25 2383 7877 18770891 66 0.003305017999082338
25 2441 7541 18407581 52 0.004625225999916438
25 2521 7489 18879769 40 0.00437148899800377
25 2551 7349 18747299 69 0.005487292000907473
25 2621 8093 21211753 53 0.0036937080003554
25 2659 6637 17647783 34 0.003297345003375085
25 2693 8039 21649027 49 0.005585091999819269
25 2707 6553 17738971 76 0.005076145000202814
25 2711 6197 16800067 75 0.0038959459998295642
25 2797 7321 20476837 5 0.004317745999287581
25 2797 7477 20913169 51 0.0034804040005838033
25 2803 6353 17807459 1 0.0042386089990031905
25 2833 7829 22179557 59 0.00393030700070085
25 2843 6521 18539203 90 0.006584158996702172
25 2887 7211 20818157 14 0.004915810000966303
25 3023 7043 21290989 28 0.004742275999888079
25 3121 5503 17174863 36 0.0038847880023240577
25 3169 6829 21641101 57 0.007234894001157954
25 3209 7561 24263249 54 0.004469618001166964
25 3221 6221 20037841 75 0.005603608999081189
25 3257 7561 24626177 67 0.004080275000887923
25 3259 7993 26049187 97 0.004751582000608323
25 3271 6299 20604029 78 0.004302695997466799
25 3371 7001 23600371 41 0.003818434001004789
25 3371 8179 27571409 58 0.004362286999821663
25 3413 5659 19314167 97 0.003547251999407308
25 3449 7121 24560329 54 0.0038697410018357914
25 3517 5743 20198131 68 0.0034580579995235894
25 3527 4813 16975451 64 0.003372626000782475
25 3527 7867 27746909 34 0.0057852719983202405
25 3529 4943 17443847 13 0.0033689759984554257
25 3547 5431 19263757 86 0.005893159999686759
25 3557 8167 29050019 12 0.0035055180014751386
25 3671 6271 23020841 75 0.004578456999297487
25 3673 6199 22768927 18 0.004329348001192557
25 3673 6563 24105899 65 0.004904446999717038
25 3691 4951 18274141 7 0.0036734340028488077
25 3697 6661 24625717 39 0.0046269259983091615
25 3697 7937 29343089 41 0.00573801199789159
25 3701 7411 27428111 40 0.0037955840016365983
25 3727 7411 27620797 16 0.003465274003247032
25 3779 6581 24869599 60 0.0036761560004379135
25 3833 6661 25531613 68 0.006895563001307892
25 3851 7681 29579531 65 0.005420387999038212
25 3919 5099 19982981 63 0.003444089998083655
25 3989 4463 17802907 21 0.0035557090013753623
25 4021 4259 17125439 64 0.004822926999622723
25 4021 6967 28014307 26 0.003396227999473922
25 4049 7589 30727861 62 0.0057932819981942885
25 4051 6269 25395719 30 0.003427068000746658
25 4051 7079 28677029 33 0.0040433829999528825
25 4057 4259 17278763 59 0.00381749399821274
25 4073 5519 22478887 29 0.004287726002075942
25 4099 5107 20933593 60 0.005678210000041872
25 4099 5581 22876519 65 0.003942635001294548
25 4099 7109 29139791 62 0.005302969999320339
25 4139 6337 26228843 44 0.0032845280002220534
25 4139 6569 27189091 63 0.005624380999506684
25 4153 7789 32347717 44 0.004522847997577628
25 4159 6961 28950799 35 0.003499784001178341
25 4219 7559 31891421 22 0.0032152059975487646
25 4241 6211 26340851 87 0.004837696000322467
25 4283 4937 21145171 20 0.004839867000555387
25 4289 5839 25043471 68 0.00395067999852472
25 4337 7283 31586371 44 0.00433121500100242
25 4357 4909 21388513 23 0.005854500999703305
25 4391 7549 33147659 96 0.00359655500142253
25 4409 5197 22913573 23 0.004600670003128471
25 4409 6967 30717503 97 0.0038539090019185096
25 4441 5689 25264849 13 0.004110163001314504
25 4493 5669 25470817 24 0.008344730998942396
25 4523 4651 21036473 47 0.004316157999710413
25 4523 7127 32235421 83 0.0035895590008294675
25 4547 4903 22293941 46 0.00524863499958883
25 4639 6469 30009691 50 0.004021681001177058
25 4643 5623 26107589 41 0.004456541999388719
25 4643 6277 29144111 19 0.005645009001455037
25 4643 7069 32821367 93 0.003320075000374345
25 4663 4703 21930089 26 0.005998751999868546
25 4673 5987 27977251 38 0.00398657500045374
25 4679 6547 30633413 69 0.0044006799980707
25 4729 5801 27432929 56 0.005218261998379603
25 4729 6113 28908377 51 0.0036941629987268243
25 4751 6047 28729297 78 0.0030357960022229236
25 4759 6353 30233927 84 0.00518561100034276
25 4783 6427 30740341 62 0.004569179000100121
25 4793 6067 29079131 59 0.003413690999877872
25 4861 6701 32573561 16 0.004384733998449519
25 4871 6037 29406227 11 0.005100696998852072
25 4967 5867 29141389 14 0.004880664000666002
25 5059 6449 32625491 2 0.003985036000813125
25 5107 5167 26387869 77 0.004354131000582129
25 5227 6257 32705339 13 0.003387800003110897
25 5233 5711 29885663 45 0.0038102299986348953
25 5237 6247 32715539 13 0.004771989999426296
25 5281 5521 29156401 48 0.005956796998361824
25 5477 6079 33294683 87 0.0033828510022431146
25 5573 5659 31537607 65 0.00397591100045247
26 4127 14153 58409431 30 0.005264304996671854
26 4133 11731 48484223 68 0.007636990998435067
26 4177 9397 39251269 56 0.0046625710019725375
26 4211 14009 58991899 93 0.004884133999439655
26 4241 10909 46265069 15 0.0055922969986568205
26 4259 15731 66998329 95 0.0065696069978002924
26 4261 14479 61695019 60 0.004316208000091137
26 4273 13913 59450249 51 0.006351546002406394
26 4273 14771 63116483 93 0.00517873499848065
26 4289 11941 51214949 68 0.007607704999827547
26 4297 11437 49144789 59 0.0047383459968841635
26 4339 12437 53964143 41 0.006969009002204984
26 4357 14951 65141507 62 0.0033789750013966113
26 4363 12539 54707657 14 0.006317100996966474
26 4373 10831 47363963 31 0.003561713001545286
26 4397 8971 39445487 6 0.005371128998376662
26 4409 7963 35108867 22 0.0041553310002200305
26 4409 9967 43944503 6 0.003202333002263913
26 4423 13901 61484123 67 0.004181779997452395
26 4441 15107 67090187 8 0.004760905001603533
26 4481 10271 46024351 94 0.008024867001950042
26 4483 14449 64774867 91 0.006405539999832399
26 4483 14731 66039073 59 0.007868352997320471
26 4517 12721 57460757 47 0.0043282500009809155
26 4519 10103 45655457 16 0.00938864500130876
26 4549 14437 65673913 100 0.006635934998485027
26 4561 7541 34394501 11 0.006073991000448586
26 4567 12161 55539287 90 0.01205671499701566
26 4567 13477 61549459 63 0.005905532001634128
26 4567 13709 62609003 53 0.00542144200153416
26 4583 14081 64533223 88 0.005670853999617975
26 4637 8623 39984851 22 0.0050572959989949595
26 4639 11213 52017107 27 0.004800898001121823
26 4657 10531 49042867 13 0.00806867600113037
26 4679 9679 45288041 73 0.004656732999137603
26 4723 7699 36362377 11 0.0061160909972386435
26 4751 8171 38820421 83 0.005826430002343841
26 4799 10321 49530479 100 0.0074540999994496815
26 4801 9629 46228829 12 0.006781344000046374
26 4813 12763 61428319 28 0.005745968999690376
26 4817 11699 56354083 43 0.01007575500261737
26 4877 10903 53173931 45 0.007044359001156408
26 4877 12721 62040317 80 0.006312563000392402
26 4943 11369 56196967 63 0.007190148000518093
26 4951 10723 53089573 70 0.004563808997772867
26 4973 8713 43329749 82 0.004439819997060113
26 4973 10613 52778449 6 0.005961980998108629
26 4987 9719 48468653 80 0.0037915039974905085
26 4993 8951 44692343 76 0.006571193000127096
26 5009 7529 37712761 45 0.0032615819982311223
26 5009 12503 62627527 40 0.006661660001554992
26 5021 11161 56039381 73 0.0042248089994245674
26 5059 8419 42591721 92 0.01066654099849984
26 5077 8963 45505151 41 0.006935725999937858
26 5081 7129 36222449 56 0.004908391001663404
26 5101 11437 58340137 55 0.01039024500278174
26 5171 12721 65780291 82 0.006439496999519179
26 5209 8387 43687883 75 0.004887543000222649
26 5231 10847 56740657 15 0.008631548000266775
26 5273 9941 52418893 52 0.004778236001584446
26 5303 10891 57754973 88 0.006392996001522988
26 5303 12511 66345833 96 0.006768642000679392
26 5351 9467 50657917 38 0.006079767001210712
26 5387 11171 60178177 100 0.0036265149974497035
26 5441 9431 51314071 61 0.006033112997101853
26 5557 7727 42938939 1 0.00823537500036764
26 5563 6529 36320827 45 0.005501763997017406
26 5573 7213 40198049 3 0.005755406000389485
26 5623 10433 58664759 64 0.01578347800023039
26 5641 7757 43757237 16 0.01018533699971158
26 5641 9403 53042323 26 0.004520366001088405
26 5647 8963 50614061 55 0.0036862300003122073
26 5683 8839 50232037 2 0.006713897000736324
26 5683 9551 54278333 32 0.005714487000659574
26 5813 10663 61984019 82 0.005515433000255143
26 5821 10457 60870197 57 0.007240278999233851
26 5851 8329 48732979 82 0.012369624000712065
26 6151 8171 50259821 59 0.004248969999025576
26 6197 10253 63537841 36 0.005644943998049712
26 6287 7537 47385119 27 0.005225619999691844
26 6311 10211 64441621 28 0.003716580002219416
26 6317 8923 56366591 10 0.008490246997098438
26 6361 8647 55003567 93 0.004632202002539998
26 6367 8087 51489929 53 0.004268613000022015
26 6367 9497 60467399 89 0.005024635000154376
26 6389 7283 46531087 66 0.007271413000125904
26 6397 8713 55737061 20 0.008146529999066843
26 6397 9733 62262001 67 0.005263742001261562
26 6481 9377 60772337 39 0.008838779998768587
26 6679 8093 54053147 47 0.0035318369991728105
26 6733 9041 60873053 11 0.00927602299998398
26 6763 7247 49011461 14 0.005388581001170678
26 6883 9181 63192823 27 0.004349552000348922
26 6911 7211 49835221 6 0.004378693000035128
26 7207 7537 54319159 100 0.004638277998310514
26 7229 7393 53443997 79 0.006405890002497472
26 7331 8663 63508453 41 0.005065573001047596
26 7411 8821 65372431 91 0.004623037999408552
26 7577 8693 65866861 81 0.003976698000769829
26 7591 8447 64121177 33 0.004428729000210296
27 4483 15647 70145501 60 0.004021993001515511
27 4493 15227 68414911 32 0.004827597000257811
27 4493 15913 71497109 78 0.006194260000484064
27 4967 13933 69205211 30 0.0071970689969020896
27 5171 15739 81386369 68 0.004672647999541368
27 5279 13337 70406023 42 0.004068703001394169
27 5347 14533 77707951 21 0.010792074997880263
27 5413 13163 71251319 54 0.007622813001944451
27 5437 13693 74448841 23 0.0043836509976245
27 5437 14341 77972017 46 0.008424752999417251
27 5477 13499 73934023 8 0.005472090997500345
27 5653 12953 73223309 6 0.010051874996861443
27 5717 13151 75184267 59 0.005746089002059307
27 5743 14657 84175151 30 0.0049760789988795295
27 5783 12653 73172299 48 0.004313057001127163
27 5813 16363 95118119 61 0.004974516003130702
27 5851 15121 88472971 54 0.007134484003472608
27 5857 11939 69926723 98 0.01680163000128232
27 5861 11743 68825723 37 0.003947270000935532
27 5869 15803 92747807 31 0.007482173998141661
27 5881 15569 91561289 98 0.00668540600236156
27 6037 14779 89220823 20 0.004802864998055156
27 6043 11369 68702867 33 0.004129928998736432
27 6263 13063 81813569 63 0.0040923790002125315
27 6329 14767 93460343 21 0.006688972996926168
27 6491 13841 89841931 36 0.0044768420011678245
27 6553 12097 79271641 21 0.01304992199948174
27 6571 10631 69856301 11 0.005288682001264533
27 6577 13009 85560193 16 0.005483113000082085
27 6581 13103 86230843 58 0.00375335400167387
27 6607 13759 90905713 8 0.0053837259983993135
27 6619 11027 72987713 45 0.004808350000530481
27 6619 12757 84438583 60 0.003863668996928027
27 6653 12437 82743361 39 0.00441722699906677
27 6659 14717 98000503 100 0.007865507002861705
27 6701 11807 79118707 13 0.005391048001911258
27 6733 11677 78621241 28 0.004366343997389777
27 6763 10739 72627857 3 0.004888169998594094
27 6823 13669 93263587 55 0.0037172900010773446
27 6871 12073 82953583 24 0.006133990998932859
27 6907 11447 79064429 98 0.0035711090022232383
27 7043 11831 83325733 31 0.0038573019992327318
27 7193 9629 69261397 43 0.01082412699906854
27 7247 11789 85434883 22 0.0035272560016892385
27 7433 14281 106150673 53 0.015689347997977166
27 7477 9109 68107993 70 0.005791237999801524
27 7549 11887 89734963 85 0.0047215220001817215
27 7559 14783 111744697 13 0.005873268997675041
27 7589 14683 111429287 76 0.005508419999387115
27 7673 13907 106708411 7 0.005183681998460088
27 7673 14737 113077001 39 0.007525262000854127
27 7691 12401 95376091 17 0.0035903299976780545
27 7759 13109 101712731 78 0.00457113899756223
27 7853 16187 127116511 80 0.0037372799997683614
27 7927 12197 96685619 42 0.005316917999152793
27 7949 10567 83997083 50 0.0072439610012224875
27 7951 13397 106519547 86 0.004897824001091067
27 8009 13249 106111241 26 0.0036262089997762814
27 8011 10103 80935133 66 0.004138831001910148
27 8093 13759 111351587 25 0.003414257000258658
27 8123 9661 78476303 49 0.005618481001874898
27 8161 15619 127466659 81 0.009825185999943642
27 8291 10639 88207949 49 0.009446758002013667
27 8293 10883 90252719 84 0.004731910001282813
27 8389 11059 92773951 27 0.006399795998731861
27 8521 10163 86598923 45 0.004783698001119774
27 8527 10301 87836627 50 0.004561317997286096
27 8543 9013 76998059 81 0.0059357690006436314
27 8543 9479 80979097 29 0.0036527459997159895
27 8597 15377 132196069 52 0.006433718997868709
27 8623 15187 130957501 20 0.005914925000979565
27 8677 12829 111317233 1 0.003979992001404753
27 8731 12923 112830713 90 0.0043179950007470325
27 8893 11971 106458103 59 0.006506666999484878
27 8951 13619 121903669 47 0.0036961719997634646
27 9133 9839 89859587 80 0.0062446259980788454
27 9161 9931 90977891 36 0.006638405000558123
27 9203 13723 126292769 10 0.004411764002725249
27 9319 11393 106171367 41 0.005362800999137107
27 9337 13267 123873979 17 0.004970426998625044
27 9437 13399 126446363 36 0.005045707002864219
27 9437 13463 127050331 45 0.004103889998077648
27 9461 9749 92235289 56 0.005487217000336386
27 9461 10007 94676227 25 0.007844656000088435
27 9587 11831 113423797 31 0.004139034001127584
27 9689 10627 102965003 23 0.010402847001387272
27 9721 11257 109429297 47 0.004596325001330115
27 9769 11443 111786667 89 0.006739273998391582
27 9787 12647 123776189 10 0.005516279998118989
27 9803 11071 108529013 10 0.00408343199887895
27 9829 12809 125899661 68 0.0034119980009563733
27 10009 12569 125803121 85 0.005115625997859752
27 10093 11491 115978663 84 0.004286358998797368
27 10103 12637 127671611 64 0.003843523001705762
27 10177 12853 130804981 90 0.006215606001205742
27 10211 12451 127137161 75 0.00535502999991877
27 10223 13001 132909223 59 0.004593990001012571
27 10271 12763 131088773 56 0.004210782997688511
27 10613 10651 113039063 36 0.005429009997897083
27 10627 11071 117651517 34 0.004520640002738219
28 8219 25819 212206361 55 0.004839400000491878
28 8221 29297 240850637 86 0.010334593000152381
28 8233 16987 139853971 86 0.007028478001302574
28 8287 16693 138334891 13 0.010502338998776395
28 8431 21179 178560149 9 0.004200774001219543
28 8513 24763 210807419 96 0.007837815002858406
28 8537 26317 224668229 61 0.010937036000541411
28 8647 20507 177324029 85 0.006689427998935571
28 8693 15767 137062531 33 0.005979831999866292
28 8699 21269 185019031 7 0.0038776309993409086
28 8699 29287 254767613 47 0.0042529089987510815
28 8713 28607 249252791 56 0.01243021199843497
28 8719 18043 157316917 4 0.006976205000682967
28 8719 18169 158415511 58 0.008635820999188581
28 8747 19441 170050427 13 0.007658673999685561
28 8783 26437 232196171 73 0.008851400001731236
28 8831 26981 238269211 72 0.009777130999282235
28 8839 15803 139682717 90 0.01010076100283186
28 8867 27109 240375503 95 0.0053070089998072945
28 8969 24907 223390883 15 0.0051039299978583585
28 8971 25561 229307731 65 0.004858971002249746
28 8999 27541 247841459 86 0.006458894000388682
28 9043 23293 210638599 81 0.009428802997717867
28 9091 21647 196792877 11 0.006496441998024238
28 9091 25253 229575023 89 0.004898686001979513
28 9127 24821 226541267 33 0.006834013998741284
28 9199 21317 196095083 64 0.005217033998633269
28 9221 19069 175835249 70 0.009142681999946944
28 9319 17749 165402931 74 0.0056271000030392315
28 9413 23609 222231517 46 0.006672907002212014
28 9461 20357 192597577 17 0.006740607001120225
28 9521 16831 160247951 86 0.00410305599871208
28 9539 18199 173600261 94 0.008302494999952614
28 9551 27541 263044091 60 0.0036276210012147203
28 9587 20887 200243669 66 0.006754481000825763
28 9629 17027 163952983 96 0.007130399000743637
28 9677 27017 261443509 13 0.011777372001233744
28 9719 25741 250176779 54 0.009041411001817323
28 9851 22073 217441123 63 0.004183093002211535
28 9901 25673 254188373 83 0.020832499998505227
28 10039 17431 174989809 23 0.005691880000085803
28 10159 25447 258516073 96 0.007450707002135459
28 10177 24749 251870573 27 0.017177858997456497
28 10301 13697 141092797 3 0.004370827999082394
28 10459 13649 142754891 98 0.004569517001073109
28 10559 13633 143950847 92 0.006437528998503694
28 10687 15809 168950783 79 0.0039733019984851126
28 10733 14431 154887923 98 0.004549809000309324
28 10753 15121 162596113 71 0.016785896001238143
28 10799 23873 257804527 41 0.009333275000244612
28 10861 14303 155344883 36 0.003661999999167165
28 10909 15077 164474993 83 0.00507289400047739
28 11087 15331 169974797 78 0.004332355001679389
28 11087 22709 251774683 78 0.013474821997078834
28 11197 15077 168817169 10 0.0053628650020982604
28 11239 19661 220969979 20 0.0047568749978381675
28 11279 16937 191032423 67 0.006483624998509185
28 11287 13001 146742287 22 0.0038084779989731032
