# bitsize(pq) p q pq trialdiv
24 2887 3319 9581953 1.21593475342e-05
24 2957 5209 15403013 1.19209289551e-05
24 2963 3557 10539391 1.19209289551e-05
24 3011 3823 11511053 1.31130218506e-05
24 3023 4139 12512197 1.19209289551e-05
24 3037 4931 14975447 1.19209289551e-05
24 3067 3079 9443293 1.19209289551e-05
24 3109 3319 10318771 1.28746032715e-05
24 3109 4679 14547011 1.28746032715e-05
24 3119 4603 14356757 1.4066696167e-05
24 3167 3181 10074227 1.28746032715e-05
24 3181 5087 16181747 1.28746032715e-05
24 3221 4673 15051733 1.31130218506e-05
24 3229 4253 13732937 1.31130218506e-05
24 3253 4799 15611147 1.31130218506e-05
24 3271 4217 13793807 1.31130218506e-05
24 3271 5003 16364813 1.4066696167e-05
24 3299 3673 12117227 1.31130218506e-05
24 3323 4861 16153103 1.31130218506e-05
24 3371 3709 12503039 1.38282775879e-05
24 3389 4751 16101139 1.28746032715e-05
24 3517 4409 15506453 1.4066696167e-05
24 3529 4673 16491017 1.4066696167e-05
24 3541 4663 16511683 1.4066696167e-05
24 3643 3673 13380739 1.4066696167e-05
24 3677 3929 14446933 1.38282775879e-05
24 3677 4447 16351619 1.38282775879e-05
24 3719 4201 15623519 1.4066696167e-05
24 3761 3823 14378303 1.50203704834e-05
24 3821 4133 15792193 1.50203704834e-05
25 2347 7823 18360581 1.12056732178e-05
25 2371 7759 18396589 1.09672546387e-05
25 2383 7877 18770891 1.12056732178e-05
25 2441 7541 18407581 1.09672546387e-05
25 2521 7489 18879769 1.09672546387e-05
25 2551 7349 18747299 1.09672546387e-05
25 2621 8093 21211753 1.09672546387e-05
25 2659 6637 17647783 1.12056732178e-05
25 2693 8039 21649027 1.09672546387e-05
25 2707 6553 17738971 1.09672546387e-05
25 2711 6197 16800067 1.09672546387e-05
25 2797 7321 20476837 1.19209289551e-05
25 2797 7477 20913169 1.12056732178e-05
25 2803 6353 17807459 1.19209289551e-05
25 2833 7829 22179557 1.19209289551e-05
25 2843 6521 18539203 1.21593475342e-05
25 2887 7211 20818157 1.31130218506e-05
25 3023 7043 21290989 1.31130218506e-05
25 3121 5503 17174863 1.28746032715e-05
25 3169 6829 21641101 1.28746032715e-05
25 3209 7561 24263249 1.28746032715e-05
25 3221 6221 20037841 1.28746032715e-05
25 3257 7561 24626177 1.28746032715e-05
25 3259 7993 26049187 1.31130218506e-05
25 3271 6299 20604029 1.28746032715e-05
25 3371 7001 23600371 1.28746032715e-05
25 3371 8179 27571409 1.28746032715e-05
25 3413 5659 19314167 1.38282775879e-05
25 3449 7121 24560329 1.28746032715e-05
25 3517 5743 20198131 2.09808349609e-05
25 3527 4813 16975451 2.00271606445e-05
25 3527 7867 27746909 1.90734863281e-05
25 3529 4943 17443847 1.78813934326e-05
25 3547 5431 19263757 1.50203704834e-05
25 3557 8167 29050019 1.38282775879e-05
25 3671 6271 23020841 1.4066696167e-05
25 3673 6199 22768927 1.4066696167e-05
25 3673 6563 24105899 1.38282775879e-05
25 3691 4951 18274141 1.4066696167e-05
25 3697 6661 24625717 1.4066696167e-05
25 3697 7937 29343089 2.38418579102e-05
25 3701 7411 27428111 1.50203704834e-05
25 3727 7411 27620797 1.4066696167e-05
25 3779 6581 24869599 1.38282775879e-05
25 3833 6661 25531613 1.4066696167e-05
25 3851 7681 29579531 1.38282775879e-05
25 3919 5099 19982981 1.50203704834e-05
25 3989 4463 17802907 1.50203704834e-05
25 4021 4259 17125439 1.50203704834e-05
25 4021 6967 28014307 1.50203704834e-05
25 4049 7589 30727861 1.47819519043e-05
25 4051 6269 25395719 1.50203704834e-05
25 4051 7079 28677029 1.50203704834e-05
25 4057 4259 17278763 1.50203704834e-05
25 4073 5519 22478887 1.50203704834e-05
25 4099 5107 20933593 1.50203704834e-05
25 4099 5581 22876519 1.50203704834e-05
25 4099 7109 29139791 1.50203704834e-05
25 4139 6337 26228843 1.50203704834e-05
25 4139 6569 27189091 1.50203704834e-05
25 4153 7789 32347717 1.59740447998e-05
25 4159 6961 28950799 1.59740447998e-05
25 4219 7559 31891421 1.59740447998e-05
25 4241 6211 26340851 1.50203704834e-05
25 4283 4937 21145171 1.62124633789e-05
25 4289 5839 25043471 1.59740447998e-05
25 4337 7283 31586371 1.59740447998e-05
25 4357 4909 21388513 1.50203704834e-05
25 4391 7549 33147659 1.59740447998e-05
25 4409 5197 22913573 1.59740447998e-05
25 4409 6967 30717503 1.50203704834e-05
25 4441 5689 25264849 1.59740447998e-05
25 4493 5669 25470817 1.71661376953e-05
25 4523 4651 21036473 1.59740447998e-05
25 4523 7127 32235421 1.71661376953e-05
25 4547 4903 22293941 1.59740447998e-05
25 4639 6469 30009691 1.69277191162e-05
25 4643 5623 26107589 1.71661376953e-05
25 4643 6277 29144111 1.59740447998e-05
25 4643 7069 32821367 1.69277191162e-05
25 4663 4703 21930089 1.71661376953e-05
25 4673 5987 27977251 1.69277191162e-05
25 4679 6547 30633413 1.59740447998e-05
25 4729 5801 27432929 1.59740447998e-05
25 4729 6113 28908377 1.71661376953e-05
25 4751 6047 28729297 1.69277191162e-05
25 4759 6353 30233927 1.62124633789e-05
25 4783 6427 30740341 1.59740447998e-05
25 4793 6067 29079131 1.69277191162e-05
25 4861 6701 32573561 1.71661376953e-05
25 4871 6037 29406227 1.69277191162e-05
25 4967 5867 29141389 1.78813934326e-05
25 5059 6449 32625491 1.81198120117e-05
25 5107 5167 26387869 1.81198120117e-05
25 5227 6257 32705339 1.81198120117e-05
25 5233 5711 29885663 1.81198120117e-05
25 5237 6247 32715539 1.81198120117e-05
25 5281 5521 29156401 1.78813934326e-05
25 5477 6079 33294683 1.78813934326e-05
25 5573 5659 31537607 1.90734863281e-05
26 4127 14153 58409431 1.59740447998e-05
26 4133 11731 48484223 1.50203704834e-05
26 4177 9397 39251269 1.59740447998e-05
26 4211 14009 58991899 1.50203704834e-05
26 4241 10909 46265069 1.50203704834e-05
26 4259 15731 66998329 1.59740447998e-05
26 4261 14479 61695019 1.47819519043e-05
26 4273 13913 59450249 1.50203704834e-05
26 4273 14771 63116483 1.50203704834e-05
26 4289 11941 51214949 1.50203704834e-05
26 4297 11437 49144789 1.59740447998e-05
26 4339 12437 53964143 1.59740447998e-05
26 4357 14951 65141507 1.47819519043e-05
26 4363 12539 54707657 1.59740447998e-05
26 4373 10831 47363963 1.59740447998e-05
26 4397 8971 39445487 1.59740447998e-05
26 4409 7963 35108867 1.59740447998e-05
26 4409 9967 43944503 1.59740447998e-05
26 4423 13901 61484123 1.59740447998e-05
26 4441 15107 67090187 1.62124633789e-05
26 4481 10271 46024351 1.59740447998e-05
26 4483 14449 64774867 1.62124633789e-05
26 4483 14731 66039073 1.59740447998e-05
26 4517 12721 57460757 1.59740447998e-05
26 4519 10103 45655457 1.62124633789e-05
26 4549 14437 65673913 1.69277191162e-05
26 4561 7541 34394501 1.59740447998e-05
26 4567 12161 55539287 1.59740447998e-05
26 4567 13477 61549459 1.62124633789e-05
26 4567 13709 62609003 1.69277191162e-05
26 4583 14081 64533223 1.59740447998e-05
26 4637 8623 39984851 2.40802764893e-05
26 4639 11213 52017107 2.19345092773e-05
26 4657 10531 49042867 2.28881835938e-05
26 4679 9679 45288041 2.19345092773e-05
26 4723 7699 36362377 1.78813934326e-05
26 4751 8171 38820421 1.71661376953e-05
26 4799 10321 49530479 1.71661376953e-05
26 4801 9629 46228829 1.69277191162e-05
26 4813 12763 61428319 1.69277191162e-05
26 4817 11699 56354083 1.81198120117e-05
26 4877 10903 53173931 1.69277191162e-05
26 4877 12721 62040317 1.69277191162e-05
26 4943 11369 56196967 1.69277191162e-05
26 4951 10723 53089573 1.71661376953e-05
26 4973 8713 43329749 1.69277191162e-05
26 4973 10613 52778449 1.69277191162e-05
26 4987 9719 48468653 1.69277191162e-05
26 4993 8951 44692343 1.69277191162e-05
26 5009 7529 37712761 1.71661376953e-05
26 5009 12503 62627527 1.71661376953e-05
26 5021 11161 56039381 1.81198120117e-05
26 5059 8419 42591721 1.81198120117e-05
26 5077 8963 45505151 1.69277191162e-05
26 5081 7129 36222449 1.78813934326e-05
26 5101 11437 58340137 1.69277191162e-05
26 5171 12721 65780291 1.78813934326e-05
26 5209 8387 43687883 1.78813934326e-05
26 5231 10847 56740657 1.69277191162e-05
26 5273 9941 52418893 1.78813934326e-05
26 5303 10891 57754973 2.00271606445e-05
26 5303 12511 66345833 1.78813934326e-05
26 5351 9467 50657917 1.81198120117e-05
26 5387 11171 60178177 1.81198120117e-05
26 5441 9431 51314071 1.8835067749e-05
26 5557 7727 42938939 2.19345092773e-05
26 5563 6529 36320827 1.90734863281e-05
26 5573 7213 40198049 1.90734863281e-05
26 5623 10433 58664759 1.90734863281e-05
26 5641 7757 43757237 1.8835067749e-05
26 5641 9403 53042323 1.90734863281e-05
26 5647 8963 50614061 1.90734863281e-05
26 5683 8839 50232037 1.90734863281e-05
26 5683 9551 54278333 1.8835067749e-05
26 5813 10663 61984019 1.90734863281e-05
26 5821 10457 60870197 2.00271606445e-05
26 5851 8329 48732979 1.97887420654e-05
26 6151 8171 50259821 2.00271606445e-05
26 6197 10253 63537841 2.09808349609e-05
26 6287 7537 47385119 2.00271606445e-05
26 6311 10211 64441621 2.09808349609e-05
26 6317 8923 56366591 2.09808349609e-05
26 6361 8647 55003567 2.09808349609e-05
26 6367 8087 51489929 2.09808349609e-05
26 6367 9497 60467399 2.09808349609e-05
26 6389 7283 46531087 2.09808349609e-05
26 6397 8713 55737061 2.09808349609e-05
26 6397 9733 62262001 2.09808349609e-05
26 6481 9377 60772337 2.09808349609e-05
26 6679 8093 54053147 2.09808349609e-05
26 6733 9041 60873053 2.09808349609e-05
26 6763 7247 49011461 2.19345092773e-05
26 6883 9181 63192823 2.31266021729e-05
26 6911 7211 49835221 2.19345092773e-05
26 7207 7537 54319159 2.28881835938e-05
26 7229 7393 53443997 2.31266021729e-05
26 7331 8663 63508453 2.31266021729e-05
26 7411 8821 65372431 2.31266021729e-05
26 7577 8693 65866861 2.40802764893e-05
26 7591 8447 64121177 2.40802764893e-05
27 4483 15647 70145501 1.59740447998e-05
27 4493 15227 68414911 1.59740447998e-05
27 4493 15913 71497109 1.59740447998e-05
27 4967 13933 69205211 1.71661376953e-05
27 5171 15739 81386369 1.81198120117e-05
27 5279 13337 70406023 1.90734863281e-05
27 5347 14533 77707951 1.90734863281e-05
27 5413 13163 71251319 1.90734863281e-05
27 5437 13693 74448841 1.90734863281e-05
27 5437 14341 77972017 1.90734863281e-05
27 5477 13499 73934023 1.90734863281e-05
27 5653 12953 73223309 1.90734863281e-05
27 5717 13151 75184267 2.00271606445e-05
27 5743 14657 84175151 1.90734863281e-05
27 5783 12653 73172299 2.00271606445e-05
27 5813 16363 95118119 1.8835067749e-05
27 5851 15121 88472971 1.90734863281e-05
27 5857 11939 69926723 2.00271606445e-05
27 5861 11743 68825723 1.8835067749e-05
27 5869 15803 92747807 2.00271606445e-05
27 5881 15569 91561289 1.90734863281e-05
27 6037 14779 89220823 2.00271606445e-05
27 6043 11369 68702867 2.00271606445e-05
27 6263 13063 81813569 2.09808349609e-05
27 6329 14767 93460343 2.09808349609e-05
27 6491 13841 89841931 2.09808349609e-05
27 6553 12097 79271641 2.19345092773e-05
27 6571 10631 69856301 2.09808349609e-05
27 6577 13009 85560193 2.19345092773e-05
27 6581 13103 86230843 2.09808349609e-05
27 6607 13759 90905713 2.09808349609e-05
27 6619 11027 72987713 2.21729278564e-05
27 6619 12757 84438583 2.88486480713e-05
27 6653 12437 82743361 2.88486480713e-05
27 6659 14717 98000503 2.8133392334e-05
27 6701 11807 79118707 2.69412994385e-05
27 6733 11677 78621241 2.31266021729e-05
27 6763 10739 72627857 2.21729278564e-05
27 6823 13669 93263587 2.19345092773e-05
27 6871 12073 82953583 2.19345092773e-05
27 6907 11447 79064429 2.19345092773e-05
27 7043 11831 83325733 2.21729278564e-05
27 7193 9629 69261397 2.31266021729e-05
27 7247 11789 85434883 2.28881835938e-05
27 7433 14281 106150673 2.40802764893e-05
27 7477 9109 68107993 2.40802764893e-05
27 7549 11887 89734963 2.40802764893e-05
27 7559 14783 111744697 2.38418579102e-05
27 7589 14683 111429287 2.38418579102e-05
27 7673 13907 106708411 2.47955322266e-05
27 7673 14737 113077001 2.40802764893e-05
27 7691 12401 95376091 2.50339508057e-05
27 7759 13109 101712731 2.40802764893e-05
27 7853 16187 127116511 2.50339508057e-05
27 7927 12197 96685619 2.50339508057e-05
27 7949 10567 83997083 2.50339508057e-05
27 7951 13397 106519547 2.50339508057e-05
27 8009 13249 106111241 2.47955322266e-05
27 8011 10103 80935133 2.50339508057e-05
27 8093 13759 111351587 2.59876251221e-05
27 8123 9661 78476303 2.50339508057e-05
27 8161 15619 127466659 2.59876251221e-05
27 8291 10639 88207949 2.62260437012e-05
27 8293 10883 90252719 2.59876251221e-05
27 8389 11059 92773951 2.59876251221e-05
27 8521 10163 86598923 2.59876251221e-05
27 8527 10301 87836627 2.59876251221e-05
27 8543 9013 76998059 2.69412994385e-05
27 8543 9479 80979097 2.69412994385e-05
27 8597 15377 132196069 2.59876251221e-05
27 8623 15187 130957501 2.69412994385e-05
27 8677 12829 111317233 2.69412994385e-05
27 8731 12923 112830713 2.59876251221e-05
27 8893 11971 106458103 2.69412994385e-05
27 8951 13619 121903669 2.69412994385e-05
27 9133 9839 89859587 2.8133392334e-05
27 9161 9931 90977891 2.8133392334e-05
27 9203 13723 126292769 2.71797180176e-05
27 9319 11393 106171367 2.8133392334e-05
27 9337 13267 123873979 2.90870666504e-05
27 9437 13399 126446363 2.8133392334e-05
27 9437 13463 127050331 2.90870666504e-05
27 9461 9749 92235289 2.90870666504e-05
27 9461 10007 94676227 2.8133392334e-05
27 9587 11831 113423797 2.8133392334e-05
27 9689 10627 102965003 3.21865081787e-05
27 9721 11257 109429297 3.00407409668e-05
27 9769 11443 111786667 2.90870666504e-05
27 9787 12647 123776189 2.98023223877e-05
27 9803 11071 108529013 2.90870666504e-05
27 9829 12809 125899661 2.90870666504e-05
27 10009 12569 125803121 3.00407409668e-05
27 10093 11491 115978663 3.09944152832e-05
27 10103 12637 127671611 3.00407409668e-05
27 10177 12853 130804981 3.09944152832e-05
27 10211 12451 127137161 3.00407409668e-05
27 10223 13001 132909223 3.09944152832e-05
27 10271 12763 131088773 3.09944152832e-05
27 10613 10651 113039063 3.09944152832e-05
27 10627 11071 117651517 3.19480895996e-05
28 8219 25819 212206361 2.50339508057e-05
28 8221 29297 240850637 2.50339508057e-05
28 8233 16987 139853971 2.47955322266e-05
28 8287 16693 138334891 2.59876251221e-05
28 8431 21179 178560149 2.59876251221e-05
28 8513 24763 210807419 2.59876251221e-05
28 8537 26317 224668229 2.69412994385e-05
28 8647 20507 177324029 2.69412994385e-05
28 8693 15767 137062531 2.71797180176e-05
28 8699 21269 185019031 2.69412994385e-05
28 8699 29287 254767613 2.69412994385e-05
28 8713 28607 249252791 2.78949737549e-05
28 8719 18043 157316917 2.69412994385e-05
28 8719 18169 158415511 2.59876251221e-05
28 8747 19441 170050427 2.71797180176e-05
28 8783 26437 232196171 2.69412994385e-05
28 8831 26981 238269211 2.69412994385e-05
28 8839 15803 139682717 2.71797180176e-05
28 8867 27109 240375503 2.71797180176e-05
28 8969 24907 223390883 2.69412994385e-05
28 8971 25561 229307731 2.69412994385e-05
28 8999 27541 247841459 2.78949737549e-05
28 9043 23293 210638599 2.90870666504e-05
28 9091 21647 196792877 2.78949737549e-05
28 9091 25253 229575023 2.78949737549e-05
28 9127 24821 226541267 2.78949737549e-05
28 9199 21317 196095083 2.78949737549e-05
28 9221 19069 175835249 2.78949737549e-05
28 9319 17749 165402931 2.90870666504e-05
28 9413 23609 222231517 2.8133392334e-05
28 9461 20357 192597577 2.78949737549e-05
28 9521 16831 160247951 3.69548797607e-05
28 9539 18199 173600261 3.69548797607e-05
28 9551 27541 263044091 3.60012054443e-05
28 9587 20887 200243669 3.09944152832e-05
28 9629 17027 163952983 2.88486480713e-05
28 9677 27017 261443509 3.00407409668e-05
28 9719 25741 250176779 3.00407409668e-05
28 9851 22073 217441123 3.19480895996e-05
28 9901 25673 254188373 3.09944152832e-05
28 10039 17431 174989809 3.00407409668e-05
28 10159 25447 258516073 3.09944152832e-05
28 10177 24749 251870573 3.09944152832e-05
28 10301 13697 141092797 3.09944152832e-05
28 10459 13649 142754891 3.09944152832e-05
28 10559 13633 143950847 3.09944152832e-05
28 10687 15809 168950783 3.09944152832e-05
28 10733 14431 154887923 3.19480895996e-05
28 10753 15121 162596113 3.09944152832e-05
28 10799 23873 257804527 3.19480895996e-05
28 10861 14303 155344883 3.19480895996e-05
28 10909 15077 164474993 3.19480895996e-05
28 11087 15331 169974797 3.31401824951e-05
28 11087 22709 251774683 3.31401824951e-05
28 11197 15077 168817169 3.2901763916e-05
28 11239 19661 220969979 3.2901763916e-05
28 11279 16937 191032423 3.40938568115e-05
28 11287 13001 146742287 3.2901763916e-05
28 11321 18253 206642213 3.2901763916e-05
28 11321 21059 238408939 3.2901763916e-05
28 11437 17939 205168343 3.38554382324e-05
28 11483 18481 212217323 3.40938568115e-05
28 11551 21187 244731037 3.40938568115e-05
28 11579 21863 253151677 3.40938568115e-05
28 11701 21383 250202483 3.50475311279e-05
28 11731 13009 152608579 3.48091125488e-05
28 11789 12721 149967869 3.38554382324e-05
28 11789 22549 265830161 3.50475311279e-05
28 11939 22013 262813207 4.60147857666e-05
28 12041 18583 223757903 3.50475311279e-05
28 12049 19891 239666659 3.60012054443e-05
28 12101 14737 178332437 3.50475311279e-05
28 12119 19469 235944811 3.50475311279e-05
28 12211 20359 248603749 3.60012054443e-05
28 12241 15569 190580129 3.60012054443e-05
28 12487 16651 207921037 3.69548797607e-05
28 12497 17891 223583827 3.60012054443e-05
28 12541 12919 162017179 3.60012054443e-05
28 12553 18061 226719733 3.60012054443e-05
28 12613 14869 187542697 3.69548797607e-05
28 12619 14107 178016233 3.71932983398e-05
28 12721 15217 193575457 3.60012054443e-05
28 12799 19889 254559311 3.69548797607e-05
28 12899 16633 214549067 3.81469726562e-05
28 12911 13679 176609569 3.71932983398e-05
28 12941 16981 219751121 3.81469726562e-05
28 13121 13829 181450309 3.79085540771e-05
28 13187 16607 218996509 3.79085540771e-05
28 13711 16361 224325671 3.88622283936e-05
28 13751 14327 197010577 3.91006469727e-05
28 13901 18257 253790557 3.91006469727e-05
28 13907 15443 214765801 3.88622283936e-05
28 13913 16067 223540171 4.00543212891e-05
28 14143 18919 267571417 4.10079956055e-05
28 14389 14629 210496681 4.10079956055e-05
28 14629 17489 255846581 4.10079956055e-05
28 15083 17597 265415551 4.31537628174e-05
28 15121 15427 233271667 4.19616699219e-05
28 15233 16087 245053271 4.29153442383e-05
28 15443 15923 245898889 4.38690185547e-05
29 8893 31319 278519867 2.69412994385e-05
29 9109 32189 293209601 2.69412994385e-05
29 9157 29881 273620317 2.78949737549e-05
29 9371 28837 270231527 2.78949737549e-05
29 9859 32569 321097771 2.88486480713e-05
29 9907 30119 298388933 3.00407409668e-05
29 10193 27689 282233977 3.09944152832e-05
29 10343 29339 303453277 3.09944152832e-05
29 10657 28277 301347989 3.19480895996e-05
29 10711 30841 330337951 3.09944152832e-05
29 10903 30593 333555479 3.31401824951e-05
29 11027 27431 302481637 3.2901763916e-05
29 11261 30071 338629531 3.2901763916e-05
29 11321 29423 333097783 3.40938568115e-05
29 11411 32401 369727811 3.31401824951e-05
29 11801 27647 326262247 4.50611114502e-05
29 11909 32561 387768949 3.50475311279e-05
29 12157 23227 282370639 3.48091125488e-05
29 12413 28027 347899151 3.60012054443e-05
29 12473 29573 368864029 3.60012054443e-05
29 12547 32377 406234219 3.60012054443e-05
29 12589 29581 372395209 3.69548797607e-05
29 12613 28723 362283199 3.60012054443e-05
29 12671 28513 361288223 3.91006469727e-05
29 12841 31573 405428893 3.69548797607e-05
29 12853 22921 294603613 3.69548797607e-05
29 13001 25457 330966457 4.6968460083e-05
29 13159 27697 364464823 4.6968460083e-05
29 13217 30323 400779091 4.6968460083e-05
29 13411 22051 295725961 4.00543212891e-05
29 13463 27259 366987917 3.88622283936e-05
29 13711 23333 319918763 3.91006469727e-05
29 13721 22679 311178559 4.00543212891e-05
29 13799 23087 318577513 3.88622283936e-05
29 13831 21569 298320839 3.91006469727e-05
29 14071 26479 372586009 4.00543212891e-05
29 14087 29173 410960051 3.981590271e-05
29 14323 24677 353448671 4.10079956055e-05
29 14437 25367 366223379 4.2200088501e-05
29 14479 19681 284961199 4.10079956055e-05
29 14563 21617 314808371 4.10079956055e-05
29 14653 22123 324168319 4.10079956055e-05
29 14653 27073 396700669 4.19616699219e-05
29 14947 21859 326726473 4.19616699219e-05
29 15227 22247 338755069 4.19616699219e-05
29 15289 22367 341969063 4.29153442383e-05
29 15377 29101 447486077 4.31537628174e-05
29 15497 21799 337819103 4.41074371338e-05
29 15727 31181 490383587 4.41074371338e-05
29 15749 30893 486533857 4.38690185547e-05
29 15767 21521 339321607 4.38690185547e-05
29 15923 31379 499647817 4.50611114502e-05
29 15971 29947 478283537 4.50611114502e-05
29 16001 24889 398248889 4.48226928711e-05
29 16057 19447 312260479 4.41074371338e-05
29 16057 24919 400124383 4.50611114502e-05
29 16097 26987 434409739 4.50611114502e-05
29 16139 28001 451908139 4.50611114502e-05
29 16193 26959 436547087 4.6968460083e-05
29 16217 26861 435604837 4.60147857666e-05
29 16253 29387 477626911 4.60147857666e-05
29 16319 31247 509919793 4.50611114502e-05
29 16333 22573 368684809 4.48226928711e-05
29 16487 25913 427227631 4.60147857666e-05
29 16661 21751 362393411 4.6968460083e-05
29 16759 28661 480329699 4.6968460083e-05
29 16921 26687 451570727 4.6968460083e-05
29 16943 19993 338741399 4.79221343994e-05
29 16963 20563 348810169 4.6968460083e-05
29 17077 20219 345279863 4.6968460083e-05
29 17107 30181 516306367 4.79221343994e-05
29 17137 29251 501274387 4.79221343994e-05
29 17203 23371 402051313 4.79221343994e-05
29 17293 30971 535581503 4.81605529785e-05
29 17483 30119 526570477 4.81605529785e-05
29 17489 20411 356967979 4.79221343994e-05
29 17489 21817 381557513 4.88758087158e-05
29 17551 20063 352125713 4.91142272949e-05
29 17783 24859 442067597 4.91142272949e-05
29 17957 19777 355135589 5.00679016113e-05
29 17971 21059 378451289 5.00679016113e-05
29 18131 24421 442777151 4.98294830322e-05
29 18401 22051 405760451 5.10215759277e-05
29 18433 21221 391166693 5.10215759277e-05
29 18541 25633 475261453 5.10215759277e-05
29 18593 27107 504000451 5.22136688232e-05
29 18749 19157 359174593 5.19752502441e-05
29 18859 22871 431324189 5.19752502441e-05
29 19031 20333 386957323 5.19752502441e-05
29 19571 22741 445064111 5.29289245605e-05
29 19603 24509 480449927 5.41210174561e-05
29 19699 22073 434816027 5.41210174561e-05
29 19739 20233 399379187 5.41210174561e-05
29 20063 22469 450795547 5.50746917725e-05
29 20369 20717 421984573 5.60283660889e-05
29 20543 23869 490340867 5.60283660889e-05
29 20693 25561 528933773 5.60283660889e-05
29 20731 21191 439310621 5.60283660889e-05
29 20807 23357 485989099 5.69820404053e-05
29 21767 22637 492739579 5.88893890381e-05
30 16519 47417 783281423 4.60147857666e-05
30 16553 37057 613404521 4.60147857666e-05
30 16649 61657 1026527393 4.60147857666e-05
30 16787 52147 875391689 4.72068786621e-05
30 16903 35053 592500859 4.6968460083e-05
30 16937 47507 804626059 4.72068786621e-05
30 16937 54799 928130663 4.79221343994e-05
30 17107 32783 560818781 4.79221343994e-05
30 17117 53917 922897289 4.6968460083e-05
30 17321 41051 711044371 4.81605529785e-05
30 17321 61051 1057464371 4.79221343994e-05
30 17341 35933 623114153 4.81605529785e-05
30 17383 51169 889470727 4.79221343994e-05
30 17393 44543 774736399 4.79221343994e-05
30 17443 52321 912635203 4.79221343994e-05
30 17449 46471 810872479 4.79221343994e-05
30 17729 38177 676840033 4.88758087158e-05
30 18049 59441 1072850609 5.00679016113e-05
30 18229 49597 904103713 5.10215759277e-05
30 18379 39373 723636367 5.10215759277e-05
30 18439 57791 1065608249 5.10215759277e-05
30 18457 31253 576836621 5.10215759277e-05
30 18481 38603 713422043 6.38961791992e-05
30 18493 37139 686811527 6.38961791992e-05
30 18521 49943 924994303 6.00814819336e-05
30 18719 31277 585474163 5.19752502441e-05
30 18719 46027 861579413 5.19752502441e-05
30 18731 55291 1035655721 5.19752502441e-05
30 18757 48187 903843559 5.19752502441e-05
30 19051 34231 652134781 5.29289245605e-05
30 19423 28069 545184187 5.3882598877e-05
30 19457 36791 715842487 5.29289245605e-05
30 19541 42157 823789937 5.29289245605e-05
30 19543 40529 792058247 5.29289245605e-05
30 19577 38867 760899259 5.29289245605e-05
30 19753 34939 690150067 5.48362731934e-05
30 19793 53087 1050750991 6.38961791992e-05
30 19913 45707 910163491 5.50746917725e-05
30 20327 39541 803749907 5.60283660889e-05
30 20369 48163 981032147 5.60283660889e-05
30 20407 35569 725856583 5.60283660889e-05
30 20407 49921 1018737847 5.50746917725e-05
30 20483 32587 667479521 5.60283660889e-05
30 20759 26237 544653883 5.69820404053e-05
30 20789 39343 817901627 5.60283660889e-05
30 21211 46181 979545191 5.79357147217e-05
30 21227 33751 716432477 5.79357147217e-05
30 21383 41341 883994603 5.81741333008e-05
30 21487 45821 984555827 5.81741333008e-05
30 21557 44507 959437399 5.91278076172e-05
30 21589 33409 721266901 5.91278076172e-05
30 21599 31069 671059331 6.00814819336e-05
30 21649 27689 599439161 5.91278076172e-05
30 21893 28181 616966633 6.00814819336e-05
30 21893 44983 984812819 6.00814819336e-05
30 21893 45833 1003421869 6.00814819336e-05
30 22123 48413 1071040799 6.00814819336e-05
30 22409 32707 732931163 6.00814819336e-05
30 22447 43853 984368291 6.103515625e-05
30 22637 33343 754785491 6.19888305664e-05
30 22643 35491 803622713 6.103515625e-05
30 22669 35407 802641283 6.07967376709e-05
30 22769 29033 661052377 6.19888305664e-05
30 23209 30403 705623227 6.19888305664e-05
30 23293 42967 1000830331 6.29425048828e-05
30 23417 32141 752645797 6.38961791992e-05
30 23509 36269 852647921 6.41345977783e-05
30 23741 24851 589987591 6.50882720947e-05
30 23743 28087 666869641 6.50882720947e-05
30 23747 41077 975455519 6.38961791992e-05
30 23887 24917 595192379 6.48498535156e-05
30 23899 26647 636836653 6.48498535156e-05
30 24001 36541 877020541 6.48498535156e-05
30 24049 32371 778490179 6.60419464111e-05
30 24049 33023 794170127 6.50882720947e-05
30 24103 24251 584521853 6.50882720947e-05
30 24107 30517 735673319 6.48498535156e-05
30 24169 42643 1030638667 6.50882720947e-05
30 24337 32749 797012413 6.60419464111e-05
30 24683 26357 650569831 6.69956207275e-05
30 24907 29753 741057971 6.69956207275e-05
30 24967 40559 1012636553 6.69956207275e-05
30 25073 36493 914988989 6.79492950439e-05
30 25121 26371 662465891 6.79492950439e-05
30 25561 34679 886429919 6.89029693604e-05
30 25633 35923 920814259 6.89029693604e-05
30 25657 31393 805450201 6.89029693604e-05
30 25933 38891 1008560303 7.00950622559e-05
30 26041 37409 974167769 6.98566436768e-05
30 26189 33829 885947681 6.98566436768e-05
30 26399 35221 929799179 7.20024108887e-05
30 26479 39863 1055532377 7.10487365723e-05
30 26561 30911 821027071 7.08103179932e-05
30 26693 29303 782184979 7.20024108887e-05
30 26699 38053 1015977047 7.20024108887e-05
30 26981 32381 873671761 7.20024108887e-05
30 28051 32687 916903037 7.48634338379e-05
30 29129 33199 967053671 7.82012939453e-05
30 29147 33151 966252197 7.79628753662e-05
30 30817 34367 1059087839 8.20159912109e-05
31 17497 62057 1085811329 4.79221343994e-05
31 18199 61781 1124352419 5.00679016113e-05
31 18587 60539 1125238393 5.19752502441e-05
31 19433 63317 1230439261 5.3882598877e-05
