# bitsize(pq) p q pq trialdiv
45 5060663 5436127 27510406772201 0.0126910209656
45 5082317 5856377 29763964385509 0.0127170085907
45 5086121 5346997 27195473728637 0.0127520561218
45 5254831 5558513 29209046426303 0.013151884079
45 5255797 6029603 31690369358591 0.0131568908691
45 5333533 6138883 32741935063639 0.0133509635925
45 5479841 5860993 32117309742113 0.0137209892273
45 5519783 6131303 33843462067249 0.0138099193573
45 5722621 5875021 33620518550041 0.0143418312073
45 5848679 5888657 34440864534103 0.0146539211273
46 4285993 9342559 40042142476087 0.0107529163361
46 4291403 13782481 59146180310843 0.0107531547546
46 4335593 10096777 43775515683761 0.0108551979065
46 4357943 10135579 44170275553997 0.0109119415283
46 4387223 11585557 50828422138211 0.0109860897064
46 4393397 9688397 42564974314609 0.0110139846802
46 4429771 9254111 40993592538581 0.0110991001129
46 4430891 9347801 41419087320691 0.0110840797424
46 4465211 14729401 65769883368611 0.0111880302429
46 4476581 11712319 52431144701339 0.0112171173096
46 4479463 12594391 56416108492033 0.0112118721008
46 4479919 10891723 48794036810437 0.0112290382385
46 4486843 14745037 66158666048191 0.0112359523773
46 4492877 9272339 41659478629303 0.0112540721893
46 4496153 15002263 67452469794239 0.0112569332123
46 4499617 13531769 60887777832473 0.0112679004669
46 4508333 11612791 52354328887403 0.0113039016724
46 4577561 9399869 43028473739509 0.011482000351
46 4616237 10133561 46778919229957 0.0115749835968
46 4622903 11022043 50953835650829 0.011579990387
46 4645169 14902711 69225611153159 0.0116429328918
46 4682527 12755027 59725758313229 0.011736869812
46 4707853 13613321 64089514109813 0.0117909908295
46 4718999 10519139 49639806421861 0.0118169784546
46 4721513 10604917 50071253479421 0.0118618011475
46 4736759 7776787 36836765813333 0.011883020401
46 4761527 10413257 49583004363439 0.0119409561157
46 4839257 9774511 47301370778327 0.0121240615845
46 4840217 9733541 47112450618397 0.0121400356293
46 4842407 11963663 57932925456841 0.0121340751648
46 4844387 11647747 56426194146089 0.0121541023254
46 4846873 9111673 44163121848529 0.0121710300446
46 4850459 14331397 69513853561223 0.0121669769287
46 4852693 9914431 48111689912683 0.0121800899506
46 4853503 13228049 64202375505647 0.0122108459473
46 4895603 7334699 35907774428497 0.0123019218445
46 4961329 13012589 64559735170781 0.0124318599701
46 5019563 12401819 62251711785097 0.0125670433044
46 5050033 11070929 55908556790657 0.0126349925995
46 5051029 11242463 56786006644427 0.0126459598541
46 5096887 7111603 36247036879861 0.0127599239349
46 5118341 9804539 50182973949799 0.0128099918365
46 5134511 8462579 43451204963869 0.0128710269928
46 5238461 10327019 54097686277759 0.0131108760834
46 5242249 12515549 65609624229701 0.0131130218506
46 5261957 13071043 68779266211151 0.013167142868
46 5311151 9412901 49993338559051 0.0133149623871
46 5333981 8346421 44519651032001 0.0133371353149
46 5351803 11237267 60139639242401 0.0134608745575
46 5373499 7089353 38094631256147 0.0134360790253
46 5411069 7167221 38782327369249 0.013542175293
46 5430121 11004221 59754251540741 0.0135760307312
46 5444863 8282639 45097834633457 0.0136029720306
46 5481727 9392833 51488946262591 0.0136959552765
46 5562169 7050037 39213497250253 0.0138959884644
46 5579069 9947009 55495049554621 0.0144090652466
46 5582803 12029221 67156771086463 0.0139541625977
46 5634779 7876357 44381531020103 0.0140900611877
46 5647613 12094919 68307421778347 0.0141139030457
46 5685499 6922127 39355746136373 0.0142040252686
46 5698753 10645373 60665351319869 0.014240026474
46 5722069 8860909 50702732700721 0.0143029689789
46 5724541 7690691 44025675947831 0.0143141746521
46 5738687 8010011 45966945995557 0.0143601894379
46 5847161 9169513 53615618802593 0.0146188735962
46 5899711 9232901 54471447591611 0.0149190425873
46 5970001 9042251 53982247512251 0.0150380134583
46 5991071 11425147 68448866862437 0.0150079727173
46 6091271 10177031 61991053796401 0.015242099762
46 6149543 11174101 68715614585843 0.0153820514679
46 6291041 8151329 51280344943489 0.015743970871
46 6302683 9512857 59956522095331 0.0157639980316
46 6311429 10883267 68688966958543 0.0157771110535
46 6354559 8410421 53444516459339 0.0158851146698
46 6446413 7061563 45521751523519 0.0161070823669
46 6533453 7671359 50120463472627 0.0163269042969
46 6549721 9363059 61325424156539 0.0163929462433
46 6625417 7894921 52307143807057 0.0167031288147
46 6626303 10427867 69098206385701 0.0166039466858
46 6683491 9558277 63882658305007 0.016725063324
46 6713491 6772837 45469380243967 0.0168099403381
46 6764111 8660863 58583038687793 0.0169351100922
46 6830501 10051061 68653782211561 0.017107963562
46 6905771 9509693 65671762138303 0.0172870159149
46 6907367 8648729 59739945286543 0.0172820091248
46 6948517 8814797 61249766806049 0.0173819065094
46 7016483 7309639 51287957779637 0.0175430774689
46 7099163 7394417 52494171572971 0.01775598526
46 7175459 8596199 61681673480341 0.0179579257965
46 7390469 8255983 61015586426027 0.0185379981995
46 7411247 8090879 59963502716113 0.0185670852661
46 7426873 9168983 68096872280159 0.0185730457306
46 7442339 9148991 68089892529949 0.0186131000519
46 7452191 9379043 69894419833213 0.018651008606
46 7602937 8239481 62644254955697 0.0190050601959
46 7708147 8364931 64478117792857 0.0192790031433
46 7881023 8131939 64087998293597 0.0197060108185
46 8023889 8106089 65042358360121 0.0200519561768
46 8034181 8692289 69835423130309 0.0200951099396
46 8233523 8348359 68736405838757 0.0206799507141
47 4611833 16113829 74314288338557 0.0115489959717
47 4843117 15104119 73151015498923 0.0121150016785
47 5094667 15885227 80929941784409 0.0127470493317
47 5257951 13853479 72840913761529 0.0131540298462
47 5259833 15643211 82280677443763 0.0131561756134
47 5293643 13686727 72452646576461 0.0132400989532
47 5348261 13348339 71390400888479 0.0134179592133
47 5619037 12686749 71287312040713 0.0140559673309
47 5622079 13722097 77146713379663 0.0142369270325
47 5635297 15688973 88412022479981 0.0141081809998
47 5647307 14840939 83811338701273 0.014132976532
47 5721589 16482883 94308282061087 0.0143718719482
47 5722603 15993017 91521687063251 0.0143489837646
47 5735771 13521107 77553973418497 0.014358997345
47 5743513 13240459 76046748392467 0.0143849849701
47 5789141 12223411 70763049779951 0.0145108699799
47 5829463 13789861 80387484474643 0.0145950317383
47 5845171 13667597 79889441624087 0.0146269798279
47 6043129 15851029 95789813029741 0.0151369571686
47 6043781 12329903 74519233483243 0.0151200294495
47 6174299 11902039 73486747495661 0.0154519081116
47 6220723 12266509 76306554666007 0.0156009197235
47 6225353 14389751 89581279557103 0.015645980835
47 6358997 11592811 73718650370567 0.0159170627594
47 6436513 16565977 106627126318201 0.0161452293396
47 6472061 14839901 96044744505961 0.0163018703461
47 6738541 14348813 96690064701833 0.0168800354004
47 6740897 13978823 94229806024231 0.0168888568878
47 6754037 15798311 106702377031507 0.0169429779053
47 6791731 14365847 97568968411157 0.0170271396637
47 6924331 13673189 94677686461559 0.017343044281
47 6932297 11622157 80568244104629 0.0173580646515
47 6957091 15124093 105219691293463 0.017431974411
47 7027369 10737341 75455257285829 0.0175988674164
47 7090549 10223699 72491638720751 0.0177578926086
47 7115111 12188431 86722039480841 0.0178160667419
47 7158709 14451287 103452558308483 0.0179109573364
47 7199609 10052249 72372262370641 0.0180311203003
47 7209011 16481791 118817412618701 0.0180449485779
47 7210433 12160319 87681165408127 0.0180401802063
47 7238383 12492281 90423914421623 0.0181288719177
47 7277873 13687483 99615762963659 0.0182189941406
47 7359031 9744851 71712660599381 0.0184640884399
47 7395061 13239643 97907967603223 0.0184931755066
47 7461491 10295429 76819250824639 0.018660068512
47 7498987 14887619 111642061341953 0.0187509059906
47 7505923 16679177 125192618265371 0.0189211368561
47 7586597 11621507 88167690141679 0.0190598964691
47 7634359 15385427 117457873086293 0.0190942287445
47 7705219 14661347 112968889469993 0.0192589759827
47 7768427 16542859 128511992512793 0.0194180011749
47 7775293 15362461 119447635476073 0.0194251537323
47 7789531 9531551 74246311992581 0.0194659233093
47 7837631 10256557 80387109096467 0.0195779800415
47 7839833 13965233 109485094526089 0.0195870399475
47 7863293 14306339 112494935314327 0.019660949707
47 7871707 10876351 85615448301157 0.0196690559387
47 7935619 15856307 125829611099033 0.0198249816895
47 7946639 13138757 104408958787723 0.0198600292206
47 8025019 14441821 115895887919599 0.0200641155243
47 8065679 14321639 115513742927881 0.0201690196991
47 8068223 10480469 84558761036587 0.0201649665833
47 8080229 13387859 108176966539711 0.0201938152313
47 8085169 9548521 77201405985049 0.020210981369
47 8111923 9942311 80651261274053 0.0202782154083
47 8115593 11243621 91248651882253 0.0202848911285
47 8239997 8580899 70706582017303 0.0206170082092
47 8253187 13289671 109682139931477 0.0207488536835
47 8306491 10559203 87709924686673 0.0208029747009
47 8312243 12675493 105361777960799 0.0211079120636
47 8401429 13448923 112990171710967 0.0213561058044
47 8485843 9655279 81933181715197 0.0213179588318
47 8489521 15371483 130496527729643 0.0217809677124
47 8538367 15862081 135436268961727 0.0216000080109
47 8538797 8935229 76296106579513 0.021409034729
47 8549789 10172621 86973763126969 0.0214488506317
47 8562703 8565281 73341957314543 0.0215229988098
47 8566451 11321147 96982051039297 0.0214591026306
47 8605411 11578789 99640238227279 0.0215549468994
47 8683823 14527417 126153517875191 0.021735906601
47 8710393 12344419 107524740846667 0.0218188762665
47 8750309 9193409 80445169513381 0.0219099521637
47 8761997 9972913 87382633787261 0.021940946579
47 8910001 11928817 106285771398817 0.0222949981689
47 8958067 14969183 134094944249261 0.022451877594
47 9037309 10066117 90970609759153 0.0226299762726
47 9055213 11088373 100407579338449 0.0226550102234
47 9120427 11134271 101549305853717 0.0228440761566
47 9215159 11554423 106475845098257 0.023118019104
47 9265177 11631071 107763931514567 0.0232300758362
47 9286399 11793533 109519453057667 0.0232589244843
47 9466099 11634809 110136253840091 0.0237350463867
47 9713947 13806451 134115133272097 0.0243318080902
47 9797497 12691907 124348920756779 0.0252091884613
47 9914969 10066141 99805475964629 0.0248420238495
47 10046021 11120689 111718675228469 0.0251779556274
47 10099997 11643851 117602860168447 0.0252928733826
47 10594747 10730329 113685120981763 0.0265851020813
47 10742993 10792091 115939358068363 0.0269200801849
47 11580787 11958119 138484429059653 0.0290079116821
48 8435551 16978411 143222251889461 0.0211369991302
48 8446409 16802117 141917552247853 0.0211939811707
48 8565343 28232273 241819101914639 0.0215020179749
48 8672441 25903919 224650209196279 0.0217289924622
48 8709289 19697159 171548250209951 0.0218420028687
48 8732921 26111389 228028697337269 0.021861076355
48 8790841 17369557 152693013827437 0.0220191478729
48 8818471 27798437 245139710529827 0.0221018791199
48 8832223 17685247 156200045314081 0.0221450328827
48 8834671 30513577 269577413828167 0.0221610069275
48 8846659 22324831 197500167089629 0.0222041606903
48 8863037 19744159 174993211750883 0.0223479270935
48 8925563 18432341 164519020832983 0.0224089622498
48 9007627 26481241 238533141425107 0.0225989818573
48 9073919 25740653 233568600329107 0.0227568149567
48 9081133 26416337 239890269669821 0.0227780342102
48 9138137 22996877 210148612598149 0.022931098938
48 9161473 24735779 226616171442467 0.0229818820953
48 9255739 24806923 229606404681097 0.0232119560242
48 9266221 28857623 267401112252683 0.023265838623
48 9376363 18706967 175403313221021 0.0235190391541
48 9428323 21431149 202059795033127 0.02365899086
48 9437411 25423571 239932688614681 0.0236930847168
48 9445859 28941359 273375996382381 0.0236699581146
48 9445991 28022789 264703012688899 0.0236821174622
48 9518533 26146693 248878160161369 0.0238440036774
48 9538447 24627767 234910650257849 0.0241467952728
48 9599489 27795529 266822874884681 0.0242178440094
48 9604459 28838977 276982772198443 0.0241270065308
48 9607891 26666533 256209142411903 0.0241210460663
48 9771743 16824583 164405501158169 0.0245020389557
48 9772201 28335253 276897787701853 0.0245220661163
48 10074553 18348193 184849842832729 0.0252909660339
48 10172473 14525681 147762097779113 0.0255370140076
48 10195151 15684787 159908771867837 0.0255751609802
48 10258289 21952033 225190298651537 0.0257291793823
48 10290569 22654043 233122992620467 0.0258188247681
48 10307251 15287917 157576397786167 0.0258660316467
48 10369873 17025301 176550209156773 0.0260169506073
48 10427663 15038651 156817984602613 0.0261628627777
48 10508779 14892149 156498302676071 0.0263690948486
48 10593911 19976503 211629294873233 0.0265748500824
48 10657639 24752261 263800662171779 0.0267460346222
48 10676719 17324933 184973441334827 0.026782989502
48 10679381 24583079 262532066794099 0.0268008708954
48 10686301 19091203 204014341710103 0.0267970561981
48 10754197 14001223 150571910382931 0.0269930362701
48 10754641 14111677 151766020042957 0.0269939899445
48 10779089 16015177 172629018233753 0.0270400047302
48 10808089 17172851 185605701991739 0.0270900726318
48 10808353 20751023 224284381695119 0.0271019935608
48 10830229 15778627 170886143715583 0.0272600650787
48 11023643 19766101 217894440925943 0.0276811122894
48 11360927 12491321 141912986014567 0.0285499095917
48 11537369 17979799 207439575608831 0.0294570922852
48 11574571 21022849 243330458372779 0.0290720462799
48 11580787 23375423 270705794797901 0.0291290283203
48 11826821 20913401 247339050128221 0.0297281742096
48 11845331 21002921 248786551211851 0.0298068523407
48 11872303 19957363 236939860616989 0.0298409461975
48 11921317 15641137 186462952417429 0.0299479961395
48 11934397 15110969 180340303100693 0.0299789905548
48 11959133 12905869 154343003851577 0.0300831794739
48 12028139 12822911 154235755892629 0.0302691459656
48 12073277 20038541 241930856168857 0.0303971767426
48 12279703 13627717 167344317328051 0.0308878421783
48 12374407 17261471 213600467572697 0.031103849411
48 12465449 21447119 267347968091431 0.031317949295
48 12492173 18797659 234823608223007 0.0313401222229
48 12547609 13656989 171362558089301 0.0314688682556
48 12627259 13758583 173733191013997 0.0316650867462
48 12669193 17381911 220214785167823 0.0317490100861
48 12696289 17024617 216149457546313 0.0318560600281
48 12702631 20325191 258183401277521 0.031867980957
48 12776989 13373233 170869650935437 0.0320858955383
48 12812791 12871511 164919980297201 0.0321621894836
48 12860461 15547223 199944455049803 0.0322449207306
48 12900803 17628659 227423856913177 0.0323719978333
48 12978859 16592717 215354534369903 0.0325658321381
48 13047773 21045553 274597598203469 0.0327019691467
48 13158413 17973049 236496801611237 0.0329639911652
48 13227827 15719147 207930157103569 0.0330529212952
48 13246711 21069977 279107896095647 0.0330810546875
48 13297771 18185317 241824181028407 0.0333290100098
48 13523897 19741009 266975372392073 0.0337960720062
48 13596049 18621931 253184686350619 0.0339500904083
48 13633247 16322347 222526588270709 0.034346818924
48 13664627 17702107 241892689269089 0.0341470241547
48 13724969 18218477 250048032052213 0.0342872142792
48 13794827 16658701 229803898339727 0.0344760417938
48 13943603 18591457 259231895599571 0.0348482131958
48 14102449 19340639 272750375124911 0.0352408885956
48 14292827 17081189 244138479331303 0.0359270572662
48 14481787 18405089 266538578614043 0.0362350940704
48 14516899 16726337 242814544868963 0.036269903183
48 14571083 17391149 253407875544367 0.0364108085632
48 14738063 16588981 244489447083803 0.0368840694427
48 15558979 16306079 253705940733341 0.0389029979706
48 15588401 17385673 271014842378873 0.0389890670776
48 16174153 16964257 274382488249321 0.0404319763184
49 8705941 32709577 284767647496957 0.0218050479889
49 9653309 30736033 296704423983197 0.0241680145264
49 10085797 31872719 321461773672043 0.0252559185028
49 10161997 27836773 282877203715681 0.0255880355835
49 10363337 29112151 301699031607887 0.0260789394379
49 10522793 26961091 283705979647163 0.026358127594
49 10603849 27924067 296102589933883 0.0265200138092
49 10623689 29391377 312244848529753 0.0265779495239
49 10717319 30187667 323530857104773 0.0268058776855
49 11001503 32141677 353606755940531 0.0275919437408
49 11138843 26232317 292197660589231 0.0278689861298
49 11164781 32301671 360641082649051 0.0279250144958
49 11285017 25769221 290806097061757 0.0282280445099
49 11448299 29150717 333726124280383 0.0293381214142
49 11476123 24868369 285392461453387 0.0287580490112
49 11493707 29298767 336751443359269 0.0289299488068
49 11584933 29167379 337902131500607 0.029079914093
49 11618093 28876649 335491593610357 0.0291259288788
49 11800037 23884057 281832756310109 0.0301969051361
49 11807561 26470519 312552267794159 0.0296838283539
49 11926157 27365207 326361755019499 0.0300381183624
49 12742297 29512001 376050681806297 0.0319521427155
49 12847279 25377109 326026799536411 0.0323209762573
49 12895873 21847013 281736305077349 0.0326399803162
49 13403519 22717481 304494188215639 0.0337400436401
49 13713941 29309713 401951674808933 0.0343308448792
49 13793147 30383651 419086164639697 0.0347309112549
49 13849669 23124671 320269039083899 0.0349681377411
49 13894801 30449663 423092007902063 0.0348169803619
49 13948133 28948133 403772409185689 0.0349140167236
49 13990271 28197557 394491463967947 0.0350179672241
49 14089463 24921023 351123831480649 0.0352740287781
49 14263961 21625673 308467756270753 0.0357360839844
49 14427079 31922369 460546539430151 0.0361950397491
49 14571961 30684713 447136441132193 0.0364890098572
49 14769649 22268069 328891563037781 0.0369880199432
49 14910821 23398979 348897987451759 0.0373530387878
49 14963983 28361147 424395721568501 0.0375678539276
49 14991497 30839089 462324110226233 0.0375747680664
49 15022613 27642091 415256435603783 0.0376629829407
49 15156829 30711713 465492182238077 0.0379800796509
49 15195451 29026099 441064665075649 0.0380561351776
49 15203977 30031891 456604180030507 0.0380918979645
49 15219157 20995939 319540492003423 0.0381400585175
49 15272723 25927219 395979233947337 0.0393478870392
49 15279301 25377571 387751545957871 0.0404341220856
49 15321989 23165839 354946730333771 0.0484790802002
49 15470641 30138907 466268210329387 0.0517609119415
49 15471347 28535267 441479017494649 0.0468330383301
49 15597913 29919797 466686390583661 0.0447700023651
49 15687409 19366619 303812073200171 0.0394599437714
49 15923389 24652997 392559261246833 0.0399770736694
49 16019357 32189611 515656870300127 0.0402040481567
49 16074959 22889651 367950201349309 0.0403277873993
49 16156379 30328097 489992229480763 0.0404970645905
49 16163891 20502877 331406269014407 0.0405051708221
49 16302659 28426889 463433877797851 0.040543794632
49 16435387 25741283 423067947981521 0.0414969921112
49 16464601 31316039 515606087035439 0.0425019264221
49 16765031 33185231 556351426457161 0.0423800945282
49 17018867 19101989 325094210226463 0.0425980091095
49 17039767 21347371 363754227902557 0.0425820350647
49 17120261 28748813 492187182000193 0.0427889823914
49 17121059 31277119 535497399749021 0.0428111553192
49 17378563 22491283 390866178566329 0.0434429645538
49 17441339 31853009 555559128139051 0.0436339378357
49 17559121 30688949 538870968853829 0.0439028739929
49 17655487 20103553 354938018645311 0.0445590019226
49 17703571 18529411 328036743226681 0.0442578792572
49 17765933 27804641 493975389095053 0.0449039936066
49 17773241 20018617 355795704427697 0.0445199012756
49 17835991 21051599 375476130299609 0.0448617935181
49 17862199 31002571 553774092713629 0.048280954361
49 17890399 27830911 497906102323489 0.0583519935608
49 18121997 27582563 499851123938311 0.0602219104767
49 18134317 23205277 420811849190809 0.0600981712341
49 18144443 27945779 507060594156097 0.0601551532745
49 18231781 27536101 502032163025881 0.0604100227356
49 18455609 22004431 406105174803479 0.0611410140991
49 18462791 23888971 441057078778061 0.0612020492554
49 18703781 22916041 428616612251021 0.0617551803589
49 18792821 21337633 400994317532693 0.0620269775391
49 18838763 21758071 409895142906173 0.0620939731598
49 18876901 24896371 469966330626271 0.062206029892
49 19334591 23174573 448070890554643 0.0638821125031
49 19718087 21460993 423169727080391 0.0657880306244
49 19727723 27850577 549428468446171 0.065288066864
49 19738883 25275109 498902419363247 0.0656700134277
49 19791199 22004621 435497833130579 0.065819978714
49 20263123 25608367 518905490350141 0.0674130916595
49 20610251 21233273 437623086081523 0.0686450004578
49 20903833 25633369 535835664803377 0.0696868896484
49 20982889 26182033 549374692233337 0.0700941085815
49 21117799 26580971 561331602802829 0.0704739093781
49 21448481 21522101 461616374378581 0.0574278831482
49 21455857 23787683 510385124809331 0.0535879135132
49 22336163 24553777 548437165337651 0.0557930469513
49 22601771 22732309 513790442319239 0.0564589500427
49 22633753 22750823 514936508328719 0.0565719604492
49 22919227 23764243 544658079800161 0.0573508739471
50 16814459 51505669 866039959668071 0.0420501232147
50 16869563 48161353 812460978598739 0.0422248840332
50 16968199 34455431 584646609838769 0.0424098968506
50 17058413 47781683 815079682449079 0.0431041717529
50 17270203 59235961 1023017071370083 0.0431728363037
50 17339141 41420849 718201941150709 0.0434799194336
50 17377523 35114207 610197939769261 0.0436170101166
50 17394583 59526167 1035432852553361 0.0442280769348
50 17415917 32337341 563184446856697 0.0437359809875
50 17498821 38373859 671497289720239 0.0438590049744
50 17554739 56872639 998384333886221 0.0439600944519
50 17560397 49020749 860823813677353 0.0440258979797
50 17775629 61205467 1087965674163743 0.0445268154144
50 17804551 62183243 1107144721338893 0.0445461273193
50 17879783 32941943 588994792438369 0.0446710586548
50 18091939 44136527 798515354155853 0.0451970100403
50 18140561 46850873 849901119559753 0.04532289505
50 18319321 35722217 654406760054657 0.0457651615143
50 18358559 40936949 751543393496491 0.0458829402924
50 18588079 41219209 766185913209511 0.0464811325073
50 18736037 42055711 787957357357307 0.0469219684601
50 18743453 39059963 732118580672239 0.0468361377716
50 18759523 52834591 991151725060093 0.0469369888306
50 18847817 32955073 621131185125641 0.0472340583801
50 19155967 44763947 857496691521749 0.0478959083557
50 19274813 58313389 1123979668371257 0.0481810569763
50 19307411 35349527 682507846444597 0.0482959747314
50 19578919 41539921 813306748525399 0.0500731468201
50 19754131 40735879 804701890166149 0.049464225769
50 19804849 36680461 726450991355389 0.0496129989624
50 19813489 38413399 761103458539111 0.0496208667755
50 19964173 45329777 904971510079421 0.0499911308289
50 19967603 42745489 853524954392867 0.0499930381775
50 20008721 28154549 563336515821829 0.0501840114594
50 20286139 33645077 682528708687703 0.050852060318
50 20342177 45384853 923226712844981 0.0508561134338
50 20471441 49285099 1008936996357659 0.0513019561768
50 20785493 28425049 590828657014157 0.0520601272583
50 20912833 36303457 759208133563681 0.0523569583893
50 21081101 41924651 883817802120751 0.052677154541
50 21084521 39558503 834072087232063 0.05326795578
50 21088909 40655759 857385601876931 0.0527069568634
50 21104131 36212831 764240329304861 0.0527369976044
50 21194219 44532281 943826916083539 0.0534248352051
50 21275291 29790133 633793748503703 0.0642149448395
50 21536699 52090637 1121860369787263 0.0648219585419
50 21632641 45466723 983565296105443 0.0684199333191
50 21959159 39317843 863386765974037 0.0651340484619
50 22058279 43186657 952623329183303 0.0551660060883
50 22086079 34667819 765676189191701 0.0552101135254
50 22230947 39633337 881086614280139 0.0555930137634
50 22485503 31237747 702396453881741 0.0562689304352
50 22702723 46079729 1046135323402067 0.0571870803833
50 22783759 36145601 823532662094159 0.0569860935211
50 22844963 38409473 877462989534499 0.0571300983429
50 22954721 31364447 719962130204287 0.0574879646301
50 23139931 48141101 1113981755404031 0.057804107666
50 23181887 24971893 578895601702091 0.0576181411743
50 23332669 33200107 774647107395583 0.0583338737488
50 23346529 45449297 1061083330440113 0.0583329200745
50 23366639 33150121 774606910213319 0.0584099292755
50 23432011 38350511 898629595607621 0.0585238933563
50 23555039 38535421 907703344536419 0.0588428974152
50 23589299 29247721 689933235737579 0.0592038631439
50 23654933 23903129 565426914985357 0.0591151714325
50 23847931 36742241 876226428153371 0.0596008300781
50 23980331 25600669 613912516441439 0.059916973114
50 24028457 45272389 1087825652373773 0.060072183609
50 24433891 42466793 1037628991281563 0.0612571239471
50 24493159 28344053 694235396833427 0.0619909763336
50 24843031 28617049 710934235435519 0.0623860359192
50 24873403 31254617 777408684251651 0.0670459270477
50 24918493 41576741 1036029729571313 0.0622718334198
50 24946879 35719081 891079591698199 0.0625441074371
50 24964957 25462009 635657959818613 0.0625841617584
50 25146403 42327937 1064395361960611 0.0629620552063
50 25207423 26189767 660176535040441 0.0631079673767
50 25392869 27760633 704922117126077 0.0637218952179
50 25616329 37649179 964433755843891 0.0645709037781
50 25744361 36730061 945591949936021 0.064484834671
50 25982227 29721859 772240087399993 0.065003156662
50 26039093 35473499 923697739496407 0.0651230812073
50 26078651 30928259 806567272498609 0.065190076828
50 26587063 38679961 1028386559944543 0.0665879249573
50 26724739 36614177 978504324024803 0.0688140392303
50 27104227 36208561 981405056687347 0.0789349079132
50 27352231 34269349 937343150067619 0.0697059631348
50 27457201 30153379 827927388032179 0.0688199996948
50 28174243 28426171 800885849313553 0.0792090892792
50 28561069 32235793 920688708142717 0.0787718296051
50 29303129 29684591 869851399385239 0.0732619762421
50 29597443 29895373 884826598331239 0.0753190517426
50 29778571 35939077 1070214356118967 0.0743789672852
50 30196633 35128633 1060766438492689 0.0754880905151
50 30324661 30714389 931403434247129 0.0765678882599
50 30342511 33101513 1004383022319143 0.075798034668
50 30756569 30762271 946141910608199 0.0768451690674
50 31340233 34852633 1092289638883489 0.0783979892731
50 31712617 33885611 1074601403453987 0.079304933548
50 33492631 33503773 1122129506196763 0.0837268829346
51 23771417 63364157 1506255798900469 0.0593891143799
51 27518279 41200603 1133769688322237 0.0687909126282
51 28348009 58319761 1653249109705849 0.0753750801086
51 30656251 46643263 1429907577987013 0.0766777992249
51 30718657 46003747 1413173324807779 0.0768129825592
51 33377711 40038197 1336383368427067 0.0838050842285
51 33863569 60584767 2051616437653423 0.0846679210663
51 35291129 53056889 1872437514037681 0.0881378650665
51 35294521 58804121 2075463283521041 0.0884680747986
51 39507283 56182837 2219631241101871 0.0987448692322
52 36899749 62424287 2303440521803963 0.0921928882599
52 43495597 82155131 3573386469458207 0.108722925186
52 43832413 93854833 4113883802102029 0.109519958496
52 44027147 80544791 3546157353441277 0.110180854797
52 46612667 70322783 3277932466492261 0.116580963135
52 47342429 50171311 2375231728854419 0.135493993759
52 48703051 72775139 3544371306249089 0.124418020248
52 51649177 73673227 3805161541484179 0.129158973694
52 52004399 59920607 3116135154750193 0.130005121231
52 54236789 78944969 4281721626264541 0.160758972168
53 45911623 102592727 4710198604565921 0.130594015121
53 48692261 95457139 4648023926501279 0.129877090454
53 60593957 84991021 5149942271860097 0.152037858963
53 67610671 108888581 7362030025647851 0.169260978699
53 71802191 89783581 6446657831625971 0.179364919662
53 72372119 103353121 7479884372033399 0.180892944336
53 74917919 111367313 8343407334581647 0.187301158905
53 78351971 89282441 6995455228041211 0.196108102798
53 82667573 108479687 8967752444089651 0.207104206085
53 83638967 97998457 8196489711073919 0.20947599411
54 68874359 242999767 16736453189274353 0.172877788544
54 69754411 246698027 17208275568247097 0.17462515831
54 70101379 213140699 14941456920923921 0.177498102188
54 80538781 140276651 11297710474302431 0.209620952606
54 87526253 165825041 14514044492301373 0.228801012039
54 88580201 182777653 16190481241048253 0.221612930298
54 88691237 191754109 17006909127042833 0.221810102463
54 91684097 162998399 14944361024760703 0.229535102844
54 94944229 139639639 13257977862693331 0.237794876099
54 101570831 140891321 14310448554657751 0.254426956177
55 86626391 222671237 19289205640815667 0.217079162598
55 96582799 204618859 19762662130406341 0.244014024734
55 101602859 216303761 21977080530052699 0.265491962433
55 104801231 253840331 26602779166247461 0.264191150665
55 108917869 256361461 27922344025846609 0.272320985794
55 121545401 240068239 29179190376618839 0.304958105087
55 139718879 149752217 20923211887004743 0.349623203278
55 157874033 165366427 26107064753290091 0.394463062286
55 159115783 163626511 26035560417323113 0.401238203049
55 163870873 169211639 27728859004690847 0.421052932739
56 137637293 302457271 41629400028607403 0.344305038452
56 139970489 408059831 57116334086327359 0.349993944168
56 143701387 357070171 51311478829027177 0.359387874603
56 148616033 475905139 70727133842493587 0.37245798111
56 160726763 393910171 63311906697606473 0.404188871384
56 161109881 403915933 65074847899633973 0.43389415741
56 165127493 387618029 64006393370371297 0.421483039856
56 181481393 274103689 49744719306158777 0.454588890076
56 219347813 229195217 50273469599010421 0.549811124802
56 227573617 291844307 66416064544848419 0.57531785965
57 206360237 499717741 103121871465864617 0.521175861359
57 254197189 331383691 84236802732644599 0.638015985489
57 256387849 428825849 109945737020708801 0.641622066498
57 261103223 450577859 117647331197339557 0.662351131439
57 295994389 388310953 114937863275242717 0.766626119614
57 306054319 330588799 101178129746972881 0.772063016891
57 340348027 421978177 143619439979006779 0.869115114212
57 347571739 409097609 142190767380872051 0.871751070023
57 349849967 356680507 124784663603493269 0.877503871918
57 366167453 382886281 140200494302412293 0.92013502121
58 272364371 732878173 199609902608774183 0.709956884384
58 277439629 858392599 238152124202905771 0.720144033432
58 279872093 958984009 268392861752360837 0.712105989456
