#bitsize(pq) p q pq mean
19 443 821 363703 0.02929930459940806
19 443 941 416863 0.03848045439226553
19 443 947 419521 0.029046495805960148
19 449 733 329117 0.03230469779809937
19 457 823 376111 0.03226986499503255
19 461 661 304721 0.03910584079567343
19 461 809 372949 0.03247244838858023
19 461 1013 466993 0.03233994883485138
19 463 1019 471797 0.02559206137666479
19 467 761 355387 0.03223167899996042
19 467 823 384341 0.03239919720217586
19 467 907 423569 0.03271296579623595
19 467 967 451589 0.02904768899315968
19 479 673 322367 0.032406540820375085
19 479 857 410503 0.028857009799685328
19 479 883 422957 0.03265613658586517
19 487 641 312167 0.03220597559120506
19 487 863 420281 0.03561413318384439
19 491 601 295091 0.032336489798035474
19 491 733 359903 0.02888175760162994
19 499 613 305887 0.04511550540337339
19 499 619 308881 0.02884777419967577
19 499 751 374749 0.03852775179548189
19 499 881 439619 0.03205593400634825
19 499 929 463571 0.0321766935987398
19 503 601 302303 0.038969828200060876
19 503 887 446161 0.03556052560452372
19 509 523 266207 0.05241214318666607
19 509 563 286567 0.03223680058727041
19 509 863 439267 0.03891598960617557
19 509 877 446393 0.025812676001805812
19 521 659 343339 0.03203962319530547
19 521 761 396481 0.03198911199579015
19 521 797 415237 0.032525231793988495
19 521 863 449623 0.03897587900282815
19 521 947 493387 0.039017051609698684
19 523 691 361393 0.0523083743872121
19 523 811 424153 0.032244929834268986
19 523 839 438797 0.045390501199290154
19 541 751 406291 0.04549142981413752
19 547 787 430489 0.032170635985676196
19 557 659 367063 0.03953954979078844
19 557 733 408281 0.032106227800250055
19 571 757 432247 0.03203259139554575
19 577 641 369857 0.03205881478497759
19 577 853 492181 0.05216720941243693
19 587 757 444359 0.032553600601386276
19 593 757 448901 0.03845597259933129
19 593 839 497527 0.028878018201794475
19 599 653 391147 0.04545658179558813
19 601 683 410483 0.03880745880305767
19 601 701 421301 0.04539757519960404
19 601 733 440533 0.039072504802607
19 607 619 375733 0.038819087797310206
19 617 661 407837 0.0322983218007721
19 617 823 507791 0.03236244161380455
19 619 691 427729 0.03249078040244058
19 631 647 408257 0.03199799081776291
19 641 661 423701 0.03204606760991737
19 643 643 413449 0.032208877196535465
19 643 701 450743 0.03199114438612014
19 653 751 490403 0.03201165901264176
19 653 797 520441 0.03843010300770402
19 661 773 510953 0.03209202039288357
19 677 769 520613 0.0355198928155005
19 683 751 512933 0.039019330393057314
20 521 1931 1006051 0.028907582419924437
20 523 1999 1045477 0.06505139617947861
20 541 1097 593477 0.051999288389924916
20 541 1559 843419 0.05161969140172005
20 541 1907 1031687 0.05190601859940216
20 557 1069 595433 0.05838106459705159
20 557 1459 812663 0.0520090069854632
20 563 1123 632249 0.032041811803355816
20 563 1511 850693 0.05185986399883404
20 563 1637 921631 0.038422684813849625
20 569 1009 574121 0.03869451400823891
20 571 1201 685771 0.051543434406630693
20 571 1327 757717 0.035664831404574215
20 571 1823 1040933 0.02590319300070405
20 577 1699 980323 0.03856103281723335
20 577 1789 1032253 0.032065291202161464
20 587 1163 682681 0.04521372820017859
20 587 1307 767209 0.05794931461568922
20 587 1327 778949 0.06834137139376253
20 587 1399 821213 0.058452749019488694
20 593 967 573431 0.038966784393414854
20 593 1171 694403 0.042082346393726766
20 593 1667 988531 0.05865459101041779
20 601 877 527077 0.038846676598768684
20 607 971 589397 0.03875803598202765
20 607 1279 776353 0.05197751501109451
20 607 1523 924461 0.045730479212943466
20 613 1031 632003 0.051799283199943605
20 613 1097 672461 0.05179724058834836
20 613 1291 791383 0.051799686008598654
20 613 1459 894367 0.035259267408400775
20 617 1051 648467 0.051615843793842944
20 617 1093 674381 0.0646639289916493
20 619 1181 731039 0.03847755460301414
20 619 1229 760751 0.051952135597821324
20 631 1069 674539 0.04556968320393935
20 631 1087 685897 0.03206637259572744
20 631 1559 983729 0.035277715581469235
20 631 1571 991301 0.03545682977419347
20 641 919 589079 0.05179157657548785
20 643 1013 651359 0.032180801394861194
20 643 1039 668077 0.06822929478948936
20 643 1481 952283 0.04557335060089827
20 643 1493 959999 0.032271258195396516
20 643 1607 1033301 0.04541641459800303
20 653 911 594883 0.0452263931860216
20 653 991 647123 0.03902493701316416
20 653 997 651041 0.0324773465981707
20 653 1459 952727 0.03855564938858151
20 661 1553 1026533 0.03878163481131196
20 673 857 576761 0.051794616202823815
20 673 1217 819041 0.035442428779788315
20 673 1471 989983 0.04163095280528069
20 673 1481 996713 0.028789905412122608
20 683 787 537521 0.03232011859072372
20 683 911 622213 0.03851663719397038
20 683 1033 705539 0.05829662299947813
20 683 1117 762911 0.05806403998285532
20 691 1327 916957 0.05825263280421496
20 691 1373 948743 0.058323797606863084
20 691 1493 1031663 0.038666910002939404
20 701 953 668053 0.04494443641742692
20 701 1061 743761 0.03553279920015484
20 701 1129 791429 0.025660739187151192
20 709 881 624629 0.03848690680461005
20 709 1093 774937 0.038667630800046024
20 727 1181 858587 0.03842465078923851
20 727 1237 899299 0.04544223098782822
20 733 1289 944837 0.06504036800470203
20 739 1361 1005779 0.05206448619719595
20 743 1031 766033 0.058127687207888815
20 743 1061 788323 0.05816817678278312
20 751 863 648113 0.03908048138255253
20 751 1289 968039 0.05824008238269016
20 757 1181 894017 0.05842417839448899
20 757 1259 953063 0.05223615779541433
20 761 1361 1035721 0.05198801420629025
20 769 967 743623 0.03871644299943
20 769 1061 815909 0.05823634680127725
20 773 1181 912913 0.05172302599530667
20 787 887 698069 0.03207867897581309
20 809 1039 840551 0.058132143993861976
20 809 1129 913361 0.048541885986924174
20 809 1283 1037947 0.044851852813735604
20 811 1049 850739 0.05174351780442521
20 823 829 682267 0.03208702680421993
20 823 1153 948919 0.048098070814739914
20 823 1193 981839 0.045135105599183586
20 823 1249 1027927 0.03894242541864514
20 827 1187 981649 0.04538816179847345
20 829 1091 904439 0.0355936216074042
20 839 1231 1032809 0.05825828100787476
20 859 1069 918271 0.035281169996596876
20 859 1213 1041967 0.04483288100454956
20 877 997 874369 0.038497088814619926
20 881 1063 936503 0.051784043200314045
20 883 907 800881 0.032382472383324055
20 887 977 866599 0.03212337322765961
20 911 1097 999367 0.05151884558144957
20 1009 1031 1040279 0.03525890780147165
21 541 1973 1067393 0.04495660319225862
21 569 1999 1137431 0.04529503439553082
21 571 2017 1151707 0.029054132208693774
21 577 1993 1149961 0.045543403993360695
21 587 1901 1115887 0.045610878989100455
21 641 1667 1068547 0.04553672998445109
21 641 1721 1103161 0.04830064940033481
21 647 1997 1292059 0.05156189181143418
21 659 1733 1142047 0.05207169199129567
21 659 1987 1309433 0.06197109181666747
21 673 1831 1232263 0.05146353901363909
21 683 1747 1193201 0.058600449410732836
21 691 2011 1389601 0.05816579220118001
21 719 1693 1217267 0.04863207519520074
21 727 1823 1325321 0.05215787219349295
21 727 1933 1405291 0.05809510999824852
21 733 1489 1091437 0.032337344612460586
21 757 1489 1127173 0.032265915779862556
21 769 1669 1283461 0.05841121100820601
21 797 1553 1237741 0.0585775698069483
21 809 1669 1350221 0.058470101992134
21 823 1579 1299517 0.058579219004604964
21 827 1327 1097429 0.0421136767952703
21 827 1559 1289293 0.03554723620181903
21 839 1663 1395257 0.05176742679905146
21 853 1459 1244527 0.05223010741174221
21 853 1871 1595963 0.03868168278131634
21 857 1439 1233223 0.05842189561808482
21 859 1699 1459441 0.051848472794517875
21 863 1277 1102051 0.035695918602868915
21 881 1823 1606063 0.03201923979213461
21 881 1879 1655399 0.022391397797036916
21 883 1201 1060483 0.03525067818118259
21 883 1453 1282999 0.0352102019940503
21 883 1567 1383661 0.045044762187171725
21 883 1973 1742159 0.05195805960102007
21 887 1307 1159309 0.052269587002228945
21 887 1601 1420087 0.05151640779804438
21 919 1303 1197457 0.054880888795014474
21 919 1873 1721287 0.03577726400690153
21 929 1129 1048841 0.05208815919468179
21 929 1609 1494761 0.03895088559947908
21 941 1381 1299521 0.03520702100358904
21 947 1907 1805929 0.05175321521237493
21 947 1951 1847597 0.045573129993863405
21 953 1777 1693481 0.05222127002198249
21 971 1097 1065187 0.04488650999264791
21 971 1567 1521557 0.05789667300414294
21 971 1637 1589527 0.051837628008797765
21 977 1439 1405903 0.035370950784999876
21 977 2039 1992103 0.032300077995751054
21 983 1301 1278883 0.06473184959031641
21 983 1601 1573783 0.05816074459580704
21 991 1951 1933441 0.03901670998893678
21 1021 1031 1052651 0.05198952098144218
21 1033 1039 1073287 0.07853719319682569
21 1049 1187 1245163 0.10492854000767693
21 1049 1277 1339573 0.05183762720553205
21 1049 1601 1679449 0.09477291201474144
21 1051 1471 1546021 0.07478324339026585
21 1061 1543 1637123 0.06810261139180511
21 1061 1579 1675319 0.06521780320908874
21 1061 1777 1885397 0.06428201419766992
21 1061 1949 2067889 0.0583002720028162
21 1063 1861 1978243 0.05841917218640447
21 1069 1607 1717883 0.05843220361275599
21 1069 1699 1816231 0.04843941021244973
21 1069 1723 1841887 0.035228081804234535
21 1091 1637 1785967 0.06166639160364866
21 1091 1901 2073991 0.03889581460971385
21 1093 1697 1854821 0.0581568713998422
21 1093 1723 1883239 0.04560402081115171
21 1097 1721 1887937 0.05817384120309725
21 1103 1259 1388677 0.06845859000459313
21 1153 1217 1403201 0.08462586760288104
21 1153 1447 1668391 0.054972688190173355
21 1163 1381 1606103 0.04514609780162573
21 1171 1553 1818563 0.05816410579718649
21 1187 1423 1689101 0.058075599186122415
21 1187 1459 1731833 0.04512892100028694
21 1187 1753 2080811 0.06519549380755052
21 1193 1361 1623673 0.05795058819931
21 1193 1367 1630831 0.05188783420016989
21 1201 1481 1778681 0.05179809579858556
21 1213 1669 2024497 0.0388082469929941
21 1223 1259 1539757 0.07457130160182715
21 1229 1481 1820149 0.06871594601543621
21 1249 1447 1807303 0.06191387639846653
21 1259 1319 1660621 0.051434311806224285
21 1259 1523 1917457 0.03856244841590524
21 1277 1399 1786523 0.05196991799166426
21 1279 1451 1855829 0.08484070919221268
21 1297 1489 1931233 0.04532540120417252
21 1301 1409 1833109 0.07814516118960455
21 1301 1459 1898159 0.04166230921400711
21 1307 1559 2037613 0.06451062340056524
21 1367 1453 1986251 0.038602660794276746
21 1381 1451 2003831 0.06488329141866415
21 1381 1481 2045261 0.06468508540419862
21 1409 1429 2013461 0.051657503377646206
22 1039 3769 3915991 0.09494402538985014
22 1049 2551 2675999 0.09454671759158373
22 1049 2957 3101893 0.07772075119428337
22 1049 3061 3210989 0.05535854120971635
22 1051 3593 3776243 0.0851484605926089
22 1061 2309 2449849 0.09469070378690958
22 1063 2677 2845651 0.0885441217920743
22 1069 3767 4026923 0.0779524291981943
22 1069 3779 4039751 0.10474606181960552
22 1091 2083 2272553 0.1146459050127305
22 1091 3181 3470471 0.07486711839446798
22 1103 3011 3321133 0.09469936279347166
22 1103 3323 3665269 0.07471783460350707
22 1117 2389 2668513 0.10502718581119552
22 1117 2617 2923189 0.09818410298321396
22 1117 3299 3684983 0.11500536800595
22 1117 3449 3852533 0.08503352438565344
22 1123 2719 3053437 0.07852004659362137
22 1123 3529 3963067 0.10492409919388593
22 1129 2687 3033623 0.07192875759210438
22 1129 3527 3981983 0.07818780839443207
22 1153 2389 2754517 0.08451157038798555
22 1181 2953 3487493 0.06176264960085973
22 1181 3121 3685901 0.08469865800580009
22 1187 2099 2491513 0.08809057521866634
22 1193 2083 2485019 0.09465617659734563
22 1193 3329 3971497 0.08825012218439951
22 1213 2381 2888153 0.07838422020431608
22 1217 3253 3958901 0.1043735897867009
22 1223 1997 2442331 0.061468310793861745
22 1223 3191 3902593 0.08490002099424601
22 1229 1987 2442023 0.04524163780733943
22 1231 1831 2253961 0.058494283596519384
22 1237 2887 3571219 0.0723183027934283
22 1249 2203 2751547 0.07461996759520843
22 1259 1667 2098753 0.058034403203055265
22 1259 2297 2891923 0.06796886720694602
22 1279 2297 2937863 0.09452355758985505
22 1291 2393 3089363 0.07489580999827013
22 1291 2437 3146167 0.05800091279670596
22 1291 3089 3987899 0.05178495381260291
22 1301 2393 3113293 0.05808129260549322
22 1303 1861 2424883 0.054812219610903413
22 1319 1913 2523247 0.0578965371940285
22 1319 2141 2823979 0.07478183301864191
22 1321 2269 2997349 0.08488499639788642
22 1361 2719 3700559 0.07819811498047784
22 1373 2437 3346001 0.10484634479507804
22 1381 2371 3274351 0.10498675120761618
22 1399 1907 2667893 0.05805227218661457
22 1399 2153 3012047 0.09485557259758934
22 1409 2953 4160777 0.07816242420813069
22 1429 2027 2896583 0.04488747759023681
22 1433 2647 3793151 0.07511038441443815
22 1439 1597 2298083 0.051558591180946675
22 1447 1553 2247191 0.05841439600335434
22 1451 2441 3541891 0.08487361599691212
22 1471 1553 2284463 0.061500336404424163
22 1471 1621 2384491 0.051981920399703084
22 1489 2017 3003313 0.03870112239383161
22 1493 2269 3387617 0.07444831917528064
22 1493 2467 3683231 0.1018642055685632
22 1499 1613 2417887 0.07492947940481827
22 1499 2423 3632077 0.06773402839899063
22 1511 2039 3080929 0.04538043601205573
22 1523 2749 4186727 0.08471500480081887
22 1531 2311 3538141 0.10846315559465439
22 1531 2389 3657559 0.07445572100114077
22 1531 2503 3832093 0.08508033420657739
22 1549 1553 2405597 0.05845864020520821
22 1553 1787 2775211 0.061851198587100954
22 1553 2221 3449213 0.06185235941084102
22 1559 1621 2527139 0.05836243720259517
22 1559 2609 4067431 0.09826515560271218
22 1571 1601 2515171 0.061469461990054694
22 1571 2221 3489191 0.10487713097827508
22 1571 2267 3561457 0.09433618221664801
22 1579 2063 3257477 0.08503467539558188
22 1579 2503 3952237 0.08480100820306688
22 1583 1787 2828821 0.05798717221478
22 1597 2069 3304193 0.058293676609173416
22 1601 2221 3555821 0.07852140199393035
22 1601 2357 3773557 0.0952269948204048
22 1607 2293 3684851 0.07839953780639916
22 1609 2437 3921133 0.08842763720313088
22 1619 1901 3077719 0.06819160180166364
22 1663 1951 3244513 0.042088994197547434
22 1693 2311 3912523 0.08839195641921833
22 1697 2393 4060921 0.06803407239494845
22 1699 1997 3392903 0.0448764007887803
22 1709 2069 3535921 0.06140623058890924
22 1709 2423 4140907 0.06830498779891059
22 1721 2389 4111469 0.068219534389209
22 1723 2357 4061111 0.06190661140717566
22 1741 2111 3675251 0.08468997080344706
22 1759 1823 3206657 0.051811942784115675
22 1759 1867 3284053 0.05165864259470254
22 1783 2029 3617707 0.028832123195752502
22 1801 2161 3891961 0.10521320402622222
22 1847 2089 3858383 0.06823364581214264
23 1123 3803 4270769 0.07195323797641322
23 1151 4007 4612057 0.07412274120142684
23 1171 3797 4446287 0.09472700518090278
23 1231 4007 4932617 0.07491284160641953
23 1249 3823 4774927 0.0948813220136799
23 1277 3821 4879417 0.07470805880147964
23 1283 3539 4540537 0.07500914160627872
23 1303 3907 5090821 0.07131984779844061
23 1303 3919 5106457 0.06439173980616034
23 1361 3793 5162273 0.05147221658844501
23 1367 3251 4444117 0.06506080098915845
23 1373 3989 5476897 0.0749124062131159
23 1471 3119 4588049 0.11508428481174633
23 1471 3329 4896959 0.07845631779637188
23 1481 3767 5578927 0.045104551000986245
23 1487 3469 5158403 0.0513733524014242
23 1489 2843 4233227 0.09849056720267982
23 1493 4091 6107863 0.07824295441387222
23 1499 3137 4702363 0.08423248718027025
23 1499 3389 5080111 0.05835563037544489
23 1531 4073 6235763 0.06445406342390925
23 1531 4093 6266383 0.07879661279730499
23 1549 2719 4211731 0.07826828978722915
23 1553 3923 6092419 0.04869573840405792
23 1559 3911 6097249 0.0515351841924712
23 1601 3659 5858059 0.057999205600935966
23 1609 2741 4410269 0.08475644661812112
23 1609 3719 5983871 0.06828931199852377
23 1621 3371 5464391 0.07438281660433858
23 1621 3643 5905303 0.06439252920681611
23 1627 3083 5016041 0.07450410341843963
23 1637 2659 4352783 0.0847969259833917
23 1667 2719 4532573 0.08546811079140752
23 1699 2731 4639969 0.06816697659669443
23 1699 3257 5533643 0.06833566118730232
23 1721 3673 6321233 0.0517500574234873
23 1721 3709 6383189 0.058202084596268834
23 1723 3323 5725529 0.07450162080349401
23 1741 3191 5555531 0.06481828220421448
23 1747 2671 4666237 0.0679724203888327
23 1747 3271 5714437 0.06454306619707495
23 1783 2371 4227493 0.061534218804445116
23 1783 3463 6174529 0.05834285158198327
23 1801 4001 7205801 0.05835696018766612
23 1811 2861 5181271 0.06816692959982902
23 1861 2819 5246159 0.06851271520135924
23 1873 2297 4302281 0.06850439078407362
23 1901 2437 4632737 0.07186014560284093
23 1913 2741 5243533 0.07477711780229583
23 1931 2719 5250389 0.06476707180263475
23 1951 2357 4598507 0.1049969814135693
23 1979 2351 4652629 0.09491982078179717
23 1979 2897 5733163 0.08450660079251975
23 1999 2801 5599199 0.06448842518730089
23 2017 3607 7275319 0.06467151680262759
23 2029 3461 7022369 0.06444869559491054
23 2053 2693 5528729 0.09490797300823033
23 2063 2663 5493769 0.09484655780252069
23 2083 3203 6671849 0.12482085581868888
23 2083 3271 6813493 0.09516600359929725
23 2087 2539 5298893 0.10469421960879118
23 2113 3739 7900507 0.07459888600278645
23 2129 2621 5580109 0.08501249038381502
23 2137 2767 5913079 0.08477564500644803
23 2137 3557 7601309 0.07465578601695597
23 2141 3407 7294387 0.10493984017521144
23 2161 3463 7483543 0.09517935040639713
23 2179 2917 6356143 0.13468411880312486
23 2179 3319 7232101 0.10478304661810398
23 2179 3463 7545877 0.08445182801224291
23 2203 3169 6981307 0.07434758620802313
23 2203 3557 7836071 0.11482348821591586
23 2221 3331 7398151 0.11453307199990377
23 2239 2351 5263889 0.07434671359369531
23 2243 3109 6973487 0.10529725538799539
23 2251 2819 6345569 0.12482033038977533
23 2281 2797 6379957 0.10493263122625648
23 2293 2969 6807917 0.09427457361016423
23 2297 2381 5469157 0.09471578520024196
23 2311 2707 6255877 0.11482199981110171
23 2333 3067 7155311 0.10509065919322894
23 2339 2819 6593641 0.08856645381310954
23 2339 3559 8324501 0.07433370540384203
23 2351 2441 5738791 0.11481137978844344
23 2351 2671 6279521 0.11516632038401439
23 2351 2683 6307733 0.09790598419494927
23 2351 2699 6345349 0.09459267280763015
23 2357 2671 6295547 0.08460672840010375
23 2357 2971 7002647 0.07497439460130409
23 2371 2447 5801837 0.10499276398913934
23 2393 3331 7971083 0.12512903141323478
23 2399 2621 6287779 0.07514569560298696
23 2411 3109 7495799 0.11460872821044177
23 2411 3407 8214277 0.07461393539560959
23 2467 2789 6880463 0.09434065860696136
23 2473 2707 6694411 0.10500664938008412
23 2531 2969 7514539 0.09514567099977285
23 2531 3301 8354831 0.09482967400690541
23 2749 2999 8244251 0.08516784860985353
23 2833 2957 8377181 0.11510754599003122
24 2053 4649 9544397 0.1747753103962168
24 2053 4871 10000163 0.14463011900661513
24 2081 5483 11410123 0.1450711454031989
24 2081 7393 15384833 0.10442802940960974
24 2083 4127 8596541 0.17495559781091288
24 2087 4951 10332737 0.17524361221585422
24 2111 7253 15311083 0.17505654378328472
24 2113 7019 14831147 0.1452921033836901
24 2141 6553 14029973 0.11461229838896543
24 2179 4973 10836167 0.1951941884122789
24 2203 7079 15595037 0.15502357360674068
24 2213 4751 10513963 0.08472251680213957
24 2221 4657 10343197 0.10498125100275502
24 2239 5843 13082477 0.11880023020785302
24 2239 7297 16337983 0.17517532082274556
24 2243 7351 16488293 0.12524640919873492
24 2251 6959 15664709 0.15518334018997848
24 2267 5743 13019381 0.154738253809046
24 2267 5981 13558927 0.1852027927991003
24 2267 6067 13753889 0.13533632720354943
24 2273 6947 15790531 0.18479205102194102
24 2273 6991 15890543 0.19517021520296113
24 2281 7213 16452853 0.10841696800198405
24 2287 5659 12942133 0.17536140921292825
24 2293 6113 14017109 0.12505071639316157
24 2297 7283 16729051 0.11873270499054342
24 2311 6967 16100737 0.14904284559888764
24 2347 6679 15675613 0.14473529279930517
24 2351 4357 10243307 0.1148426280124113
24 2377 4909 11668693 0.14488279859069736
24 2389 6203 14818967 0.13499951718840747
24 2399 4423 10610777 0.17496001879917458
24 2441 5867 14321347 0.22471714100101964
24 2447 3631 8885057 0.10482524719554931
24 2459 3671 9026989 0.084523514600005
24 2467 4271 10536557 0.08472376400604845
24 2467 5437 13413079 0.10503667080774903
24 2467 6299 15539633 0.11808258120436221
24 2503 4903 12272209 0.13491652939701454
24 2543 6277 15962411 0.12473891499685123
24 2579 6329 16322491 0.1751604701858014
24 2591 3413 8843083 0.09485369779868051
24 2591 3613 9361283 0.09514501760713756
24 2609 6101 15917509 0.15535308222752064
24 2617 5119 13396423 0.1649423428112641
24 2621 3343 8762003 0.06845114659518003
24 2647 4177 11056519 0.1352700229967013
24 2659 4657 12382963 0.17489493899047376
24 2663 5531 14729053 0.1653367644175887
24 2689 4397 11823533 0.1146899142069742
24 2689 5519 14840591 0.1646148122032173
24 2693 4003 10780079 0.057983544596936554
24 2693 5323 14334839 0.15496697960188613
24 2699 5347 14431553 0.13476240780437365
24 2711 3607 9778577 0.07447503220755607
24 2711 4441 12039551 0.0849618243984878
24 2713 5591 15168383 0.16510762419784442
24 2713 6067 16459771 0.12482311740750447
24 2719 3659 9948821 0.07466032081283629
24 2719 5507 14973533 0.11841471039224416
24 2729 3709 10121861 0.08466872920980677
24 2731 3083 8419673 0.07448865299811587
24 2767 3917 10838339 0.0677859483868815
24 2789 3461 9652729 0.11513850098708645
24 2791 5659 15794269 0.14474486479302867
24 2801 4493 12584893 0.12479509799741209
24 2801 4861 13615661 0.16531925059389324
24 2803 4561 12784483 0.10495588899357244
24 2837 5851 16599287 0.10831657762173563
24 2843 3733 10612919 0.07474919181549922
24 2887 3319 9581953 0.07460052880924195
24 2957 5209 15403013 0.15440262560732662
24 2963 3557 10539391 0.10475406361510978
24 3011 3823 11511053 0.07516616819193586
24 3023 4139 12512197 0.13490518260514364
24 3037 4931 14975447 0.1652081503882073
24 3067 3079 9443293 0.09478897880762815
24 3109 3319 10318771 0.08477867899928242
24 3109 4679 14547011 0.15433489439310505
24 3119 4603 14356757 0.148441509983968
24 3167 3181 10074227 0.07514470020541922
24 3181 5087 16181747 0.09471711879596115
24 3221 4673 15051733 0.13524809539085253
24 3229 4253 13732937 0.21473622299963607
24 3253 4799 15611147 0.15810376261360942
24 3271 4217 13793807 0.1648228350095451
24 3271 5003 16364813 0.14486938340123742
24 3299 3673 12117227 0.07484002420678734
24 3323 4861 16153103 0.10453387720044702
24 3371 3709 12503039 0.08863940180744975
24 3389 4751 16101139 0.1850973954075016
24 3517 4409 15506453 0.17457116598961875
24 3529 4673 16491017 0.19474981741514058
24 3541 4663 16511683 0.10809421179583296
24 3643 3673 13380739 0.058130661211907866
24 3677 3929 14446933 0.05194529099389911
24 3677 4447 16351619 0.13491188818588853
24 3719 4201 15623519 0.18539466260699555
24 3761 3823 14378303 0.05193672738969326
24 3821 4133 15792193 0.1550953108118847
25 2347 7823 18360581 0.14484513220377265
25 2371 7759 18396589 0.12453471481567249
25 2383 7877 18770891 0.08788810479454696
25 2441 7541 18407581 0.13478817441500723
25 2521 7489 18879769 0.09830095480429009
25 2551 7349 18747299 0.14532627938315273
25 2621 8093 21211753 0.1184614934027195
25 2659 6637 17647783 0.14511474799364804
25 2693 8039 21649027 0.11804842600831762
25 2707 6553 17738971 0.1145073011983186
25 2711 6197 16800067 0.12463268719147891
25 2797 7321 20476837 0.11481848498806357
25 2797 7477 20913169 0.09427337980596348
25 2803 6353 17807459 0.12504614097997546
25 2833 7829 22179557 0.12512705459957943
25 2843 6521 18539203 0.09876358520705253
25 2887 7211 20818157 0.12510775561677293
25 3023 7043 21290989 0.10470608540344983
25 3121 5503 17174863 0.14503850439796223
25 3169 6829 21641101 0.10453666099347174
25 3209 7561 24263249 0.0756654094089754
25 3221 6221 20037841 0.11470793519401923
25 3257 7561 24626177 0.10842136001447215
25 3259 7993 26049187 0.07789736180566251
25 3271 6299 20604029 0.08443795677740126
25 3371 7001 23600371 0.12464821280445904
25 3371 8179 27571409 0.055064264801330864
25 3413 5659 19314167 0.16480881039751694
25 3449 7121 24560329 0.11460303560597822
25 3517 5743 20198131 0.11464942879974842
25 3527 4813 16975451 0.08783461481798441
25 3527 7867 27746909 0.08479923979612067
25 3529 4943 17443847 0.13864252659259363
25 3547 5431 19263757 0.09467422500019892
25 3557 8167 29050019 0.09875653178896755
25 3671 6271 23020841 0.10474474800284952
25 3673 6199 22768927 0.06834044521674514
25 3673 6563 24105899 0.07463597878813744
25 3691 4951 18274141 0.13425214980961755
25 3697 6661 24625717 0.135076211579144
25 3697 7937 29343089 0.0948733224067837
25 3701 7411 27428111 0.05179546282161027
25 3727 7411 27620797 0.06851513739675283
25 3779 6581 24869599 0.13500833000289275
25 3833 6661 25531613 0.07814156977692618
25 3851 7681 29579531 0.08502458920702338
25 3919 5099 19982981 0.16459388721268625
25 3989 4463 17802907 0.17449099820805714
25 4021 4259 17125439 0.10463161420775577
25 4021 6967 28014307 0.08497350638499483
25 4049 7589 30727861 0.08853023319970817
25 4051 6269 25395719 0.0946355902007781
25 4051 7079 28677029 0.09497979821171612
25 4057 4259 17278763 0.08781046818476171
25 4073 5519 22478887 0.12477344340877608
25 4099 5107 20933593 0.18502548380056397
25 4099 5581 22876519 0.17478604880161583
25 4099 7109 29139791 0.10840839899610728
25 4139 6337 26228843 0.10426679359516129
25 4139 6569 27189091 0.15438710600137712
25 4153 7789 32347717 0.16493734440300614
25 4159 6961 28950799 0.13459875958506018
25 4219 7559 31891421 0.12486700421432033
25 4241 6211 26340851 0.1550740757957101
25 4283 4937 21145171 0.14475256878649817
25 4289 5839 25043471 0.14485034078825265
25 4337 7283 31586371 0.18500799799803644
25 4357 4909 21388513 0.14538388720247894
25 4391 7549 33147659 0.13521872396813706
25 4409 5197 22913573 0.13436866439878942
25 4409 6967 30717503 0.10506832338869572
25 4441 5689 25264849 0.1450379314017482
25 4493 5669 25470817 0.15481069380184637
25 4523 4651 21036473 0.14477200279943644
25 4523 7127 32235421 0.15810229720082133
25 4547 4903 22293941 0.20493106519570575
25 4639 6469 30009691 0.1448438804014586
25 4643 5623 26107589 0.11474624400725589
25 4643 6277 29144111 0.10488945860415697
25 4643 7069 32821367 0.1450574513990432
25 4663 4703 21930089 0.21490962740499525
25 4673 5987 27977251 0.1850481691886671
25 4679 6547 30633413 0.17472020180430264
25 4729 5801 27432929 0.11509148121112958
25 4729 6113 28908377 0.21519092140952126
25 4751 6047 28729297 0.18478279979899526
25 4759 6353 30233927 0.14508559696841986
25 4783 6427 30740341 0.1253008743864484
25 4793 6067 29079131 0.11487504640826955
25 4861 6701 32573561 0.20514346597483382
25 4871 6037 29406227 0.11441980798263103
25 4967 5867 29141389 0.13494946321006865
25 5059 6449 32625491 0.12469040278811008
25 5107 5167 26387869 0.13516179020516575
25 5227 6257 32705339 0.14442647058749572
25 5233 5711 29885663 0.10507950821192935
25 5237 6247 32715539 0.12456649000523612
25 5281 5521 29156401 0.11442607179051265
25 5477 6079 33294683 0.12456410819431767
25 5573 5659 31537607 0.12467386161442846
26 4127 14153 58409431 0.47541171819902955
26 4133 11731 48484223 0.49547740317648276
26 4177 9397 39251269 0.6856089824112133
26 4211 14009 58991899 0.5953959265956655
26 4241 10909 46265069 0.355087023996748
26 4259 15731 66998329 0.3148281789966859
26 4261 14479 61695019 0.6259808063972742
26 4273 13913 59450249 0.3954082991927862
26 4273 14771 63116483 0.44539466040441766
26 4289 11941 51214949 0.4052357928012498
26 4297 11437 49144789 0.7159097013995052
26 4339 12437 53964143 0.3952038560062647
26 4357 14951 65141507 0.4154065665905364
26 4363 12539 54707657 0.4853747745975852
26 4373 10831 47363963 0.6556677983957343
26 4397 8971 39445487 0.46526556921890005
26 4409 7963 35108867 0.134730050212238
26 4409 9967 43944503 0.4551042874110863
26 4423 13901 61484123 0.4151782199856825
26 4441 15107 67090187 0.5055333524011075
26 4481 10271 46024351 0.665397382597439
26 4483 14449 64774867 0.6361015298054553
