#bitsize(pq) p q pq median
19 443 821 363703 0.0321371000027284
19 443 941 416863 0.032036895980127156
19 443 947 419521 0.03204841201659292
19 449 733 329117 0.03214339498663321
19 457 823 376111 0.03205388900823891
19 461 661 304721 0.03258530399762094
19 461 809 372949 0.03210831998148933
19 461 1013 466993 0.03218653704971075
19 463 1019 471797 0.031987784954253584
19 467 761 355387 0.032064380997326225
19 467 823 384341 0.0323145009460859
19 467 907 423569 0.03310404298827052
19 467 967 451589 0.03215268603526056
19 479 673 322367 0.03209377301391214
19 479 857 410503 0.032060268975328654
19 479 883 422957 0.03256428596796468
19 487 641 312167 0.032121472992002964
19 487 863 420281 0.0321458259713836
19 491 601 295091 0.03207247098907828
19 491 733 359903 0.0320062970276922
19 499 613 305887 0.03202128899283707
19 499 619 308881 0.03196150698931888
19 499 751 374749 0.03202417696593329
19 499 881 439619 0.03201610001269728
19 499 929 463571 0.03212938900105655
19 503 601 302303 0.03250736900372431
19 503 887 446161 0.03218635200755671
19 509 523 266207 0.06514847796643153
19 509 563 286567 0.03200953302439302
19 509 863 439267 0.03259208198869601
19 509 877 446393 0.03194883995456621
19 521 659 343339 0.031979548977687955
19 521 761 396481 0.03199317801045254
19 521 797 415237 0.03240034996997565
19 521 863 449623 0.032431341998744756
19 521 947 493387 0.03254174900939688
19 523 691 361393 0.06445939495461062
19 523 811 424153 0.03206903504906222
19 523 839 438797 0.033099159016273916
19 541 751 406291 0.03238522302126512
19 547 787 430489 0.03208734898362309
19 557 659 367063 0.033085145987570286
19 557 733 408281 0.032068436965346336
19 571 757 432247 0.0320369330001995
19 577 641 369857 0.032000110018998384
19 577 853 492181 0.06432027998380363
19 587 757 444359 0.032110246014781296
19 593 757 448901 0.03200159000698477
19 593 839 497527 0.03200534702045843
19 599 653 391147 0.033081864996347576
19 601 683 410483 0.03251060703769326
19 601 701 421301 0.03304678399581462
19 601 733 440533 0.03257750900229439
19 607 619 375733 0.03236495400778949
19 617 661 407837 0.032168889010790735
19 617 823 507791 0.03217306797159836
19 619 691 427729 0.03206831502029672
19 631 647 408257 0.03199588501593098
19 641 661 423701 0.032018898986279964
19 643 643 413449 0.03211628197459504
19 643 701 450743 0.032008695998229086
19 653 751 490403 0.03199862199835479
19 653 797 520441 0.03202682198025286
19 661 773 510953 0.03204538096906617
19 677 769 520613 0.032479469024110585
19 683 751 512933 0.0330426839645952
20 521 1931 1006051 0.031994031043723226
20 523 1999 1045477 0.0652515459805727
20 541 1097 593477 0.06449052394600585
20 541 1559 843419 0.06421307497657835
20 541 1907 1031687 0.06442415900528431
20 557 1069 595433 0.06479222601046786
20 557 1459 812663 0.06427570496452972
20 563 1123 632249 0.03196938196197152
20 563 1511 850693 0.06425863399636
20 563 1637 921631 0.03199160803342238
20 569 1009 574121 0.032052131020464
20 571 1201 685771 0.064278046018444
20 571 1327 757717 0.0330674119759351
20 571 1823 1040933 0.03195575100835413
20 577 1699 980323 0.032323646009899676
20 577 1789 1032253 0.03200320596806705
20 587 1163 682681 0.033114577003289014
20 587 1307 767209 0.064121283008717
20 587 1327 778949 0.06439698796020821
20 587 1399 821213 0.06514339102432132
20 593 967 573431 0.03260644100373611
20 593 1171 694403 0.03291432897094637
20 593 1667 988531 0.0651359889889136
20 601 877 527077 0.03280543599976227
20 607 971 589397 0.0322243629489094
20 607 1279 776353 0.06420063902623951
20 607 1523 924461 0.03316208202159032
20 613 1031 632003 0.06412874103989452
20 613 1097 672461 0.06405901099788025
20 613 1291 791383 0.06439272599527612
20 613 1459 894367 0.03209941298700869
20 617 1051 648467 0.06420315499417484
20 617 1093 674381 0.06436264800140634
20 619 1181 731039 0.032016346987802535
20 619 1229 760751 0.06474777200492099
20 631 1069 674539 0.033207633008714765
20 631 1087 685897 0.03199419594602659
20 631 1559 983729 0.03214237798238173
20 631 1571 991301 0.031997594982385635
20 641 919 589079 0.06441249803174287
20 643 1013 651359 0.03211183799430728
20 643 1039 668077 0.06443654699251056
20 643 1481 952283 0.032670613029040396
20 643 1493 959999 0.032008152978960425
20 643 1607 1033301 0.03313545003766194
20 653 911 594883 0.03313413099385798
20 653 991 647123 0.032509226992260665
20 653 997 651041 0.03231539897387847
20 653 1459 952727 0.03211965900845826
20 661 1553 1026533 0.03242453403072432
20 673 857 576761 0.06425968499388546
20 673 1217 819041 0.032054068986326456
20 673 1471 989983 0.03201547701610252
20 673 1481 996713 0.03201076702680439
20 683 787 537521 0.03210562700405717
20 683 911 622213 0.03210451698396355
20 683 1033 705539 0.06436015205690637
20 683 1117 762911 0.06429102696711197
20 691 1327 916957 0.06455038400599733
20 691 1373 948743 0.06452177104074508
20 691 1493 1031663 0.032392668013926595
20 701 953 668053 0.03219782799715176
20 701 1061 743761 0.032181654998566955
20 701 1129 791429 0.03199223900446668
20 709 881 624629 0.03203310497337952
20 709 1093 774937 0.03229425201425329
20 727 1181 858587 0.03200874698814005
20 727 1237 899299 0.03282665996812284
20 733 1289 944837 0.06514092098223045
20 739 1361 1005779 0.06453175202477723
20 743 1031 766033 0.06425992399454117
20 743 1061 788323 0.06408099998952821
20 751 863 648113 0.03256099997088313
20 751 1289 968039 0.06471620500087738
20 757 1181 894017 0.06430040299892426
20 757 1259 953063 0.065122784988489
20 761 1361 1035721 0.06420417199842632
20 769 967 743623 0.03239900496555492
20 769 1061 815909 0.06438813998829573
20 773 1181 912913 0.06416315800743178
20 787 887 698069 0.03211106895469129
20 809 1039 840551 0.06416371196974069
20 809 1129 913361 0.03205674997298047
20 809 1283 1037947 0.03202930901898071
20 811 1049 850739 0.06417385500390083
20 823 829 682267 0.03199993300950155
20 823 1153 948919 0.0640870010247454
20 823 1193 981839 0.033048064971808344
20 823 1249 1027927 0.033062034053727984
20 827 1187 981649 0.03313643595902249
20 829 1091 904439 0.03204643103526905
20 839 1231 1032809 0.06439628696534783
20 859 1069 918271 0.03200565499719232
20 859 1213 1041967 0.03201087698107585
20 877 997 874369 0.03204508201451972
20 881 1063 936503 0.06422237801598385
20 883 907 800881 0.032168317993637174
20 887 977 866599 0.0320055530173704
20 911 1097 999367 0.06417583499569446
20 1009 1031 1040279 0.03200039599323645
21 541 1973 1067393 0.032263631001114845
21 569 1999 1137431 0.0330965889734216
21 571 2017 1151707 0.016734504024498165
21 577 1993 1149961 0.033106277987826616
21 587 1901 1115887 0.032967524020932615
21 641 1667 1068547 0.033098315994720906
21 641 1721 1103161 0.06407686998136342
21 647 1997 1292059 0.06415062496671453
21 659 1733 1142047 0.06420701002934948
21 659 1987 1309433 0.0647918590111658
21 673 1831 1232263 0.0642547010211274
21 683 1747 1193201 0.06467085203621536
21 691 2011 1389601 0.06444703496526927
21 719 1693 1217267 0.06411840399960056
21 727 1823 1325321 0.06428116996539757
21 727 1933 1405291 0.06421398598467931
21 733 1489 1091437 0.03225484903668985
21 757 1489 1127173 0.032205340976361185
21 769 1669 1283461 0.06442171998787671
21 797 1553 1237741 0.06512130599003285
21 809 1669 1350221 0.06474986096145585
21 823 1579 1299517 0.06448214099509642
21 827 1327 1097429 0.03212130698375404
21 827 1559 1289293 0.03208687802543864
21 839 1663 1395257 0.06433511100476608
21 853 1459 1244527 0.06498661095974967
21 853 1871 1595963 0.03224947297712788
21 857 1439 1233223 0.06426243903115392
21 859 1699 1459441 0.06455969397211447
21 863 1277 1102051 0.03203052398748696
21 881 1823 1606063 0.0320281499880366
21 881 1879 1655399 0.01606546697439626
21 883 1201 1060483 0.03203664597822353
21 883 1453 1282999 0.03206132596824318
21 883 1567 1383661 0.03302756097400561
21 883 1973 1742159 0.06411408801795915
21 887 1307 1159309 0.0647344320314005
21 887 1601 1420087 0.06422684201970696
21 919 1303 1197457 0.06447869498515502
21 919 1873 1721287 0.03209821099881083
21 929 1129 1048841 0.06461791100446135
21 929 1609 1494761 0.03260555397719145
21 941 1381 1299521 0.03204387502046302
21 947 1907 1805929 0.03209965000860393
21 947 1951 1847597 0.03316484799142927
21 953 1777 1693481 0.03309266804717481
21 971 1097 1065187 0.03216392098693177
21 971 1567 1521557 0.06425827497150749
21 971 1637 1589527 0.06419984699459746
21 977 1439 1405903 0.03197788598481566
21 977 2039 1992103 0.032137435977347195
21 983 1301 1278883 0.06441731500672176
21 983 1601 1573783 0.06436208297964185
21 991 1951 1933441 0.032371854002121836
21 1021 1031 1052651 0.06457848899299279
21 1033 1039 1073287 0.06529815896647051
21 1049 1187 1245163 0.11437749600736424
21 1049 1277 1339573 0.06415440997807309
21 1049 1601 1679449 0.06491480901604518
21 1051 1471 1546021 0.06473216298036277
21 1061 1543 1637123 0.06460566795431077
21 1061 1579 1675319 0.032520284003112465
21 1061 1777 1885397 0.06418610899709165
21 1061 1949 2067889 0.06468822003807873
21 1063 1861 1978243 0.06444772495888174
21 1069 1607 1717883 0.06495744199492037
21 1069 1699 1816231 0.06425654905615374
21 1069 1723 1841887 0.031991909025236964
21 1091 1637 1785967 0.06414174300152808
21 1091 1901 2073991 0.03242548898560926
21 1093 1697 1854821 0.06442655000137165
21 1093 1723 1883239 0.033094889018684626
21 1097 1721 1887937 0.06443718197988346
21 1103 1259 1388677 0.06518095103092492
21 1153 1217 1403201 0.06471713096834719
21 1153 1447 1668391 0.03213746898109093
21 1163 1381 1606103 0.03246340900659561
21 1171 1553 1818563 0.0642197229899466
21 1187 1423 1689101 0.06425182602833956
21 1187 1459 1731833 0.03249737300211564
21 1187 1753 2080811 0.06514877203153446
21 1193 1361 1623673 0.06433275499148294
21 1193 1367 1630831 0.06436055200174451
21 1201 1481 1778681 0.0643750230083242
21 1213 1669 2024497 0.03245688695460558
21 1223 1259 1539757 0.06457320495974272
21 1229 1481 1820149 0.06508961698273197
21 1249 1447 1807303 0.06434677599463612
21 1259 1319 1660621 0.0641274630324915
21 1259 1523 1917457 0.03201501804869622
21 1277 1399 1786523 0.06470422400161624
21 1279 1451 1855829 0.06516985700000077
21 1297 1489 1931233 0.033098814950790256
21 1301 1409 1833109 0.0646491699735634
21 1301 1459 1898159 0.03203247400233522
21 1307 1559 2037613 0.06409558997256681
21 1367 1453 1986251 0.032056066032964736
21 1381 1451 2003831 0.06489190005231649
21 1381 1481 2045261 0.06466162198921666
21 1409 1429 2013461 0.06423704995540902
22 1039 3769 3915991 0.11446289496961981
22 1049 2551 2675999 0.11416848399676383
22 1049 2957 3101893 0.06408463401021436
22 1049 3061 3210989 0.032549148018006235
22 1051 3593 3776243 0.06524569197790697
22 1061 2309 2449849 0.06486837699776515
22 1063 2677 2845651 0.11437502998160198
22 1069 3767 4026923 0.06419373204698786
22 1069 3779 4039751 0.11448155104881153
22 1091 2083 2272553 0.11446840298594907
22 1091 3181 3470471 0.0652393979835324
22 1103 3011 3321133 0.11427326098782942
22 1103 3323 3665269 0.06517601700033993
22 1117 2389 2668513 0.11510793498018757
22 1117 2617 2923189 0.11438910197466612
22 1117 3299 3684983 0.11524491099407896
22 1117 3449 3852533 0.06551361799938604
22 1123 2719 3053437 0.06521258503198624
22 1123 3529 3963067 0.11450296000111848
22 1129 2687 3033623 0.064595500996802
22 1129 3527 3981983 0.06456990295555443
22 1153 2389 2754517 0.06515983596909791
22 1181 2953 3487493 0.0641400589956902
22 1181 3121 3685901 0.06510210799751803
22 1187 2099 2491513 0.1142112429952249
22 1193 2083 2485019 0.11416448495583609
22 1193 3329 3971497 0.1141973469639197
22 1213 2381 2888153 0.06532777199754491
22 1217 3253 3958901 0.11436401400715113
22 1223 1997 2442331 0.06419744499726221
22 1223 3191 3902593 0.06522911402862519
22 1229 1987 2442023 0.03313836199231446
22 1231 1831 2253961 0.06442339904606342
22 1237 2887 3571219 0.06518720899475738
22 1249 2203 2751547 0.06447411800036207
22 1259 1667 2098753 0.0642873800243251
22 1259 2297 2891923 0.06416963099036366
22 1279 2297 2937863 0.06502582901157439
22 1291 2393 3089363 0.06470920401625335
22 1291 2437 3146167 0.06415645801462233
22 1291 3089 3987899 0.06453490303829312
22 1301 2393 3113293 0.06415883399313316
22 1303 1861 2424883 0.06436115299584344
22 1319 1913 2523247 0.06431725097354501
22 1319 2141 2823979 0.06512884102994576
22 1321 2269 2997349 0.06517061695922166
22 1361 2719 3700559 0.06467781000537798
22 1373 2437 3346001 0.11430194799322635
22 1381 2371 3274351 0.11449641798390076
22 1399 1907 2667893 0.06448285398073494
22 1399 2153 3012047 0.11462331400252879
22 1409 2953 4160777 0.06426426698453724
22 1429 2027 2896583 0.03202689497265965
22 1433 2647 3793151 0.0641877559828572
22 1439 1597 2298083 0.06414410000434145
22 1447 1553 2247191 0.064367979997769
22 1451 2441 3541891 0.0652032700018026
22 1471 1553 2284463 0.06408195599215105
22 1471 1621 2384491 0.033124271023552865
22 1489 2017 3003313 0.032048758992459625
22 1493 2269 3387617 0.06431112700374797
22 1493 2467 3683231 0.11425373196834698
22 1499 1613 2417887 0.06503893801709637
22 1499 2423 3632077 0.06409915100084618
22 1511 2039 3080929 0.03315594099694863
22 1523 2749 4186727 0.06530025898246095
22 1531 2311 3538141 0.11453777900896966
22 1531 2389 3657559 0.06422758399276063
22 1531 2503 3832093 0.06516779900994152
22 1549 1553 2405597 0.06473893404472619
22 1553 1787 2775211 0.06480370601639152
22 1553 2221 3449213 0.06410963297821581
22 1559 1621 2527139 0.06457438901998103
22 1559 2609 4067431 0.11424471501959488
22 1571 1601 2515171 0.06407503300579265
22 1571 2221 3489191 0.11454195098485798
22 1571 2267 3561457 0.11419930501142517
22 1579 2063 3257477 0.06519193999702111
22 1579 2503 3952237 0.06552698102314025
22 1583 1787 2828821 0.06436707498505712
22 1597 2069 3304193 0.06440099998144433
22 1601 2221 3555821 0.06527013599406928
22 1601 2357 3773557 0.11442505102604628
22 1607 2293 3684851 0.06442868203157559
22 1609 2437 3921133 0.11455994303105399
22 1619 1901 3077719 0.06437074497807771
22 1663 1951 3244513 0.032962643017526716
22 1693 2311 3912523 0.11451210698578507
22 1697 2393 4060921 0.06447493901941925
22 1699 1997 3392903 0.03203037998173386
22 1709 2069 3535921 0.06414812302682549
22 1709 2423 4140907 0.06481407501269132
22 1721 2389 4111469 0.06504897197009996
22 1723 2357 4061111 0.06419807701604441
22 1741 2111 3675251 0.0651349009713158
22 1759 1823 3206657 0.03206582699203864
22 1759 1867 3284053 0.0643427919712849
22 1783 2029 3617707 0.03201759100193158
22 1801 2161 3891961 0.11528755101608112
22 1847 2089 3858383 0.0642365170060657
23 1123 3803 4270769 0.0653088329709135
23 1151 4007 4612057 0.06409963400801644
23 1171 3797 4446287 0.11428063199855387
23 1231 4007 4932617 0.06503292097477242
23 1249 3823 4774927 0.11451558297267184
23 1277 3821 4879417 0.06514777900883928
23 1283 3539 4540537 0.06515176501125097
23 1303 3907 5090821 0.0641910060076043
23 1303 3919 5106457 0.06433083000592887
23 1361 3793 5162273 0.06406532699475065
23 1367 3251 4444117 0.06513006199384108
23 1373 3989 5476897 0.06518157600658014
23 1471 3119 4588049 0.11529672500910237
23 1471 3329 4896959 0.06512073997873813
23 1481 3767 5578927 0.03205679595703259
23 1487 3469 5158403 0.06415982497856021
23 1489 2843 4233227 0.11461836600210518
23 1493 4091 6107863 0.06424653198337182
23 1499 3137 4702363 0.06458850594935939
23 1499 3389 5080111 0.06459294498199597
23 1531 4073 6235763 0.06431178702041507
23 1531 4093 6266383 0.06529513996792957
23 1549 2719 4211731 0.06450792198302224
23 1553 3923 6092419 0.032024811021983624
23 1559 3911 6097249 0.0640802489942871
23 1601 3659 5858059 0.06408909801393747
23 1609 2741 4410269 0.06521722301840782
23 1609 3719 5983871 0.06458211701828986
23 1621 3371 5464391 0.0643857319955714
23 1621 3643 5905303 0.06413511099526659
23 1627 3083 5016041 0.06441908603301272
23 1637 2659 4352783 0.06526869797380641
23 1667 2719 4532573 0.06826935999561101
23 1699 2731 4639969 0.06443395401583984
23 1699 3257 5533643 0.06445909099420533
23 1721 3673 6321233 0.06410054402658716
23 1721 3709 6383189 0.0643808440072462
23 1723 3323 5725529 0.06443159200716764
23 1741 3191 5555531 0.06490537704667076
23 1747 2671 4666237 0.0642245159833692
23 1747 3271 5714437 0.064295475021936
23 1783 2371 4227493 0.06427942198934034
23 1783 3463 6174529 0.06455152301350608
23 1801 4001 7205801 0.06462328502675518
23 1811 2861 5181271 0.06452074396656826
23 1861 2819 5246159 0.06466176698449999
23 1873 2297 4302281 0.06512528099119663
23 1901 2437 4632737 0.06436257803579792
23 1913 2741 5243533 0.06492596701718867
23 1931 2719 5250389 0.06469193298835307
23 1951 2357 4598507 0.11466224701143801
23 1979 2351 4652629 0.11442544095916674
23 1979 2897 5733163 0.06522805598797277
23 1999 2801 5599199 0.0642813709564507
23 2017 3607 7275319 0.06447931000730023
23 2029 3461 7022369 0.0642390760476701
23 2053 2693 5528729 0.0652505150064826
23 2063 2663 5493769 0.11419994698371738
23 2083 3203 6671849 0.11535709403688088
23 2083 3271 6813493 0.11519688495900482
23 2087 2539 5298893 0.11457850399892777
23 2113 3739 7900507 0.06470084597822279
23 2129 2621 5580109 0.06527818297035992
23 2137 2767 5913079 0.06500714097637683
23 2137 3557 7601309 0.0651628120103851
23 2141 3407 7294387 0.11459991498850286
23 2161 3463 7483543 0.11511109699495137
23 2179 2917 6356143 0.11415808001765981
23 2179 3319 7232101 0.11452085297787562
23 2179 3463 7545877 0.0647684609866701
23 2203 3169 6981307 0.0642871999880299
23 2203 3557 7836071 0.1146429370273836
23 2221 3331 7398151 0.1144966899883002
23 2239 2351 5263889 0.0643909559585154
23 2243 3109 6973487 0.1154330339631997
23 2251 2819 6345569 0.11460421700030565
23 2281 2797 6379957 0.11463341402122751
23 2293 2969 6807917 0.06426825001835823
23 2297 2381 5469157 0.11433104902971536
23 2311 2707 6255877 0.11494828498689458
23 2333 3067 7155311 0.11522064299788326
23 2339 2819 6593641 0.06520692998310551
23 2339 3559 8324501 0.06448548700427637
23 2351 2441 5738791 0.11530075100017712
23 2351 2671 6279521 0.11526545899687335
23 2351 2683 6307733 0.06410725199384615
23 2351 2699 6345349 0.06494252500124276
23 2357 2671 6295547 0.06522479897830635
23 2357 2971 7002647 0.0653324979939498
23 2371 2447 5801837 0.1152031600358896
23 2393 3331 7971083 0.11518583801807836
23 2399 2621 6287779 0.06530123099219054
23 2411 3109 7495799 0.11471232702024281
23 2411 3407 8214277 0.0645328969694674
23 2467 2789 6880463 0.11422925401711836
23 2473 2707 6694411 0.11521559400716797
23 2531 2969 7514539 0.11479412496555597
23 2531 3301 8354831 0.0651271139504388
23 2749 2999 8244251 0.0655581729952246
23 2833 2957 8377181 0.11427378101507202
24 2053 4649 9544397 0.16530595801305026
24 2053 4871 10000163 0.11442224902566522
24 2081 5483 11410123 0.1642933399998583
24 2081 7393 15384833 0.11427541100420058
24 2083 4127 8596541 0.2146366749657318
24 2087 4951 10332737 0.16487089201109484
24 2111 7253 15311083 0.16452486597700045
24 2113 7019 14831147 0.16440367395989597
24 2141 6553 14029973 0.11444385600043461
24 2179 4973 10836167 0.21471376699628308
24 2203 7079 15595037 0.16455202701035887
24 2213 4751 10513963 0.06496735598193482
24 2221 4657 10343197 0.11435430799610913
24 2239 5843 13082477 0.1153559010126628
24 2239 7297 16337983 0.16538910602685064
24 2243 7351 16488293 0.115390901977662
24 2251 6959 15664709 0.16482480597915128
24 2267 5743 13019381 0.11525183700723574
24 2267 5981 13558927 0.21445869299350306
24 2267 6067 13753889 0.11535179801285267
24 2273 6947 15790531 0.1646166910068132
24 2273 6991 15890543 0.21493874199222773
24 2281 7213 16452853 0.11444870400009677
24 2287 5659 12942133 0.16544342902489007
24 2293 6113 14017109 0.1152383610024117
24 2297 7283 16729051 0.11518470902228728
24 2311 6967 16100737 0.16543094802182168
24 2347 6679 15675613 0.16430408699670807
24 2351 4357 10243307 0.11474118498153985
24 2377 4909 11668693 0.11513476795516908
24 2389 6203 14818967 0.11542944598477334
24 2399 4423 10610777 0.21441679098643363
24 2441 5867 14321347 0.21447039296617731
24 2447 3631 8885057 0.11472573201172054
24 2459 3671 9026989 0.06439995398977771
24 2467 4271 10536557 0.06489333900390193
24 2467 5437 13413079 0.11517930799163878
24 2467 6299 15539633 0.11431530897971243
24 2503 4903 12272209 0.16533212800277397
24 2543 6277 15962411 0.11440447496715933
24 2579 6329 16322491 0.1654686059919186
24 2591 3413 8843083 0.11425703699933365
24 2591 3613 9361283 0.11486390797654167
24 2609 6101 15917509 0.1654769440065138
24 2617 5119 13396423 0.16535109403776005
24 2621 3343 8762003 0.06436359597137198
24 2647 4177 11056519 0.11556090402882546
24 2659 4657 12382963 0.16461087798234075
24 2663 5531 14729053 0.16533978504594415
24 2689 4397 11823533 0.06516179203754291
24 2689 5519 14840591 0.1643549189902842
24 2693 4003 10780079 0.064183259033598
24 2693 5323 14334839 0.11533271800726652
24 2699 5347 14431553 0.11524422204820439
24 2711 3607 9778577 0.0644852920086123
24 2711 4441 12039551 0.06537309696432203
24 2713 5591 15168383 0.16446427500341088
24 2713 6067 16459771 0.11462935496820137
24 2719 3659 9948821 0.06488990201614797
24 2719 5507 14973533 0.11442749900743365
24 2729 3709 10121861 0.06521441601216793
24 2731 3083 8419673 0.06453942996449769
24 2767 3917 10838339 0.06408031994942576
24 2789 3461 9652729 0.11536630295449868
24 2791 5659 15794269 0.11553320800885558
24 2801 4493 12584893 0.1152130929986015
24 2801 4861 13615661 0.1653176469844766
24 2803 4561 12784483 0.11431830696528777
24 2837 5851 16599287 0.11521494103362784
24 2843 3733 10612919 0.0646249380079098
24 2887 3319 9581953 0.06454606604529545
24 2957 5209 15403013 0.1646747540216893
24 2963 3557 10539391 0.11426911503076553
24 3011 3823 11511053 0.06525678397156298
24 3023 4139 12512197 0.11466681997990236
24 3037 4931 14975447 0.16524331498658285
24 3067 3079 9443293 0.1144611660274677
24 3109 3319 10318771 0.06521316099679098
24 3109 4679 14547011 0.11418922600569203
24 3119 4603 14356757 0.1152904899790883
24 3167 3181 10074227 0.065136827994138
24 3181 5087 16181747 0.06484489800641313
24 3221 4673 15051733 0.11539941100636497
24 3229 4253 13732937 0.21535292902262881
24 3253 4799 15611147 0.11418024601880461
24 3271 4217 13793807 0.1644244630006142
24 3271 5003 16364813 0.16424052702495828
24 3299 3673 12117227 0.06469044397817925
24 3323 4861 16153103 0.11457850696751848
24 3371 3709 12503039 0.11441234999801964
24 3389 4751 16101139 0.16540126502513885
24 3517 4409 15506453 0.2143868840066716
24 3529 4673 16491017 0.16493020800407976
24 3541 4663 16511683 0.11455087101785466
24 3643 3673 13380739 0.06457918300293386
24 3677 3929 14446933 0.06435387500096112
24 3677 4447 16351619 0.16428187198471278
24 3719 4201 15623519 0.21499739401042461
24 3761 3823 14378303 0.06421293097082525
24 3821 4133 15792193 0.16529909701785073
25 2347 7823 18360581 0.16436009301105514
25 2371 7759 18396589 0.11463282402837649
25 2383 7877 18770891 0.11416738800471649
25 2441 7541 18407581 0.16430644801585004
25 2521 7489 18879769 0.11432242300361395
25 2551 7349 18747299 0.16541584295919165
25 2621 8093 21211753 0.1153047609841451
25 2659 6637 17647783 0.11542880994966254
25 2693 8039 21649027 0.11437158001353964
25 2707 6553 17738971 0.11414177500410005
25 2711 6197 16800067 0.11492309701861814
25 2797 7321 20476837 0.11453178199008107
25 2797 7477 20913169 0.11419399100122973
25 2803 6353 17807459 0.16488655097782612
25 2833 7829 22179557 0.11551751894876361
25 2843 6521 18539203 0.11517373699462041
25 2887 7211 20818157 0.11534591804957017
25 3023 7043 21290989 0.1143751610070467
25 3121 5503 17174863 0.11513814295176417
25 3169 6829 21641101 0.11443374498048797
25 3209 7561 24263249 0.03308273002039641
25 3221 6221 20037841 0.06520264898426831
25 3257 7561 24626177 0.11526034201961011
25 3259 7993 26049187 0.06451104895677418
25 3271 6299 20604029 0.06450215098448098
25 3371 7001 23600371 0.11524936801288277
25 3371 8179 27571409 0.03250245697563514
25 3413 5659 19314167 0.16465688799507916
25 3449 7121 24560329 0.11463851999724284
25 3517 5743 20198131 0.11495082796318457
25 3527 4813 16975451 0.06407989299623296
25 3527 7867 27746909 0.06521434203023091
25 3529 4943 17443847 0.16493597003864124
25 3547 5431 19263757 0.06477772101061419
25 3557 8167 29050019 0.11528280400671065
25 3671 6271 23020841 0.11442186002386734
25 3673 6199 22768927 0.0642369770212099
25 3673 6563 24105899 0.06472500698873773
25 3691 4951 18274141 0.16417850204743445
25 3697 6661 24625717 0.1153204949805513
25 3697 7937 29343089 0.11429531202884391
25 3701 7411 27428111 0.0641000410541892
25 3727 7411 27620797 0.06476407597074285
25 3779 6581 24869599 0.16533150401664898
25 3833 6661 25531613 0.06424787495052442
25 3851 7681 29579531 0.06537843903061002
25 3919 5099 19982981 0.16439543396700174
25 3989 4463 17802907 0.1646937410114333
25 4021 4259 17125439 0.11443959403550252
25 4021 6967 28014307 0.06516103894682601
25 4049 7589 30727861 0.11446939699817449
25 4051 6269 25395719 0.11422718199901283
25 4051 7079 28677029 0.11450239398982376
25 4057 4259 17278763 0.11421590496320277
25 4073 5519 22478887 0.1154005840071477
25 4099 5107 20933593 0.16541503596818075
25 4099 5581 22876519 0.16544452402740717
25 4099 7109 29139791 0.11480494501302019
25 4139 6337 26228843 0.06419705896405503
25 4139 6569 27189091 0.11432147299638018
25 4153 7789 32347717 0.1648126000072807
25 4159 6961 28950799 0.11432425299426541
25 4219 7559 31891421 0.11468885000795126
25 4241 6211 26340851 0.16550386598100886
25 4283 4937 21145171 0.16440840298309922
25 4289 5839 25043471 0.16438145498977974
25 4337 7283 31586371 0.16452159697655588
25 4357 4909 21388513 0.11545262497384101
25 4391 7549 33147659 0.16491577995475382
25 4409 5197 22913573 0.16428847395582125
25 4409 6967 30717503 0.06538630701834336
25 4441 5689 25264849 0.1147961420356296
25 4493 5669 25470817 0.11525950097711757
25 4523 4651 21036473 0.16422570397844538
25 4523 7127 32235421 0.16438614501385018
25 4547 4903 22293941 0.2145117330364883
25 4639 6469 30009691 0.11528905003797263
25 4643 5623 26107589 0.06528928101761267
25 4643 6277 29144111 0.11491467198356986
25 4643 7069 32821367 0.11517295800149441
25 4663 4703 21930089 0.21423744404455647
25 4673 5987 27977251 0.2150114430114627
25 4679 6547 30633413 0.16546925099100918
25 4729 5801 27432929 0.11462888604728505
25 4729 6113 28908377 0.21533685200847685
25 4751 6047 28729297 0.2147883609868586
25 4759 6353 30233927 0.16534794494509697
25 4783 6427 30740341 0.11531729297712445
25 4793 6067 29079131 0.11539507401175797
25 4861 6701 32573561 0.2147519839927554
25 4871 6037 29406227 0.11426968598971143
25 4967 5867 29141389 0.1642391590285115
25 5059 6449 32625491 0.11522649700054899
25 5107 5167 26387869 0.11535872402600944
25 5227 6257 32705339 0.1145085219759494
25 5233 5711 29885663 0.11518410703865811
25 5237 6247 32715539 0.11535738001111895
25 5281 5521 29156401 0.11441344802733511
25 5477 6079 33294683 0.11432184599107131
25 5573 5659 31537607 0.11451416899217293
26 4127 14153 58409431 0.31538238597568125
26 4133 11731 48484223 0.5156295379856601
26 4177 9397 39251269 0.7159057009848766
26 4211 14009 58991899 0.5653528720140457
26 4241 10909 46265069 0.3146214780281298
26 4259 15731 66998329 0.3146165450452827
26 4261 14479 61695019 0.6661400070297532
26 4273 13913 59450249 0.3148521629627794
26 4273 14771 63116483 0.41606598399812356
26 4289 11941 51214949 0.2647782079875469
26 4297 11437 49144789 0.8654713499709032
26 4339 12437 53964143 0.4157533579855226
26 4357 14951 65141507 0.5159843900473788
26 4363 12539 54707657 0.5158541650162078
26 4373 10831 47363963 0.6650863270042464
26 4397 8971 39445487 0.4149351220112294
26 4409 7963 35108867 0.11526729498291388
26 4409 9967 43944503 0.5148725429899059
26 4423 13901 61484123 0.46468124096281826
26 4441 15107 67090187 0.5655912900110707
26 4481 10271 46024351 0.765171145030763
26 4483 14449 64774867 0.615276577998884
