#bitsize(pq) p q pq median
26 4483 14731 66039073 0.4146674969815649
26 4517 12721 57460757 0.2655590570066124
26 4519 10103 45655457 0.4150012899772264
26 4549 14437 65673913 0.26559967501088977
26 4561 7541 34394501 0.11527094396296889
26 4567 12161 55539287 0.7151462300098501
26 4567 13477 61549459 0.31581785395974293
26 4567 13709 62609003 0.5149269250105135
26 4583 14081 64533223 0.31577159598236904
26 4637 8623 39984851 0.5154603549744934
26 4639 11213 52017107 0.8657191299716942
26 4657 10531 49042867 0.8659300970030017
26 4679 9679 45288041 0.21449156000744551
26 4723 7699 36362377 0.06505100202048197
26 4751 8171 38820421 0.11496573098702356
26 4799 10321 49530479 0.36562115396372974
26 4801 9629 46228829 0.6657345719868317
26 4813 12763 61428319 0.16548606503056362
26 4817 11699 56354083 0.5659374630195089
26 4877 10903 53173931 0.8156123040243983
26 4877 12721 62040317 0.6161965460050851
26 4943 11369 56196967 0.31551022198982537
26 4951 10723 53089573 0.8656106920097955
26 4973 8713 43329749 0.8158604319905862
26 4973 10613 52778449 0.5149581839796156
26 4987 9719 48468653 0.16531180299352854
26 4993 8951 44692343 0.6661642880062573
26 5009 7529 37712761 0.11528981802985072
26 5009 12503 62627527 0.3648688860121183
26 5021 11161 56039381 0.4147956480155699
26 5059 8419 42591721 0.2656086269998923
26 5077 8963 45505151 0.3157897039782256
26 5081 7129 36222449 0.1153845019871369
26 5101 11437 58340137 0.6156500249635428
26 5171 12721 65780291 0.5648866450064816
26 5209 8387 43687883 0.4151637689792551
26 5231 10847 56740657 0.6660426760208793
26 5273 9941 52418893 0.21555580000858754
26 5303 10891 57754973 0.315152544004377
26 5303 12511 66345833 0.46470310201402754
26 5351 9467 50657917 0.5651887620333582
26 5387 11171 60178177 0.8155097549897619
26 5441 9431 51314071 0.3153221809770912
26 5557 7727 42938939 0.16454736597370356
26 5563 6529 36320827 0.11458590102847666
26 5573 7213 40198049 0.11542680399725214
26 5623 10433 58664759 0.26473112899111584
26 5641 7757 43757237 0.16539478296181187
26 5641 9403 53042323 0.7653239629580639
26 5647 8963 50614061 0.4147652040119283
26 5683 8839 50232037 0.5664654650026932
26 5683 9551 54278333 0.8669036509818397
26 5813 10663 61984019 0.5649987029610202
26 5821 10457 60870197 0.5150081089814194
26 5851 8329 48732979 0.7164162019616924
26 6151 8171 50259821 0.06529938103631139
26 6197 10253 63537841 0.31546547799371183
26 6287 7537 47385119 0.16432919300859794
26 6311 10211 64441621 0.36512889596633613
26 6317 8923 56366591 0.5158927279990166
26 6361 8647 55003567 0.2651418449822813
26 6367 8087 51489929 0.06525968998903409
26 6367 9497 60467399 0.2644474519765936
26 6389 7283 46531087 0.06476723100058734
26 6397 8713 55737061 0.6155020319856703
26 6397 9733 62262001 0.314930483000353
26 6481 9377 60772337 0.5154622480040416
26 6679 8093 54053147 0.06417372002033517
26 6733 9041 60873053 0.7154378099949099
26 6763 7247 49011461 0.11468423198675737
26 6883 9181 63192823 0.7154588990379125
26 6911 7211 49835221 0.11428388400236145
26 7207 7537 54319159 0.11432618700200692
26 7229 7393 53443997 0.06433916598325595
26 7331 8663 63508453 0.565039893030189
26 7411 8821 65372431 0.5648855670006014
26 7577 8693 65866861 0.36530473100719973
26 7591 8447 64121177 0.5653883269988
27 4483 15647 70145501 0.26550491200760007
27 4493 15227 68414911 0.3146848740288988
27 4493 15913 71497109 0.6663642050116323
27 4967 13933 69205211 0.5662706010043621
27 5171 15739 81386369 0.36499395401915535
27 5279 13337 70406023 0.5654408810078166
27 5347 14533 77707951 0.46488958003465086
27 5413 13163 71251319 0.565375522011891
27 5437 13693 74448841 0.21457054401980713
27 5437 14341 77972017 0.2658939189859666
27 5477 13499 73934023 0.36575617600465193
27 5653 12953 73223309 0.26490807300433517
27 5717 13151 75184267 0.31546251400141045
27 5743 14657 84175151 0.4149627719889395
27 5783 12653 73172299 0.7157119340263307
27 5813 16363 95118119 0.36495411599753425
27 5851 15121 88472971 0.2155232799705118
27 5857 11939 69926723 0.51483066304354
27 5861 11743 68825723 0.26445505901938304
27 5869 15803 92747807 0.11510239797644317
27 5881 15569 91561289 0.314721398986876
27 6037 14779 89220823 0.2658124180161394
27 6043 11369 68702867 0.5659998919581994
27 6263 13063 81813569 0.31494349997956306
27 6329 14767 93460343 0.1141721389722079
27 6491 13841 89841931 0.4151109089725651
27 6553 12097 79271641 0.36465802299790084
27 6571 10631 69856301 0.4662175700068474
27 6577 13009 85560193 0.21500108996406198
27 6581 13103 86230843 0.2147782410029322
27 6607 13759 90905713 0.26555455703055486
27 6619 11027 72987713 0.4659084689919837
27 6619 12757 84438583 0.46578324999427423
27 6653 12437 82743361 0.21552422700915486
27 6659 14717 98000503 0.3155947540071793
27 6701 11807 79118707 0.26470534899272025
27 6733 11677 78621241 0.2152899769716896
27 6763 10739 72627857 0.5154761979938485
27 6823 13669 93263587 0.41508307302137837
27 6871 12073 82953583 0.26563183800317347
27 6907 11447 79064429 0.21541015204275027
27 7043 11831 83325733 0.46569983701920137
27 7193 9629 69261397 0.4650963009917177
27 7247 11789 85434883 0.4147950910264626
27 7433 14281 106150673 0.2146213810192421
27 7477 9109 68107993 0.4646415990428068
27 7549 11887 89734963 0.2649892679764889
27 7559 14783 111744697 0.16515166294993833
27 7589 14683 111429287 0.16535981895867735
27 7673 13907 106708411 0.2655182790476829
27 7673 14737 113077001 0.2143278029980138
27 7691 12401 95376091 0.3150364609900862
27 7759 13109 101712731 0.26527072000317276
27 7853 16187 127116511 0.11438314203405753
27 7927 12197 96685619 0.3156662890105508
27 7949 10567 83997083 0.315007092023734
27 7951 13397 106519547 0.21436060301493853
27 8009 13249 106111241 0.11518484604312107
27 8011 10103 80935133 0.6152528120437637
27 8093 13759 111351587 0.16573878499912098
27 8123 9661 78476303 0.36590854194946587
27 8161 15619 127466659 0.11460626701591536
27 8291 10639 88207949 0.8655972679844126
27 8293 10883 90252719 0.36512974195647985
27 8389 11059 92773951 0.46582042501540855
27 8521 10163 86598923 0.9158990120049566
27 8527 10301 87836627 0.41539923404343426
27 8543 9013 76998059 0.5149788089911453
27 8543 9479 80979097 0.41577271599089727
27 8597 15377 132196069 0.2656526479986496
27 8623 15187 130957501 0.41596796695375815
27 8677 12829 111317233 0.4648013840196654
27 8731 12923 112830713 0.41600855899741873
27 8893 11971 106458103 0.2654502809746191
27 8951 13619 121903669 0.41592143196612597
27 9133 9839 89859587 0.3144655540236272
27 9161 9931 90977891 0.36555871804011986
27 9203 13723 126292769 0.3156799380085431
27 9319 11393 106171367 0.21434164902893826
27 9337 13267 123873979 0.6154090209747665
27 9437 13399 126446363 0.21543765300884843
27 9437 13463 127050331 0.4146390179521404
27 9461 9749 92235289 0.5654388190014288
27 9461 10007 94676227 0.21550389000913128
27 9587 11831 113423797 0.4146546980482526
27 9689 10627 102965003 0.1653777549508959
27 9721 11257 109429297 0.5162087390199304
27 9769 11443 111786667 0.31451451702741906
27 9787 12647 123776189 0.565618702035863
27 9803 11071 108529013 0.46594709501368925
27 9829 12809 125899661 0.3149556639837101
27 10009 12569 125803121 0.21483368903864175
27 10093 11491 115978663 0.3645963299786672
27 10103 12637 127671611 0.5648655159748159
27 10177 12853 130804981 0.6149180309730582
27 10211 12451 127137161 0.1647825840045698
27 10223 13001 132909223 0.4658008679980412
27 10271 12763 131088773 0.21499942103400826
27 10613 10651 113039063 0.5649443920119666
27 10627 11071 117651517 0.515664934006054
28 8219 25819 212206361 2.318422243988607
28 8221 29297 240850637 1.2663444560021162
28 8233 16987 139853971 1.9185382130090147
28 8287 16693 138334891 1.467655851971358
28 8431 21179 178560149 2.4194528899970464
28 8513 24763 210807419 1.6172287099761888
28 8537 26317 224668229 1.1663945559994318
28 8647 20507 177324029 1.0159640969941393
28 8693 15767 137062531 0.36481589899631217
28 8699 21269 185019031 1.867339221003931
28 8699 29287 254767613 1.0665126599487849
28 8713 28607 249252791 1.5174178160377778
28 8719 18043 157316917 2.018018908041995
28 8719 18169 158415511 2.1682743850396946
28 8747 19441 170050427 1.3172574870404787
28 8783 26437 232196171 2.018860002979636
28 8831 26981 238269211 0.5660050139995292
28 8839 15803 139682717 0.2647647929843515
28 8867 27109 240375503 1.3163641350110993
28 8969 24907 223390883 1.667013691039756
28 8971 25561 229307731 0.8654752069851384
28 8999 27541 247841459 1.2167136279749684
28 9043 23293 210638599 1.7171661910251714
28 9091 21647 196792877 1.4165466780541465
28 9091 25253 229575023 0.8668538199854083
28 9127 24821 226541267 1.3165064579807222
28 9199 21317 196095083 1.2172634399612434
28 9221 19069 175835249 2.3692829470383003
28 9319 17749 165402931 1.8673677440383472
28 9413 23609 222231517 2.2689064010046422
28 9461 20357 192597577 2.2180036989739165
28 9521 16831 160247951 1.2172071849927306
28 9539 18199 173600261 1.2672350709908642
28 9551 27541 263044091 1.2165098689729348
28 9587 20887 200243669 0.4157294579781592
28 9629 17027 163952983 0.8153375730034895
28 9677 27017 261443509 1.617250111012254
28 9719 25741 250176779 1.2167104699765332
28 9851 22073 217441123 2.2698026309954002
28 9901 25673 254188373 1.6679872210370377
28 10039 17431 174989809 2.320065109990537
28 10159 25447 258516073 1.1674426249810494
28 10177 24749 251870573 1.4678338220110163
28 10301 13697 141092797 0.16519828897435218
28 10459 13649 142754891 0.3144519079942256
28 10559 13633 143950847 0.2655954420333728
28 10687 15809 168950783 0.16437180305365473
28 10733 14431 154887923 0.11535964900394902
28 10753 15121 162596113 0.31573242699960247
28 10799 23873 257804527 1.5669978560181335
28 10861 14303 155344883 0.3658728050068021
28 10909 15077 164474993 0.2648219999973662
28 11087 15331 169974797 0.31461378902895376
28 11087 22709 251774683 1.1166936589870602
28 11197 15077 168817169 0.46488980698632076
28 11239 19661 220969979 2.2189718009904027
28 11279 16937 191032423 2.5187323900172487
28 11287 13001 146742287 0.2655077939853072
28 11321 18253 206642213 1.7183437840430997
28 11321 21059 238408939 1.4168671210063621
28 11437 17939 205168343 0.9166603279882111
28 11483 18481 212217323 2.1697772790212184
28 11551 21187 244731037 1.5170492590405047
28 11579 21863 253151677 1.3665897760074586
28 11701 21383 250202483 1.4682501429924741
28 11731 13009 152608579 0.41466633998788893
28 11789 12721 149967869 0.16547741403337568
28 11789 22549 265830161 0.9657389270141721
28 11939 22013 262813207 2.0694680500309914
28 12041 18583 223757903 2.1683679270208813
28 12049 19891 239666659 1.5170669429935515
28 12101 14737 178332437 0.21554459998151287
28 12119 19469 235944811 1.1170303099788725
28 12211 20359 248603749 2.1189525299705565
28 12241 15569 190580129 0.21430038899416104
28 12487 16651 207921037 1.6679565940285102
28 12497 17891 223583827 1.517689649015665
28 12541 12919 162017179 0.5160965609829873
28 12553 18061 226719733 1.5174153500120156
28 12613 14869 187542697 0.36525324801914394
28 12619 14107 178016233 0.06432231399230659
28 12721 15217 193575457 0.16482425894355401
28 12799 19889 254559311 0.6164397019892931
28 12899 16633 214549067 1.716982604993973
28 12911 13679 176609569 0.26458186499075964
28 12941 16981 219751121 2.3192416219972074
28 13121 13829 181450309 0.4146751959924586
28 13187 16607 218996509 2.017706505022943
28 13711 16361 224325671 0.2143761600018479
28 13751 14327 197010577 0.2643543219892308
28 13901 18257 253790557 2.1189946070080623
28 13907 15443 214765801 0.1145745279500261
28 13913 16067 223540171 0.16547164804069325
28 14143 18919 267571417 1.4669836789835244
28 14389 14629 210496681 0.21442824404221028
28 14629 17489 255846581 1.0157524609821849
28 15083 17597 265415551 2.1199666939792223
28 15121 15427 233271667 0.21550229197600856
28 15233 16087 245053271 0.11423549300525337
28 15443 15923 245898889 0.11478832201100886
29 8893 31319 278519867 1.867628337990027
29 9109 32189 293209601 1.216127579973545
29 9157 29881 273620317 1.7181413249927573
29 9371 28837 270231527 1.417427290987689
29 9859 32569 321097771 1.517796656000428
29 9907 30119 298388933 0.5654818440089002
29 10193 27689 282233977 1.2163353090290911
29 10343 29339 303453277 1.718788162979763
29 10657 28277 301347989 1.4673500510398299
29 10711 30841 330337951 0.21440206095576286
29 10903 30593 333555479 0.7152086370042525
29 11027 27431 302481637 0.8653731209924445
29 11261 30071 338629531 1.9176835260004736
29 11321 29423 333097783 0.7656419010017999
29 11411 32401 369727811 1.3667888109921478
29 11801 27647 326262247 0.9160971369710751
29 11909 32561 387768949 1.0659981970093213
29 12157 23227 282370639 0.6663422239944339
29 12413 28027 347899151 1.2164972680038773
29 12473 29573 368864029 1.3168850689544342
29 12547 32377 406234219 0.8654686459922232
29 12589 29581 372395209 1.116404056956526
29 12613 28723 362283199 1.4667161219986156
29 12671 28513 361288223 1.1158785870065913
29 12841 31573 405428893 0.765411917003803
29 12853 22921 294603613 1.317818936018739
29 13001 25457 330966457 0.5651861759833992
29 13159 27697 364464823 1.266313877014909
29 13217 30323 400779091 1.3164739329949953
29 13411 22051 295725961 1.5680024870089255
29 13463 27259 366987917 0.9671943369903602
29 13711 23333 319918763 1.2165483479620889
29 13721 22679 311178559 0.7655251040123403
29 13799 23087 318577513 1.06701450800756
29 13831 21569 298320839 0.967120946967043
29 14071 26479 372586009 0.765582048043143
29 14087 29173 410960051 0.5649623859790154
29 14323 24677 353448671 0.8659656129893847
29 14437 25367 366223379 1.2164592210319825
29 14479 19681 284961199 0.8153540350031108
29 14563 21617 314808371 1.3675041690003127
29 14653 22123 324168319 0.5154024679795839
29 14653 27073 396700669 0.7158177939709276
29 14947 21859 326726473 1.8182719099568203
29 15227 22247 338755069 1.3674382020253688
29 15289 22367 341969063 1.2661698139854707
29 15377 29101 447486077 0.8661692940513603
29 15497 21799 337819103 1.3673663299996406
29 15727 31181 490383587 0.36464654898736626
29 15749 30893 486533857 0.46582338301232085
29 15767 21521 339321607 1.6171596889616922
29 15923 31379 499647817 0.214583091030363
29 15971 29947 478283537 0.6151673080166802
29 16001 24889 398248889 1.065750107052736
29 16057 19447 312260479 0.4661353199626319
29 16057 24919 400124383 0.6160581860458478
29 16097 26987 434409739 0.966049014008604
29 16139 28001 451908139 0.2144857479725033
29 16193 26959 436547087 0.6160555010428652
29 16217 26861 435604837 0.6661044479697011
29 16253 29387 477626911 0.7163111479603685
29 16319 31247 509919793 0.41550492896931246
29 16333 22573 368684809 1.1169343870133162
29 16487 25913 427227631 1.5177932959632017
29 16661 21751 362393411 1.9676682360004634
29 16759 28661 480329699 1.4175043210270815
29 16921 26687 451570727 0.6160909510217607
29 16943 19993 338741399 1.0161415990442038
29 16963 20563 348810169 2.318350800022017
29 17077 20219 345279863 1.5169229480088688
29 17107 30181 516306367 0.6654455949901603
29 17137 29251 501274387 1.1665723560145125
29 17203 23371 402051313 1.2673856729525141
29 17293 30971 535581503 1.467296072980389
29 17483 30119 526570477 2.1188974519609474
29 17489 20411 356967979 0.6150423749932088
29 17489 21817 381557513 1.4176777899847366
29 17551 20063 352125713 1.2172079400043003
29 17783 24859 442067597 0.6149599140044302
29 17957 19777 355135589 1.4170885949861258
29 17971 21059 378451289 1.2163310809992254
29 18131 24421 442777151 1.366423215949908
29 18401 22051 405760451 1.817444358021021
29 18433 21221 391166693 1.2165242009796202
29 18541 25633 475261453 2.017580038984306
29 18593 27107 504000451 1.716935986012686
29 18749 19157 359174593 1.8181880780030042
29 18859 22871 431324189 0.6652990279835649
29 19031 20333 386957323 1.8171254969784059
29 19571 22741 445064111 1.2163260250235908
29 19603 24509 480449927 1.7179553519818
29 19699 22073 434816027 0.8164327350095846
29 19739 20233 399379187 1.3678410470020026
29 20063 22469 450795547 1.9174462440423667
29 20369 20717 421984573 0.3657667299848981
29 20543 23869 490340867 1.1676396310213022
29 20693 25561 528933773 1.1668747949879616
29 20731 21191 439310621 0.5662539199693128
29 20807 23357 485989099 2.2191813409444876
29 21767 22637 492739579 0.9670995440101251
30 16519 47417 783281423 2.3695539239561185
30 16553 37057 613404521 0.8654389550210908
30 16649 61657 1026527393 1.717682007001713
30 16787 52147 875391689 1.8175709450151771
30 16903 35053 592500859 1.5673173540271819
30 16937 47507 804626059 3.3208795280079357
30 16937 54799 928130663 1.6179241850040853
30 17107 32783 560818781 2.8197054470074363
30 17117 53917 922897289 2.2703817209694535
30 17321 41051 711044371 3.521784493990708
30 17321 61051 1057464371 2.6699276629951783
30 17341 35933 623114153 2.019408224034123
30 17383 51169 889470727 2.36905839497922
30 17393 44543 774736399 3.172107224992942
30 17443 52321 912635203 2.368665845016949
30 17449 46471 810872479 2.4205925510032102
30 17729 38177 676840033 1.6675800789962523
30 18049 59441 1072850609 1.4673462949576788
30 18229 49597 904103713 1.3177796049858443
30 18379 39373 723636367 2.2194957939791493
30 18439 57791 1065608249 2.219476457044948
30 18457 31253 576836621 0.7155922219972126
30 18481 38603 713422043 3.020694060018286
30 18493 37139 686811527 1.7173569879960269
30 18521 49943 924994303 2.218233678024262
30 18719 31277 585474163 0.4651979579939507
30 18719 46027 861579413 0.7659576699952595
30 18731 55291 1035655721 0.5150467570056207
30 18757 48187 903843559 2.3700707689858973
30 19051 34231 652134781 2.569845345977228
30 19423 28069 545184187 0.9668371959705837
30 19457 36791 715842487 3.220805301971268
30 19541 42157 823789937 2.66951291897567
30 19543 40529 792058247 1.4669236619956791
30 19577 38867 760899259 3.070714878034778
30 19753 34939 690150067 3.1220651140320115
30 19793 53087 1050750991 2.4685884549980983
30 19913 45707 910163491 0.8654912019846961
30 20327 39541 803749907 2.2690357100218534
30 20369 48163 981032147 1.6681308099650778
30 20407 35569 725856583 0.8660256130388007
30 20407 49921 1018737847 2.719473942008335
30 20483 32587 667479521 0.21450237097451463
30 20759 26237 544653883 1.2663355519762263
30 20789 39343 817901627 3.17099108803086
30 21211 46181 979545191 2.4692223810125142
30 21227 33751 716432477 0.7152777090086602
30 21383 41341 883994603 1.2672091440181248
30 21487 45821 984555827 2.0177171480027027
30 21557 44507 959437399 2.1188755379989743
30 21589 33409 721266901 3.2209223090321757
30 21599 31069 671059331 0.966632806987036
30 21649 27689 599439161 1.1161944739869796
30 21893 28181 616966633 1.4672874510288239
30 21893 44983 984812819 2.3184845609939657
30 21893 45833 1003421869 2.219059102004394
30 22123 48413 1071040799 1.4681580850156024
30 22409 32707 732931163 1.0666038519702852
30 22447 43853 984368291 1.817861644027289
30 22637 33343 754785491 2.7716881099622697
30 22643 35491 803622713 2.4689018770004623
30 22669 35407 802641283 2.018432022014167
30 22769 29033 661052377 0.9156708570080809
30 23209 30403 705623227 0.8666034209891222
30 23293 42967 1000830331 1.7178366350126453
30 23417 32141 752645797 0.3645990729564801
30 23509 36269 852647921 1.4671886769938283
30 23741 24851 589987591 0.5660496199852787
30 23743 28087 666869641 0.8164524899912067
30 23747 41077 975455519 1.6171098519698717
30 23887 24917 595192379 1.919112200033851
30 23899 26647 636836653 0.9656630479730666
30 24001 36541 877020541 2.669302208989393
30 24049 32371 778490179 0.965947867021896
30 24049 33023 794170127 2.1179782730177976
30 24103 24251 584521853 0.21461266098776832
30 24107 30517 735673319 0.21518860897049308
30 24169 42643 1030638667 2.518725975009147
30 24337 32749 797012413 0.8159061119658872
30 24683 26357 650569831 0.5660538699594326
30 24907 29753 741057971 0.8156418949947692
30 24967 40559 1012636553 2.6193389240070246
30 25073 36493 914988989 1.3670605890220031
30 25121 26371 662465891 1.3172847980167717
30 25561 34679 886429919 1.8174994009896182
30 25633 35923 920814259 2.2706573460018262
30 25657 31393 805450201 0.6655448420206085
30 25933 38891 1008560303 2.0177030820050277
30 26041 37409 974167769 2.067912967992015
30 26189 33829 885947681 2.970739425974898
30 26399 35221 929799179 1.267340129998047
30 26479 39863 1055532377 1.0659745629527606
30 26561 30911 821027071 0.46532590995775536
30 26693 29303 782184979 0.6662616219837219
30 26699 38053 1015977047 2.017870043986477
30 26981 32381 873671761 0.6149940689792857
30 28051 32687 916903037 0.2646672329865396
30 29129 33199 967053671 1.667402793013025
30 29147 33151 966252197 0.9155382540193386
30 30817 34367 1059087839 2.4187239919556305
31 17497 62057 1085811329 2.4188230090076104
31 18199 61781 1124352419 1.5675105929840356
31 18587 60539 1125238393 1.5677851370419376
31 19433 63317 1230439261 1.668348720006179
31 20327 60659 1233015493 2.1689798570005223
31 20347 60089 1222630883 1.8183696800260805
31 20483 61261 1254809063 1.5681110320147127
31 20521 53939 1106882219 0.5661966009647585
31 21517 56333 1212117161 2.0180610720417462
31 21991 57593 1266527663 0.9155278049875051
31 22003 52267 1150030801 2.167886119976174
31 22093 54959 1214209187 1.718096214986872
31 22193 51431 1141408183 1.6182153839617968
31 22453 57077 1281549881 0.9666092980187386
31 22511 55663 1253029793 1.0659321090206504
31 22901 49171 1126065071 1.0157578620128334
31 22963 53479 1228038277 1.6181689440272748
31 23581 62473 1473175813 1.2664259049925022
31 24181 48779 1179524999 1.5672008809633553
31 25439 49783 1266429737 1.116286916017998
31 25759 61151 1575188609 1.1170088539947756
31 25793 64969 1675745417 1.016960741020739
31 26449 51593 1364583257 1.5677799070253968
31 26501 56983 1510106483 1.2660966769908555
31 26641 44623 1188801343 1.7181555559509434
31 27241 46933 1278501853 1.9675231770379469
31 27253 61223 1668510419 0.5152903799898922
31 27367 57571 1575545557 1.0670230929972604
31 27457 42829 1175955853 1.868642147979699
31 27617 58237 1608331229 0.9659701889613643
31 27763 41617 1155412771 1.9183316680137068
31 27809 54499 1515562691 1.367369443003554
31 27941 48271 1348740011 1.5174232879653573
31 27947 55337 1546503139 1.2662222019862384
31 28123 41491 1166851393 1.567254216002766
31 28879 39103 1129255537 1.8183852289803326
31 29059 65327 1898337293 0.41474952799035236
31 29173 55681 1624381813 0.5659984819940291
31 29207 65071 1900528697 0.46489139198092744
31 29209 43889 1281953801 0.9656648020027205
31 29303 64013 1875772939 0.8166792410193011
31 29339 48299 1417044361 1.51677391002886
31 29401 39181 1151960581 1.6677006490062922
31 29501 52183 1539450683 1.4164975800085813
31 29921 56963 1704389923 0.9668401579838246
31 30241 42299 1279164059 1.3677852540276945
31 30553 45319 1384631407 0.6150977340294048
31 30839 60937 1879236143 0.6654002020368353
31 30911 54311 1678807321 0.9656466779997572
31 30949 62053 1920478297 0.5160163990221918
31 31019 36833 1142522827 1.8188404300017282
31 32051 56671 1816362221 0.3651080799754709
31 32059 56207 1801940213 0.6151046049781144
31 32939 44129 1453565131 2.3694976439583115
31 33071 56101 1855316171 1.8677160620572977
31 33113 60589 2006283557 1.6170652700238861
31 33457 36997 1237808629 1.8675801429781131
31 33487 38803 1299396061 1.767950267996639
31 33703 56713 1911398239 1.8174513999838382
31 33721 50153 1691209313 1.1661834900151007
31 34183 48239 1648953737 2.4195281110005453
31 34351 42697 1466684647 1.3174619619967416
31 34651 55441 1921086091 1.4180446359678172
31 34721 36457 1265823497 1.5166865669889376
31 34807 50539 1759110973 1.3674928230466321
31 35171 51577 1814014667 1.4169569620280527
31 35279 42569 1501791751 1.7174521500128321
31 35323 38959 1376148757 1.0161387929692864
31 35353 46819 1655192107 1.0164067900041118
31 35963 37253 1339729639 1.217642278992571
31 36209 36721 1329630689 1.1664446250069886
31 36353 40423 1469497319 0.966617648024112
31 37253 43717 1628589401 2.4186246190220118
31 37549 50989 1914585961 1.167119367979467
31 37643 51413 1935339559 0.9659822770045139
31 37717 55243 2083600231 1.6168164670234546
31 38459 52783 2029981397 2.319386460003443
31 38543 55529 2140254247 1.6171422220068052
31 38861 40177 1561318397 2.119077949959319
31 38971 48397 1886079487 1.4175926559837535
31 39659 46237 1833713183 2.469752417993732
31 39703 52363 2078968189 1.5169257629895583
31 39847 51659 2058456173 1.3164708009571768
31 39857 46447 1851238079 0.9667930590221658
31 40127 51383 2061845641 1.0671098590246402
31 40193 42307 1700445251 1.3668518289923668
31 40583 43487 1764832921 1.6672445019939914
31 40637 42457 1725325109 1.4169858709792607
31 40819 47563 1941474097 1.2165695959702134
31 40993 41491 1700840563 2.2193251599674113
31 41183 43573 1794466859 1.6669000620022416
31 41183 47609 1960681447 1.7671691789873876
31 41953 42089 1765759817 1.3163748549995944
31 42533 44563 1895398079 1.5177123380126432
31 42787 45823 1960628701 1.918564082996454
31 42839 46327 1984602353 1.617244048975408
31 43291 43661 1890128351 2.9201137499767356
31 44389 45589 2023650121 2.2682944380212575
31 44887 46751 2098512137 1.8187571130110882
31 45127 46027 2077060429 0.7663174459594302
32 32887 100733 3312806171 5.224196775991004
32 32939 73453 2419468367 3.9225136019522324
32 33073 87559 2895838807 1.3175195940420963
32 33151 69677 2309862227 4.423662468034308
32 33181 104659 3472690279 3.172218049992807
32 33317 74317 2476019489 4.522698635002598
32 33601 80651 2709954251 3.5216720399912447
32 34159 101209 3457198231 3.4205993929645047
32 34631 123269 4268928739 4.272253328002989
32 34819 97301 3387923519 4.423516914015636
32 34847 90971 3170066437 6.727217494044453
32 34981 78713 2753459453 5.875859148974996
32 35729 110923 3963167867 4.375471294973977
32 35993 73327 2639258711 5.826602535962593
32 36011 113159 4074968749 4.573131675017066
32 36151 69557 2514555107 4.37257905700244
32 36583 76631 2803391873 3.9727064309990965
32 36943 82571 3050420453 3.4719583459664136
32 37019 85103 3150427957 4.124271948996466
32 37123 98773 3666750079 3.8724545250297524
32 37139 82721 3072175219 3.873736670007929
32 37799 108803 4112644597 3.170964213029947
32 37967 97463 3700377721 2.320069694018457
32 38177 103177 3938988329 3.421024987997953
32 38183 106019 4048123477 0.3159061440383084
32 38791 62659 2430605269 0.9167335429810919
32 39043 56299 2198081857 1.6672305830288678
32 39043 89897 3509848571 4.673536612011958
32 39163 68209 2671269067 4.373236845014617
32 39163 83873 3284718299 2.7202658349997364
32 39191 98387 3855884917 2.319458579993807
32 39671 61231 2429095001 1.9678333650226705
32 39769 97213 3866063797 2.5698573289555497
32 39839 72089 2871953671 5.524911281012464
32 40009 58661 2346967949 1.4179339380352758
32 40129 87313 3503783377 1.117561053019017
32 40253 74687 3006375811 5.224074836994987
32 40697 104707 4261260779 2.8694053139770404
32 40853 68053 2780169209 4.723793207027484
32 40883 62467 2553838361 1.217211254988797
32 41047 88817 3645671399 2.068571981973946
32 41491 90911 3771988301 1.9185432060039602
32 41593 59659 2481396787 0.8666063989512622
32 41627 60899 2535042673 1.3675110720214434
32 41737 79411 3314376907 3.3215035410248674
32 41813 57041 2385055333 1.5685268380329944
32 42403 68059 2885905777 5.1740472100209445
32 42509 81553 3466736477 5.232479473983403
32 42533 78697 3347219501 5.424694026005454
32 42821 76561 3278418581 3.7722196399699897
32 43013 71777 3087344101 5.02517459099181
32 43051 72977 3141732827 4.021900960011408
32 43541 56299 2451314759 1.3173906810116023
32 43573 72869 3175120937 3.019883156986907
32 44071 78707 3468696197 3.6727952159708366
32 44189 77647 3431143283 2.5189570470247418
32 44201 56099 2479631899 1.1668892369489186
32 45013 73181 3294096353 3.9727037730044685
32 45247 61331 2775043757 0.9655295100528747
32 45263 87337 3953134631 4.774710669997148
32 45289 67369 3051074641 1.216843219997827
32 45337 75583 3426706471 3.723524574015755
32 45641 58631 2675977471 0.7656553669949062
32 46199 72559 3352153241 4.222946367983241
32 47441 76679 3637728439 2.5689774719648995
32 47701 49367 2354855267 2.0682632320094854
32 47791 89087 4257556817 4.374123909976333
32 48121 58481 2814164201 1.3681527389562689
32 48187 77933 3755357471 2.769392815011088
32 48857 50539 2469183923 1.2161720939911902
32 49123 81839 4020177197 1.6168541929800995
32 49459 50923 2518600657 1.618174489994999
32 49459 82567 4083681253 2.2180328799877316
32 49537 60449 2994462113 0.6653145179734565
32 49613 65837 3266371081 5.076969749992713
32 49807 60343 3005503801 1.015817882027477
32 50047 72977 3652279919 4.825898445036728
32 50341 50891 2561903831 1.6181173709919676
32 50587 82729 4185011923 3.721537882986013
32 50857 61493 3127349501 0.5159009069902822
32 50873 77747 3955223131 4.624130334996153
32 50893 83389 4243916377 2.3183293460169807
32 51241 73291 3755504131 3.9727101490134373
32 51503 62143 3200550929 0.6153231249772944
