#bitsize(pq) p q pq std
19 317 941 298297 0.013328764857115956
19 317 977 309709 0.052906604178858736
19 317 997 316049 0.033367616871610724
19 331 997 330007 0.015635184700174384
19 337 947 319139 0.015901929528164042
19 349 1019 355631 0.012849721258764598
19 353 773 272869 0.012774467740102493
19 353 857 302521 0.01599888965510614
19 353 983 346999 0.013057047689205747
19 373 821 306233 8.494022535435251e-05
19 379 701 265679 0.013212057202966
19 383 929 355807 7.408210762754098e-05
19 383 1019 390277 2.651177553672498e-05
19 397 991 393427 0.012960790159747444
19 401 673 269873 0.013040077982847021
19 401 719 288319 0.00041188575960383184
19 401 853 342053 0.00042832085298957523
19 401 877 351677 0.000374433306249496
19 401 881 353281 0.00029262122451084456
19 409 743 303887 0.01298048682917815
19 409 857 350513 0.0003577335494661458
19 409 881 360329 0.00038271736422442544
19 419 647 271093 0.013143813519147902
19 419 661 276959 0.00019247205873359395
19 419 673 281987 0.00037478543921052514
19 421 769 323749 0.00033904263156594376
19 421 797 335537 0.0004362338672221278
19 431 809 348679 0.00042909009172105737
19 433 619 268027 0.015606669212663501
19 443 821 363703 0.005774937222373118
19 443 941 416863 0.012900063385187246
19 443 947 419521 0.006593882675871765
19 449 733 329117 0.00041171312733071495
19 457 823 376111 0.00042421515380681345
19 461 661 304721 0.01322847528008723
19 461 809 372949 0.0005218135959346966
19 461 1013 466993 0.0003275981367245959
19 463 1019 471797 0.007897686048532384
19 467 761 355387 0.00043584772088274255
19 467 823 384341 0.0003638424568420538
19 467 907 423569 0.0004949394196269733
19 467 967 451589 0.0065610664953685924
19 479 673 322367 0.0004287380461502433
19 479 857 410503 0.006495612227445813
19 479 883 422957 0.00041059947385627685
19 487 641 312167 0.00022105967721370293
19 487 863 420281 0.016209406514184205
19 491 601 295091 0.0003659490143731491
19 491 733 359903 0.006517724431431471
19 499 613 305887 0.01606624360571503
19 499 619 308881 0.0065112941088497234
19 499 751 374749 0.01302944558679649
19 499 881 439619 7.960445591061302e-05
19 499 929 463571 0.0001124419407315822
19 503 601 302303 0.013101334065995472
19 503 887 446161 0.015883867556905375
19 509 523 266207 0.015901660589520188
19 509 563 286567 0.0004578675403933556
19 509 863 439267 0.012828545343812902
19 509 877 446393 0.008089186321406547
19 521 659 343339 0.0001221414707299224
19 521 761 396481 1.9400320524726058e-05
19 521 797 415237 0.00036525632173586793
19 521 863 449623 0.01317438634137178
19 521 947 493387 0.01317356532252969
19 523 691 361393 0.015653968065983886
19 523 811 424153 0.00040393090955124616
19 523 839 438797 0.01575339227817385
19 541 751 406291 0.01625006736811392
19 547 787 430489 0.0002014388760616897
19 557 659 367063 0.012404895585482113
19 557 733 408281 0.0001308856619891224
19 571 757 432247 1.9436138099037585e-05
19 577 641 369857 0.00013023025951570803
19 577 853 492181 0.01577378763940134
19 587 757 444359 0.0006643475636322426
19 593 757 448901 0.012882956430269706
19 593 839 497527 0.006511619729997192
19 599 653 391147 0.01586189744272611
19 601 683 410483 0.012716750046304045
19 601 701 421301 0.015732052804006007
19 601 733 440533 0.013177447396758015
19 607 619 375733 0.012874159755260161
19 617 661 407837 0.0003893959260649782
19 617 823 507791 0.00036640682875554043
19 619 691 427729 0.000531613176143102
19 631 647 408257 3.778710893954571e-05
19 641 661 423701 4.819772819202623e-05
19 643 643 413449 0.0002467368294749846
19 643 701 450743 4.6102992425567554e-05
19 653 751 490403 2.5291807844672324e-05
19 653 797 520441 0.01283573976595267
19 661 773 510953 0.0001395557391114101
19 677 769 520613 0.01591134459838004
19 683 751 512933 0.012824720068160529
20 521 1931 1006051 0.006489482418983208
20 523 1999 1045477 0.0003374775223113691
20 541 1097 593477 0.01588652803295975
20 541 1559 843419 0.01584970804023341
20 541 1907 1031687 0.015628923575353105
20 557 1069 595433 0.012985157384031124
20 557 1459 812663 0.015468740538512892
20 563 1123 632249 0.01771893140978967
20 563 1511 850693 0.015741905792295213
20 563 1637 921631 0.02177307948634146
20 569 1009 574121 0.012838678175666477
20 571 1201 685771 0.015795101034032685
20 571 1327 757717 0.015634535858236376
20 571 1823 1040933 0.0075200400958521044
20 577 1699 980323 0.02181867399718156
20 577 1789 1032253 0.017663115199717597
20 587 1163 682681 0.015676342314240085
20 587 1307 767209 0.012997114274484287
20 587 1327 778949 0.026632427150941346
20 587 1399 821213 0.013115005037852687
20 593 967 573431 0.012775576230145875
20 593 1171 694403 0.019414132523851747
20 593 1667 988531 0.012783364317461183
20 601 877 527077 0.012783354278068659
20 607 971 589397 0.012840448806461588
20 607 1279 776353 0.015840030559820195
20 607 1523 924461 0.016047003931683908
20 613 1031 632003 0.01567179874613967
20 613 1097 672461 0.015838959935898157
20 613 1291 791383 0.015772496636073982
20 613 1459 894367 0.015751162502192054
20 617 1051 648467 0.015548458151214965
20 617 1093 674381 0.0004748610413003158
20 619 1181 731039 0.012857357328983219
20 619 1229 760751 0.015943531285396467
20 631 1069 674539 0.015362054382578712
20 631 1087 685897 0.017687591196200652
20 631 1559 983729 0.015721777772229228
20 631 1571 991301 0.016154377382056006
20 641 919 589079 0.015610566321149788
20 643 1013 651359 0.00020396267779969422
20 643 1039 668077 0.026432225182304953
20 643 1481 952283 0.016137754784289967
20 643 1493 959999 0.017542485196685168
20 643 1607 1033301 0.015788150891926665
20 653 911 594883 0.015742050955230114
20 653 991 647123 0.013133210883065063
20 653 997 651041 0.00040232670005358167
20 653 1459 952727 0.012837447268758786
20 661 1553 1026533 0.012735595779872558
20 673 857 576761 0.015638327820768627
20 673 1217 819041 0.015911109470188717
20 673 1471 989983 0.019272249190846448
20 673 1481 996713 0.006454357828695928
20 683 787 537521 0.00040853848858086626
20 683 911 622213 0.012812766684911396
20 683 1033 705539 0.012998721707618604
20 683 1117 762911 0.012964520197098612
20 691 1327 916957 0.012809006231396783
20 691 1373 948743 0.01261543365226216
20 691 1493 1031663 0.01275350249406178
20 701 953 668053 0.015710581128200077
20 701 1061 743761 0.015811888520815272
20 701 1129 791429 0.007807800458458003
20 709 881 624629 0.012882534393558989
20 709 1093 774937 0.012743770442592891
20 727 1181 858587 0.021807685340687107
20 727 1237 899299 0.015936799398529156
20 733 1289 944837 0.0002781910300299633
20 739 1361 1005779 0.015866844452916695
20 743 1031 766033 0.012864572379855749
20 743 1061 788323 0.012514438237154245
20 751 863 648113 0.01326732975364725
20 751 1289 968039 0.01281655853496726
20 757 1181 894017 0.012607993626565221
20 757 1259 953063 0.015916699089602936
20 761 1361 1035721 0.01583223941963634
20 769 967 743623 0.012807864578684386
20 769 1061 815909 0.012685637447809648
20 773 1181 912913 0.015356713217023808
20 787 887 698069 6.860984952979896e-05
20 809 1039 840551 0.012955797779643946
20 809 1129 913361 0.03295228596636137
20 809 1283 1037947 0.015724572322708446
20 811 1049 850739 0.01535455628028111
20 823 829 682267 0.00015351728193744056
20 823 1153 948919 0.0203377145589522
20 823 1193 981839 0.015635865071055667
20 823 1249 1027927 0.012790991390731862
20 827 1187 981649 0.015825188352886856
20 829 1091 904439 0.01621072891624532
20 839 1231 1032809 0.012660765368414846
20 859 1069 918271 0.015704458924190055
20 859 1213 1041967 0.01570808024918752
20 877 997 874369 0.01292830492524344
20 881 1063 936503 0.01572538438110499
20 883 907 800881 0.0004117856482830515
20 887 977 866599 0.00022500504771130883
20 911 1097 999367 0.015612220119629547
20 1009 1031 1040279 0.015811224008302812
21 541 1973 1067393 0.01572863705836738
21 569 1999 1137431 0.015555653146152579
21 571 2017 1151707 0.018872472137505324
21 577 1993 1149961 0.015583210668938448
21 587 1901 1115887 0.016042821489773734
21 641 1667 1068547 0.015659141742035636
21 641 1721 1103161 0.020500387957446187
21 647 1997 1292059 0.015694252077612186
21 659 1733 1142047 0.015721506158008013
21 659 1987 1309433 0.030086650772584076
21 673 1831 1232263 0.015738213701784888
21 683 1747 1193201 0.012746973285408233
21 691 2011 1389601 0.012951235888064514
21 719 1693 1217267 0.020200450889533286
21 727 1823 1325321 0.015551828263905845
21 727 1933 1405291 0.012519786043441858
21 733 1489 1091437 0.00038183050732630954
21 757 1489 1127173 0.00012418425955606544
21 769 1669 1283461 0.012892685121134343
21 797 1553 1237741 0.013107243643854913
21 809 1669 1350221 0.012647098552880065
21 823 1579 1299517 0.012709690287584384
21 827 1327 1097429 0.019222456219369147
21 827 1559 1289293 0.016013775267627196
21 839 1663 1395257 0.015893594543378648
21 853 1459 1244527 0.015767735698863417
21 853 1871 1595963 0.012831339106842086
21 857 1439 1233223 0.012633011764531141
21 859 1699 1459441 0.015951167623086362
21 863 1277 1102051 0.016146149382005103
21 881 1823 1606063 2.4562250188298646e-05
21 881 1879 1655399 0.007895745304759453
21 883 1201 1060483 0.01578476422453133
21 883 1453 1282999 0.015712832571927248
21 883 1567 1383661 0.015551298201583692
21 883 1973 1742159 0.01568289642299553
21 887 1307 1159309 0.01555679273730738
21 887 1601 1420087 0.01577709592831558
21 919 1303 1197457 0.01936528164353647
21 919 1873 1721287 0.01559659429215573
21 929 1129 1048841 0.015667582563460365
21 929 1609 1494761 0.013114478000584025
21 941 1381 1299521 0.015734049133556995
21 947 1907 1805929 0.035067723328973614
21 947 1951 1847597 0.015699264071465692
21 953 1777 1693481 0.03517850100855384
21 971 1097 1065187 0.01570378873350865
21 971 1567 1521557 0.012800237302197514
21 971 1637 1589527 0.015564764654824589
21 977 1439 1405903 0.01608783489871337
21 977 2039 1992103 0.00030532090084166085
21 983 1301 1278883 0.0005352717755290153
21 983 1601 1573783 0.012769890999077101
21 991 1951 1933441 0.013153843379620634
21 1021 1031 1052651 0.01569845879159998
21 1033 1039 1073287 0.04509584219131688
21 1049 1187 1245163 0.03710654534024807
21 1049 1277 1339573 0.016068082326992396
21 1049 1601 1679449 0.06005619308916303
21 1051 1471 1546021 0.020145589639736432
21 1061 1543 1637123 0.02651964567278135
21 1061 1579 1675319 0.04034678444648372
21 1061 1777 1885397 0.0002822707287752572
21 1061 1949 2067889 0.01311528703856455
21 1063 1861 1978243 0.01271907136525084
21 1069 1607 1717883 0.01302184223325583
21 1069 1699 1816231 0.020471869652582936
21 1069 1723 1841887 0.015763365116213773
21 1091 1637 1785967 0.030298538929304328
21 1091 1901 2073991 0.01276612063073871
21 1093 1697 1854821 0.012542329827684124
21 1093 1723 1883239 0.015930450610444135
21 1097 1721 1887937 0.012587046461565138
21 1103 1259 1388677 0.026082662354374203
21 1153 1217 1403201 0.02476386218230451
21 1153 1447 1668391 0.032329539027942215
21 1163 1381 1606103 0.015906253569093327
21 1171 1553 1818563 0.01259643376604066
21 1187 1423 1689101 0.012515492206794647
21 1187 1459 1731833 0.015749170478492492
21 1187 1753 2080811 0.0006286652942263891
21 1193 1361 1623673 0.012868150766291019
21 1193 1367 1630831 0.015642411981740524
21 1201 1481 1778681 0.016029119278052378
21 1213 1669 2024497 0.012807346431185857
21 1223 1259 1539757 0.019920388878188703
21 1229 1481 1820149 0.026531667202665078
21 1249 1447 1807303 0.030037235107357774
21 1259 1319 1660621 0.01568749916928601
21 1259 1523 1917457 0.013036970742125089
21 1277 1399 1786523 0.01599280083993025
21 1279 1451 1855829 0.02467228701481816
21 1297 1489 1931233 0.015753052224837995
21 1301 1409 1833109 0.03229235018383666
21 1301 1459 1898159 0.019308018846783577
21 1307 1559 2037613 0.03108151925017483
21 1367 1453 1986251 0.01274203965903523
21 1381 1451 2003831 0.00029940368701532127
21 1381 1481 2045261 0.00024796780117702704
21 1409 1429 2013461 0.015897205571931868
22 1039 3769 3915991 0.024541613922784148
22 1049 2551 2675999 0.024292368193735914
22 1049 2957 3101893 0.03197936417188899
22 1049 3061 3210989 0.032419795232958605
22 1051 3593 3776243 0.02475471097890509
22 1061 2309 2449849 0.04034877610956067
22 1063 2677 2845651 0.0338765899968977
22 1069 3767 4026923 0.04515422835021831
22 1069 3779 4039751 0.01980228939543918
22 1091 2083 2272553 0.03190897643537519
22 1091 3181 3470471 0.019780130732396362
22 1103 3011 3321133 0.024513273727664337
22 1103 3323 3665269 0.019946537394181438
22 1117 2389 2668513 0.03733080263303748
22 1117 2617 2923189 0.03302978108977929
22 1117 3299 3684983 0.0004125825701502637
22 1117 3449 3852533 0.024219263149899556
22 1123 2719 3053437 0.03169891647732437
22 1123 3529 3963067 0.020026111339609937
22 1129 2687 3033623 0.037075615119998205
22 1129 3527 3981983 0.03173985329491344
22 1153 2389 2754517 0.02444025314991954
22 1181 2953 3487493 0.030149840109578666
22 1181 3121 3685901 0.024283888378500422
22 1187 2099 2491513 0.0337106347361105
22 1193 2083 2485019 0.024631595937502034
22 1193 3329 3971497 0.03387754582383818
22 1213 2381 2888153 0.03177576690670968
22 1217 3253 3958901 0.020026438122917756
22 1223 1997 2442331 0.030210795644581134
22 1223 3191 3902593 0.024493467573105054
22 1229 1987 2442023 0.01575959324949954
22 1231 1831 2253961 0.012715133018918206
22 1237 2887 3571219 0.036837388531269624
22 1249 2203 2751547 0.020300122180995396
22 1259 1667 2098753 0.01284405782371583
22 1259 2297 2891923 0.026075496777150146
22 1279 2297 2937863 0.04015959256105089
22 1291 2393 3089363 0.02023751728596949
22 1291 2437 3146167 0.012702517938606089
22 1291 3089 3987899 0.016013855126117315
22 1301 2393 3113293 0.0130296054638008
22 1303 1861 2424883 0.019448366206699836
22 1319 1913 2523247 0.012897610440867895
22 1319 2141 2823979 0.01973912743786047
22 1321 2269 2997349 0.024521918254053417
22 1361 2719 3700559 0.031738303022823794
22 1373 2437 3346001 0.037724564005949
22 1381 2371 3274351 0.019897824631506047
22 1399 1907 2667893 0.012943229954832545
22 1399 2153 3012047 0.024548442640581356
22 1409 2953 4160777 0.045565260359726974
22 1429 2027 2896583 0.015787390655686764
22 1433 2647 3793151 0.02180862009401241
22 1439 1597 2298083 0.015740051369757757
22 1447 1553 2247191 0.012635751185720358
22 1451 2441 3541891 0.024651773808229697
22 1471 1553 2284463 0.03046796778478251
22 1471 1621 2384491 0.03507000066413755
22 1489 2017 3003313 0.012700499082578302
22 1493 2269 3387617 0.020010678220442245
22 1493 2467 3683231 0.06791153454764169
22 1499 1613 2417887 0.020214272008400713
22 1499 2423 3632077 0.026409294753386818
22 1511 2039 3080929 0.015783608921641174
22 1523 2749 4186727 0.024184494786203665
22 1531 2311 3538141 0.04243078003444684
22 1531 2389 3657559 0.02045287879929187
22 1531 2503 3832093 0.024494520070786698
22 1549 1553 2405597 0.012692845217360808
22 1553 1787 2775211 0.030144968694027705
22 1553 2221 3449213 0.03010679003158203
22 1559 1621 2527139 0.012632452107005357
22 1559 2609 4067431 0.045483057797702856
22 1571 1601 2515171 0.030183120800376776
22 1571 2221 3489191 0.020053916260429995
22 1571 2267 3561457 0.02453735914738524
22 1579 2063 3257477 0.024677949974185355
22 1579 2503 3952237 0.02411479504162627
22 1583 1787 2828821 0.012845542656236521
22 1597 2069 3304193 0.013055251863023849
22 1601 2221 3555821 0.03204261227223242
22 1601 2357 3773557 0.024425667411999797
22 1607 2293 3684851 0.032082907859259206
22 1609 2437 3921133 0.0337797717701001
22 1619 1901 3077719 0.026540284715003186
22 1663 1951 3244513 0.019496808915543607
22 1693 2311 3912523 0.03381602532579691
22 1697 2393 4060921 0.02633267950598004
22 1699 1997 3392903 0.01575287208705572
22 1709 2069 3535921 0.03008489041599824
22 1709 2423 4140907 0.026217832584606537
22 1721 2389 4111469 0.02626381580252082
22 1723 2357 4061111 0.030265187711236558
22 1741 2111 3675251 0.02441373180478196
22 1759 1823 3206657 0.03504400386596414
22 1759 1867 3284053 0.015985804043037562
22 1783 2029 3617707 0.0064773704301702905
22 1801 2161 3891961 0.019907500532253982
22 1847 2089 3858383 0.02671370846102261
23 1123 3803 4270769 0.036855757925536574
23 1151 4007 4612057 0.020015900401294168
23 1171 3797 4446287 0.024318936450114702
23 1231 4007 4932617 0.02036887075002854
23 1249 3823 4774927 0.024652325911091524
23 1277 3821 4879417 0.01982679605997209
23 1283 3539 4540537 0.036932331930328126
23 1303 3907 5090821 0.03688980838321333
23 1303 3919 5106457 0.0002612112778703902
23 1361 3793 5162273 0.015473563721778414
23 1367 3251 4444117 0.0003048895494083109
23 1373 3989 5476897 0.020239618151791136
23 1471 3119 4588049 0.00042489661861377047
23 1471 3329 4896959 0.03214859425598341
23 1481 3767 5578927 0.016020759371944793
23 1487 3469 5158403 0.01576437374805402
23 1489 2843 4233227 0.04544070932231534
23 1493 4091 6107863 0.04572718379983069
23 1499 3137 4702363 0.02446486568044593
23 1499 3389 5080111 0.012954897238142154
23 1531 4073 6235763 0.00035663539715899634
23 1531 4093 6266383 0.03205330835559709
23 1549 2719 4211731 0.032290496835075254
23 1553 3923 6092419 0.037750262199812555
23 1559 3911 6097249 0.015428967508786962
23 1601 3659 5858059 0.012922291417303482
23 1609 2741 4410269 0.02463521540577267
23 1609 3719 5983871 0.02677520965896407
23 1621 3371 5464391 0.020192184328197974
23 1621 3643 5905303 0.0004661590273454609
23 1627 3083 5016041 0.02000375154255397
23 1637 2659 4352783 0.02469947887273117
23 1667 2719 4532573 0.024143878852696435
23 1699 2731 4639969 0.026152679981239067
23 1699 3257 5533643 0.02669263888067271
23 1721 3673 6321233 0.015399582836588275
23 1721 3709 6383189 0.012580591890290744
23 1723 3323 5725529 0.019992101812132217
23 1741 3191 5555531 0.00044169123809018155
23 1747 2671 4666237 0.026241781146074842
23 1747 3271 5714437 0.0004572439476012596
23 1783 2371 4227493 0.030197596910245098
23 1783 3463 6174529 0.013109250293918224
23 1801 4001 7205801 0.012611278913513872
23 1811 2861 5181271 0.02638349087131144
23 1861 2819 5246159 0.026314974918658914
23 1873 2297 4302281 0.02630229746966563
23 1901 2437 4632737 0.0374071561833892
23 1913 2741 5243533 0.019929158647494696
23 1931 2719 5250389 0.0003741747349995956
23 1951 2357 4598507 0.019877287893704198
23 1979 2351 4652629 0.039441769960161945
23 1979 2897 5733163 0.024366270385333653
23 1999 2801 5599199 0.0005113130785502623
23 2017 3607 7275319 0.0003446354812458368
23 2029 3461 7022369 0.0003605308742651832
23 2053 2693 5528729 0.03991747268454587
23 2063 2663 5493769 0.024709283423598252
23 2083 3203 6671849 0.03748155730387333
23 2083 3271 6813493 0.024932566227062344
23 2087 2539 5298893 0.020282044600886805
23 2113 3739 7900507 0.01991849112803234
23 2129 2621 5580109 0.02467768787346317
23 2137 2767 5913079 0.02482810004455639
23 2137 3557 7601309 0.019821643004487716
23 2141 3407 7294387 0.01988702133656793
23 2161 3463 7483543 0.02478030163121216
23 2179 2917 6356143 0.09317150450985383
23 2179 3319 7232101 0.03762347671151477
23 2179 3463 7545877 0.02442049788168836
23 2203 3169 6981307 0.02018354073842479
23 2203 3557 7836071 0.03168490624628569
23 2221 3331 7398151 0.031648374753198254
23 2239 2351 5263889 0.01999900453005166
23 2243 3109 6973487 0.020046424761513422
23 2251 2819 6345569 0.020287135065010006
23 2281 2797 6379957 0.01983569338165938
23 2293 2969 6807917 0.04013177253939058
23 2297 2381 5469157 0.024567936622512682
23 2311 2707 6255877 0.031447823803230565
23 2333 3067 7155311 0.020352635013104636
23 2339 2819 6593641 0.04662767607543895
23 2339 3559 8324501 0.019941003709844557
23 2351 2441 5738791 0.03169035833378473
23 2351 2671 6279521 0.000246279629095544
23 2351 2683 6307733 0.0642653486394468
23 2351 2699 6345349 0.040002221323415556
23 2357 2671 6295547 0.024445391896150033
23 2357 2971 7002647 0.01975905267001612
23 2371 2447 5801837 0.02001230013486673
23 2393 3331 7971083 0.020326282194578806
23 2399 2621 6287779 0.01996207095765021
23 2411 3109 7495799 0.04467990049131909
23 2411 3407 8214277 0.020047575227285216
23 2467 2789 6880463 0.024711580824515918
23 2473 2707 6694411 0.020382287956162953
23 2531 2969 7514539 0.024597635219191727
23 2531 3301 8354831 0.04018302462461619
23 2749 2999 8244251 0.024614144715656084
23 2833 2957 8377181 0.04476492440038075
24 2053 4649 9544397 0.03757210188193417
24 2053 4871 10000163 0.06050811954156814
24 2081 5483 11410123 0.0512062909578075
24 2081 7393 15384833 0.03763213197548036
24 2083 4127 8596541 0.04937069812891869
24 2087 4951 10332737 0.06664632150774154
24 2111 7253 15311083 0.058755020817343066
24 2113 7019 14831147 0.05096713126366363
24 2141 6553 14029973 0.03140389026678703
24 2179 4973 10836167 0.024700794238657516
24 2203 7079 15595037 0.05817799147855077
24 2213 4751 10513963 0.04014318858294525
24 2221 4657 10343197 0.03754463423901387
24 2239 5843 13082477 0.048459479550107334
24 2239 7297 16337983 0.03719040578870396
24 2243 7351 16488293 0.05820328164082876
24 2251 6959 15664709 0.05860603675052819
24 2267 5743 13019381 0.07362603641828877
24 2267 5981 13558927 0.03996840859121507
24 2267 6067 13753889 0.051198674532133004
24 2273 6947 15790531 0.04012102157606866
24 2273 6991 15890543 0.02439509623142542
24 2281 7213 16452853 0.04270502548327472
24 2287 5659 12942133 0.03758092728416452
24 2293 6113 14017109 0.0490315547625499
24 2297 7283 16729051 0.06601927482875997
24 2311 6967 16100737 0.06883487957706837
24 2347 6679 15675613 0.024444188142165604
24 2351 4357 10243307 0.054503726802967646
24 2377 4909 11668693 0.040439999876890495
24 2389 6203 14818967 0.05062081909522746
24 2399 4423 10610777 0.04873168129896985
24 2441 5867 14321347 0.13250840152146198
24 2447 3631 8885057 0.020279185146608106
24 2459 3671 9026989 0.02480000732788025
24 2467 4271 10536557 0.04014937161277032
24 2467 5437 13413079 0.037166879083030756
24 2467 6299 15539633 0.06594985317634754
24 2503 4903 12272209 0.060408799121490254
24 2543 6277 15962411 0.037442955392372516
24 2579 6329 16322491 0.06672151279346344
24 2591 3413 8843083 0.024453038553651822
24 2591 3613 9361283 0.02457776806107935
24 2609 6101 15917509 0.058275901620233966
24 2617 5119 13396423 0.03166452871038415
24 2621 3343 8762003 0.026373017329890173
24 2647 4177 11056519 0.024423638634386242
24 2659 4657 12382963 0.0378645810672331
24 2663 5531 14729053 0.07108049806075252
24 2689 4397 11823533 0.06352256301876341
24 2689 5519 14840591 0.04487550436328242
24 2693 4003 10780079 0.012993155465895731
24 2693 5323 14334839 0.049008541657204
24 2699 5347 14431553 0.05123351865243088
24 2711 3607 9778577 0.02018659695976645
24 2711 4441 12039551 0.02453837172757698
24 2713 5591 15168383 0.055199101437061505
24 2713 6067 16459771 0.0487598873224755
24 2719 3659 9948821 0.019903875771590744
24 2719 5507 14973533 0.0801006295989744
24 2729 3709 10121861 0.024241574663705003
24 2731 3083 8419673 0.019865283750658557
24 2767 3917 10838339 0.026496580488374076
24 2789 3461 9652729 0.03172057610429516
24 2791 5659 15794269 0.06822952918235153
24 2801 4493 12584893 0.037739099479510686
24 2801 4861 13615661 0.07113366266855829
24 2803 4561 12784483 0.03707268157581351
24 2837 5851 16599287 0.06177724600150153
24 2843 3733 10612919 0.020164295786134382
24 2887 3319 9581953 0.019936117287309017
24 2957 5209 15403013 0.04907683832936975
24 2963 3557 10539391 0.020153167704275613
24 3011 3823 11511053 0.02025975784031591
24 3023 4139 12512197 0.05120592666090215
24 3037 4931 14975447 0.04517821475734908
24 3067 3079 9443293 0.02449508129460865
24 3109 3319 10318771 0.02462936091240424
24 3109 4679 14547011 0.05856624700480237
24 3119 4603 14356757 0.08238740720619607
24 3167 3181 10074227 0.020293847782058224
24 3181 5087 16181747 0.040109287211181316
24 3221 4673 15051733 0.04012501794566796
24 3229 4253 13732937 0.04497144195304893
24 3253 4799 15611147 0.12025568009239604
24 3271 4217 13793807 0.04460863785777792
24 3271 5003 16364813 0.02438593461974176
24 3299 3673 12117227 0.019993936658452144
24 3323 4861 16153103 0.037589050100992616
24 3371 3709 12503039 0.03382630175624427
24 3389 4751 16101139 0.024367004596768632
24 3517 4409 15506453 0.058572649247526476
24 3529 4673 16491017 0.04032004749983535
24 3541 4663 16511683 0.04253805117667675
24 3643 3673 13380739 0.013020297225982077
24 3677 3929 14446933 0.01579742700402103
24 3677 4447 16351619 0.04001048118629921
24 3719 4201 15623519 0.04010265019429111
24 3761 3823 14378303 0.01590156641421512
24 3821 4133 15792193 0.058472612916273314
25 2347 7823 18360581 0.03982340312269902
25 2371 7759 18396589 0.03742684798367023
25 2383 7877 18770891 0.034042902349132625
25 2441 7541 18407581 0.03996246157209035
25 2521 7489 18879769 0.04586730627245753
25 2551 7349 18747299 0.0247551648938458
25 2621 8093 21211753 0.048378267474666725
25 2659 6637 17647783 0.06760288209143149
25 2693 8039 21649027 0.04824620740205352
25 2707 6553 17738971 0.054704823890331836
25 2711 6197 16800067 0.03752907752562564
25 2797 7321 20476837 0.0004632365190613636
25 2797 7477 20913169 0.024450138351754875
25 2803 6353 17807459 0.049185315046772114
25 2833 7829 22179557 0.03749240274504767
25 2843 6521 18539203 0.032699561141856674
25 2887 7211 20818157 0.020169126115621595
25 3023 7043 21290989 0.037845209329338596
25 3121 5503 17174863 0.06011675436785354
25 3169 6829 21641101 0.03734353811955463
25 3209 7561 24263249 0.05494885730037689
25 3221 6221 20037841 0.06331255142163865
25 3257 7561 24626177 0.042686045637661686
25 3259 7993 26049187 0.03197863396191854
25 3271 6299 20604029 0.024503629216060165
25 3371 7001 23600371 0.037493396336798795
25 3371 8179 27571409 0.03215538968749474
25 3413 5659 19314167 0.00043142378952612813
25 3449 7121 24560329 0.031591422117119426
25 3517 5743 20198131 0.03171402023512256
25 3527 4813 16975451 0.04654573563146411
25 3527 7867 27746909 0.02441576485132209
25 3529 4943 17443847 0.0527769196417522
25 3547 5431 19263757 0.03992181706094475
25 3557 8167 29050019 0.03290689526447889
25 3671 6271 23020841 0.0377334499550049
25 3673 6199 22768927 0.026562332824389145
25 3673 6563 24105899 0.020150470383102647
25 3691 4951 18274141 0.060027521902784806
25 3697 6661 24625717 0.02433163768808025
25 3697 7937 29343089 0.024107389014477475
25 3701 7411 27428111 0.01598360437510976
25 3727 7411 27620797 0.026517586287608422
25 3779 6581 24869599 0.0404854193638179
25 3833 6661 25531613 0.032178341602545055
25 3851 7681 29579531 0.024313848905827665
25 3919 5099 19982981 0.03177546585975481
25 3989 4463 17802907 0.03733526835387012
25 4021 4259 17125439 0.03775163749322934
25 4021 6967 28014307 0.02448481905319775
25 4049 7589 30727861 0.03414308921502664
25 4051 6269 25395719 0.024628394677852262
25 4051 7079 28677029 0.024296620261120273
25 4057 4259 17278763 0.03404318272604003
25 4073 5519 22478887 0.058616704175870206
25 4099 5107 20933593 0.05072673058327502
25 4099 5581 22876519 0.05839826543331339
25 4099 7109 29139791 0.04277550097189174
25 4139 6337 26228843 0.05848644090982999
25 4139 6569 27189091 0.10703671326653055
25 4153 7789 32347717 0.03136095482758796
25 4159 6961 28950799 0.06764204948638929
25 4219 7559 31891421 0.05841435148588989
25 4241 6211 26340851 0.05850815898120687
25 4283 4937 21145171 0.03977183929118275
25 4289 5839 25043471 0.051393150663180495
25 4337 7283 31586371 0.07513036087098002
25 4357 4909 21388513 0.04007560785818032
25 4391 7549 33147659 0.04000571306320776
25 4409 5197 22913573 0.05993895043281917
25 4409 6967 30717503 0.05842356739854631
25 4441 5689 25264849 0.060366681067460036
25 4493 5669 25470817 0.049060248840117525
25 4523 4651 21036473 0.07455445357462773
25 4523 7127 32235421 0.10255718325113705
25 4547 4903 22293941 0.06600970501362888
25 4639 6469 30009691 0.08718236612209695
25 4643 5623 26107589 0.06311968422398537
25 4643 6277 29144111 0.03718220562965476
25 4643 7069 32821367 0.08713566786622885
25 4663 4703 21930089 0.10022773215003175
25 4673 5987 27977251 0.10320196525740821
25 4679 6547 30633413 0.05833788756715845
25 4729 5801 27432929 0.04509116053602023
25 4729 6113 28908377 0.055223638021321395
25 4751 6047 28729297 0.060303547210657164
25 4759 6353 30233927 0.05133959555560982
25 4783 6427 30740341 0.04906567259598761
25 4793 6067 29079131 0.0316688142582703
25 4861 6701 32573561 0.058379023212364885
25 4871 6037 29406227 0.0449950746969326
25 4967 5867 29141389 0.039992599412218124
