#bitsize(pq) p q pq min
19 443 947 419521 0.06428015598794445
19 449 733 329117 0.06428307399619371
19 457 823 376111 0.06432916299672797
19 461 661 304721 0.06429825001396239
19 461 809 372949 0.06442887597950175
19 461 1013 466993 0.06410824705380946
19 463 1019 471797 0.06521171604981646
19 467 761 355387 0.06503638398135081
19 467 823 384341 0.06432808196404949
19 467 907 423569 0.06466217996785417
19 467 967 451589 0.06435682903975248
19 479 673 322367 0.06412390503101051
19 479 857 410503 0.06431731203338131
19 479 883 422957 0.06426444998942316
19 487 641 312167 0.06416414998238906
19 487 863 420281 0.06517602800158784
19 491 601 295091 0.06446293595945463
19 491 733 359903 0.06414692499674857
19 499 613 305887 0.06521123799029738
19 499 619 308881 0.06414100603433326
19 499 751 374749 0.06413490598788485
19 499 881 439619 0.06416510901181027
19 499 929 463571 0.06503371003782377
19 503 601 302303 0.06444265297614038
19 503 887 446161 0.06438553601037711
19 509 523 266207 0.06535543996142223
19 509 563 286567 0.06414783402578905
19 509 863 439267 0.06473245698725805
19 509 877 446393 0.06412240403005853
19 521 659 343339 0.06408037000801414
19 521 761 396481 0.06526018102886155
19 521 797 415237 0.06439125799806789
19 521 863 449623 0.06420853699091822
19 521 947 493387 0.06422470003599301
19 523 691 361393 0.06554619100643322
19 523 811 424153 0.06425505300285295
19 523 839 438797 0.0645831489819102
19 541 751 406291 0.06411590095376596
19 547 787 430489 0.06432212598156184
19 557 659 367063 0.06455406796885654
19 557 733 408281 0.06419065099908039
19 571 757 432247 0.0641205629799515
19 577 641 369857 0.0643250269931741
19 577 853 492181 0.06435613997746259
19 587 757 444359 0.0640659990021959
19 593 757 448901 0.06453216401860118
19 593 839 497527 0.06433115195250139
19 599 653 391147 0.06418519397266209
19 601 683 410483 0.0646354440250434
19 601 701 421301 0.06465723202563822
19 601 733 440533 0.06444820703472942
19 607 619 375733 0.06427656399318948
19 617 661 407837 0.06444308196660131
19 617 823 507791 0.06420935998903587
19 619 691 427729 0.06412332702893764
19 631 647 408257 0.06411358196055517
19 641 661 423701 0.0643356129876338
19 643 643 413449 0.06425101100467145
19 643 701 450743 0.0641259640106
19 653 751 490403 0.06416046700906008
19 653 797 520441 0.06410152203170583
19 661 773 510953 0.06437460496090353
19 677 769 520613 0.0641859169700183
19 683 751 512933 0.06447633705101907
20 521 1931 1006051 0.06413637596415356
20 523 1999 1045477 0.06524523795815185
20 541 1097 593477 0.06475948099978268
20 541 1559 843419 0.06453610799508169
20 541 1907 1031687 0.06439597200369462
20 557 1069 595433 0.06432612903881818
20 557 1459 812663 0.0654093639459461
20 563 1123 632249 0.06411737500457093
20 563 1511 850693 0.03315839701099321
20 563 1637 921631 0.06414899800438434
20 569 1009 574121 0.06440384802408516
20 571 1201 685771 0.06530837796162814
20 571 1327 757717 0.06412725400878116
20 571 1823 1040933 0.03219886694569141
20 577 1699 980323 0.06412808899767697
20 577 1789 1032253 0.06417571700876579
20 587 1163 682681 0.06443670502630994
20 587 1307 767209 0.06428339902777225
20 587 1327 778949 0.06460802495712414
20 587 1399 821213 0.11538907699286938
20 593 967 573431 0.06516758899670094
20 593 1171 694403 0.03207777999341488
20 593 1667 988531 0.06523948401445523
20 601 877 527077 0.0642920570098795
20 607 971 589397 0.06524194701341912
20 607 1279 776353 0.06426299101440236
20 607 1523 924461 0.06530170497717336
20 613 1031 632003 0.06433947803452611
20 613 1097 672461 0.0642866039997898
20 613 1291 791383 0.03234947402961552
20 613 1459 894367 0.0645745339570567
20 617 1051 648467 0.03248478501336649
20 617 1093 674381 0.06455890700453892
20 619 1181 731039 0.06420969701139256
20 619 1229 760751 0.11542331601958722
20 631 1069 674539 0.06436712096910924
20 631 1087 685897 0.03205909900134429
20 631 1559 983729 0.0649211709969677
20 631 1571 991301 0.06531771400477737
20 641 919 589079 0.06527153996285051
20 643 1013 651359 0.0641251530032605
20 643 1039 668077 0.06460275698918849
20 643 1481 952283 0.03204910905333236
20 643 1493 959999 0.06430354597978294
20 643 1607 1033301 0.06489992997376248
20 653 911 594883 0.0642115959781222
20 653 991 647123 0.06414371397113428
20 653 997 651041 0.06445399898802862
20 653 1459 952727 0.06504561996553093
20 661 1553 1026533 0.0642905299901031
20 673 857 576761 0.06527246697805822
20 673 1217 819041 0.03203901200322434
20 673 1471 989983 0.0643644510419108
20 673 1481 996713 0.06424627301748842
20 683 787 537521 0.06411973398644477
20 683 911 622213 0.06509454204933718
20 683 1033 705539 0.06431999302003533
20 683 1117 762911 0.06548026396194473
20 691 1327 916957 0.06440525798825547
20 691 1373 948743 0.032846600050106645
20 691 1493 1031663 0.06419984000967816
20 701 953 668053 0.0642319800099358
20 701 1061 743761 0.032067725027445704
20 701 1129 791429 0.06410118204075843
20 709 881 624629 0.06435716099804267
20 709 1093 774937 0.06432764598866925
20 727 1181 858587 0.032049611036200076
20 727 1237 899299 0.032197018968872726
20 733 1289 944837 0.06534434499917552
20 739 1361 1005779 0.06412324699340388
20 743 1031 766033 0.0655375620117411
20 743 1061 788323 0.06426455394830555
20 751 863 648113 0.06412293697940186
20 751 1289 968039 0.03263252100441605
20 757 1181 894017 0.06457391398726031
20 757 1259 953063 0.0642621120205149
20 761 1361 1035721 0.033088224998209625
20 769 967 743623 0.06417391001014039
20 769 1061 815909 0.033067165000829846
20 773 1181 912913 0.06517604197142646
20 787 887 698069 0.0643650809652172
20 809 1039 840551 0.06450778001453727
20 809 1129 913361 0.032030417991336435
20 809 1283 1037947 0.0652006909949705
20 811 1049 850739 0.06434737500967458
20 823 829 682267 0.0641480180202052
20 823 1153 948919 0.03205538901966065
20 823 1193 981839 0.06536862102802843
20 823 1249 1027927 0.06427610700484365
20 827 1187 981649 0.11461107101058587
20 829 1091 904439 0.06410765799228102
20 839 1231 1032809 0.06426876899786294
20 859 1069 918271 0.032040983031038195
20 859 1213 1041967 0.06412515201373026
20 877 997 874369 0.064411103958264
20 881 1063 936503 0.06428307801252231
20 883 907 800881 0.06428713497007266
20 887 977 866599 0.06428058102028444
20 911 1097 999367 0.0640896710101515
20 1009 1031 1040279 0.0646013820078224
21 541 1973 1067393 0.0652810430037789
21 569 1999 1137431 0.06413477699970827
21 571 2017 1151707 0.06416387297213078
21 577 1993 1149961 0.0648075079661794
21 587 1901 1115887 0.115479841013439
21 641 1667 1068547 0.06531255500158295
21 641 1721 1103161 0.06412611901760101
21 647 1997 1292059 0.06424008397152647
21 659 1733 1142047 0.06438246200559661
21 659 1987 1309433 0.06434587197145447
21 673 1831 1232263 0.0654622630099766
21 683 1747 1193201 0.06453374197008088
21 691 2011 1389601 0.06524963100673631
21 719 1693 1217267 0.06532589299604297
21 727 1823 1325321 0.06458907795604318
21 727 1933 1405291 0.06412366795120761
21 733 1489 1091437 0.06530929199652746
21 757 1489 1127173 0.06526958098402247
21 769 1669 1283461 0.0645173309603706
21 797 1553 1237741 0.0643553999834694
21 809 1669 1350221 0.06569392798701301
21 823 1579 1299517 0.03273363900370896
21 827 1327 1097429 0.06455550796817988
21 827 1559 1289293 0.06416313198860735
21 839 1663 1395257 0.06518684001639485
21 853 1459 1244527 0.06539419200271368
21 853 1871 1595963 0.06478166300803423
21 857 1439 1233223 0.06423180998535827
21 859 1699 1459441 0.0652352650067769
21 863 1277 1102051 0.06415674701565877
21 881 1823 1606063 0.03203529195161536
21 881 1879 1655399 0.03204405604628846
21 883 1201 1060483 0.06431248597800732
21 883 1453 1282999 0.11433972901431844
21 883 1567 1383661 0.03293594700517133
21 883 1973 1742159 0.06419604801340029
21 887 1307 1159309 0.06531623698538169
21 887 1601 1420087 0.06473822100088
21 919 1303 1197457 0.06527725199703127
21 919 1873 1721287 0.06431674398481846
21 929 1129 1048841 0.0644118349882774
21 929 1609 1494761 0.06414072000188753
21 941 1381 1299521 0.06416304496815428
21 947 1907 1805929 0.06538143497891724
21 947 1951 1847597 0.06432164902798831
21 953 1777 1693481 0.06445862998953089
21 971 1097 1065187 0.06411970901535824
21 971 1567 1521557 0.06420528999296948
21 971 1637 1589527 0.06506176496623084
21 977 1439 1405903 0.06414472201140597
21 977 2039 1992103 0.06537262600613758
21 983 1301 1278883 0.06462831399403512
21 983 1601 1573783 0.06445293297292665
21 991 1951 1933441 0.06453759799478576
21 1021 1031 1052651 0.06434109096881002
21 1033 1039 1073287 0.06422826601192355
21 1049 1187 1245163 0.11545267899055034
21 1049 1277 1339573 0.11427991901291534
21 1049 1601 1679449 0.06423366896342486
21 1051 1471 1546021 0.11446973402053118
21 1061 1543 1637123 0.11435901699587703
21 1061 1579 1675319 0.06424048898043111
21 1061 1777 1885397 0.06518755602883175
21 1061 1949 2067889 0.06452323996927589
21 1063 1861 1978243 0.06539963296381757
21 1069 1607 1717883 0.06441295897820964
21 1069 1699 1816231 0.032076886971481144
21 1069 1723 1841887 0.06427250197157264
21 1091 1637 1785967 0.06476276204921305
21 1091 1901 2073991 0.06424649601103738
21 1093 1697 1854821 0.06528121401788667
21 1093 1723 1883239 0.03202904300997034
21 1097 1721 1887937 0.11442256602458656
21 1103 1259 1388677 0.11454952997155488
21 1153 1217 1403201 0.06518876395421103
21 1153 1447 1668391 0.11447738797869533
21 1163 1381 1606103 0.06415489100618288
21 1171 1553 1818563 0.06489781400887296
21 1187 1423 1689101 0.06433092500083148
21 1187 1459 1731833 0.06418600701726973
21 1187 1753 2080811 0.11446084000635892
21 1193 1361 1623673 0.06415711797308177
21 1193 1367 1630831 0.06431609101127833
21 1201 1481 1778681 0.11455484497128054
21 1213 1669 2024497 0.06508563400711864
21 1223 1259 1539757 0.11469329899409786
21 1229 1481 1820149 0.11549617000855505
21 1249 1447 1807303 0.06432339199818671
21 1259 1319 1660621 0.06439401395618916
21 1259 1523 1917457 0.0642690199892968
21 1277 1399 1786523 0.11540092999348417
21 1279 1451 1855829 0.0653164130053483
21 1297 1489 1931233 0.06433949596248567
21 1301 1409 1833109 0.03202974604209885
21 1301 1459 1898159 0.06416861002799124
21 1307 1559 2037613 0.06413877004524693
21 1367 1453 1986251 0.06438298901775852
21 1381 1451 2003831 0.11460475798230618
21 1381 1481 2045261 0.11464383895508945
21 1409 1429 2013461 0.06469986902084202
22 1039 3769 3915991 0.11486557801254094
22 1049 2551 2675999 0.1643921950017102
22 1049 2957 3101893 0.11485351296141744
22 1049 3061 3210989 0.11439246102236211
22 1051 3593 3776243 0.11464649700792506
22 1061 2309 2449849 0.11441534699406475
22 1063 2677 2845651 0.1143400680157356
22 1069 3767 4026923 0.0642922860570252
22 1069 3779 4039751 0.11468765797326341
22 1091 2083 2272553 0.06411862402455881
22 1091 3181 3470471 0.21555967803578824
22 1103 3011 3321133 0.11467778199585155
22 1103 3323 3665269 0.11423072998877615
22 1117 2389 2668513 0.06496523303212598
22 1117 2617 2923189 0.11529940902255476
22 1117 3299 3684983 0.11539369897218421
22 1117 3449 3852533 0.06470056402031332
22 1123 2719 3053437 0.06536087300628424
22 1123 3529 3963067 0.11537413799669594
22 1129 2687 3033623 0.11442449601599947
22 1129 3527 3981983 0.11428394599352032
22 1153 2389 2754517 0.0645936270011589
22 1181 2953 3487493 0.11423571303021163
22 1181 3121 3685901 0.06425599497742951
22 1187 2099 2491513 0.06444763496983796
22 1193 2083 2485019 0.11428564798552543
22 1193 3329 3971497 0.11451033997582272
22 1213 2381 2888153 0.06532179401256144
22 1217 3253 3958901 0.06446923600742593
22 1223 1997 2442331 0.06445876398356631
22 1223 3191 3902593 0.11450080602662638
22 1229 1987 2442023 0.03204481099965051
22 1231 1831 2253961 0.06419026397634298
22 1237 2887 3571219 0.11435002594953403
22 1249 2203 2751547 0.11488856695359573
22 1259 1667 2098753 0.06423939001979306
22 1259 2297 2891923 0.11455070797819644
22 1279 2297 2937863 0.1156091209850274
22 1291 2393 3089363 0.0651504069683142
22 1291 2437 3146167 0.11433982301969081
22 1291 3089 3987899 0.11528294999152422
22 1301 2393 3113293 0.11428619199432433
22 1303 1861 2424883 0.06497954099904746
22 1319 1913 2523247 0.06431533896829933
22 1319 2141 2823979 0.0642149790073745
22 1321 2269 2997349 0.11425897799199447
22 1361 2719 3700559 0.11539022496435791
22 1373 2437 3346001 0.0654012820450589
22 1381 2371 3274351 0.114832119026687
22 1399 1907 2667893 0.06525696499738842
22 1399 2153 3012047 0.11551155097549781
22 1409 2953 4160777 0.11430482898140326
22 1429 2027 2896583 0.06415811198530719
22 1433 2647 3793151 0.11526700604008511
22 1439 1597 2298083 0.06444514298345894
22 1447 1553 2247191 0.0642018030048348
22 1451 2441 3541891 0.1653703810297884
22 1471 1553 2284463 0.06443967198720202
22 1471 1621 2384491 0.11435268202330917
22 1489 2017 3003313 0.06419975298922509
22 1493 2269 3387617 0.16562011098721996
22 1493 2467 3683231 0.06435022799996659
22 1499 1613 2417887 0.06515706400386989
22 1499 2423 3632077 0.11420974601060152
22 1511 2039 3080929 0.065322907990776
22 1523 2749 4186727 0.11521000199718401
22 1531 2311 3538141 0.11528055102098733
22 1531 2389 3657559 0.06523683201521635
22 1531 2503 3832093 0.16446075000567362
22 1549 1553 2405597 0.06411299901083112
22 1553 1787 2775211 0.06421827099984512
22 1553 2221 3449213 0.11477555998135358
22 1559 1621 2527139 0.06538196705514565
22 1559 2609 4067431 0.06430921499850228
22 1571 1601 2515171 0.11420742998598143
22 1571 2221 3489191 0.06421687197871506
22 1571 2267 3561457 0.1154859209782444
22 1579 2063 3257477 0.11450983601389453
22 1579 2503 3952237 0.11503569403430447
22 1583 1787 2828821 0.11549391399603337
22 1597 2069 3304193 0.11492684402037412
22 1601 2221 3555821 0.11445778899360448
22 1601 2357 3773557 0.11539554200135171
22 1607 2293 3684851 0.1143377450061962
22 1609 2437 3921133 0.11468013899866492
22 1619 1901 3077719 0.06461040303111076
22 1663 1951 3244513 0.06416611198801547
22 1693 2311 3912523 0.11433634901186451
22 1697 2393 4060921 0.06516572600230575
22 1699 1997 3392903 0.032041590951848775
22 1709 2069 3535921 0.11445875401841477
22 1709 2423 4140907 0.0642299700411968
22 1721 2389 4111469 0.11510013695806265
22 1723 2357 4061111 0.06418516504345462
22 1741 2111 3675251 0.06428322900319472
22 1759 1823 3206657 0.06422077200841159
22 1759 1867 3284053 0.06475638202391565
22 1783 2029 3617707 0.06428402196615934
22 1801 2161 3891961 0.0653687070007436
22 1847 2089 3858383 0.06441549799637869
23 1123 3803 4270769 0.06412660196656361
23 1151 4007 4612057 0.06413892901036888
23 1171 3797 4446287 0.11518370499834418
23 1231 4007 4932617 0.11533846601378173
23 1249 3823 4774927 0.1146335820085369
23 1277 3821 4879417 0.0644014939898625
23 1283 3539 4540537 0.11846988397883251
23 1303 3907 5090821 0.11419785598991439
23 1303 3919 5106457 0.11450480401981622
23 1361 3793 5162273 0.0653969370177947
23 1367 3251 4444117 0.11550439399434254
23 1373 3989 5476897 0.11432480998337269
23 1471 3119 4588049 0.11552755499724299
23 1471 3329 4896959 0.11449702095706016
23 1481 3767 5578927 0.11421217897441238
23 1487 3469 5158403 0.06418647104874253
23 1489 2843 4233227 0.11446214199531823
23 1493 4091 6107863 0.0641213950002566
23 1499 3137 4702363 0.0641720249550417
23 1499 3389 5080111 0.11533380195032805
23 1531 4073 6235763 0.11531663901405409
23 1531 4093 6266383 0.1145684959483333
23 1549 2719 4211731 0.11502017098246142
23 1553 3923 6092419 0.06412565603386611
23 1559 3911 6097249 0.11523640097584575
23 1601 3659 5858059 0.0652528140344657
23 1609 2741 4410269 0.06433647096855566
23 1609 3719 5983871 0.06538734101923183
23 1621 3371 5464391 0.11448243603808805
23 1621 3643 5905303 0.06424673303263262
23 1627 3083 5016041 0.06481054099276662
23 1637 2659 4352783 0.11441377300070599
23 1667 2719 4532573 0.0643059239955619
23 1699 2731 4639969 0.11487426498206332
23 1699 3257 5533643 0.06521498202346265
23 1721 3673 6321233 0.06418481998844072
23 1721 3709 6383189 0.11546767503023148
23 1723 3323 5725529 0.06435970601160079
23 1741 3191 5555531 0.06524476001504809
23 1747 2671 4666237 0.11418979003792629
23 1747 3271 5714437 0.06405332899885252
23 1783 2371 4227493 0.11542829300742596
23 1783 3463 6174529 0.06518717296421528
23 1801 4001 7205801 0.06434720999095589
23 1811 2861 5181271 0.11515409895218909
23 1861 2819 5246159 0.06468787498306483
23 1873 2297 4302281 0.11434480198659003
23 1901 2437 4632737 0.11446174001321197
23 1913 2741 5243533 0.06539776996942237
23 1931 2719 5250389 0.06420649500796571
23 1951 2357 4598507 0.11535062897019088
23 1979 2351 4652629 0.11426468996796757
23 1979 2897 5733163 0.11447248497279361
23 1999 2801 5599199 0.11457963002612814
23 2017 3607 7275319 0.06526288896566257
23 2029 3461 7022369 0.11532634502509609
23 2053 2693 5528729 0.1646896880120039
23 2063 2663 5493769 0.06460031401365995
23 2083 3203 6671849 0.11499986797571182
23 2083 3271 6813493 0.11437290301546454
23 2087 2539 5298893 0.1142496729735285
23 2113 3739 7900507 0.11529008101206273
23 2129 2621 5580109 0.1153390120016411
23 2137 2767 5913079 0.11474184604594484
23 2137 3557 7601309 0.16523952799616382
23 2141 3407 7294387 0.11481702595483512
23 2161 3463 7483543 0.1142872009659186
23 2179 2917 6356143 0.11420532601187006
23 2179 3319 7232101 0.06411668000509962
23 2179 3463 7545877 0.11534994497196749
23 2203 3169 6981307 0.16545294097159058
23 2203 3557 7836071 0.11484538303920999
23 2221 3331 7398151 0.1145772699965164
23 2239 2351 5263889 0.16521868901327252
23 2243 3109 6973487 0.06448470201576129
23 2251 2819 6345569 0.11538389697670937
23 2281 2797 6379957 0.06415158201707527
23 2293 2969 6807917 0.11426680500153452
23 2297 2381 5469157 0.11537350597791374
23 2311 2707 6255877 0.11467402701964602
23 2333 3067 7155311 0.11504771100590006
23 2339 2819 6593641 0.06453408900415525
23 2339 3559 8324501 0.06460795499151573
23 2351 2441 5738791 0.11533861700445414
23 2351 2671 6279521 0.11531207000371069
23 2351 2683 6307733 0.16426717402646318
23 2351 2699 6345349 0.0642039900412783
23 2357 2671 6295547 0.11531302001094446
23 2357 2971 7002647 0.16482021601404995
23 2371 2447 5801837 0.16552123700967059
23 2393 3331 7971083 0.11432709696236998
23 2399 2621 6287779 0.06463375099701807
23 2411 3109 7495799 0.06481412600260228
23 2411 3407 8214277 0.1144867729744874
23 2467 2789 6880463 0.06476169498637319
23 2473 2707 6694411 0.11461624398361892
23 2531 2969 7514539 0.06433738500345498
23 2531 3301 8354831 0.1144601259729825
23 2749 2999 8244251 0.11542965902481228
23 2833 2957 8377181 0.1154602769529447
24 2053 4649 9544397 0.21471766498871148
24 2053 4871 10000163 0.31538365996675566
24 2081 5483 11410123 0.3658284190460108
24 2081 7393 15384833 0.11467651801649481
24 2083 4127 8596541 0.3154067270224914
24 2087 4951 10332737 0.11550674500176683
24 2111 7253 15311083 0.2155578859965317
24 2113 7019 14831147 0.16531795397168025
24 2141 6553 14029973 0.1648720729863271
24 2179 4973 10836167 0.3156450690003112
24 2203 7079 15595037 0.2655330460402183
24 2213 4751 10513963 0.21567700599553064
24 2221 4657 10343197 0.11444223899161443
24 2239 5843 13082477 0.21440110995899886
24 2239 7297 16337983 0.21446766599547118
24 2243 7351 16488293 0.26464868301991373
24 2251 6959 15664709 0.11537165101617575
24 2267 5743 13019381 0.21555376198375598
24 2267 5981 13558927 0.3158259929623455
24 2267 6067 13753889 0.16529956902377307
24 2273 6947 15790531 0.2656221929937601
24 2273 6991 15890543 0.26475218596169725
24 2281 7213 16452853 0.21464246197137982
24 2287 5659 12942133 0.1645492549869232
24 2293 6113 14017109 0.21552646096097305
24 2297 7283 16729051 0.11436511704232544
24 2311 6967 16100737 0.21525088301859796
24 2347 6679 15675613 0.2652275610016659
24 2351 4357 10243307 0.11441589798778296
24 2377 4909 11668693 0.21468295203521848
24 2389 6203 14818967 0.21539619500981644
24 2399 4423 10610777 0.2655757710454054
24 2441 5867 14321347 0.2154807350016199
24 2447 3631 8885057 0.11420102702686563
24 2459 3671 9026989 0.11533885699464008
24 2467 4271 10536557 0.21462461102055386
24 2467 5437 13413079 0.26452500495361164
24 2467 6299 15539633 0.16478590696351603
24 2503 4903 12272209 0.2655683959601447
24 2543 6277 15962411 0.21458244498353451
24 2579 6329 16322491 0.16569326899480075
24 2591 3413 8843083 0.11497321398928761
24 2591 3613 9361283 0.11425875395070761
24 2609 6101 15917509 0.21564881002996117
24 2617 5119 13396423 0.31480808299966156
24 2621 3343 8762003 0.16453550598816946
24 2647 4177 11056519 0.11495850695064291
24 2659 4657 12382963 0.11537598102586344
24 2663 5531 14729053 0.2655760149937123
24 2689 4397 11823533 0.2656303419498727
24 2689 5519 14840591 0.3146052619558759
24 2693 4003 10780079 0.06425230001332238
24 2693 5323 14334839 0.31463946000440046
24 2699 5347 14431553 0.26556108199292794
24 2711 3607 9778577 0.11458784097339958
24 2711 4441 12039551 0.16557228000601754
24 2713 5591 15168383 0.31837558798724785
24 2713 6067 16459771 0.21553125197533518
24 2719 3659 9948821 0.11513971700333059
24 2719 5507 14973533 0.26546193700050935
24 2729 3709 10121861 0.11530572996707633
24 2731 3083 8419673 0.11419682099949569
24 2767 3917 10838339 0.11465032800333574
24 2789 3461 9652729 0.11456848896341398
24 2791 5659 15794269 0.164312900044024
24 2801 4493 12584893 0.26559400401310995
24 2801 4861 13615661 0.11465098097687587
24 2803 4561 12784483 0.2646720680058934
24 2837 5851 16599287 0.11460627900669351
24 2843 3733 10612919 0.11479487299220636
24 2887 3319 9581953 0.11436824902193621
24 2957 5209 15403013 0.16551161604002118
24 2963 3557 10539391 0.11420738900778815
24 3011 3823 11511053 0.11430670699337497
24 3023 4139 12512197 0.11547890602378175
24 3037 4931 14975447 0.1653978229733184
24 3067 3079 9443293 0.06521475000772625
24 3109 3319 10318771 0.11431702203117311
24 3109 4679 14547011 0.21482834097696468
24 3119 4603 14356757 0.21464193396968767
24 3167 3181 10074227 0.11433144903276116
24 3181 5087 16181747 0.16461701301159337
24 3221 4673 15051733 0.21531750494614244
24 3229 4253 13732937 0.11473867297172546
24 3253 4799 15611147 0.26530144800199196
24 3271 4217 13793807 0.31561457295902073
24 3271 5003 16364813 0.2655578409903683
24 3299 3673 12117227 0.0644006059737876
24 3323 4861 16153103 0.1655730259953998
24 3371 3709 12503039 0.11423158599063754
24 3389 4751 16101139 0.3157924400293268
24 3517 4409 15506453 0.16543298499891534
24 3529 4673 16491017 0.11502152500906959
24 3541 4663 16511683 0.16465158900246024
24 3643 3673 13380739 0.11457622604211792
24 3677 3929 14446933 0.11523439001757652
24 3677 4447 16351619 0.1655138049973175
24 3719 4201 15623519 0.21549019502708688
24 3761 3823 14378303 0.11548295500688255
24 3821 4133 15792193 0.11543316999450326
25 2347 7823 18360581 0.06523869099328294
25 2371 7759 18396589 0.11455733102047816
25 2383 7877 18770891 0.11421383800916374
25 2441 7541 18407581 0.11444220104021952
25 2521 7489 18879769 0.16444920701906085
25 2551 7349 18747299 0.21555274701677263
25 2621 8093 21211753 0.11527946998830885
25 2659 6637 17647783 0.264668621995952
25 2693 8039 21649027 0.1142986619961448
25 2707 6553 17738971 0.2647337059606798
25 2711 6197 16800067 0.11437465896597132
25 2797 7321 20476837 0.11533656099345535
25 2797 7477 20913169 0.16448815196054056
25 2803 6353 17807459 0.21448105201125145
25 2833 7829 22179557 0.0646071049850434
25 2843 6521 18539203 0.21442403498804197
25 2887 7211 20818157 0.11536637600511312
25 3023 7043 21290989 0.11429022101219743
25 3121 5503 17174863 0.115140212001279
25 3169 6829 21641101 0.21550238697091118
25 3209 7561 24263249 0.16564815997844562
25 3221 6221 20037841 0.21474285499425605
25 3257 7561 24626177 0.1644189049839042
25 3259 7993 26049187 0.11530348303494975
25 3271 6299 20604029 0.11526150297140703
25 3371 7001 23600371 0.11445118603296578
25 3371 8179 27571409 0.11438374500721693
25 3413 5659 19314167 0.1653799070045352
25 3449 7121 24560329 0.11460457200882956
25 3517 5743 20198131 0.1154109250055626
25 3527 4813 16975451 0.26446268701693043
25 3527 7867 27746909 0.11547207896364853
25 3529 4943 17443847 0.2645364190102555
25 3547 5431 19263757 0.21544236299814656
25 3557 8167 29050019 0.11442296701716259
25 3671 6271 23020841 0.16501090402016416
25 3673 6199 22768927 0.16482842795085162
25 3673 6563 24105899 0.06432224699528888
25 3691 4951 18274141 0.16507455299142748
25 3697 6661 24625717 0.1654160839971155
25 3697 7937 29343089 0.06523985497187823
25 3701 7411 27428111 0.11429564998252317
25 3727 7411 27620797 0.1151445199502632
25 3779 6581 24869599 0.06427847500890493
25 3833 6661 25531613 0.1141891090082936
25 3851 7681 29579531 0.06519954896066338
25 3919 5099 19982981 0.11531584203476086
25 3989 4463 17802907 0.26444744097534567
25 4021 4259 17125439 0.11445226398063824
25 4021 6967 28014307 0.11517893301788718
25 4049 7589 30727861 0.11479682003846392
25 4051 6269 25395719 0.16462122596567497
25 4051 7079 28677029 0.06432018702616915
25 4057 4259 17278763 0.16446924599586055
25 4073 5519 22478887 0.11556702898815274
25 4099 5107 20933593 0.21543901303084567
25 4099 5581 22876519 0.11490585096180439
25 4099 7109 29139791 0.11422668700106442
25 4139 6337 26228843 0.16435890004504472
25 4139 6569 27189091 0.2143098619999364
25 4153 7789 32347717 0.31513108004583046
25 4159 6961 28950799 0.2145735109806992
25 4219 7559 31891421 0.3149337429786101
25 4241 6211 26340851 0.11529926396906376
25 4283 4937 21145171 0.2645613200147636
25 4289 5839 25043471 0.26449755602516234
25 4337 7283 31586371 0.2655826330301352
25 4357 4909 21388513 0.11488143802853301
25 4391 7549 33147659 0.26447026000823826
25 4409 5197 22913573 0.06458638800540939
25 4409 6967 30717503 0.2149539029924199
25 4441 5689 25264849 0.2644598599872552
25 4493 5669 25470817 0.3155828100279905
25 4523 4651 21036473 0.3145796700264327
25 4523 7127 32235421 0.16460997000103816
25 4547 4903 22293941 0.11448948597535491
25 4639 6469 30009691 0.21559339197119698
25 4643 5623 26107589 0.21543336904142052
25 4643 6277 29144111 0.1147401929483749
25 4643 7069 32821367 0.11532864300534129
25 4663 4703 21930089 0.26492116996087134
25 4673 5987 27977251 0.16456504398956895
25 4679 6547 30633413 0.2155964400153607
25 4729 5801 27432929 0.2184209999977611
25 4729 6113 28908377 0.11444967897841707
25 4751 6047 28729297 0.2154921669862233
25 4759 6353 30233927 0.11541746300645173
25 4783 6427 30740341 0.2154806709731929
25 4793 6067 29079131 0.16548597998917103
25 4861 6701 32573561 0.11543356202309951
25 4871 6037 29406227 0.21436161897145212
25 4967 5867 29141389 0.16537229000823572
25 5059 6449 32625491 0.11569916899316013
25 5107 5167 26387869 0.21457846800331026
25 5227 6257 32705339 0.06444089999422431
25 5233 5711 29885663 0.1644632969982922
25 5237 6247 32715539 0.16543797304620966
25 5281 5521 29156401 0.31488190800882876
25 5477 6079 33294683 0.21523499896284193
25 5573 5659 31537607 0.1155243800021708
26 4127 14153 58409431 0.6150821429910138
26 4133 11731 48484223 1.066295788041316
26 4177 9397 39251269 1.3168923360062763
26 4211 14009 58991899 0.26508981798542663
26 4241 10909 46265069 0.1649216819787398
26 4259 15731 66998329 0.2146024559624493
26 4261 14479 61695019 0.26448886696016416
26 4273 13913 59450249 0.6159042650251649
26 4273 14771 63116483 0.6152504479978234
26 4289 11941 51214949 0.9164831299567595
26 4297 11437 49144789 0.7163645189721137
26 4339 12437 53964143 0.5652624139911495
26 4357 14951 65141507 0.31532420904841274
26 4363 12539 54707657 0.11458766303258017
26 4373 10831 47363963 1.4666765879956074
26 4397 8971 39445487 1.9193107390310615
26 4409 7963 35108867 0.16549046098953113
26 4409 9967 43944503 1.467016873008106
26 4423 13901 61484123 0.7664354529697448
26 4441 15107 67090187 0.11533427896210924
26 4481 10271 46024351 0.8670670440187678
26 4483 14449 64774867 1.117060286051128
26 4483 14731 66039073 0.4158778699929826
