#bitsize(pq) p q pq std
22 1069 3779 4039751 0.0
22 1091 2083 2272553 0.0
22 1091 3181 3470471 0.0
22 1103 3011 3321133 0.0
22 1103 3323 3665269 0.0
22 1117 2389 2668513 0.0
22 1117 2617 2923189 0.0
22 1117 3299 3684983 0.0
22 1117 3449 3852533 0.0
22 1123 2719 3053437 0.0
22 1123 3529 3963067 0.0
22 1129 2687 3033623 0.0
22 1129 3527 3981983 0.0
22 1153 2389 2754517 0.0
22 1181 2953 3487493 0.0
22 1181 3121 3685901 0.0
22 1187 2099 2491513 0.0
22 1193 2083 2485019 0.0
22 1193 3329 3971497 0.0
22 1213 2381 2888153 0.0
22 1217 3253 3958901 0.0
22 1223 1997 2442331 0.0
22 1223 3191 3902593 0.0
22 1229 1987 2442023 0.0
22 1231 1831 2253961 0.0
22 1237 2887 3571219 0.0
22 1249 2203 2751547 0.0
22 1259 1667 2098753 0.0
22 1259 2297 2891923 0.0
22 1279 2297 2937863 0.0
22 1291 2393 3089363 0.0
22 1291 2437 3146167 0.0
22 1291 3089 3987899 0.0
22 1301 2393 3113293 0.0
22 1303 1861 2424883 0.0
22 1319 1913 2523247 0.0
22 1319 2141 2823979 0.0
22 1321 2269 2997349 0.0
22 1361 2719 3700559 0.0
22 1373 2437 3346001 0.0
22 1381 2371 3274351 0.0
22 1399 1907 2667893 0.0
22 1399 2153 3012047 0.0
22 1409 2953 4160777 0.0
22 1429 2027 2896583 0.0
22 1433 2647 3793151 0.0
22 1439 1597 2298083 0.0
22 1447 1553 2247191 0.0
22 1451 2441 3541891 0.0
22 1471 1553 2284463 0.0
22 1471 1621 2384491 0.0
22 1489 2017 3003313 0.0
22 1493 2269 3387617 0.0
22 1493 2467 3683231 0.0
22 1499 1613 2417887 0.0
22 1499 2423 3632077 0.0
22 1511 2039 3080929 0.0
22 1523 2749 4186727 0.0
22 1531 2311 3538141 0.0
22 1531 2389 3657559 0.0
22 1531 2503 3832093 0.0
22 1549 1553 2405597 0.0
22 1553 1787 2775211 0.0
22 1553 2221 3449213 0.0
22 1559 1621 2527139 0.0
22 1559 2609 4067431 0.0
22 1571 1601 2515171 0.0
22 1571 2221 3489191 0.0
22 1571 2267 3561457 0.0
22 1579 2063 3257477 0.0
22 1579 2503 3952237 0.0
22 1583 1787 2828821 0.0
22 1597 2069 3304193 0.0
22 1601 2221 3555821 0.0
22 1601 2357 3773557 0.0
22 1607 2293 3684851 0.0
22 1609 2437 3921133 0.0
22 1619 1901 3077719 0.0
22 1663 1951 3244513 0.0
22 1693 2311 3912523 0.0
22 1697 2393 4060921 0.0
22 1699 1997 3392903 0.0
22 1709 2069 3535921 0.0
22 1709 2423 4140907 0.0
22 1721 2389 4111469 0.0
22 1723 2357 4061111 0.0
22 1741 2111 3675251 0.0
22 1759 1823 3206657 0.0
22 1759 1867 3284053 0.0
22 1783 2029 3617707 0.0
22 1801 2161 3891961 0.0
22 1847 2089 3858383 0.0
23 1123 3803 4270769 0.0
23 1151 4007 4612057 0.0
23 1171 3797 4446287 0.0
23 1231 4007 4932617 0.0
23 1249 3823 4774927 0.0
23 1277 3821 4879417 0.0
23 1283 3539 4540537 0.0
23 1303 3907 5090821 0.0
23 1303 3919 5106457 0.0
23 1361 3793 5162273 0.0
23 1367 3251 4444117 0.0
23 1373 3989 5476897 0.0
23 1471 3119 4588049 0.0
23 1471 3329 4896959 0.0
23 1481 3767 5578927 0.0
23 1487 3469 5158403 0.0
23 1489 2843 4233227 0.0
23 1493 4091 6107863 0.0
23 1499 3137 4702363 0.0
23 1499 3389 5080111 0.0
23 1531 4073 6235763 0.0
23 1531 4093 6266383 0.0
23 1549 2719 4211731 0.0
23 1553 3923 6092419 0.0
23 1559 3911 6097249 0.0
23 1601 3659 5858059 0.0
23 1609 2741 4410269 0.0
23 1609 3719 5983871 0.0
23 1621 3371 5464391 0.0
23 1621 3643 5905303 0.0
23 1627 3083 5016041 0.0
23 1637 2659 4352783 0.0
23 1667 2719 4532573 0.0
23 1699 2731 4639969 0.0
23 1699 3257 5533643 0.0
23 1721 3673 6321233 0.0
23 1721 3709 6383189 0.0
23 1723 3323 5725529 0.0
23 1741 3191 5555531 0.0
23 1747 2671 4666237 0.0
23 1747 3271 5714437 0.0
23 1783 2371 4227493 0.0
23 1783 3463 6174529 0.0
23 1801 4001 7205801 0.0
23 1811 2861 5181271 0.0
23 1861 2819 5246159 0.0
23 1873 2297 4302281 0.0
23 1901 2437 4632737 0.0
23 1913 2741 5243533 0.0
23 1931 2719 5250389 0.0
23 1951 2357 4598507 0.0
23 1979 2351 4652629 0.0
23 1979 2897 5733163 0.0
23 1999 2801 5599199 0.0
23 2017 3607 7275319 0.0
23 2029 3461 7022369 0.0
23 2053 2693 5528729 0.0
23 2063 2663 5493769 0.0
23 2083 3203 6671849 0.0
23 2083 3271 6813493 0.0
23 2087 2539 5298893 0.0
23 2113 3739 7900507 0.0
23 2129 2621 5580109 0.0
23 2137 2767 5913079 0.0
23 2137 3557 7601309 0.0
23 2141 3407 7294387 0.0
23 2161 3463 7483543 0.0
23 2179 2917 6356143 0.0
23 2179 3319 7232101 0.0
23 2179 3463 7545877 0.0
23 2203 3169 6981307 0.0
23 2203 3557 7836071 0.0
23 2221 3331 7398151 0.0
23 2239 2351 5263889 0.0
23 2243 3109 6973487 0.0
23 2251 2819 6345569 0.0
23 2281 2797 6379957 0.0
23 2293 2969 6807917 0.0
23 2297 2381 5469157 0.0
23 2311 2707 6255877 0.0
23 2333 3067 7155311 0.0
23 2339 2819 6593641 0.0
23 2339 3559 8324501 0.0
23 2351 2441 5738791 0.0
23 2351 2671 6279521 0.0
23 2351 2683 6307733 0.0
23 2351 2699 6345349 0.0
23 2357 2671 6295547 0.0
23 2357 2971 7002647 0.0
23 2371 2447 5801837 0.0
23 2393 3331 7971083 0.0
23 2399 2621 6287779 0.0
23 2411 3109 7495799 0.0
23 2411 3407 8214277 0.0
23 2467 2789 6880463 0.0
23 2473 2707 6694411 0.0
23 2531 2969 7514539 0.0
23 2531 3301 8354831 0.0
23 2749 2999 8244251 0.0
23 2833 2957 8377181 0.0
24 2053 4649 9544397 0.0
24 2053 4871 10000163 0.0
24 2081 5483 11410123 0.0
24 2081 7393 15384833 0.0
24 2083 4127 8596541 0.0
24 2087 4951 10332737 0.0
24 2111 7253 15311083 0.0
24 2113 7019 14831147 0.0
24 2141 6553 14029973 0.0
24 2179 4973 10836167 0.0
24 2203 7079 15595037 0.0
24 2213 4751 10513963 0.0
24 2221 4657 10343197 0.0
24 2239 5843 13082477 0.0
24 2239 7297 16337983 0.0
24 2243 7351 16488293 0.0
24 2251 6959 15664709 0.0
24 2267 5743 13019381 0.0
24 2267 5981 13558927 0.0
24 2267 6067 13753889 0.0
24 2273 6947 15790531 0.0
24 2273 6991 15890543 0.0
24 2281 7213 16452853 0.0
24 2287 5659 12942133 0.0
24 2293 6113 14017109 0.0
24 2297 7283 16729051 0.0
24 2311 6967 16100737 0.0
24 2347 6679 15675613 0.0
24 2351 4357 10243307 0.0
24 2377 4909 11668693 0.0
24 2389 6203 14818967 0.0
24 2399 4423 10610777 0.0
24 2441 5867 14321347 0.0
24 2447 3631 8885057 0.0
24 2459 3671 9026989 0.0
24 2467 4271 10536557 0.0
24 2467 5437 13413079 0.0
24 2467 6299 15539633 0.0
24 2503 4903 12272209 0.0
24 2543 6277 15962411 0.0
24 2579 6329 16322491 0.0
24 2591 3413 8843083 0.0
24 2591 3613 9361283 0.0
24 2609 6101 15917509 0.0
24 2617 5119 13396423 0.0
24 2621 3343 8762003 0.0
24 2647 4177 11056519 0.0
24 2659 4657 12382963 0.0
24 2663 5531 14729053 0.0
24 2689 4397 11823533 0.0
24 2689 5519 14840591 0.0
24 2693 4003 10780079 0.0
24 2693 5323 14334839 0.0
24 2699 5347 14431553 0.0
24 2711 3607 9778577 0.0
24 2711 4441 12039551 0.0
24 2713 5591 15168383 0.0
24 2713 6067 16459771 0.0
24 2719 3659 9948821 0.0
24 2719 5507 14973533 0.0
24 2729 3709 10121861 0.0
24 2731 3083 8419673 0.0
24 2767 3917 10838339 0.0
24 2789 3461 9652729 0.0
24 2791 5659 15794269 0.0
24 2801 4493 12584893 0.0
24 2801 4861 13615661 0.0
24 2803 4561 12784483 0.0
24 2837 5851 16599287 0.0
24 2843 3733 10612919 0.0
24 2887 3319 9581953 0.0
24 2957 5209 15403013 0.0
24 2963 3557 10539391 0.0
24 3011 3823 11511053 0.0
24 3023 4139 12512197 0.0
24 3037 4931 14975447 0.0
24 3067 3079 9443293 0.0
24 3109 3319 10318771 0.0
24 3109 4679 14547011 0.0
24 3119 4603 14356757 0.0
24 3167 3181 10074227 0.0
24 3181 5087 16181747 0.0
24 3221 4673 15051733 0.0
24 3229 4253 13732937 0.0
24 3253 4799 15611147 0.0
24 3271 4217 13793807 0.0
24 3271 5003 16364813 0.0
24 3299 3673 12117227 0.0
24 3323 4861 16153103 0.0
24 3371 3709 12503039 0.0
24 3389 4751 16101139 0.0
24 3517 4409 15506453 0.0
24 3529 4673 16491017 0.0
24 3541 4663 16511683 0.0
24 3643 3673 13380739 0.0
24 3677 3929 14446933 0.0
24 3677 4447 16351619 0.0
24 3719 4201 15623519 0.0
24 3761 3823 14378303 0.0
24 3821 4133 15792193 0.0
25 2347 7823 18360581 0.0
25 2371 7759 18396589 0.0
25 2383 7877 18770891 0.0
25 2441 7541 18407581 0.0
25 2521 7489 18879769 0.0
25 2551 7349 18747299 0.0
25 2621 8093 21211753 0.0
25 2659 6637 17647783 0.0
25 2693 8039 21649027 0.0
25 2707 6553 17738971 0.0
25 2711 6197 16800067 0.0
25 2797 7321 20476837 0.0
25 2797 7477 20913169 0.0
25 2803 6353 17807459 0.0
25 2833 7829 22179557 0.0
25 2843 6521 18539203 0.0
25 2887 7211 20818157 0.0
25 3023 7043 21290989 0.0
25 3121 5503 17174863 0.0
25 3169 6829 21641101 0.0
25 3209 7561 24263249 0.0
25 3221 6221 20037841 0.0
25 3257 7561 24626177 0.0
25 3259 7993 26049187 0.0
25 3271 6299 20604029 0.0
25 3371 7001 23600371 0.0
25 3371 8179 27571409 0.0
25 3413 5659 19314167 0.0
25 3449 7121 24560329 0.0
25 3517 5743 20198131 0.0
25 3527 4813 16975451 0.0
25 3527 7867 27746909 0.0
25 3529 4943 17443847 0.0
25 3547 5431 19263757 0.0
25 3557 8167 29050019 0.0
25 3671 6271 23020841 0.0
25 3673 6199 22768927 0.0
25 3673 6563 24105899 0.0
25 3691 4951 18274141 0.0
25 3697 6661 24625717 0.0
25 3697 7937 29343089 0.0
25 3701 7411 27428111 0.0
25 3727 7411 27620797 0.0
25 3779 6581 24869599 0.0
25 3833 6661 25531613 0.0
25 3851 7681 29579531 0.0
25 3919 5099 19982981 0.0
25 3989 4463 17802907 0.0
25 4021 4259 17125439 0.0
25 4021 6967 28014307 0.0
25 4049 7589 30727861 0.0
25 4051 6269 25395719 0.0
25 4051 7079 28677029 0.0
25 4057 4259 17278763 0.0
25 4073 5519 22478887 0.0
25 4099 5107 20933593 0.0
25 4099 5581 22876519 0.0
25 4099 7109 29139791 0.0
25 4139 6337 26228843 0.0
25 4139 6569 27189091 0.0
25 4153 7789 32347717 0.0
25 4159 6961 28950799 0.0
25 4219 7559 31891421 0.0
25 4241 6211 26340851 0.0
25 4283 4937 21145171 0.0
25 4289 5839 25043471 0.0
25 4337 7283 31586371 0.0
25 4357 4909 21388513 0.0
25 4391 7549 33147659 0.0
25 4409 5197 22913573 0.0
25 4409 6967 30717503 0.0
25 4441 5689 25264849 0.0
25 4493 5669 25470817 0.0
25 4523 4651 21036473 0.0
25 4523 7127 32235421 0.0
25 4547 4903 22293941 0.0
25 4639 6469 30009691 0.0
25 4643 5623 26107589 0.0
25 4643 6277 29144111 0.0
25 4643 7069 32821367 0.0
25 4663 4703 21930089 0.0
25 4673 5987 27977251 0.0
25 4679 6547 30633413 0.0
25 4729 5801 27432929 0.0
25 4729 6113 28908377 0.0
25 4751 6047 28729297 0.0
25 4759 6353 30233927 0.0
25 4783 6427 30740341 0.0
25 4793 6067 29079131 0.0
25 4861 6701 32573561 0.0
25 4871 6037 29406227 0.0
25 4967 5867 29141389 0.0
25 5059 6449 32625491 0.0
25 5107 5167 26387869 0.0
25 5227 6257 32705339 0.0
25 5233 5711 29885663 0.0
25 5237 6247 32715539 0.0
25 5281 5521 29156401 0.0
25 5477 6079 33294683 0.0
25 5573 5659 31537607 0.0
26 4127 14153 58409431 0.0
26 4133 11731 48484223 0.0
26 4177 9397 39251269 0.0
26 4211 14009 58991899 0.0
26 4241 10909 46265069 0.0
26 4259 15731 66998329 0.0
26 4261 14479 61695019 0.0
26 4273 13913 59450249 0.0
26 4273 14771 63116483 0.0
26 4289 11941 51214949 0.0
26 4297 11437 49144789 0.0
26 4339 12437 53964143 0.0
26 4357 14951 65141507 0.0
26 4363 12539 54707657 0.0
26 4373 10831 47363963 0.0
26 4397 8971 39445487 0.0
26 4409 7963 35108867 0.0
26 4409 9967 43944503 0.0
26 4423 13901 61484123 0.0
26 4441 15107 67090187 0.0
26 4481 10271 46024351 0.0
26 4483 14449 64774867 0.0
26 4483 14731 66039073 0.0
26 4517 12721 57460757 0.0
26 4519 10103 45655457 0.0
26 4549 14437 65673913 0.0
26 4561 7541 34394501 0.0
26 4567 12161 55539287 0.0
26 4567 13477 61549459 0.0
26 4567 13709 62609003 0.0
26 4583 14081 64533223 0.0
26 4637 8623 39984851 0.0
26 4639 11213 52017107 0.0
26 4657 10531 49042867 0.0
26 4679 9679 45288041 0.0
26 4723 7699 36362377 0.0
26 4751 8171 38820421 0.0
26 4799 10321 49530479 0.0
26 4801 9629 46228829 0.0
26 4813 12763 61428319 0.0
26 4817 11699 56354083 0.0
26 4877 10903 53173931 0.0
26 4877 12721 62040317 0.0
26 4943 11369 56196967 0.0
26 4951 10723 53089573 0.0
26 4973 8713 43329749 0.0
26 4973 10613 52778449 0.0
26 4987 9719 48468653 0.0
26 4993 8951 44692343 0.0
26 5009 7529 37712761 0.0
26 5009 12503 62627527 0.0
26 5021 11161 56039381 0.0
26 5059 8419 42591721 0.0
26 5077 8963 45505151 0.0
26 5081 7129 36222449 0.0
26 5101 11437 58340137 0.0
26 5171 12721 65780291 0.0
26 5209 8387 43687883 0.0
26 5231 10847 56740657 0.0
26 5273 9941 52418893 0.0
26 5303 10891 57754973 0.0
26 5303 12511 66345833 0.0
26 5351 9467 50657917 0.0
26 5387 11171 60178177 0.0
26 5441 9431 51314071 0.0
26 5557 7727 42938939 0.0
26 5563 6529 36320827 0.0
26 5573 7213 40198049 0.0
26 5623 10433 58664759 0.0
26 5641 7757 43757237 0.0
26 5641 9403 53042323 0.0
26 5647 8963 50614061 0.0
26 5683 8839 50232037 0.0
26 5683 9551 54278333 0.0
26 5813 10663 61984019 0.0
26 5821 10457 60870197 0.0
26 5851 8329 48732979 0.0
26 6151 8171 50259821 0.0
26 6197 10253 63537841 0.0
26 6287 7537 47385119 0.0
26 6311 10211 64441621 0.0
26 6317 8923 56366591 0.0
26 6361 8647 55003567 0.0
26 6367 8087 51489929 0.0
26 6367 9497 60467399 0.0
26 6389 7283 46531087 0.0
26 6397 8713 55737061 0.0
26 6397 9733 62262001 0.0
26 6481 9377 60772337 0.0
26 6679 8093 54053147 0.0
26 6733 9041 60873053 0.0
26 6763 7247 49011461 0.0
26 6883 9181 63192823 0.0
26 6911 7211 49835221 0.0
26 7207 7537 54319159 0.0
26 7229 7393 53443997 0.0
26 7331 8663 63508453 0.0
26 7411 8821 65372431 0.0
26 7577 8693 65866861 0.0
26 7591 8447 64121177 0.0
27 4483 15647 70145501 0.0
27 4493 15227 68414911 0.0
27 4493 15913 71497109 0.0
27 4967 13933 69205211 0.0
27 5171 15739 81386369 0.0
27 5279 13337 70406023 0.0
27 5347 14533 77707951 0.0
27 5413 13163 71251319 0.0
27 5437 13693 74448841 0.0
27 5437 14341 77972017 0.0
27 5477 13499 73934023 0.0
27 5653 12953 73223309 0.0
27 5717 13151 75184267 0.0
27 5743 14657 84175151 0.0
27 5783 12653 73172299 0.0
27 5813 16363 95118119 0.0
27 5851 15121 88472971 0.0
27 5857 11939 69926723 0.0
27 5861 11743 68825723 0.0
27 5869 15803 92747807 0.0
27 5881 15569 91561289 0.0
27 6037 14779 89220823 0.0
27 6043 11369 68702867 0.0
27 6263 13063 81813569 0.0
27 6329 14767 93460343 0.0
27 6491 13841 89841931 0.0
27 6553 12097 79271641 0.0
27 6571 10631 69856301 0.0
27 6577 13009 85560193 0.0
27 6581 13103 86230843 0.0
27 6607 13759 90905713 0.0
27 6619 11027 72987713 0.0
27 6619 12757 84438583 0.0
27 6653 12437 82743361 0.0
27 6659 14717 98000503 0.0
27 6701 11807 79118707 0.0
27 6733 11677 78621241 0.0
27 6763 10739 72627857 0.0
27 6823 13669 93263587 0.0
27 6871 12073 82953583 0.0
27 6907 11447 79064429 0.0
27 7043 11831 83325733 0.0
27 7193 9629 69261397 0.0
27 7247 11789 85434883 0.0
27 7433 14281 106150673 0.0
27 7477 9109 68107993 0.0
27 7549 11887 89734963 0.0
27 7559 14783 111744697 0.0
27 7589 14683 111429287 0.0
27 7673 13907 106708411 0.0
27 7673 14737 113077001 0.0
27 7691 12401 95376091 0.0
27 7759 13109 101712731 0.0
27 7853 16187 127116511 0.0
27 7927 12197 96685619 0.0
27 7949 10567 83997083 0.0
27 7951 13397 106519547 0.0
27 8009 13249 106111241 0.0
27 8011 10103 80935133 0.0
27 8093 13759 111351587 0.0
27 8123 9661 78476303 0.0
27 8161 15619 127466659 0.0
27 8291 10639 88207949 0.0
27 8293 10883 90252719 0.0
27 8389 11059 92773951 0.0
27 8521 10163 86598923 0.0
27 8527 10301 87836627 0.0
27 8543 9013 76998059 0.0
27 8543 9479 80979097 0.0
27 8597 15377 132196069 0.0
27 8623 15187 130957501 0.0
27 8677 12829 111317233 0.0
27 8731 12923 112830713 0.0
27 8893 11971 106458103 0.0
27 8951 13619 121903669 0.0
27 9133 9839 89859587 0.0
27 9161 9931 90977891 0.0
27 9203 13723 126292769 0.0
27 9319 11393 106171367 0.0
27 9337 13267 123873979 0.0
27 9437 13399 126446363 0.0
27 9437 13463 127050331 0.0
27 9461 9749 92235289 0.0
27 9461 10007 94676227 0.0
27 9587 11831 113423797 0.0
27 9689 10627 102965003 0.0
27 9721 11257 109429297 0.0
27 9769 11443 111786667 0.0
27 9787 12647 123776189 0.0
27 9803 11071 108529013 0.0
27 9829 12809 125899661 0.0
27 10009 12569 125803121 0.0
27 10093 11491 115978663 0.0
27 10103 12637 127671611 0.0
27 10177 12853 130804981 0.0
27 10211 12451 127137161 0.0
27 10223 13001 132909223 0.0
27 10271 12763 131088773 0.0
27 10613 10651 113039063 0.0
27 10627 11071 117651517 0.0
28 8219 25819 212206361 0.0
28 8221 29297 240850637 0.0
28 8233 16987 139853971 0.0
28 8287 16693 138334891 0.0
28 8431 21179 178560149 0.0
28 8513 24763 210807419 0.0
28 8537 26317 224668229 0.0
28 8647 20507 177324029 0.0
28 8693 15767 137062531 0.0
28 8699 21269 185019031 0.0
28 8699 29287 254767613 0.0
28 8713 28607 249252791 0.0
28 8719 18043 157316917 0.0
28 8719 18169 158415511 0.0
28 8747 19441 170050427 0.0
28 8783 26437 232196171 0.0
28 8831 26981 238269211 0.0
28 8839 15803 139682717 0.0
28 8867 27109 240375503 0.0
28 8969 24907 223390883 0.0
28 8971 25561 229307731 0.0
28 8999 27541 247841459 0.0
28 9043 23293 210638599 0.0
28 9091 21647 196792877 0.0
28 9091 25253 229575023 0.0
28 9127 24821 226541267 0.0
28 9199 21317 196095083 0.0
28 9221 19069 175835249 0.0
28 9319 17749 165402931 0.0
28 9413 23609 222231517 0.0
28 9461 20357 192597577 0.0
28 9521 16831 160247951 0.0
28 9539 18199 173600261 0.0
28 9551 27541 263044091 0.0
28 9587 20887 200243669 0.0
28 9629 17027 163952983 0.0
28 9677 27017 261443509 0.0
28 9719 25741 250176779 0.0
28 9851 22073 217441123 0.0
28 9901 25673 254188373 0.0
28 10039 17431 174989809 0.0
28 10159 25447 258516073 0.0
28 10177 24749 251870573 0.0
28 10301 13697 141092797 0.0
28 10459 13649 142754891 0.0
28 10559 13633 143950847 0.0
28 10687 15809 168950783 0.0
28 10733 14431 154887923 0.0
28 10753 15121 162596113 0.0
28 10799 23873 257804527 0.0
28 10861 14303 155344883 0.0
28 10909 15077 164474993 0.0
28 11087 15331 169974797 0.0
28 11087 22709 251774683 0.0
28 11197 15077 168817169 0.0
28 11239 19661 220969979 0.0
28 11279 16937 191032423 0.0
28 11287 13001 146742287 0.0
28 11321 18253 206642213 0.0
28 11321 21059 238408939 0.0
28 11437 17939 205168343 0.0
28 11483 18481 212217323 0.0
28 11551 21187 244731037 0.0
28 11579 21863 253151677 0.0
28 11701 21383 250202483 0.0
28 11731 13009 152608579 0.0
28 11789 12721 149967869 0.0
28 11789 22549 265830161 0.0
28 11939 22013 262813207 0.0
28 12041 18583 223757903 0.0
28 12049 19891 239666659 0.0
28 12101 14737 178332437 0.0
28 12119 19469 235944811 0.0
28 12211 20359 248603749 0.0
28 12241 15569 190580129 0.0
28 12487 16651 207921037 0.0
28 12497 17891 223583827 0.0
28 12541 12919 162017179 0.0
28 12553 18061 226719733 0.0
28 12613 14869 187542697 0.0
28 12619 14107 178016233 0.0
28 12721 15217 193575457 0.0
28 12799 19889 254559311 0.0
28 12899 16633 214549067 0.0
28 12911 13679 176609569 0.0
28 12941 16981 219751121 0.0
28 13121 13829 181450309 0.0
28 13187 16607 218996509 0.0
28 13711 16361 224325671 0.0
28 13751 14327 197010577 0.0
28 13901 18257 253790557 0.0
28 13907 15443 214765801 0.0
28 13913 16067 223540171 0.0
28 14143 18919 267571417 0.0
28 14389 14629 210496681 0.0
28 14629 17489 255846581 0.0
28 15083 17597 265415551 0.0
28 15121 15427 233271667 0.0
28 15233 16087 245053271 0.0
28 15443 15923 245898889 0.0
29 8893 31319 278519867 0.0
29 9109 32189 293209601 0.0
29 9157 29881 273620317 0.0
29 9371 28837 270231527 0.0
29 9859 32569 321097771 0.0
29 9907 30119 298388933 0.0
29 10193 27689 282233977 0.0
29 10343 29339 303453277 0.0
29 10657 28277 301347989 0.0
29 10711 30841 330337951 0.0
29 10903 30593 333555479 0.0
29 11027 27431 302481637 0.0
29 11261 30071 338629531 0.0
29 11321 29423 333097783 0.0
29 11411 32401 369727811 0.0
29 11801 27647 326262247 0.0
29 11909 32561 387768949 0.0
29 12157 23227 282370639 0.0
29 12413 28027 347899151 0.0
29 12473 29573 368864029 0.0
29 12547 32377 406234219 0.0
29 12589 29581 372395209 0.0
29 12613 28723 362283199 0.0
29 12671 28513 361288223 0.0
29 12841 31573 405428893 0.0
29 12853 22921 294603613 0.0
29 13001 25457 330966457 0.0
29 13159 27697 364464823 0.0
29 13217 30323 400779091 0.0
29 13411 22051 295725961 0.0
29 13463 27259 366987917 0.0
29 13711 23333 319918763 0.0
29 13721 22679 311178559 0.0
29 13799 23087 318577513 0.0
29 13831 21569 298320839 0.0
29 14071 26479 372586009 0.0
29 14087 29173 410960051 0.0
29 14323 24677 353448671 0.0
29 14437 25367 366223379 0.0
29 14479 19681 284961199 0.0
29 14563 21617 314808371 0.0
29 14653 22123 324168319 0.0
29 14653 27073 396700669 0.0
29 14947 21859 326726473 0.0
29 15227 22247 338755069 0.0
29 15289 22367 341969063 0.0
29 15377 29101 447486077 0.0
29 15497 21799 337819103 0.0
29 15727 31181 490383587 0.0
29 15749 30893 486533857 0.0
29 15767 21521 339321607 0.0
29 15923 31379 499647817 0.0
29 15971 29947 478283537 0.0
29 16001 24889 398248889 0.0
29 16057 19447 312260479 0.0
29 16057 24919 400124383 0.0
29 16097 26987 434409739 0.0
29 16139 28001 451908139 0.0
29 16193 26959 436547087 0.0
29 16217 26861 435604837 0.0
29 16253 29387 477626911 0.0
29 16319 31247 509919793 0.0
29 16333 22573 368684809 0.0
29 16487 25913 427227631 0.0
29 16661 21751 362393411 0.0
29 16759 28661 480329699 0.0
29 16921 26687 451570727 0.0
29 16943 19993 338741399 0.0
29 16963 20563 348810169 0.0
29 17077 20219 345279863 0.0
29 17107 30181 516306367 0.0
29 17137 29251 501274387 0.0
29 17203 23371 402051313 0.0
29 17293 30971 535581503 0.0
29 17483 30119 526570477 0.0
29 17489 20411 356967979 0.0
29 17489 21817 381557513 0.0
29 17551 20063 352125713 0.0
29 17783 24859 442067597 0.0
29 17957 19777 355135589 0.0
29 17971 21059 378451289 0.0
29 18131 24421 442777151 0.0
29 18401 22051 405760451 0.0
29 18433 21221 391166693 0.0
29 18541 25633 475261453 0.0
29 18593 27107 504000451 0.0
29 18749 19157 359174593 0.0
29 18859 22871 431324189 0.0
29 19031 20333 386957323 0.0
29 19571 22741 445064111 0.0
29 19603 24509 480449927 0.0
29 19699 22073 434816027 0.0
29 19739 20233 399379187 0.0
29 20063 22469 450795547 0.0
29 20369 20717 421984573 0.0
29 20543 23869 490340867 0.0
29 20693 25561 528933773 0.0
29 20731 21191 439310621 0.0
29 20807 23357 485989099 0.0
29 21767 22637 492739579 0.0
30 16519 47417 783281423 0.0
30 16553 37057 613404521 0.0
30 16649 61657 1026527393 0.0
30 16787 52147 875391689 0.0
30 16903 35053 592500859 0.0
30 16937 47507 804626059 0.0
30 16937 54799 928130663 0.0
30 17107 32783 560818781 0.0
30 17117 53917 922897289 0.0
30 17321 41051 711044371 0.0
30 17321 61051 1057464371 0.0
30 17341 35933 623114153 0.0
30 17383 51169 889470727 0.0
30 17393 44543 774736399 0.0
30 17443 52321 912635203 0.0
30 17449 46471 810872479 0.0
30 17729 38177 676840033 0.0
30 18049 59441 1072850609 0.0
30 18229 49597 904103713 0.0
30 18379 39373 723636367 0.0
30 18439 57791 1065608249 0.0
30 18457 31253 576836621 0.0
30 18481 38603 713422043 0.0
30 18493 37139 686811527 0.0
30 18521 49943 924994303 0.0
30 18719 31277 585474163 0.0
30 18719 46027 861579413 0.0
30 18731 55291 1035655721 0.0
30 18757 48187 903843559 0.0
30 19051 34231 652134781 0.0
30 19423 28069 545184187 0.0
30 19457 36791 715842487 0.0
30 19541 42157 823789937 0.0
30 19543 40529 792058247 0.0
30 19577 38867 760899259 0.0
30 19753 34939 690150067 0.0
30 19793 53087 1050750991 0.0
30 19913 45707 910163491 0.0
30 20327 39541 803749907 0.0
30 20369 48163 981032147 0.0
30 20407 35569 725856583 0.0
30 20407 49921 1018737847 0.0
30 20483 32587 667479521 0.0
30 20759 26237 544653883 0.0
30 20789 39343 817901627 0.0
30 21211 46181 979545191 0.0
30 21227 33751 716432477 0.0
30 21383 41341 883994603 0.0
30 21487 45821 984555827 0.0
30 21557 44507 959437399 0.0
30 21589 33409 721266901 0.0
30 21599 31069 671059331 0.0
30 21649 27689 599439161 0.0
30 21893 28181 616966633 0.0
30 21893 44983 984812819 0.0
30 21893 45833 1003421869 0.0
30 22123 48413 1071040799 0.0
30 22409 32707 732931163 0.0
30 22447 43853 984368291 0.0
30 22637 33343 754785491 0.0
30 22643 35491 803622713 0.0
30 22669 35407 802641283 0.0
30 22769 29033 661052377 0.0
30 23209 30403 705623227 0.0
30 23293 42967 1000830331 0.0
30 23417 32141 752645797 0.0
30 23509 36269 852647921 0.0
30 23741 24851 589987591 0.0
30 23743 28087 666869641 0.0
30 23747 41077 975455519 0.0
30 23887 24917 595192379 0.0
30 23899 26647 636836653 0.0
30 24001 36541 877020541 0.0
30 24049 32371 778490179 0.0
30 24049 33023 794170127 0.0
30 24103 24251 584521853 0.0
30 24107 30517 735673319 0.0
30 24169 42643 1030638667 0.0
30 24337 32749 797012413 0.0
30 24683 26357 650569831 0.0
30 24907 29753 741057971 0.0
